name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,
10 MW bundled Luni-III & Luni-II hydroelectric projects for a grid system at Sri Sai Krishna Hydro Energies Private Limited in Kangra District  Himachal Pradesh.,CDMDB0002698,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.16667,77.78333,,Hydro,
10MW Hydroelectric Power Project at Munirabad  Karnataka,CDMDB0010089,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,15.2552,76.3361,,Hydro,
2 x 5 MW Baner khad & Iku khad small hydroelectric project for a grid system,CDMDB0000958,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.5,76.1559,,Hydro,
Jeori Hydro-Electric Project,CDMDB0008312,9.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.4875,77.7686,,Hydro,
9 MW Beas Kund Hydel Power Project,CDMDB0003801,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.3111,77.0402,,Hydro,
9 MW Neria Hydroelectric project  Karnataka  India,CDMDB0001549,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Awa and Binwa Small Hydro Power Projects in Kangra District of Himachal Pradesh  India,CDMDB0005175,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.09,76.61,,Hydro,
Kadamane Mini Hydel Scheme-1 (KMHS-1),CDMDB0001575,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,13.017,76.17,,Hydro,
Manal  Chandni and Timbi Small Hydroelectric Projects of HCPL,CDMDB0000330,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,24.85,81.38333,,Hydro,
Small Hydro Power Project by Kurmi Energy Private Limited,CDMDB0005089,8.01,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.5953,77.7419,,Hydro,
Dam spillage based small hydro power project in Maharashtra  India,CDMDB0008100,8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,15.94583,74.07222,,Hydro,
Gangani Small Hydro Electric Project,CDMDB0009244,8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.8558,78.2858,,Hydro,
Small Hydro Power Project at NTPC-Singrauli,CDMDB0010178,8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,24.05917,82.67806,,Hydro,
Vilangad Small Hydroelectric Project(VSHEP)  Kerala (India),CDMDB0009447,7.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,11.76806,75.76111,,Hydro,
2 X 3.5 MW Ullunkal Hydro Power Project in Kerala  India.,CDMDB0002937,7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.34167,76.93333,,Hydro,
7 MW Bundled Hydro power project at Himachal Pradesh of Raajratna Energy Holdings Pvt. Ltd,CDMDB0009111,7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
7 MW Hydel Based Power Unit on River Jatashankari  Chhattisgarh,CDMDB0005442,7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.5833,82.4167,,Hydro,
Hydro Electric Power Project of Celerity Power Pvt. Ltd,CDMDB0002927,7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,18.1,73.7,,Hydro,
Hydro-based power generation project by New Asian Infrastructure Development Private Limited in Maharashtra  India,CDMDB0007446,7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.54583,73.90417,,Hydro,
6.5 MW Bundled Small Hydro Electric Project in Maharashtra State  India,CDMDB0008589,6.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.85,73.7083,,Hydro,
6.25 MW grid-connected Sattegala Mini Hydel Scheme at SLS Power Industries Ltd.  in Chamarajanagar District  Karnataka,CDMDB0000923,6.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.25222,77.14639,,Hydro,
6 MW Harangi Phase-II Hydro Power Project in Karnataka  India,CDMDB0003594,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.49278,75.90556,,Hydro,
6MW Somanamaradi grid connected SHP in Karnataka  India,CDMDB0000227,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,16.08,77.16,,Hydro,
Chathankottunada Stage-II SHEP,CDMDB0009448,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,11.6833,75.7833,,Hydro,
Perunthenaruvi small hydro electric project,CDMDB0009896,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Small hydro power project by PHPPL  India,CDMDB0007269,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.1625,76.4589,,Hydro,
Vajra and Chaskaman small hydro projects of Vindhyachal Hydro Power Ltd.  Maharashtra  India.,CDMDB0000273,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.13,72.58,,Hydro,
5.6 MW Grid connected Renewable Bundled Hydro Electric Project,CDMDB0009843,5.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Sarbari II Hydro Power Project by DSL Hydrowatt Limited in Kullu  Himachal Pradesh,CDMDB0004985,5.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.96722,77.05694,,Hydro,
Abohar Branch Canal Based Small Hydro Project in Punjab  India,CDMDB0004856,5.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.6439,75.1055,,Hydro,
Lohgarh  Chakbhai and Sidhana Mini Hydroelectric Projects,CDMDB0000327,5.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.23333,75.83333,,Hydro,
Kattepura Mini Hydel Scheme at Karnataka  India,CDMDB0007930,5.001,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.60861,76.04528,,Hydro,
2 x 2.5MW Sainj Hydro Electric Project implemented in Shimla District of Himachal Pradesh,CDMDB0004272,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,38.91667,77.66722,,Hydro,
5 MW Chirchind Grid-Connected SHP in Himachal Pradesh  India,CDMDB0002729,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.46056,76.45167,,Hydro,
5 MW Debal Grid-connected Hydroelectric Project in Uttaranchal  India,CDMDB0002965,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.0008,79.5528,,Hydro,
5 MW Dehar Grid-connected SHP in Himachal Pradesh  India,CDMDB0000035,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.56,76.13,,Hydro,
5 MW Dunali Run-of-the-river  Small Hydro Electric Project'  Chamba district  Himachal Pradesh by M/s Jala Shakti Limited (JSL).,CDMDB0005367,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.4667,76.3203,,Hydro,
5 MW Renewable Energy Project for a Grid system  India at Beas Nallah in Kullu district of  Himachal Pradesh by M/s Sai Engineering Foundation,CDMDB0000943,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.1114,77.7,,Hydro,
5 MW Sahu Hydro Electric Project for a grid connected system in Himachal Pradesh  India,CDMDB0001753,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
5 MW Small Hydro Project by Jawala Hydro Power Pvt. Ltd,CDMDB0010002,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
5 MW renewable energy project for a grid system' at Rohru Tehsil  Shimla District in Himachal  India,CDMDB0001363,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.45,78.19,,Hydro,
Balsio Small Hydroelectric Project of Ginni Global Pvt. Ltd.,CDMDB0004309,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.88,76.1583,,Hydro,
Baner Sangam small hydro power project,CDMDB0006360,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.08056,76.24583,,Hydro,
Binwa-IV Hydro Electric Project,CDMDB0007939,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Gonal Small Hydro Project by South West Hydro,CDMDB0008235,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,16.455,76.71167,,Hydro,
Gramang Hydel power Project,CDMDB0009541,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.11333,76.93833,,Hydro,
Rakchad Small Hydro Electric Project,CDMDB0003022,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.55,77.93,,Hydro,
Rukti-II (5 MW) Small Hydro Electric Project,CDMDB0006048,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.5225,78.0186,,Hydro,
Taraila Small Hydroelectric Project of Ginni Global Ltd.,CDMDB0000376,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.56667,76.13333,,Hydro,
Badyar Hydro (4.90 MW) Plant at Uttarakhand,CDMDB0005161,4.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.91667,78.25,,Hydro,
4.80 MWrenewable energy project by Aleo Manali Hydropower Pvt. Ltd.,CDMDB0009212,4.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Birahi Ganga Hydro Electric Project,CDMDB0000953,4.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.25,79.23,,Hydro,
BIPPL small scale renewable energy project,CDMDB0005536,4.7,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.8917,92.9583,,Hydro,
4.5 MW Maujhi Grid-connected SHP in Himachal Pradesh  India,CDMDB0000098,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31,78,,Hydro,
4.5 MW Sechi grid-connected hydro electric project in Himachal Pradesh.,CDMDB0009167,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
4.5MW grid-connected Sugur Mini Hydel Scheme at SLS Power Industries Ltd in Bellary District  Karnataka,CDMDB0000921,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,15.64917,76.88278,,Hydro,
Manglad Small Hydroelectric Project,CDMDB0003598,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.4847,77.7683,,Hydro,
Palor II SHP Project,CDMDB0006373,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.74306,77.45472,,Hydro,
Sarbari-I small hydro project of DSL Hydrowatt Limited (DSLHL)  Himachal Pradesh  India,CDMDB0002482,4.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Dolowal  Salar and Bhanubhura Mini Hydroelectric Projects,CDMDB0000328,4.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.23333,75.83333,,Hydro,
4.05 MW Champamati small hydro power project,CDMDB0006164,4.05,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.5633,90.3556,,Hydro,
4.05 MW Grid connected Small Hydroelectric Project in Andhra Pradesh  India,CDMDB0001001,4.05,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.3,79.16,,Hydro,
4 MW Small Hydro Project by Shansha Hydro Power Project Co-Operative Society Ltd.,CDMDB0010112,4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.615,76.91194,,Hydro,
Hemagiri Mini Hydel Project in Karnataka State  India,CDMDB0003761,4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.6572,76.4119,,Hydro,
Small Hydro Power Project at Jirah,CDMDB0003966,4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.0167,77.4372,,Hydro,
Small Hydro Power Project in Panwi  Himachal Pradesh,CDMDB0010183,4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.53333,78.025,,Hydro,
Sonawade Small Hydro Power Project,CDMDB0005715,4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.1375,73.87583,,Hydro,
Babanpur  Killa and Sahoke Mini Hydroelectric Projects,CDMDB0000329,3.75,,India,,Clean Development Mechanism,https://cdm.unfccc.int,30.23333,75.83333,,Hydro,
Bundled Microhydel Projects (3.115 MW) in Uttaranchal  India,CDMDB0003853,3.115,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
'3MW Iruttukanam Small Hydro Electric Project  Kerala  India' at Viyyat Power Private Limited in Taluka Devikulam  District Idukki  Kerala by  M/s Viyyat Power Private Limited.,CDMDB0001514,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.5044,76.5812,,Hydro,
'Neora Hydro Limited (NHL)' at Sakam Basti village  Darjeeling district  West Bengal India,CDMDB0001251,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.9167,88.767,,Hydro,
3 MW Hydro Power Project by Oreva Energy Pvt. Ltd,CDMDB0005740,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.81556,73.53528,,Hydro,
3 MW SAL-II Hydro Electric Project by Himgiri Infrastructure Development Pvt. Ltd.,CDMDB0010160,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
3 MW renewable energy project by Gunsola Hydro Power Generation Pvt. Ltd.,CDMDB0004039,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,29.5833,78.6333,,Hydro,
3MW Beedalli Mini Hydel Project  Kodagu District  Karnataka  India,CDMDB0009939,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.67,75.72,,Hydro,
Aleo Manali 3 MW Small Hydroelectric Project  Himachal Pradesh  India,CDMDB0000244,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.1335,77.1247,,Hydro,
Kakkayam Small Hydroelectric Project,CDMDB0007435,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,11.55,75.9,,Hydro,
Palor Small Hydro Project,CDMDB0003434,3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,77.4208,30.7208,,Hydro,
Hebbakavadi Canal Based Mini Hydro Project in Karnataka  India,CDMDB0001012,2.95,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.22,77.31,,Hydro,
Khukhni and Mussapur Small Hydro Power Project,CDMDB0010187,2.8,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
Ubhara Hydel Power Project  Chamba  Himachal Pradesh,CDMDB0008378,2.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.52389,76.04083,,Hydro,
Bundled micro hydro power generation project in West Bengal  India,CDMDB0009997,2.3,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.86361,88.17354,,Hydro,
Beas Mini Hydroelectric Project,CDMDB0006239,2.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.3086,77.1819,,Hydro,
2.2 MW hydropower plant in Birsinghpur  Madhya Pradesh of Ascent Hydro Projects Limited (AHPL),CDMDB0001280,2.2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.3696,81.038,,Hydro,
2 MW Gogripur Hydro Power Project at Village Gogripur  District Karnal of State Haryana (India),CDMDB0007052,2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,29.64583,76.9475,,Hydro,
2 MW Kalm Small Hydro Electric Project in Himachal Pradesh  India,CDMDB0005504,2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.4417,76.0431,,Hydro,
Chakshi Mini Hydro Power Project,CDMDB0010212,2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.99778,77.43472,,Hydro,
Lower Manair Mini Hydel Scheme at Kakatiya Canal located in Andhra Pradesh  India,CDMDB0000948,2,,India,,Clean Development Mechanism,https://cdm.unfccc.int,18.26,79.8,,Hydro,
Baragran Hydro Electric Project  3.0 MW (being expanded to 4.9 MW),CDMDB0001253,1.9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.23,77.17,,Hydro,
1.725 MW Mini Hydel Scheme on Nagavali River  Andhra Pradesh  India,CDMDB0001566,1.725,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Hydro,
1.5 MW Deogad hydroelectric project in Maharashtra  district Sindhudurg  India by M/s Gadre Marine Export,CDMDB0001512,1.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,16.425,75.8,,Hydro,
1.5 MW Link Canal Mini Hydel Project,CDMDB0000662,1.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,12.3122,76.5349,,Hydro,
1.5 MW Small Hydro Project at Yeleswaram  East Godavari Dist.  Andhra Pradesh  India,CDMDB0009564,1.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.30324,82.08989,,Hydro,
Agrahara Mini Hydel Scheme - I & II,CDMDB0009860,1.258,,India,,Clean Development Mechanism,https://cdm.unfccc.int,16.25856,77.06473,,Hydro,
1 MW Hydro Power Project by M/s Oreva Energy Pvt. Ltd. at Wanakbori  Kheda  Gujarat,CDMDB0009415,1,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.9491,73.425,,Hydro,
650 KW Terkiana Mini Hydel Project on Holybein,CDMDB0005068,0.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.8614,75.5938,,Hydro,
Renewable Power Project by the Kiran Group (EKIESL- CDM. September 15-02),CDMDB0010370,8.25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Other,
Bundled Renewable Power Project by Sharma Industries (EKIESL-CDM.December-14-02),CDMDB0010336,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Other,
Greenhouse Gas Emission Reductions Through Thermal Solar Power Technology - Rajasthan Sun Technique Energy Pvt. Ltd,CDMDB0009293,125,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.78777,72.00939,,Solar,
Greenhouse Gas Emission Reductions Through Photovoltaic Technology - Dahanu Solar Power Pvt. Ltd.,CDMDB0007103,100,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.8036,72.0071,,Solar,
50 MW Solar Photo Voltaic Plant at Rajgarh (MP),CDMDB0010270,50,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.9626,76.7223,,Solar,
Solar Thermal Power Plant by Godawari Green Energy Limited,CDMDB0007379,50,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.60361,72.23589,,Solar,
Adani Enterprises Limited Solar PV Power Project in Gujarat  India,CDMDB0005928,40,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.2628,69.0242,,Solar,
Grid Connected Solar PV Project by M/s. Giriraj Enterprises in Rajasthan,CDMDB0010150,33,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.437,72.322,,Solar,
Solar PV Power Plants by PESPL and SEPL,CDMDB0008608,30,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
25 MW Solar PV Project in Gujarat,CDMDB0006151,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.4701,71.5851,,Solar,
Grid Interactive Solar Photovoltaic Power Project in Gujarat,CDMDB0007249,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.727,71.433,,Solar,
Grid connected 25 MW P V solar power project at Charanka in Gujarat,CDMDB0007128,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.91759,71.21479,,Solar,
Mithapur Solar Power Project,CDMDB0007373,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.4092,68.9932,,Solar,
Solar PV power project at Patan  India,CDMDB0007036,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.90583,71.19778,,Solar,
Solar PV power project by Roha Dyechem Pvt. Ltd. (EKIESL.CDM.Aug-11-02),CDMDB0007442,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.9,71.2,,Solar,
Solar Thermal Power project at Kutcch District in Gujarat,CDMDB0009224,25,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.3799,70.7083,,Solar,
Solar Power project in Rajasthan,CDMDB0009602,23,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.47522,72.30837,,Solar,
Grid Connected Solar Photovoltaic project by M/s Solar Semiconductor Power Company (India) Private Limited in the State of Gujarat  India,CDMDB0010177,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.32444,70.40028,,Solar,
Kiran Energy Solar PV Project,CDMDB0007347,20,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.839,71.1984,,Solar,
Solar Power Project by SunBorne Energy Gujarat One Private Limited,CDMDB0006603,15.401,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.374,70.3117,,Solar,
15 MW Solar Photovoltaic Power Plant in Gujarat,CDMDB0006231,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.3601,70.0541,,Solar,
15 MW Solar Photovoltaic Power Project at Gujarat,CDMDB0008671,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.32,72.43,,Solar,
15 MW Solar Power Project in Gujarat,CDMDB0008496,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.9099,71.2108,,Solar,
Bundled Solar Photovoltic Power project at Chadiyana  Patan District in Gujarat,CDMDB0008689,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Solar PV Power Project by DMPL in Fatepur  Gujarat,CDMDB0009067,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Solar PV Power Project by MMPL in Fatepur  Gujarat,CDMDB0009078,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Solar Photovoltic Power project at Charanka  Patan District in Gujarat,CDMDB0009709,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.90562,71.19841,,Solar,
Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,CDMDB0009455,15,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.91667,71.2,,Solar,
Bundled Solar Energy Project in Madhya Pradesh by EnvironmentFirst  India,CDMDB0010242,14.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Renewable Energy Project by Pramatha Power Pvt. Ltd. Goa (EKIESL- CDM. April 16-04),CDMDB0010361,14,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Grid Connected Solar PV Project by M/s. D. J. Malpani in Rajasthan,CDMDB0009871,13,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.47194,72.29,,Solar,
Solar Power Project by Fortum FinnSurya (EKIESL-CDM.February-15-01),CDMDB0010288,12,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.5,76.35,,Solar,
Grid connected solar PV project by VIL and CPPL,CDMDB0009356,11.44,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
10 MW Solar PV Power Project by Azure Power,CDMDB0006512,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.8774,72.0703,,Solar,
10 MW Solar Photovoltaic Power Plant in Rajkot  Gujarat (India),CDMDB0008917,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.73643,70.11978,,Solar,
10 MW solar power project by NKG Infrastructure Limited,CDMDB0007188,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.90562,71.19841,,Solar,
10 MWp Grid Interactive Solar Power Project in Gujarat Solar Park  India,CDMDB0007791,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.9027,71.1977,,Solar,
10MW Solar Power Project (EnvironmentFirst-213),CDMDB0010238,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
GHG abatement through solar power generation in Bikaner  Rajasthan  India,CDMDB0009321,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Grid Connected Solar Photovoltaic Power Project by M/s. Mono Steel (India) Ltd. in Gujarat,CDMDB0008151,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.81905,71.00877,,Solar,
Grid Connected Solar Power Project in Gujarat by GHI Energy Private Limited,CDMDB0007722,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,21.95677,71.32887,,Solar,
Grid connected solar PV based power generation at Rajasthan by Lexicon Vanijya Pvt. Ltd,CDMDB0009605,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Grid connected solar PV based power generation at Rajasthan by Symphony Vyapaar Pvt Ltd,CDMDB0009604,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Grid connected solar photovoltaic power plant in Bikaner  Rajasthan  India,CDMDB0009185,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.86389,72.83889,,Solar,
Solar Photovoltaic based Power Plant  India 2,CDMDB0008528,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.5,71.7,,Solar,
Solar Power Project by Hero Group (EKIESL-CDM.May-15-01),CDMDB0010315,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,14.907,76.81,,Solar,
Solar Power Project by Rishabh Renergy (EKIESL-CDM.May-15-02),CDMDB0010321,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,28.022,73.068,,Solar,
Solar Power Project in Gujarat  India by Waa Solar Private Limited,CDMDB0006352,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.70842,71.41857,,Solar,
Solar power project in Gujarat  India,CDMDB0007951,10,,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.87611,71.2825,,Solar,
Solar PV Power Project in Kutch District of Gujarat,CDMDB0006653,9,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.377,70.7462,,Solar,
Solar Photovoltaic Power Project at Jalgaon  Maharashtra,CDMDB0008464,8.5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,20.92898,75.56314,,Solar,
Bundled Solar Power Project by EKI Energy Services Limited (EKIESL-CDM.June-13-02),CDMDB0010071,8.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Bundled Solar Power Project by EKI Energy Services Limited (EKIESL-CDM.September-13-02),CDMDB0010076,7.52,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Grid Connected Solar PV Project by M/s. Giriraj Enterprises in Maharashtra,CDMDB0010017,6.65,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.5,75.78,,Solar,
6 MW Solar Power Project by Arhyama Solar Power,CDMDB0010122,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.63,79.01,,Solar,
6 MW bundled grid connected Solar Power project at Katol and Bareilly  India,CDMDB0006719,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,28.17011,79.53734,,Solar,
Solar Power Project by M AND B Switchgears Limited,CDMDB0009403,6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,22.67861,74.94833,,Solar,
5.6 MW CDM Bundled Solar Power Project in the state of Maharashtra,CDMDB0010064,5.6,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
Solar Project in Rajasthan by Sunborne Energy Rajasthan Solar Private Limited,CDMDB0008718,5.4,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.42542,72.00345,,Solar,
5 MW Solar PV Power Plant CDM Project by OPG Energy Private Ltd.  - Baap  Jodhpur  Rajasthan  India,CDMDB0010125,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.35572,72.35131,,Solar,
5 MW Solar PV Power Plant CDM Project by Swiss Park Vanijya Pvt. Ltd. - Tinwari  Jodhpur  Rajasthan  India,CDMDB0009909,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,26.53591,72.85971,,Solar,
5 MW Solar PV Power Project at NTPC Faridabad,CDMDB0009964,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,,,,Solar,
5 MW Solar PV Power Project at NTPC-Dadri  a Business unit of NTPC limited,CDMDB0009392,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,28.57,77.63,,Solar,
5 MW Solar PV Power Project at Port Blair (A & N),CDMDB0009524,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,11.6,92.7,,Solar,
5 MW Solar PV Power Project by Azure Power,CDMDB0009445,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,27.2162,74.2662,,Solar,
5 MW Solar PV Power Project in Sivagangai Village  Sivaganga District  Tamil Nadu,CDMDB0004615,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,9.8032,78.4481,,Solar,
5 MW Solar Photovoltaic Power Project by Backbone Enterprises Limited in Gujarat  India,CDMDB0009961,5,,India,,Clean Development Mechanism,https://cdm.unfccc.int,23.3585,70.6211,,Solar,
