gppd_idnr,owner,lei
USA0050060,Prince George's County,2549004WKRX7VI6OWE40
USA0055964,Prince George's County,2549004WKRX7VI6OWE40
USA0000811,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0002548,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0000046,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0055081,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0001775,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0006510,Sierra Pacific Power Co,QB888G5GSVGE1LD1WV84
USA0058260,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0001483,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0056682,Industrial Power Generating Company LLC,743700LQ48IZBTZN4S52
USA0006014,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0001754,Indiana Michigan Power Co,JHR9V15J0ZRG02MIRD06
USA0003595,Lower Colorado River Authority,549300QJFPW2NNBYR215
USA0002720,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0060917,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0054333,Bucknell University,2549006IC5J54OTNF831
USA0000220,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0060983,Buckthorn Wind Project  LLC,5493001CYN2WPT5C7060
USA0058472,Buena Vista Biomass LLC,724500ZNGEOUOACGY875
USA0056946,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0007317,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0058038,Buffalo Center Wind LLC,549300R107V1F29GRD40
USA0007927,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0056792,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0057424,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0056956,Bull Creek Wind LLC,549300O1GSUXXNZ7PE12
USA0003396,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0061512,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0000541,FirstLight Power Resources Services LLC,549300XBPEJ3XVE36132
USA0050316,Bunge North America East LLC,549300P7PBIOHKHSWV50
USA0052034,CSL Behring LLC,529900179PEF1YBAXN42
USA0001401,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0056434,Idaho Wind Partners 1 LLC,5493006GOI2C6LWM0L05
USA0001104,Interstate Power and Light Co,EF9UQIIO4KY2BWOK3P26
USA0001266,City of Burlington - (KS),549300EPZY05I1FWOE81
USA0003754,City of Burlington Electric - (VT),549300EPZY05I1FWOE81
USA0010652,North American Energy Services,213800G1ZJS9WD9NH343
USA0000704,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0057980,Black Hills/Colorado Elec.Util,3MGELCRSTNSAMJ962671
USA0000935,City of Bushnell - (IL),5493006VXX1RCDDC0M29
USA0059891,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0058959,MC Power Companies Inc,213800EI2RH785UFWG67
USA0059896,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0000221,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0003254,South Carolina Public Service Authority,2549007RZ1SV42YTM053
USA0003773,Appalachian Power Co,3SCHO1ABYYIG382BEI70
USA0050895,Enel Green Power NA  Inc.,549300VLR4TEG8VILM36
USA0007901,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0000676,City of Lakeland - (FL),XRPK4ZALF4437WO3JQ94
USA0000956,City of Tallahassee - (FL),549300MPY4HDPK8B1G15
USA0000812,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0052176,Power Resources Ltd,549300RJIFCWPPXX6O11
USA0002241,City of Grand Island - (NE),254900I52QZGG4TKH278
USA0001698,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0060402,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0058440,Crestmark Bank,549300O3P69SIFR2FF36
USA0060931,CCC Hastings Renewable Energy  LLC,549300ZI69YGOOU6IT13
USA0059248,Camden Solar Center  LLC,25490023JVVHXWI05C62
USA0058237,New Britain Renewable Energy  LLC,549300QE6YVQK2HU5W24
USA0061620,SunE Corcoran SP Owner  LLC,549300TWUYETROGYXV39
USA0061619,SunE Solano SP Owner  LLC,5493001GG6R9USNUJV68
USA0061621,SunE Wasco SP Owner  LLC,549300TJQ77YQZEHVG21
USA0060077,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0061602,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060078,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060079,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060080,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060081,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0061499,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060274,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0060201,Consolidated Edison Solutions Inc,54930033SBW53OO8T749
USA0058387,SunEdison LLC,5493004W8FBXFVSWVZ87
USA0060029,Consolidated Edison Solutions Inc,54930033SBW53OO8T749
USA0010195,CF Industries Nitrogen LLC,549300LDRDQLFMUPSY09
USA0061141,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061543,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061548,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0061140,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0056708,Formosa Plastics Corp,254900KM6G17UTG1QN82
USA0061545,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0010617,Lakeside Beaver Falls LLC,549300FJEJB23B8TMT40
USA0010621,Lakeside Syracuse LLC,549300YZ4FVUHXIGX312
USA0059183,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0054677,CII Carbon LLC,5493002CIT11OW5J8846
USA0010122,CIP II/AR Bridgewater Holdings LLC,549300RXYDUEXBL46851
USA0052175,CITGO Petroleum Corp,YX52P86PXMLYDOTUQ225
USA0060225,Tesla Inc.,54930043XZGB27CTOV49
USA0060608,Tesla Inc.,54930043XZGB27CTOV49
USA0060609,Tesla Inc.,54930043XZGB27CTOV49
USA0060607,Tesla Inc.,54930043XZGB27CTOV49
USA0060605,Tesla Inc.,54930043XZGB27CTOV49
USA0059888,Capital Power Corporation,549300QRKTEXGXYVPO80
USA0001552,CP Crane Power  LLC,5493006NYUYYJVCK8O90
USA0060472,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0056846,CPV Maryland LLC,54930037XYTJRK6Y3F02
USA0054790,CSL Behring LLC,529900179PEF1YBAXN42
USA0050572,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0057042,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0060979,Solar Star California XLVIII  LLC,5493002NIAD6SY0RSQ31
USA0060978,Solar Star California XLVIII  LLC,5493002NIAD6SY0RSQ31
USA0054300,Brookfield Energy Marketing LP,5493005D5C6SQ84WHW11
USA0050552,FPL Energy Cabazon Wind,549300FJM21DWKFIDD87
USA0000833,Avista Corp,Q0IK63NITJD6RJ47SW96
USA0001629,FirstLight Power Resources  Inc. - MA,549300XBPEJ3XVE36132
USA0009864,City of Holyoke Gas and Electric Dept.,549300I9GWXX4SYOE358
WRI1029191,Guam Power Authority,549300IPOV320QCKW060
USA0002522,New York State Elec & Gas Corp,549300GEC6J0YHUXA160
USA0056234,Caithness Long Island  LLC,5493005W7VCAW2VD2D83
USA0057163,Los Angeles County Sanitation,254900VFB0YJDL2R7S39
USA0055165,Entergy Louisiana LLC,0V5453U14HDZO63CGH17
USA0054900,Brookfield Smoky Mountain Hydropower LLC,549300O6VTGJCT8H7173
USA0004061,Wisconsin Public Service Corp,549300BJRHJVYNUMQZ30
USA0055197,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0055409,Calhoun Power Co LLC,549300GM2TY7W59BOT87
USA0058008,SunEdison LLC,5493004W8FBXFVSWVZ87
USA0057544,Southern California Edison Co,9R1Z5I36FERIBVKW4P77
USA0057439,NRG Renew Operation & Maintenance  LLC,549300WC65YQJNS0VI74
USA0059088,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0050066,Geysers Power Co LLC,549300AH5J1BMXQXBA91
USA0056270,FPL Energy Callahan Wind  LLC,549300FJM21DWKFIDD87
USA0006153,Union Electric Co - (MO),QMPJLLDULY5C1M8PNY21
USA0057460,Bloom Energy 2009 PPA,549300XB5J9BFW5JXV97
USA0060452,WGL Energy Systems  Inc,549300D7A8QA85Z2MH11
USA0000537,East Bay Municipal Util Dist,549300EF0HD1RYMCKG22
USA0002038,Great River Energy,5493007CIM8IF8LIUC91
USA0010586,Terra-Gen Operating Co LLC,5493005QIRJCOJYARG32
USA0059966,Duke Energy Progress - (NC),0NIFZ782LS46WOC9QK20
USA0057125,Idaho Wind Partners 1 LLC,5493006GOI2C6LWM0L05
USA0059655,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0057090,Duke Energy DEGS Campbell Hill,I1BZKREC126H0VB1BL91
USA0056329,Hawaiian Electric Co Inc,JJ8FWOCWCV22X7GUPJ23
USA0061851,Hawaiian Electric Co Inc,JJ8FWOCWCV22X7GUPJ23
USA0058467,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0057597,EnLink Midstream Services  LLC,54930000GY1H533OBE23
USA0002226,Nebraska Public Power District,5493001J0BLQRMOJKP23
USA0001363,Louisville Gas & Electric Co,KO3GRIB3RPH1XDX50U72
USA0058620,Canton Mountain Wind LLC,549300Y3UIIMZB44R645
USA0050244,Blue Ridge Paper Products Inc,549300B1S7SGYWNQ5G83
USA0057522,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0006400,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0000609,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0001484,FPL Energy Cape LLC,549300FJM21DWKFIDD87
USA0054406,State of Wisconsin,549300VTAT608CNZ5827
USA0054965,Cargill Inc,QXZYQNMR4JZ5RIRN4T31
USA0000222,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0000223,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0057296,Carleton College,549300ICLNNVJWFWTW87
USA0003067,Eugene Water & Electric Board,549300P1P01XKFQ38R71
USA0059017,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0000166,Entergy Arkansas Inc,549300A0I5ONUIFMLP35
USA0050978,Carr Street Generating Sta LP,549300RU3EZVXPJ72802
USA0059773,Carroll County Energy LLC,549300P5WM1CIGEGUG23
USA0056809,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0010169,Carson Cogeneration Co,549300KJ2CT2UPZHKY49
USA0010620,Carthage Energy LLC,54930063YKREAU5JRS86
USA0058503,Portland General Electric Co,GJOUP9M7C39GLSK9R870
USA0006456,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0060442,Clean Energy Collective LLC,254900DAC9FG4OUN8O79
USA0055404,Carville Energy LLC,549300ELXCGC8NGKUE28
USA0006058,Rochester Public Utilities,549300M7E7IWOAE3LD72
USA0000813,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0058590,Cascade Solar LLC,549300Z3U8XP3DGC6V29
USA0057093,Chevron USA,VA8TZDWPEZYU430RZ444
USA0055972,Omaha Public Power District,54930000VJEJ9CGIYG32
USA0056369,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0057870,Castle Rock Cooling,5493001I6XHGXK4OVY54
USA0010190,Fortistar Castleton Power,549300PIYVWDOQYG9B19
USA0059334,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0057708,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0007118,Renewable World Energies LLC,5493000HGLPFKDYICD39
USA0001486,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0006036,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0050935,Caterpillar Inc,WRJR7GS4GTRECRRTVX92
USA0007548,Weber Basin Water Conserv Dist,549300FO1ZUV2HMQR857
USA0003710,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0001001,Duke Energy Indiana  LLC,6URPHM2EAWGJ2C6ISB97
USA0002535,Cayuga Operating Company  LLC,5493008FEHSM4BCVIR71
USA0003460,NRG Texas Power LLC,549300910Z5W016DNW62
USA0002743,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0003255,Duke Energy Carolinas  LLC,MWIUSDMN17TCR56VW396
USA0061376,AES Distributed Energy,549300B6X5XDOGP5TL33
USA0006430,City of Seattle - (WA),549300MKLOL3XDWPZT95
USA0003998,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0057298,Bio Energy Washington  LLC,549300U6LYX38ZSX1P45
USA0057171,Montana-Dakota Utilities Co,0T6SBMK3JTBI1JR36794
USA0056347,Wisconsin Power & Light Co,JWBYHVQVMY66CVCOSO49
USA0060561,Georgia Power Co,D981X4Z4RWS7PDMJUZ03
USA0060757,Altus Power America Management  LLC,549300CBHROLFP6KC187
USA0057260,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0052089,Celanese Acetate LLC,5493007CWX2R04HZ2175
USA0058116,Dunn Paper East Hartford  LLC,54930012GLOF1ZRZPO02
USA0056380,Oklahoma Gas & Electric Co,549300VJ8YXGPO8EV472
USA0056475,Southern California Edison Co,9R1Z5I36FERIBVKW4P77
USA0000224,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0058430,Centinela Solar Energy LLC,549300EIVVDGJJ5EQU37
USA0060281,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0059963,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0007294,Reedy Creek Improvement Dist,549300DLSKH6SZ96KV94
USA0056190,Central Michigan University,549300ADPRW1MSPHFS73
USA0056818,Westar Energy Inc,J75GNWGEO73W89ZV3S44
USA0050621,State of Rhode Island,549300TK0QTLW5HQGC62
USA0057908,University of Cincinnati,5493006TH0WE8FKMUE62
USA0058978,Central Valley Ag Power LLC,549300384HGMFT5Y3476
USA0056252,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0055276,Appalachian Power Co,3SCHO1ABYYIG382BEI70
USA0054355,City of Burlington Electric - (VT),549300EPZY05I1FWOE81
USA0056526,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0001776,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0007974,Basin Electric Power Coop,5493002CLOJ5KYT5GB16
USA0055654,Chambersburg Energy  LLC,549300EVIUXK28JZNE22
USA0055980,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0006406,U S Bureau of Reclamation,254900HROIFWPRGM1V77
USA0055187,EIF Channelview Cogeneration LLC,549300IBZIX0M6W75Q58
USA0056683,Industrial Power Generating Company LLC,743700LQ48IZBTZN4S52
USA0056677,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0058325,Oklahoma Municipal Power Authority,54930074Q1M8747DCS20
USA0000805,Brookfield White Pine Hydro LLC,549300PWT6AGJLL4SE95
USA0000056,PowerSouth Energy Cooperative,5493007T404QZCNC0615
USA0002550,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0058254,City of Lowell - (MI),549300GXJ4CE6FSCJA35
USA0002778,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0050461,Great Lakes Tissue Co,549300UQYOTFF0A0V067
USA0055662,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0059508,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0001604,City of Holyoke Gas and Electric Dept.,549300I9GWXX4SYOE358
USA0054899,Brookfield Smoky Mountain Hydropower LLC,549300O6VTGJCT8H7173
USA0003397,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0061375,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0003803,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0060465,Tesla Inc.,54930043XZGB27CTOV49
USA0003157,Exelon Power,3SOUA6IRML7435B56G12
USA0050410,Kimberly-Clark Corp,MP3J6QPYPGN75NVW2S34
USA0059767,Kearsarge Solar LLC,549300QNH1K8530H4N10
USA0003797,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0056684,Industrial Power Generating Company LLC,743700LQ48IZBTZN4S52
USA0057268,EDF Renewable Asset Holdings  Inc.,549300X3UK4GG3FNMO06
USA0050570,WM Renewable Energy LLC,549300YX8JIID70NFS41
USA0002047,Mississippi Power Co,LNZ0J6YZ5SC6ILIRU850
USA0057703,Black Hills Service Company LLC,3MGELCRSTNSAMJ962671
USA0059794,Energy Systems Group LLC,549300LNQVY8AVFCVO68
USA0003398,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0003921,USACE Northwestern Division,254900HROIFWPRGM1V77
USA0054901,Brookfield Smoky Mountain Hydropower LLC,549300O6VTGJCT8H7173
USA0000225,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0061223,MC Power Companies Inc,213800EI2RH785UFWG67
USA0050103,New Hampshire Hydro Associates,549300KUBRH1GICTLI84
USA0054667,FreePort-McMoRan-Corp-Chino Mines,549300IRDTHJQ1PVET45
USA0057560,Arizona Public Service Co,YG6VT0TPHRH4TFVAQV64
USA0004000,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0060522,Enel Green Power NA  Inc.,549300VLR4TEG8VILM36
USA0000113,Arizona Public Service Co,YG6VT0TPHRH4TFVAQV64
USA0059076,BayWa r.e Wind LLC,5493004MWLJOSUH4MS95
USA0058094,Bed Bath & Beyond,529900ZBUWWUV7BKGX39
USA0056709,Cisco,213800XP9YY3GNQGZE38
USA0056710,Cisco,213800XP9YY3GNQGZE38
USA0056711,Cisco,213800XP9YY3GNQGZE38
USA0056712,Cisco,213800XP9YY3GNQGZE38
USA0055322,Nevada Power Co,MJZFGXRJ52U8U4MKJ519
USA0060737,Marina Energy LLC,549300GNF170H3Y1WT94
USA0007438,City of Manassas - (VA),549300UXZ7FA0DPLIC25
USA0059619,PNM Resources,5493003JOBJGLZSDDQ28
USA0060687,Cimarron Bend Wind Project I  LLC,549300U8IUM3H5YKJT36
USA0060688,Cimarron Bend Wind Project II  LLC,549300U8IUM3H5YKJT36
USA0001230,Sunflower Electric Power Corp,54930000XW28D8KI5603
USA0057243,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0057762,Cimarron Wind Energy LLC,549300VWLGXFDZQEBA21
USA0059738,Sustainable Power Group  LLC,549300FQYD70FNIEOD41
USA0060061,Florida Power & Light Co,A89MY1K3YLIGJMYWVX50
USA0007481,City of Blue Hill - (NE),5493006R0DSVD8VESU58
USA0058525,City of Hayward,549300YF6QD4DXUDGL81
USA0061804,AES Distributed Energy,549300B6X5XDOGP5TL33
USA0059329,Foundation CA Fund VII Manager  LLC,2549000ISKL3OP5JUK41
USA0059664,City of West Plains - (MO),549300N3DHFUWWUMCW69
USA0010623,Los Angeles County,254900VFB0YJDL2R7S39
USA0050729,United States Steel- Clairton,JNLUVFYJT1OZSIQ24U47
USA0004018,Renewable World Energies LLC,5493000HGLPFKDYICD39
USA0059476,Clarendon Solar Farm  LLC,549300YMBNDMRLCXY602
USA0002322,Nevada Power Co,MJZFGXRJ52U8U4MKJ519
USA0003711,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0061374,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0001880,Wolverine Power Supply Coop,549300N75FC0CGVH5H29
USA0001893,ALLETE  Inc.,549300NNLSIMY6Z8OT86
USA0003774,Appalachian Power Co,3SCHO1ABYYIG382BEI70
USA0000814,Idaho Power Co,TN0LL73P2C8X3W6KM391
USA0003020,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0003021,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0050638,Clearwater Paper Corporation,549300HCVV19GXN4P292
USA0050637,Clearwater Paper Corporation,549300HCVV19GXN4P292
USA0056356,City of Riverside - (CA),549300FG48YQF1N4C302
USA0010276,Eagle Creek RE LLC,549300SMRU3K38R6SJ11
USA0057029,Southern Power Co,5LADC78JBG2BMZD5XF57
USA0061838,Cleveland Thermal  LLC,54930008O4DSJ6661W73
USA0050482,United States Sugar Corp,549300VV3SF28T3NK585
USA0008037,Sunflower Electric Power Corp,54930000XW28D8KI5603
USA0003775,Appalachian Power Co,3SCHO1ABYYIG382BEI70
USA0059635,Wabash Valley Power Assn  Inc,VR27ZYPWHGW7Z1BM8Y69
USA0059213,Dominion Renewable Energy - Clipperton,ILUL7B6Z54MRYCF6H308
USA0007213,Virginia Electric & Power Co,CQKUMNNZVDJLRYV2PT43
USA0006060,Imperial Irrigation District,549300WHWX5TZ5O15D48
USA0006030,Great River Energy,5493007CIM8IF8LIUC91
USA0052086,Chevron USA Inc,VA8TZDWPEZYU430RZ444
USA0052083,Chevron USA Inc,VA8TZDWPEZYU430RZ444
USA0055554,TX LFG Energy  LP,549300NZ25CKMJ25Q847
USA0059937,Cypress Creek Renewables,549300GCHBQMSFNSXT55
USA0001630,City of Holyoke Gas and Electric Dept.,549300I9GWXX4SYOE358
USA0057807,Bloom Energy 2009 PPA,549300XB5J9BFW5JXV97
USA0000861,Illinois Power Generating Co,M2XAO3TMSOVP9I7JE295
USA0058832,Washington Gas Energy Systems,7PK73JK4YJP6LTNBP291
USA0003281,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0000047,Tennessee Valley Authority,549300HE1ISW43LNKM54
USA0001225,Midwest Energy Inc,549300O4B5CVWMKUES27
USA0001272,City of Colby - (KS),549300MRZ7ICSZWD5Q34
USA0003735,Green Mountain Power Corp,549300GXFVX0SC256V06
USA0058379,Toro Energy of California SLO,529900SPF8GDHU0H9831
USA0000227,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0006178,Coleto Creek Power LP,5493004XWY2M693RYS78
USA0001725,DTE Electric Company,9N0FWODEJVKHC2DYLO03
USA0054555,Northern California Power Agny,549300QYTU4PHD2XHS96
USA0002906,City of Cleveland - (OH),549300IQSLQPCVVMKJ96
USA0060122,Exelon Power,3SOUA6IRML7435B56G12
USA0056173,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0006076,Talen Montana LLC,549300U1UJYDMKXTE537
USA0002551,Erie Boulevard Hydropower LP,549300G3R9Y421V15508
USA0002123,City of Columbia - (MO),549300VPLMZFZSZPNV09
USA0008023,Wisconsin Power & Light Co,JWBYHVQVMY66CVCOSO49
USA0003283,City of Columbia SC,549300VPLMZFZSZPNV09
USA0055447,City of Columbia - (MO),549300VPLMZFZSZPNV09
USA0055386,Columbia Energy LLC,549300XPGSDBX8BJG114
USA0050184,International Paper Columbus Mill,824LMFJDH41EY779Q875
USA0056532,Pacific Gas & Electric Co.,1HNPXZSMMB7HMBMVBS46
USA0006145,Luminant Generation Company LLC,549300FLGTCZR4C2RX49
USA0056195,Eurus Combine Hills I LLC,5493004WY8HWDIG6PN84
USA0007449,Northern California Power Agny,549300QYTU4PHD2XHS96
USA0002349,Great River Hydro  LLC,2549001VQQK5NTFNMG76
USA0010090,Los Angeles County Sanitation,254900VFB0YJDL2R7S39
USA0055381,Commonwealth Chesapeake Co LLC,549300DBIK50D4K7J810
USA0058545,NRG Solar Community 1 LLC,549300WC65YQJNS0VI74
USA0057385,NRG Energy Gas & Wind Holdings Inc,5E2UPK5SW04M13XY7I38
USA0058045,Zephyr Wind LLC,5493005M6W7LJXJEJ059
USA0007159,Wisconsin Electric Power Co,AENKIFMULUAWOUU8Q584
USA0057896,Concord Energy LLC,4APBD4XPQI8DVDCQWN13
USA0059768,Kearsarge Solar LLC,549300QNH1K8530H4N10
USA0059944,Conetoe II Solar  LLC,549300QDWN3P69BOSA05
USA0060188,Conetoe Solar  LLC,549300UZ6ODXMRKUYH73
USA0060228,Tesla Inc.,54930043XZGB27CTOV49
USA0001002,Duke Energy Indiana  LLC,6URPHM2EAWGJ2C6ISB97
USA0001574,Exelon Power,3SOUA6IRML7435B56G12
USA0060889,SoCore Energy LLC,LAXUQCHT4FH58LRZDY46
USA0001760,Indiana Michigan Power Co,JHR9V15J0ZRG02MIRD06
USA0010360,Georgia-Pacific Consumer Oper. Green Bay LLC,L2EVHWFHVAQK72TMH265
USA0057759,Georgia-Pacific Consumer Operations (Camas) LLC,L2EVHWFHVAQK72TMH265
USA0001700,Consumers Energy Co,7NKTFWJ1G6MELP9TU740
USA0001384,East Kentucky Power Coop  Inc,7NUG80E5OSRJXHJL2M92
USA0008036,Nebraska Public Power District,5493001J0BLQRMOJKP23
USA0060863,East Kentucky Power Coop  Inc,7NUG80E5OSRJXHJL2M92
USA0000294,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0000295,PacifiCorp,SGY07Y7FNYBNLM6Z1M11
USA0007210,South Carolina Electric&Gas Company,3QRVFYR22IUIEOORTK28
USA0000009,El Paso Electric Co,OZ8GM8L4AHPKSWZMW205
USA0057318,Avangrid Renewables LLC,AH2OTHU2TT1C21ROXH10
USA0058017,Copper Mountain Solar 2  LLC,5493005KQME4T461SM83
USA0058915,Copper Mountain Solar 3  LLC,5493005KQME4T461SM83
USA0059814,Copper Mountain Solar 4  LLC,5493005KQME4T461SM83
USA0001079,MidAmerican Energy Co,NINLOILYRTLIMK26MZ18
USA0054299,Brookfield Energy Marketing LP,5493005D5C6SQ84WHW11
USA0054298,Brookfield Energy Marketing LP,5493005D5C6SQ84WHW11
USA0060450,WGL Energy Systems  Inc,549300D7A8QA85Z2MH11
USA0058374,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0059413,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0059900,Consolidated Edison Development Inc.,54930033SBW53OO8T749
USA0055188,Cordova Energy Co LLC,549300ME785HHX2PLU67
USA0061475,CoreSite Real Estate 1656 McCarthy  L.P.,549300647H71RT3B7820
USA0061476,CoreSite Real Estate 2901 Coronado  L.P.,549300647H71RT3B7820
USA0061464,CoreSite Real Estate 2972 Stender  L.P.,549300647H71RT3B7820
USA0061482,CoreSite Real Estate 3032 Coronado  L.P.,549300647H71RT3B7820
USA0061474,CoreSite Real Estate 55 S. Market Street  LLC,549300647H71RT3B7820
USA0006086,Northern States Power Co - Minnesota,OOVRSRHKQSBLKRB7QM17
USA0050368,Cornell University,549300ZZIJPNT0RZWP17
USA0058512,Altus Power America Management  LLC,549300CBHROLFP6KC187
USA0000480,Metropolitan Water District of S CA,5493003GD0S0P56RLT45
USA0006177,Salt River Project,54930065DBPKT9VLMH55
USA0050475,Equistar Chemicals LP,QY42SF0NISBL47KZH675
USA0050026,Flint Hills Resources Corpus Christi LLC,5493001ST3511IU58G41
USA0060915,Dominion Renewable Energy,ILUL7B6Z54MRYCF6H308
USA0058568,Western Massachusetts Electric Company,5493003IAYN5YDLS1728
