country,name,gppd_idnr,wepp_location_id
CHN,Fengguang,WRI1071062,1078320
CHN,Fengjie Coal,WRI1072554,1098478
CHN,Fengman,WRI1000494,1055825
CHN,Fengrun Coal,WRI1070476,1074593
CHN,Fengshuba Dam,WRI1070905,1054354
CHN,Fengtai Coal,WRI1070402,1067027
CHN,Fengtan,WRI1000587,1045909
CHN,Fengxian Gas,WRI1029820,1080561
CHN,Fengzhen - Huaneng Coal,WRI1070262,1024323
CHN,Fengzhen - IMAM Coal,WRI1070261,1067025
CHN,Fengzhen - Jinlong Coal,WRI1070256,1065853
CHN,Fenyi Coal,WRI1070091,1058778
CHN,Fourth Cascade Buguanhe River,WRI1072494,
CHN,Fuan,WRI1072393,1100833
CHN,Fuchuan Longtou Phase 1,WRI1072069,
CHN,Fuchunjiang,WRI1000605,1013918
CHN,Fugong Labuluo,WRI1071124,1095046
CHN,Fugong Latudi River,WRI1071138,1071603
CHN,Fugu - Qingshuichuan 1 Coal,WRI1070180,1077092
CHN,Fugu - Qingshuichuan 2 Coal,WRI1070174,1077092
CHN,Fugu - Shenhua Coal,WRI1070175,
CHN,Fujian Dongshan Wujiaobay Wind,WRI1070986,
CHN,Fujian Fuqing Gaoshan Phase 1 Wind,WRI1071194,
CHN,Fujian Hua`An Mianliang,WRI1071112,1079854
CHN,Fujian Huian Xiaozuo Wind,WRI1072134,
CHN,Fujian Jiangle Gaotang,WRI1071048,1079876
CHN,Fujian Jianyang Huangtangjia,WRI1071421,
CHN,Fujian Jianyang Huilong,WRI1071538,
CHN,Fujian Jianyang Longjiang,WRI1071187,
CHN,Fujian Jinjiang LNG,WRI1061031,1065094
CHN,Fujian Lianjiang Beijiao Wind,WRI1072265,
CHN,Fujian Longyan Tingzhou,WRI1071263,1099331
CHN,Fujian Muyangxi River Fengyuan,WRI1071627,1095088
CHN,Fujian Nanping Xiayang,WRI1072477,1055518
CHN,Fujian Nanridao Wind,WRI1071010,
CHN,Fujian Ningde Sanjianxi,WRI1071399,1099317
CHN,Fujian Niutoushan,WRI1071769,1079882
CHN,Fujian Pingnan Jinzaoqiao,WRI1071119,1079879
CHN,Fujian Pingnan Jiufeng,WRI1071123,
CHN,Fujian Pingnan Lidaping Expansion,WRI1071485,1082489
CHN,Fujian Pingnan Liyudang,WRI1071120,
CHN,Fujian Pingnan Tingtougang,WRI1071114,
CHN,Fujian Pingnan Yuanping Expansion,WRI1072413,1079829
CHN,Fujian Pingtan Changjiangao Wind,WRI1071011,1017275
CHN,Fujian Pucheng Taipingqiao,WRI1071267,
CHN,Fujian Putian,WRI1061030,1058395
CHN,Fujian Putian Nanri Phase 3 Wind,WRI1071417,1106141
CHN,Fujian Qingfeng Wind,WRI1072080,
CHN,Fujian Shanghang Huilong,WRI1072451,1099798
CHN,Fujian Shanghang Jiantou,WRI1071711,1099798
CHN,Fujian Shaowu Jintang,WRI1071651,
CHN,Fujian Shaowu Jinwei,WRI1071265,1084520
CHN,Fujian Shouning Pingfeng,WRI1071540,
CHN,Fujian Wutong,WRI1071902,
CHN,Fujian Wuyishan Kengkou,WRI1071188,
CHN,Fujian Xiamen Dongbu,WRI1061032,1068098
CHN,Fujian Xietan,WRI1072410,
CHN,Fujian Yongan Fenghai,WRI1072489,1079904
CHN,Fujian Zhangping Huakou Plant,WRI1071968,1082780
CHN,Fujian Zhangpu Liuao Wind,WRI1070930,1062523
CHN,Fujian Zhaokou,WRI1072144,1079872
CHN,Fukang - Huaneng Coal,WRI1070227,1081701
CHN,Fukang - Shenhua Coal,WRI1070228,
CHN,Fularji 2 Coal,WRI1070243,
CHN,Fumeng Gulibengao,WRI1071859,
CHN,Fumeng Maniuhu,WRI1071861,
CHN,Fumin Dafengyakou Wind,WRI1071849,1089731
CHN,Fumin Mayingshan Wind,WRI1072027,
CHN,Funchunjiang Dam,WRI1070876,1013918
CHN,Funing Coal,WRI1070547,1062210
CHN,Funing County Baida,WRI1071249,1107903
CHN,Funing County Gula Township Nalin,WRI1071250,1095565
CHN,Fuqing,WRI1061021,1065467
CHN,Fuqing Jiaru,WRI1071376,
CHN,Fuqing Jiaru Wind Power Phase 2,WRI1072073,
CHN,Fuqing Zeqi,WRI1071706,
CHN,Fushun - CPI Coal,WRI1070266,1065822
CHN,Fushun - Dongfang Coal,WRI1070599,1017354
CHN,Fushun - Nenggang Coal,WRI1070600,1059287
CHN,Futangba,WRI1000515,1062697
CHN,Fuxi Coal,WRI1070065,1074409
CHN,Fuxin - CPI Coal,WRI1070263,1059843
CHN,Fuxin - Jinshan Coal,WRI1070264,1077197
CHN,Fuxin Kaidi Tailama Dongshan Wind,WRI1072051,
CHN,Fuyang Coal,WRI1070399,1010192
CHN,Fuzhou (Jiangxi) Coal,WRI1070316,1070260
CHN,Fuzhou 1-2 Coal,WRI1070294,
CHN,Fuzhou 3 Coal,WRI1070074,
CHN,GD Power & Shenzhou PV,WRI1025971,
CHN,Gangu Coal,WRI1070609,1072943
CHN,Gangxi,WRI1025921,1066266
CHN,Ganhezi Coal,WRI1070109,
CHN,Ganluo Aga,WRI1072115,
CHN,Ganluo Camp,WRI1071777,1105528
CHN,Ganluo County Dazi,WRI1072167,
CHN,Ganluo Wagujiao,WRI1072130,1105528
CHN,Gansu Bailong River Suoertou Hydroelectric,WRI1072387,
CHN,Gansu Baishuijiang Hengdan,WRI1072355,1100712
CHN,Gansu Bazang,WRI1072261,
CHN,Gansu Dang River,WRI1070966,
CHN,Gansu Datonghe Liancheng 2nd Stage,WRI1071278,
CHN,Gansu Diebu Duoer,WRI1070994,1089010
CHN,Gansu Diebu Niaojiaga,WRI1070988,
CHN,Gansu Dunhuang,WRI1025979,
CHN,Gansu Heihe Baopinghe,WRI1071784,1087973
CHN,Gansu Huadian Minqin,WRI1025973,
CHN,Gansu Huangshui Baichuan,WRI1071433,
CHN,Gansu Jinchang Xitan,WRI1072463,1108452
CHN,Gansu Jinchuan,WRI1025970,
CHN,Gansu Jingtieshan Hydro,WRI1070975,
CHN,Gansu Jinta,WRI1025977,1117218
CHN,Gansu Jinta II,WRI1025978,
CHN,Gansu Kababanjiu Small,WRI1071087,
CHN,Gansu Lintan Shubu Small,WRI1071466,
CHN,Gansu Liujialang Expanded,WRI1071467,1117271
CHN,Gansu Longchanghe Iv Hydro,WRI1071301,
CHN,Gansu Longwangtai,WRI1071442,1117282
CHN,Gansu Miaojiaba,WRI1071472,1087155
CHN,Gansu Mingjiazhuang,WRI1071933,1067309
CHN,Gansu Province Taoping,WRI1071663,
CHN,Gansu Province Yangtian Smallscale,WRI1071753,1117272
CHN,Gansu Shuigouping Small,WRI1071511,
CHN,Gansu Sunan Sidalong Stage 1,WRI1071334,
CHN,Gansu Sunan Xiyinghe Iii,WRI1071503,
CHN,Gansu Tanchang County Shawan,WRI1071202,
CHN,Gansu Taohe Jili,WRI1071745,1087966
CHN,Gansu Taolai River Dongshuixia,WRI1071592,1117289
CHN,Gansu Taolaihe Sandaowan,WRI1072135,1072532
CHN,Gansu Wind Farm,WRI1023878,
CHN,Gansu Wuwei,WRI1026382,
CHN,Gansu Wuwei Zamusi,WRI1071553,
CHN,Gansu Xinmintan Expanded,WRI1071542,
CHN,Gansu Yongchang Shuiquanzi,WRI1072462,
CHN,Gansu Yongjing Fuchuan,WRI1071470,1101376
CHN,Gansu Yumen Yueliangwan Second Cascade,WRI1072023,
CHN,Gansu Zhangye,WRI1026356,1088936
CHN,Gansu Zhangye Heihe Longhui Small Scale,WRI1071457,
CHN,Gansu Zhangye Shimiao Stage 2,WRI1071271,
CHN,Gansu Zhangye Yingke,WRI1071332,1078047
CHN,Gansu Zhouqu Lijie,WRI1071276,1087156
CHN,Gansu Zhouqu Shimenping,WRI1071007,1072450
CHN,Ganxipo Hydroelectric,WRI1070980,1074923
CHN,Gaobazhou Dam,WRI1070873,1038150
CHN,Gd Power Chuanshan Wind,WRI1072143,
CHN,Geermu PV,WRI1072035,1095336
CHN,Geheyan,WRI1000487,1026421
CHN,Gelantan Dam,WRI1070906,1071621
CHN,Gengsheng,WRI1023845,
CHN,Gezhen Dam,WRI1070919,1079164
CHN,Gezhouba,WRI1000464,1012215
CHN,Golden Jumping Group,WRI1026365,
CHN,Golmud,WRI1061069,1063254
CHN,Golmud,WRI1025948,1099322
CHN,Gong Guo Qiao,WRI1000498,1070849
CHN,Gongba River Small,WRI1071560,
CHN,Gongbaolage,WRI1023870,1081173
CHN,Gongboxia,WRI1000479,1026423
CHN,Gongshan County Pula Hydro,WRI1072402,1102040
CHN,Gongshan County Qiqi,WRI1072420,
CHN,Gongxian Coal,WRI1070063,1085589
CHN,Gongzui,WRI1000472,1028815
CHN,Gou Pi Tan,WRI1000465,1017890
CHN,Guadian Dam,WRI1070884,
CHN,Guandi,WRI1000470,1042964
CHN,Guangan Coal,WRI1070064,1044616
CHN,Guangdong Chaonan Chengtian Wind,WRI1071132,
CHN,Guangdong Chaonan Shalong Wind,WRI1071319,
CHN,Guangdong Guanshan Wind,WRI1071372,
CHN,Guangdong Hejiang,WRI1071426,1117017
CHN,Guangdong Huizhou,WRI1061033,1055700
CHN,Guangdong Jiahu,WRI1071398,
CHN,Guangdong Lankou Hydro,WRI1071102,1078382
CHN,Guangdong Leiling Wind,WRI1071655,
CHN,Guangdong Liucheng Hydro,WRI1071103,1017834
CHN,Guangdong Nanao Huaneng Wind,WRI1070927,1065164
CHN,Guangdong Shaoguan Yizhou Hydro,WRI1071074,1078367
CHN,Guangdong Shenzhen Laohukeng Landfill,WRI1071639,1090796
CHN,Guangdong Shenzhen Qianwan,WRI1061035,1028631
CHN,Guangdong Taishan Shangchuandao Island Phase 1,WRI1071161,
CHN,Guangdong Taishan Shangchuandao Island Phase 2,WRI1071162,
CHN,Guangdong Wenbiling Wind,WRI1071804,
CHN,Guangdong Xinyi Qianpai Wind,WRI1072313,
CHN,Guangdong Zhanjiang Yangqian Wind,WRI1071139,1087846
CHN,Guangdong hanergy,WRI1025949,
CHN,Guangrun,WRI1070972,1067774
CHN,Guangxi Baise Dongsun,WRI1071266,1107908
CHN,Guangxi Baise Tianlin Baile,WRI1071136,1107924
CHN,Guangxi Baise Tianlin Dongba,WRI1071318,1101378
CHN,Guangxi Bajiangkou,WRI1071047,1074501
CHN,Guangxi Changtang,WRI1071909,
CHN,Guangxi Guilin Dayun Smallscale,WRI1071675,
CHN,Guangxi Jindong,WRI1072270,
CHN,Guangxi Liuzhou Luzhai County Luoqingjiang Xian,WRI1072222,
CHN,Guangxi Longsheng Furong River,WRI1071712,
CHN,Guangxi Longsheng Lejiang,WRI1071264,
CHN,Guangxi Nabi,WRI1071676,
CHN,Guangxi Qiaogong,WRI1071599,1064133
CHN,Guangxi Tianlin County Weimi,WRI1071420,1090125
CHN,Guangxi Wacun,WRI1072546,
CHN,Guangxi Xiafu Hydro,WRI1071049,
CHN,Guangxi Xinglong Small,WRI1071329,
CHN,Guangxi Yizhou Sancha,WRI1071305,
CHN,Guangxi Youjiang Naji Dam,WRI1071069,1060382
CHN,Guangxi Yulin Darongshan Wind,WRI1071956,1106214
CHN,Guangxi Ziyuan Jinzishan,WRI1071673,1087406
CHN,Guangzhoao Dam,WRI1000572,1049114
CHN,Guangzhou - Sinopec Coal,WRI1070798,
CHN,Guangzhou Nansha,WRI1061037,1079710
CHN,Guangzhou Pump Storage,WRI1000468,1017846
CHN,Guangzhou Xingfeng Landfill,WRI1070993,1077391
CHN,Guangzhou Zhujiang,WRI1061036,1029587
CHN,Guanmenyan,WRI1071039,
CHN,Guanyinge Dam,WRI1070849,
CHN,Guanyinyan,WRI1000466,1084676
CHN,Gucheng Heibaishuihe Tianshengqiao Hydro,WRI1072388,
CHN,Guertu River Cascade Stage 3,WRI1071616,
CHN,Guertu River Cascade Stage 4,WRI1072232,
CHN,Guigang Coal,WRI1070613,1058963
CHN,Guihua Small,WRI1071015,
CHN,Guilin Chongkou Landfill,WRI1072173,1069919
CHN,Guixi Coal,WRI1070093,1049242
CHN,Guizhou Beilei Hydro,WRI1071595,
CHN,Guizhou Dushan Heishen River Cascade,WRI1072391,
CHN,Guizhou Hongguo Coal Mine Methane,WRI1072113,
CHN,Guizhou Huidong,WRI1071890,
CHN,Guizhou Jinqiao Coal Mine Methane,WRI1071853,
CHN,Guizhou Louxiahe Small,WRI1071695,
CHN,Guizhou Pan County Yingwudashan Smallscale Hydro,WRI1071882,
CHN,Guizhou Qingshuihe Maojiahe,WRI1071904,1090128
CHN,Guizhou Qingshuitang Hydro,WRI1071547,
CHN,Guizhou Tongzihe Yangjiayuan,WRI1071847,
CHN,Guizhou Tongzihe Yuanmanguan,WRI1071163,
CHN,Guizhou Xishui Jinyang,WRI1071501,
CHN,Guizhou Yinlu First Stage (Yinwang),WRI1072390,
CHN,Guizhou Zunyi Landfill,WRI1072176,
CHN,Gujiao 1-4 Coal,WRI1070201,1042254
CHN,Gujiao 5-6 Coal,WRI1070200,1042254
CHN,Guo'an Coal,WRI1070398,1081061
CHN,Guodian Beipiao Taojiagou Wind,WRI1072396,
CHN,Guodian Huachuan Zhongfu,WRI1072278,
CHN,Guodian Jingbian Jishanliang Phase 2,WRI1072508,
CHN,Guodian Jingbian Jishanliang Phase 3,WRI1072514,
CHN,Guodian Juxian Wind Power Phase 1,WRI1071888,1097609
CHN,Guodian Laoting Daqinghe Wind,WRI1072328,1105009
CHN,Guodian Linghai Qingsong,WRI1071439,
CHN,Guodian Ningxia Pingluop Solar,WRI1071738,1082305
CHN,Guodian Ningxia Qingtongxia Niushoushan Phase 1,WRI1071832,1086820
CHN,Guodian Ningxia Qingtongxia Niushoushan Phase 2,WRI1071810,1086820
CHN,Guodian Ningxia Qingtongxia Niushoushan Phase 3,WRI1071809,1086820
CHN,Guodian Ningxia Zhongwei,WRI1029333,1082305
CHN,Guodian Penglai Hushan Phase 1,WRI1072168,1089516
CHN,Guodian Power Youyu Gaojiapu Phase 2,WRI1072103,
CHN,Guodian Shaanxi Jingbian Jishanliang,WRI1072509,
CHN,Guodian Shanxi Jingle Suopo Wind,WRI1072084,
CHN,Guodian Shanxi Pinglubeishan Phase 1 Wind,WRI1071677,
CHN,Guodian Shanxi Youyu Caojiashan Phase 2 Wind,WRI1071601,1089372
CHN,Guodian Shanxi Youyu Caojiashan Wind,WRI1071735,1089372
CHN,Guodian Shuozhou Haifeng Liujiayao,WRI1072097,
CHN,Guodian Upc Kangping Haoguan Liaoning,WRI1071855,1106215
CHN,Guodian Weifang Binhai Phase 1,WRI1072219,
CHN,Guodian Weihai Shanmayu,WRI1072431,
CHN,Guodian Wuchuan Xiwulanbulang Hongshan Phase 1 Wind,WRI1071526,1084804
CHN,Guodian Wuchuan Xiwulanbulang Hongshan Phase 2,WRI1071836,1084804
CHN,Guodian Wulian Yuli Wind Power Phase 1,WRI1071889,1097610
CHN,Guodian Youyu Laoqianshan Phase 1,WRI1071524,1089373
CHN,Guodian Zhaoyuan Xiadian Phase 1,WRI1072444,1089515
CHN,Guofeng Coal,WRI1070379,1099751
CHN,Guohua Binzhou Zhanhua (Phase 1),WRI1071098,
CHN,Guohua Chicheng Dushikou West,WRI1071548,
CHN,Guohua Chicheng Mayinggushan,WRI1071981,
CHN,Guohua Chicheng Motianling,WRI1071998,
CHN,Guohua Dalaidong Hulunbeier City,WRI1072379,
CHN,Guohua Dongying Guangrao Second Phase,WRI1072198,1097624
CHN,Guohua Dongying Hekou (Phase 1),WRI1071097,1097624
CHN,Guohua Dongying Hekou Phase 3,WRI1072109,1097624
CHN,Guohua Dongying Hekou Phase 4,WRI1072142,1097624
CHN,Guohua Dongying Lijin (Phase 1),WRI1071099,1097624
CHN,Guohua Fuyu Youyi North,WRI1072048,
CHN,Guohua Guangrao (Phase 1),WRI1072223,1088278
CHN,Guohua Guyuan Bayuan,WRI1072238,1089514
CHN,Guohua Guyuan Pandaogou,WRI1071985,
CHN,Guohua Guyuan Xiaoerhao,WRI1071854,1088278
CHN,Guohua Hekou (Phase 2),WRI1072320,
CHN,Guohua Huitengliang Wind,WRI1071025,1064890
CHN,Guohua Hulunbeier Xinbaerhu Youqi,WRI1070982,
CHN,Guohua Jiaonan Wind First Phase,WRI1072197,
CHN,Guohua Qiqihaer Fuyu 1st Stage,WRI1071032,1079704
CHN,Guohua Rongcheng Phase 2,WRI1071703,1098255
CHN,Guohua Rongcheng Phase 3,WRI1072229,1098255
CHN,Guohua Rongcheng Phase 4,WRI1072277,1098255
CHN,Guohua Rongcheng Phase 5,WRI1072360,1098255
CHN,Guohua Shangyi Beishileng Phase 1,WRI1072141,
CHN,Guohua Shangyi Kangleng Phase 1,WRI1072172,1076511
CHN,Guohua Shouguang,WRI1072549,1081550
CHN,Guohua Shuangliao Lianhuashan Second Phase,WRI1072348,
CHN,Guohua Tongliao Kezuo Zhongqi Phase 1,WRI1071591,
CHN,Guohua Tongliao Kezuozhongqi Housijing,WRI1071941,1088073
CHN,Guohua Tongliao Kezuozhongqi Qiansijing,WRI1071938,1078199
CHN,Guohua Wulate Houqi Saiwusu Phase 1,WRI1071940,1078896
CHN,Guohua Wulate Zhongqi Chuanjing Phase 2,WRI1071554,
CHN,Guohua Yulin Jingbain,WRI1025963,
CHN,Guohua Zhucheng (Phase 1),WRI1072466,
CHN,Guohua Zhucheng (Phase 2),WRI1072468,
CHN,Guohuo Yuyao,WRI1061048,1062290
CHN,Guojin Coal,WRI1070194,1087581
CHN,Guoshuitou Diaobingshan Quanyangou Wind,WRI1071984,1086267
CHN,Guqiao Coal,WRI1070538,1086783
CHN,Guxian Dam,WRI1070860,1045360
CHN,Guye - Kailuan Coal,WRI1070477,
CHN,Guyuan,WRI1070962,1077159
CHN,Haibowan Coal,WRI1070255,
CHN,Haifeng Coal,WRI1070799,1017828
CHN,Haikou Coal,WRI1070306,1018083
CHN,Hailar Coal,WRI1070258,1063789
CHN,Haimen Coal,WRI1070797,1067312
CHN,Hainan Danzhou Eman Phase 2 Wind,WRI1071801,1082336
CHN,Hainan Dongfang Gaopai Phase 1 Wind,WRI1072448,1089757
CHN,Hainan Dongfang Sigeng Phase 1,WRI1071539,1075485
CHN,Hainan Lingao,WRI1026370,
CHN,Hainan Southwest Coal,WRI1070304,1100947
CHN,Haining City Municipal Waste,WRI1071330,1085635
CHN,Haiua Coal,WRI1070060,
CHN,Hami 1-4 Coal,WRI1070108,
CHN,Hami 5-6 Coal,WRI1070107,
CHN,Hancheng Coal,WRI1070177,1055352
CHN,Hanchuan 1-4 Coal,WRI1070557,1011844
CHN,Hanchuan 5-6 Coal,WRI1070276,1011844
CHN,Handan Coal,WRI1070486,1024329
CHN,Hanergy Gognhe Solar Park,WRI1025941,
CHN,Hanergy Ningxia Taiyangshan,WRI1025951,1088704
CHN,Hanergy Pizhou,WRI1025939,
CHN,Hangfeng Coal,WRI1070487,1018231
CHN,Hangjin Yihewusu Phase 1 Wind,WRI1072443,1115252
CHN,Hangjinqi Balagong,WRI1025980,
CHN,Hangudi,WRI1071075,1058746
CHN,Hangzhou 2 Landfill Gas,WRI1071877,
CHN,Hangzhou Hadian Banshan,WRI1061049,1072498
CHN,Hanpingzui,WRI1071055,1081552
CHN,Haoji Coal,WRI1070058,1087421
CHN,Harbin - Datang Coal,WRI1070244,1058783
CHN,Harbin - Huadian 1 Coal,WRI1070241,1058783
CHN,Harbin - Huadian 3 Coal,WRI1070231,1024396
CHN,Hebei Bode Shenlong Xiaoertai Wind,WRI1071795,
CHN,Hebei Bodeyulong Phase Four,WRI1072226,
CHN,Hebei Bodeyulong Phase Three,WRI1072224,
CHN,Hebei Cangzhou,WRI1072086,
CHN,Hebei Chengde Huifeng,WRI1071067,
CHN,Hebei Chengde Runfeng,WRI1071484,
CHN,Hebei Chengde Songshan,WRI1070963,
CHN,Hebei Chengde Weichang Yudaokou Pasture,WRI1071328,1078737
CHN,Hebei Chongli County Qingsanying Second Phase Wind,WRI1071499,
CHN,Hebei Chongli Honghualiang,WRI1071835,
CHN,Hebei Fengning Batou Wind,WRI1071522,1081200
CHN,Hebei Fengning Dahexi Wind,WRI1071527,1081200
CHN,Hebei Guyuan County Dongxinying Wind,WRI1071691,1077159
CHN,Hebei Huadian Shangyi Ergongdi,WRI1071910,
CHN,Hebei Kangbao Wolongtushan,WRI1070964,1080107
CHN,Hebei Leting Phase 1,WRI1071230,1075951
CHN,Hebei Lingda,WRI1072085,1087929
CHN,Hebei Shangyi Chaoligai,WRI1072483,
CHN,Hebei Shangyi Dongshan,WRI1071825,
CHN,Hebei Shangyi Hanjiazhuang Phase 2,WRI1071662,
CHN,Hebei Shangyi Longyuan Wind,WRI1071396,
CHN,Hebei Shangyi Manjing East,WRI1070957,
CHN,Hebei Shangyi Manjing North,WRI1071642,
CHN,Hebei Shangyi Moshishan,WRI1072482,
CHN,Hebei Shengyuan Xuandong Coal Mine Methane,WRI1071335,
CHN,Hebei Shiren Ii Wind,WRI1071418,
CHN,Hebei Weichang Dishuihu Wind,WRI1071463,
CHN,Hebei Weichang Guangfayong Wind,WRI1071407,
CHN,Hebei Weichang Yangshugou Wind,WRI1071462,
CHN,Hebei Weichang Zhangjiawan Wind,WRI1071201,
CHN,Hebei Weichang Zhuzixia Wind,WRI1071402,
CHN,Hebei Xiqiaoliang Farm Phase 1,WRI1071757,
CHN,Hebei Yuxian Chashan Wind,WRI1071819,
CHN,Hebei Yuxian Second Phase Wind,WRI1071672,
CHN,Hebei Yuxian Yongshengzhuang Wind,WRI1071817,
CHN,Hebei Zhangbei Baimiaotan Wind Phase 2,WRI1071845,1116001
CHN,Hebei Zhangbei Batou Phase 1,WRI1071783,
CHN,Hebei Zhangbei Lijiaying,WRI1071821,
CHN,Hebei Zhangbei Xishungou,WRI1071820,
CHN,Hebei Zhangjiakou Kangbao Tunken 2nd Phase,WRI1072382,
CHN,Hebi - Fenghe Coal,WRI1070669,1011845
CHN,Hebi - Qibin Coal,WRI1070729,1081487
CHN,Hefei 2 Coal,WRI1070541,1032518
CHN,Hefei 6-7 Coal,WRI1070540,1032518
CHN,Hefei Longquanshan Landfill Gas,WRI1071143,
CHN,Hegang - Huaneng Coal,WRI1070232,1024397
CHN,Hegang - Longmay Coal,WRI1070018,1024397
CHN,Heilongjiang Bianfushan Wind,WRI1071870,
CHN,Heilongjiang Dabaishan Wind,WRI1071961,
CHN,Heilongjiang Dailingdongshan Wind,WRI1072429,1099311
CHN,Heilongjiang Hailin Weihushan Wind,WRI1071858,
CHN,Heilongjiang Heihe Daheishan Wind,WRI1072234,
CHN,Heilongjiang Huafu Muling,WRI1070974,1079701
CHN,Heilongjiang Huanan Changshoushan Wind,WRI1072412,
CHN,Heilongjiang Huanan Yimashan Wind,WRI1071786,
CHN,Heilongjiang Hulin Shiqingshan 1st Phase,WRI1071755,
CHN,Heilongjiang Jiamusi Jianshan,WRI1071954,
CHN,Heilongjiang Laobaishan Wind,WRI1072411,
CHN,Heilongjiang Mishan Linchang Liumao,WRI1072003,
CHN,Heilongjiang Mudanjiang Xiaoguokui Wind,WRI1071983,
CHN,Heilongjiang Wangyunfeng Wind,WRI1071937,
CHN,Heilongjiang Xingkaihu Fengmishan,WRI1072005,
CHN,Heilongjiang Yilan Chenguang Wind,WRI1071986,
CHN,Heilongjiang Yilan Fuqiang Wind,WRI1071929,
CHN,Heilongjiang Yilan Jiguanlazishan,WRI1072032,
CHN,Heilongjiang Yilan Jiguanshan Phase 2,WRI1072245,
CHN,Heimifeng,WRI1000560,1058577
CHN,Heishan Fangshan Wind,WRI1072196,
CHN,Heishan Yangtun Wind,WRI1072195,
CHN,Hejiang County Yuanxing Hydro,WRI1071355,
CHN,Hejin - CPI Coal,WRI1070817,1088755
CHN,Hekou,WRI1071605,1105183
CHN,Helanshan Phase 5,WRI1071297,
CHN,Henan Province Ye County Matoushan Wind Power Plant,WRI1071969,
CHN,Henan Yuxi Yanshan Wind,WRI1072123,
CHN,Henan Zhengzhou,WRI1061038,1059310
CHN,Hengjiang Yanzipo,WRI1071435,
CHN,Hengmen Expansion Gas,WRI1029821,
CHN,Hengmen Gas,WRI1029822,
CHN,Hengshan Coal,WRI1070761,1058709
CHN,Hengshui Coal,WRI1070832,1018295
CHN,Hengyi Coal,WRI1070802,
CHN,Hengyun A Coal,WRI1070800,
CHN,Hengyun B Coal,WRI1070801,
CHN,Heping,WRI1071997,
CHN,Hepo Coal,WRI1070818,1049303
CHN,Heqing County Liuhe Plant,WRI1071300,1095108
CHN,Hequ - Shendong Coal,WRI1070815,1098929
CHN,Hequ - Shenhua Coal,WRI1070816,1055219
CHN,Heshan 11 Coal,WRI1070374,1058784
CHN,Heshan 9-10 Coal,WRI1070447,1058784
CHN,Heshuyuan Coal,WRI1070795,1070485
CHN,Hexigten Wind Farm,WRI1023857,
CHN,Heyuan Coal,WRI1070796,1060386
CHN,Heze - Guodian 1 Coal,WRI1070116,1028532
CHN,Heze - Guodian 2 Coal,WRI1070117,1028532
CHN,Heze - Guodian 3 Coal,WRI1070114,1028532
CHN,Heze - Huarun Coal,WRI1070115,1086179
CHN,Hezhou Coal,WRI1070375,1086090
CHN,Hohhot - Huaneng 1-2 Coal,WRI1070257,1023035
CHN,Hohhot - Huaneng 3-4 Coal,WRI1070268,1023035
CHN,Hohhot - Jinqiao Coal,WRI1070267,1071657
CHN,Hohhot - Jinshan Coal,WRI1070427,1072864
CHN,Hongba Small,WRI1071429,
CHN,Honghua,WRI1000583,1056764
CHN,Hongjiadu,WRI1000503,1033517
CHN,Hongjiang,WRI1000614,1048358
CHN,Hongjun 1-6 Coal,WRI1070428,
CHN,Hongjun 7-8 Coal,WRI1070429,
CHN,Hongjun 9-10 Coal,WRI1070686,
CHN,Hongkou Dam,WRI1070889,
CHN,Hongping,WRI1000561,1087317
CHN,Hongqiao Railway Station,WRI1025937,1086788
CHN,Hongshagang Shiyan Wind,WRI1072512,1117214
CHN,Hongshan 1-2 Coal,WRI1070075,1082622
CHN,Hongshan 3-4 Coal,WRI1070072,1082622
CHN,Hongshi,WRI1061006,1024398
CHN,Hongsongwa,WRI1023863,1081199
CHN,Hongxingqiao Yongsheng County,WRI1072398,
CHN,Hongyan Luoping County,WRI1071876,
CHN,Hongyang Coal,WRI1070782,1111638
CHN,Hongyanhe,WRI1061022,1062642
CHN,Hongyuan Small,WRI1071003,
CHN,Hotan Coal,WRI1070106,
CHN,Houchang Small Shuicheng County,WRI1071475,
CHN,Houma Coal,WRI1070821,1059311
CHN,Houpabu,WRI1025920,1079808
CHN,Houshi Coal,WRI1070440,1052699
CHN,Huaan Xipi,WRI1071028,1079854
CHN,Huachuan (Baoshan) Wind,WRI1072041,
CHN,Huachuan (Daqingbeishan) Wind,WRI1072088,
CHN,Huade Changshun Wind,WRI1071083,1080083
CHN,Huadian Beijing Miyunp,WRI1072346,1024314
CHN,Huadian Bejing,WRI1061067,
CHN,Huadian Daan Fengshuishan Phase 1,WRI1071534,
CHN,Huadian Daan Fengshuishan Phase 2,WRI1072153,
CHN,Huadian Fuqing Niutouwei Wind,WRI1071669,
CHN,Huadian Gansu Jiayuguan,WRI1026380,
CHN,Huadian Guyuan Phase 3,WRI1072449,1084807
CHN,Huadian Guyuan Yueliangshan Wind Phase 1,WRI1072203,1089514
CHN,Huadian Haiyuan Wuyuan First Phase Wind,WRI1072527,1087306
CHN,Huadian Hebei Guyuan,WRI1071573,1084807
CHN,Huadian Hebei Yuzhou Huanghualiang Wind,WRI1072375,1094677
CHN,Huadian Hebei Yuzhou Zhenjiawan Wind,WRI1072523,1084805
CHN,Huadian Heilongjiang Tangyuan Qushou,WRI1072295,
CHN,Huadian Inner Mongolia Guyang Hongnijing,WRI1071838,
CHN,Huadian Inner Mongolia Keqi Wutaohai Phase 1,WRI1072302,1111695
