,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA1191,DE,E.ON Kraftwerke GmbH,Urspring,86983,Lechbruck,Via Claudia,Bayern,Urspring,1966,1966.0,,,operating,run_of_river,ROR,,no,no,10.1,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,47.71598,10.825785,
BNA1192,DE,E.ON Kraftwerke GmbH,Prem,86983,Lechbruck,Am Premer Lechsee,Bayern,Prem,1971,1971.0,,,operating,run_of_river,ROR,,no,no,19.2,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,47.692726,10.797592,
BNA1193,DE,Stadtwerke Lemgo GmbH,HKW-West,32657,Lemgo ,Liemer Weg 71,Nordrhein-Westfalen,,2002,2002.0,,,operating,gas,ST,,no,yes,12.8,,,,,0.3872,,HKW-West,10,Stadtwerke Lippe-Weser Service GmbH & Co. KG,,52.026244,8.866597,
BNA1196a,DE,MVV Energie AG,BHKW Ludwigshafen,67065,Ludwigshafen,Giulinistraße 2,Rheinland-Pfalz,BHKW ,2008,2008.0,,,operating,gas,ST,,no,yes,12.5,,,,,0.39380000000000015,,20 kV Übergabestationen,20,Netrion GmbH,,49.45308,8.433639999999999,
BNA1196b,DE,MVV Energie AG,Industriekraftwerk Ludwigshafen,67065,Ludwigshafen,Giulinistr. 2,Rheinland-Pfalz,GuD,2003,2003.0,,,operating,gas,CC,,no,yes,12.0,,,,,0.5534999999999979,,20 kV Übergabestationen,20,Netrion GmbH,,49.453181,8.433591999999999,
BNA1197,DE,Technische Werke Ludwigshafen AG,FHKW Ludwigshafen,67063,Ludwigshafen,Industriestr. 3 ,Rheinland-Pfalz,FHKW,1967,1967.0,,,operating,waste,ST,,no,yes,28.0,,,,,0.33,,H1,20,Kommunale Netzgesellschaft Südwest mbH,,49.48505,8.426219999999999,
BNA1198,DE,SITA Abfallverwertung GmbH,SITA Abfallverwertung GmbH ,06686,Lützen OT Zorbau,Bayerische Str.20,Sachsen-Anhalt,,2005,2005.0,,,operating,waste,ST,,no,yes,25.4,,,,,0.33,,UW Zorbau,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.18158,12.01965,
BNA1199,DE,Entsorgungsgesellschaft Mainz mbH,MHKW Mainz,55120,Mainz,Kraftwerkallee 1,Rheinland-Pfalz,,2009,2009.0,,,operating,waste,ST,,no,yes,15.6,,,,,0.33,,110-kV-Schaltanlage,110,Stadtwerke Mainz Netze GmbH,,50.025940000000006,8.24183,
BNA1200,DE,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG,GuD-Kraftwerk,68305,Mannheim,,Baden-Württemberg,,2005,2005.0,,,operating,gas,CC,,no,yes,17.2,,,,,0.5624999999999982,,DE00746668305MA000000000000009811,20,Netrion GmbH,,49.53071,8.470880000000001,
BNA1209,DE,Bayerische Elektrizitätswerke GmbH,Meitingen,86405,Meitingen,,Bayern,,1922,1922.0,,,operating,run_of_river,ROR,,no,no,11.3,,,,,,,UW Meitingen,110,LEW Verteilnetz GmbH,,48.546994,10.86507,
BNA1210,DE,E.ON Kraftwerke GmbH,Merching,86504,Merching,Friedenaustraße,Bayern,Merching,1978,1978.0,,,operating,run_of_river,ROR,,no,no,12.0,,,,,,,Schaltanlage vor Ort,110,LEW Verteilnetz GmbH,,48.2704497,10.9773463,
BNA1212,DE,Vereinigte Wertach-Elektrizitätswerke GmbH,DKW Nord,87719,Mindelheim,Mindelmähderweg 10,Bayern,,1988,1988.0,,,operating,oil,ST,,no,no,11.4,,,,,0.37180000000000035,,SH KW Nord,20,Vereinigte Wertach Elektrizitätswerke GmbH,,48.062671,10.486642999999999,
BNA1213,DE,E.ON Kraftwerke GmbH,Pfrombach,85368,Moosburg-Pfrombach,Am Kraftwerk 1,Bayern,Pfrombach,1929,1929.0,,,operating,run_of_river,ROR,,no,no,22.3,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG / DB Energie GmbH,,48.441320000000005,11.99233,
BNA1214,DE,RWE Innogy GmbH,Müden,56254,Müden,,Rheinland-Pfalz,,1965,1965.0,,,operating,run_of_river,ROR,,no,no,16.4,,,,,,,,20,Westnetz GmbH,,52.521937,10.360381,
BNA1216,DE,RWE Innogy GmbH,Neef,56858,Neef,,Rheinland-Pfalz,,1966,1966.0,,,operating,run_of_river,ROR,,no,no,16.4,,,,,,,,20,Westnetz GmbH,,50.087362,7.135809,
BNA1217,DE,E.ON Kraftwerke GmbH,Niederaichbach,84100,Niederaichbach,Kraftwerkstraße 26,Bayern,Niederaichbach,1951,1951.0,,,operating,run_of_river,ROR,,no,no,16.2,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.6039132,12.3023425,
BNA1219,DE,E.ON Kraftwerke GmbH,Gummering,84183,Niederviehbach,Untere Au 60,Bayern,Gummering,1957,1957.0,,,operating,run_of_river,ROR,,no,no,14.8,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.622456,12.398037,
BNA1220,DE,E.ON Kraftwerke GmbH,Aufkirchen,85445,Oberding,Bayernwerkstraße 1,Bayern,Aufkirchen,1924,1924.0,,,operating,run_of_river,ROR,,no,no,27.0,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG / DB Energie GmbH,,48.3066864,11.858847,
BNA1221,DE,Rhein-Main-Donau AG,Oberpeiching,86698,Oberndorf,,Bayern,,1954,1954.0,,,operating,run_of_river,ROR,,no,no,11.9,,,,,,,UW Oberpeiching,110,LEW Verteilnetz GmbH,,48.646423,10.879086000000001,
BNA1222,DE,Energieversorgung Offenbach AG,Müllheizkraftwerk Offenbach,63069,Offenbach,,Hessen,,1972,1972.0,,,operating,waste,ST,,no,yes,10.4,,,,,0.33,,MHKW Offenbach 1  und MHKW Offenbach 2,20,Netrion GmbH,,50.065329999999996,8.76898,
BNA1225,DE,Peißenberger Wärmegesellschaft mbH,PWG,82380,Peißenberg,,Bayern,MHKW 2,1989,1989.0,,,operating,gas,ST,,no,yes,5.3,,,,,0.3729,,UW Peißenberg,6,Gemeindewerke Peißenberg ,,47.789499,11.055371000000001,
BNA1226,DE,Peißenberger Wärmegesellschaft mbH,PWG,82380,Peißenberg,,Bayern,MHKW 1,1987,1987.0,,,operating,gas,ST,,no,yes,5.3,,,,,0.37070000000000025,,UW Peißenberg,6,Gemeindewerke Peißenberg ,,47.789499,11.055371000000001,
BNA1227,DE,Vereinigte Wertach-Elektrizitätswerke GmbH,DKW Leinau,87666,Pforzen,Am Kraftwerk 1,Bayern,,1978 - 1983,1983.0,,,operating,oil,ST,,no,no,11.4,,,,,0.3663000000000003,,SH KW Leinau,20,Vereinigte Wertach Elektrizitätswerke GmbH,,47.912537,10.61174,
BNA1228,DE,E.ON Kraftwerke GmbH,Landau,94431,Pilsting-Harburg,Stauseestraße 1,Bayern,Landau,1984,1984.0,,,operating,run_of_river,ROR,,no,no,12.6,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,48.667862,12.660027000000001,
BNA1229,DE,EEW Energy from Waste Saarbrücken GmbH,MHKW Pirmasens,66954,Pirmasens,Am Staffelberg 2-4,Rheinland-Pfalz,,1999,1999.0,,,operating,waste,ST,,no,yes,15.0,,,,,0.33,,Übergabe 20 KV EB-Schiene MHKW,20,Stadtwerke Pirmasens Versorgungs GmbH,,49.22822,7.59553,
BNA1230,DE,E.ON Kraftwerke GmbH,Pielweichs,94447,Plattling,An der Staustufe 1,Bayern,Pielweichs,1994,1994.0,,,operating,run_of_river,ROR,,no,no,12.6,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,49.794340000000005,10.1813,
BNA1232,DE,EEW Energy from Waste Premnitz GmbH,ZWSF,14727,Premnitz,Dr. Herbert-Rein-Straße 1,Brandenburg,ZWSF,2002,2002.0,,,operating,waste,ST,,no,no,2.5,,,,,0.33,,20 kV Schaltanlage,20,E.DIS AG,,52.53505,12.362589999999999,
BNA1233,DE,EEW Energy from Waste Premnitz GmbH,EVE,14727,Premnitz,Dr. Herbert-Rein-Straße 1,Brandenburg,EVE,2009,2009.0,,,operating,waste,ST,,no,yes,14.5,,,,,0.33,,20 kV Schaltanlage,20,E.DIS AG,,52.53505,12.362589999999999,
BNA1234,DE,E.ON Kraftwerke GmbH,Prittriching,86931,Prittriching,Lechstraße,Bayern,Prittriching,1984,1984.0,,,operating,run_of_river,ROR,,no,no,12.1,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,48.21062,10.904933,
BNA1235,DE,Rhein-Main-Donau AG,Rain,86641,Rain,,Bayern,,1955,1955.0,,,operating,run_of_river,ROR,,no,no,10.9,,,,,,,UW Rain,20,LEW Verteilnetz GmbH,,48.692383,10.897786,
BNA1238,DE,Molkerei MEGGLE Wasserburg GmbH & Co. KG,Kraftwerk Meggle,83512,Reitmehring,Megglestraße 6 - 12,Bayern,,2000,2000.0,,,operating,gas,ST,,no,yes,12.6,,,,,0.38500000000000023,,Schalthaus Ost,20,Bayerngas,,48.056351,12.185174,
BNA1239,DE,Donau-Wasserkraft AG,Bertoldsheim,86643,Rennertshofen,,Bayern,entfällt,1967,1967.0,,,operating,run_of_river,ROR,,no,no,18.9,,,,,,,loco Kraftwerk,20,DB Energie GmbH,,48.735932,11.020923,
BNA1243,DE,Vattenfall Europe New Energy Ecopower GmbH,EBS-HKW Rostock,18147,Rostock,Ost-West-Straße 25,Mecklenburg-Vorpommern,,2009,2009.0,,,operating,waste,ST,,no,yes,17.0,,,,,0.33,,Umspannwerk Seehafen,20,Stadtwerke Rostock Netzgesellschaft mbH,,54.14465,12.14123,
BNA1244,DE,AVA Velsen GmbH,AVA Velsen,66127,Saarbrücken-Velsen,Alte Grube Velsen 16,Saarland,,1997,1997.0,,,operating,waste,ST,,no,yes,15.8,,,,,0.33,,DE00096266115N0000000000000000348,65,STEAG GmbH,,49.21387,6.83445,
BNA1245,DE,E.ON Kraftwerke GmbH,Schwabstadl,86937,Scheuring,Zollhaus,Bayern,Schwabstadl,1981,1981.0,,,operating,run_of_river,ROR,,no,no,12.0,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.148375,10.867023,
BNA1246,DE,E.ON Kraftwerke GmbH,Scheuring,86937,Scheuring,Lechau,Bayern,Scheuring,1980,1980.0,,,operating,run_of_river,ROR,,no,no,12.2,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.180229,10.8833102,
BNA1247,DE,E.ON Kraftwerke GmbH,Unterbergen,86511,Schmiechen-Unterbergen,Lechfeldstraße,Bayern,Unterbergen,1983,1983.0,,,operating,run_of_river,ROR,,no,no,12.4,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,48.237449,10.92718,
BNA1248a,DE,UPM GmbH,UPM Schongau,86956,Schongau,Friedrich-Haindl-Strasse 10,Bayern,Dampfkraftwerk,1969,1969.0,,,shutdown_temporary,gas,ST,,no,yes,45.0,,,,,0.3509000000000002,,UW UPM/Haindl,110,LEW Verteilnetz GmbH,,47.80811,10.902510000000001,
BNA1248b,DE,UPM GmbH,HKW3 UPM Schongau,86956,Schongau,Friedrich-Haindl-Strasse 10,Bayern,HKW 3,2015,2015.0,,,operating,gas,ST,,no,yes,65.0,,,,,0.40149999999999997,,,,,,47.80811,10.902510000000001,
BNA1249,DE,UPM GmbH,UPM Schongau,86956,Schongau,Friedrich-Haindl-Strasse 10,Bayern,Heizkraftwerk 2,1989,1989.0,,,operating,other_non_renewable,ST,,no,yes,6.0,,,,,,,UW UPM/Haindl,110,LEW Verteilnetz GmbH,,47.80811,10.902510000000001,
BNA1250,DE,UPM GmbH,UPM Schongau,86956,Schongau,Friedrich-Haindl-Strasse 10,Bayern,Wasserkraft,1959,1959.0,,,operating,run_of_river,ROR,,yes,no,10.5,,,,,,,UW UPM/Haindl,110,LEW Verteilnetz GmbH,,47.803187,10.904254,
BNA1251,DE,E.ON Kraftwerke GmbH,Dornau,86956,Schongau,Lechuferstraße 21,Bayern,Dornau,1960,1960.0,,,operating,run_of_river,ROR,,no,no,16.6,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,47.800199299999996,10.9026434,
BNA1254,DE,Zweckverband Müllverwertung Schwandorf,Müllkraftwerk Schwandorf,92421,Schwandorf,Alustraße 7,Bayern,,1982,1982.0,,,operating,waste,ST,,no,yes,54.0,,,,,0.33,,,110,Bayernwerk AG,,49.309979999999996,12.08795,
BNA1255,DE,Kraftwerk Schwedt GmbH & Co. KG,Kraftwerk Schwedt GmbH & Co.KG,16303,Schwedt,,Brandenburg,,2011,2011.0,,,operating,waste,ST,,no,yes,28.9,,,,,0.33,,,110,E.DIS AG,,53.083056000000006,14.321442999999999,
BNA1256,DE,UPM GmbH Werk Schwedt,UPM Schwedt,16306,Schwedt,Kuhheide 1,Brandenburg,Dampfturbine,2009,2009.0,,,operating,biomass,ST,,no,yes,13.3,,,,,0.38,,UW Haindl,110,E.DIS AG,,53.08671999999999,14.31935,
BNA1260,DE,Daimler AG,Heizkraftwerk Sindelfingen,71059,Sindelfingen,,Baden-Württemberg,Sammelschienen-HKW,1980 / 2013,2013.0,,,operating,gas,ST,CHP,no,yes,95.0,102.0,102.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3993000000000002,,DE00721471063000ZE000000861318VS0,110,Netze BW GmbH,Sindelfingen,48.697222,8.999167,
BNA1261,DE,EEW Energy from Waste Stapelfeld GmbH,,22145,Stapelfeld,,Schleswig-Holstein,,1978,1978.0,,,operating,waste,ST,,no,yes,16.4,,,,,0.33,,SA Stapelfeld MVA,30,Schleswig-Holstein Netz AG ,,53.61831,10.224397,
BNA1262,DE,REMONDIS Thermische Abfallverwertung GmbH,REMONDIS Thermische Abfallverwertung GmbH,39418,Staßfurt,Butterwecker Weg 6,Sachsen-Anhalt,,2008,2008.0,,,operating,waste,ST,,no,yes,24.0,,,,,0.33,,Staßfurt,110,HSN Magdeburg GmbH,,51.86615,11.576296000000001,
BNA1263,DE,E.ON Kraftwerke GmbH,Mühltal,82064,Straßlach,Mühltal 7,Bayern,Mühltal,1924,1924.0,,,operating,run_of_river,ROR,,no,no,11.2,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,47.99629724,11.48542787,
BNA1264,DE,Stadtwerke Suhl/Zella-Mehlis GmbH,HKW Bohrhügel,98528,Suhl,Fröhliche-Mann-Straße 2,Thüringen,,1995,1995.0,,,operating,gas,ST,,no,yes,13.5,,,,,0.37950000000000017,,UW 2 und SH Bh,10,Stadtwerke Suhl / Zella-Mehlis Netz GmbH,,50.6315,10.69866,
BNA1265,DE,EnBW Energie Baden-Württemberg AG,Tannheim,88459,Tannheim,,Baden-Württemberg,Tannheim,1923,1923.0,,,operating,run_of_river,ROR,,no,no,12.3,,,,,,,,,Netze BW GmbH,,48.00795,10.118537,
BNA1267,DE,Stadtwerke München GmbH,Uppenborn 2,84184,Tiefenbach,,Bayern,2,1951,1951.0,,,operating,run_of_river,ROR,,no,no,18.0,,,,,,,Schaltstelle Leitzachwerk,110,SWM Infrastruktur GmbH,,48.515233,12.101041,
BNA1269,DE,RWE Innogy GmbH,Trier,54234,Trier,,Rheinland-Pfalz,,1961,1961.0,,,operating,run_of_river,ROR,,no,no,18.8,,,,,,,,20,Westnetz GmbH,,49.728029,6.624451,
BNA1271,DE,K+S AG,Unterbreizbach,36414,Unterbreizbach,,Thüringen,Unterbreizbach,1965,1965.0,,,operating,gas,ST,,no,yes,33.6,,,,,0.34650000000000025,,UW Phillippsthal,110,Avacon AG,,50.813190000000006,9.97752,
BNA1273,DE,E.ON Kraftwerke GmbH,Obernach,82432,Walchensee,Einsiedl,Bayern,Obernach,1955,1955.0,,,operating,run_of_river,ROR,,no,no,12.8,,,,,,,Schaltanlage vor Ort,20,Bayernwerk AG,,47.554694,11.291366,
BNA1274,DE,E.ON Kraftwerke GmbH,Ettling,94522,Wallersorf/Ettling,Kraftwerkstraße 1,Bayern,Ettling,1988,1988.0,,,operating,run_of_river,ROR,,no,no,12.6,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,48.6960722,12.797761900000001,
BNA1275,DE,Freudenberg Service KG,Kraftwerk Freudenberg Weinheim,69469,Weinheim,Höhnerweg 2-4,Baden-Württemberg,2,2005,2005.0,,2013.0,shutdown,gas,ST,,no,yes,21.0,,,,,0.3905000000000003,,Station 10,20,Freudenberg Service KG,,49.555465000000005,8.663798,
BNA1276,DE,Freudenberg Service KG,Kraftwerk Freudenberg Weinheim,69469,Weinheim,Höhnerweg 2-4,Baden-Württemberg,1,1982,1982.0,,2013.0,shutdown,gas,ST,,no,yes,21.0,,,,,0.3652000000000002,,Station 10,20,Freudenberg Service KG,,49.555465000000005,8.663798,
BNA1279,DE,Basell Polyolefine GmbH,Gasturbine,50389,Wesseling,,Nordrhein-Westfalen,D290,1975,1975.0,,,operating,gas,CC,IPP,no,yes,51.9,62.350253807106604,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.42749999999999844,,110kV Schaltanlage Bollenacker,110,Westnetz GmbH,Wesseling 4-6,50.83051,6.95936,
BNA1280,DE,Basell Polyolefine GmbH,Kraftwerk,50389,Wesseling,,Nordrhein-Westfalen,D210,1962,1962.0,,,operating,oil,CC,IPP,no,yes,66.3,79.64974619289342,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,,6,internes Netz,Wesseling 4-6,50.83051,6.95936,
BNA1284,DE,Grace GmbH & Co. KG ,Co-Generation,67547,Worms,In der Hollerhecke 1,Rheinland-Pfalz,-,1991,1991.0,,,operating,gas,ST,,no,yes,11.5,,,,,0.3751000000000002,,Station Hernsheim 59,20,EWR Netz GmbH,,49.66328,8.358939999999999,
BNA1285,DE,K+S AG,Sigmundshall,31515,Wunstorf,,Niedersachsen,Sigmundshall,1974,1974.0,,,operating,gas,ST,,no,yes,19.0,,,,,0.35640000000000027,,Tienberg 25,20,Avacon AG,,52.41852,9.36815,
BNA1286,DE,Zweckverband für Abfallwirtschaft Südwestthüringen (ZASt),Restabfallbehandlungsanlage,98544,Zella-Mehlis,,Thüringen,1,2007,2007.0,,,operating,waste,ST,,no,yes,11.2,,,,,0.33,,Station RABA,30,Stadtwerke Suhl / Zella-Mehlis Netz GmbH,,50.63879437,10.68695146,
BNA1287,DE,RWE Innogy GmbH,Zeltingen,54492,Zeltingen,,Rheinland-Pfalz,,1964,1964.0,,,operating,run_of_river,ROR,,no,no,13.6,,,,,,,,20,Westnetz GmbH,,49.951074,7.023166000000001,
BNA1289,DE,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,58636,Iserlohn,Giesestraße 10,Nordrhein-Westfalen,,1981,1981.0,,,operating,waste,ST,,no,yes,12.6,,,,,0.33,,10 kV Schaltanlage,10,Stadtwerke Iserlohn GmbH ,,51.3971,7.696739999999999,
BNA1291,DE,IHKW Industrieheizkraftwerk Andernach GmbH,IHKW Andernach,56626,Andernach,Koblenzer Straße 141,Rheinland-Pfalz,,2009,2009.0,,,operating,waste,ST,,no,yes,12.5,,,,,0.33,,,20,ThyssenKrupp AG,,50.43486,7.432110000000001,
BNA1292a,DE,Voith Dienstleistungen und Grundstücks GmbH & Co. KG,IHKW Heidenheim,89522,Heidenheim,Alexanderstr. 8,Baden-Württemberg,Kessel-Turbine,1983,1983.0,,,operating,gas,ST,,no,yes,11.1,,,,,0.3663000000000003,,DE0002787911101990010010000000001,20,Hellenstein-Energie-Logistik GmbH,,48.670061,10.150584,
BNA1292b,DE,Voith Dienstleistungen und Grundstücks GmbH & Co. KG,IHKW Heidenheim,89522,Heidenheim,Alexanderstr. 8,Baden-Württemberg,BHKW-Anlage,2000,2000.0,,,operating,gas,ST,,no,yes,15.4,,,,,0.38500000000000023,,DE0002787911101990010010000000001,20,Hellenstein-Energie-Logistik GmbH,,48.670061,10.150584,
BNA1293a,DE,Martinswerk GmbH,Kraftwerk,50127,Bergheim,Kölner Straße 110,Nordrhein-Westfalen,K1/TG1,1995,1995.0,,,shutdown_temporary,lignite,ST,,no,yes,10.0,,,,,0.387999999999999,,Station Martinswerk,20,Westnetz GmbH,,50.945640000000004,6.665030000000001,
BNA1293b,DE,Martinswerk GmbH,Kraftwerk,50127,Bergheim,Kölner Straße 110,Nordrhein-Westfalen,K2/TG2,1995,1995.0,,,operating,lignite,ST,,no,yes,10.0,,,,,0.387999999999999,,Station Martinswerk,20,Westnetz GmbH,,50.945640000000004,6.665030000000001,
BNA1293c,DE,Martinswerk GmbH,Kraftwerk,50127,Bergheim,Kölner Straße 110,Nordrhein-Westfalen,K3+4/TG4,1995,1995.0,,,shutdown_temporary,gas,ST,,no,yes,3.0,,,,,0.37950000000000017,,Station Martinswerk,20,Westnetz GmbH,,50.94563,6.664960000000001,
BNA1293d,DE,Martinswerk GmbH,Kraftwerk,50127,Bergheim,Kölner Straße 110,Nordrhein-Westfalen,Diesel/G5,1995,1995.0,,,shutdown_temporary,oil,ST,,no,no,0.8,,,,,0.37950000000000017,,Station Martinswerk,20,Westnetz GmbH,,50.94563,6.664960000000001,
BNA1294,DE,Shell Deutschland Oil GmbH,EEV,21107,Hamburg,Hohe-Schaar-Straße 34,Hamburg,EEV,1993,1993.0,,,operating,oil,ST,,no,yes,38.0,,,,,0.37729999999999997,,KS 89915,110,Stromnetz Hamburg GmbH,,53.485203000000006,9.969562,
BNA1295,DE,AVA Abfallverwertung Augsburg GmbH,AVA GmbH,86167,Augsburg,Am Mittleren Moos 60,Bayern,AHKW,1993,1993.0,,,operating,waste,ST,,no,yes,10.0,,,,,0.33,,V0 BBC06,10,Netze Augsburg GmbH,,48.40113,10.9356,
BNA1315,DE,Universitätsklinikum Freiburg AdöR,HKW,79106,Freiburg,Hartmannstrasse 1,Baden-Württemberg,HKW,2001,2001.0,,,operating,gas,ST,,no,yes,27.0,,,,,0.38610000000000033,,Übergabe,20,bnNETZE GmbH,,48.00557217,7.8422798170000005,
BNA1316,DE,AWG Abfallwirtschaftsgesellschaft mbH Wuppertal,Müllheizkraftwerk,42349,Wuppertal,Korzert 15,Nordrhein-Westfalen,,1976,1976.0,,,operating,waste,ST,,no,yes,30.0,,,,,0.33,,"Elberfeld Süd, Ronsdorf",110,WSW Netz GmbH ,,51.22515,7.1422300000000005,
BNA1327a,DE,Flughafen München GmbH,Energiezentrale 1992,85326,München,nicht öffentlicher Bereich (Btl. 145.01),Bayern,AGG1 -  AGG7,1992,1992.0,,,operating,gas,ST,,no,yes,11.06,,,,,0.3762000000000003,,145.01-MSNN-EG.01,20,Bayernwerk AG,,48.3591,11.7903,
BNA1327b,DE,Flughafen München GmbH,Erweiterung Energiezentrale 2003,85326,München,nicht öffentlicher Bereich (Btl. 145.01),Bayern,AGG8 - AGG9,2003,2003.0,,,operating,gas,ST,,no,yes,7.44,,,,,0.3883000000000001,,145.01-MSNN-EG.01,20,Bayernwerk AG,,48.3591,11.7903,
BNA1328,DE,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,HBB,83064,Raubling,Rosenheimer Str. 37,Bayern,GUD,2001,2001.0,,,operating,gas,ST,,no,yes,24.0,,,,,0.38610000000000033,,UW PANG / PWA,6,Bayernwerk AG,,47.79598,12.11927,
BNA1329,DE,Kübler & Niethammer Papierfabrik Kriebstein AG,K&N PFK AG EV,9648,Kriebstein,Bauhofstr. 1,Sachsen,GT / GDT,1993,1993.0,,,operating,gas,CC,,no,yes,12.75,,,,,0.508499999999998,,UW-Rauschenthal,6,Mitteldeutsche Netzgesellschaft Strom mbH,,51.05135,13.01661,
BNA1330,DE,Steinbeis Energie GmbH,Steinbeis Energie,25348,Glückstadt,Stadtstraße 20,Schleswig-Holstein,,2010,2010.0,,,operating,waste,ST,,no,yes,17.0,,,,,0.33,,,6,Schleswig-Holstein Netz AG ,,53.78181,9.42577,
BNA1331,DE,Reno De Medici Arnsberg GmbH,Reno De Medici,59821,Arnsberg,Hellefelderstr. 51,Nordrhein-Westfalen,HD - Kraftwerk,1923 / 1956,1956.0,,,operating,coal,ST,,no,yes,19.0,,,,,0.3149999999999995,,DE00018144139,30 auf 6,Westnetz GmbH,,51.39139,8.073039999999999,
BNA1332,DE,INEOS Solvents Germany GmbH,INEOS Kraftwerk,47443,Moers,Römerstr. 733,Nordrhein-Westfalen,TG7/8,1995,1995.0,,,operating,gas,ST,,no,yes,24.0,,,,,0.37950000000000017,,DE00018147455V0000000753653,Mai 25,Westnetz GmbH,,51.46935,6.64358,
BNA1333a,DE,Universität Stuttgart,HKW Pfaffenwald,70569,Stuttgart,Pfaffenwaldring 8,Baden-Württemberg,Anlage 40,1988,1988.0,,,operating,gas,ST,,no,yes,12.155,,,,,0.37180000000000035,,UW Allmand T111/T113,10,Netze BW GmbH,,48.750809999999994,9.1103,
BNA1333b,DE,Universität Stuttgart,HKW Pfaffenwald,70569,Stuttgart,Pfaffenwaldring 8,Baden-Württemberg,Block 50,1969,1969.0,,,operating,gas,ST,,no,yes,11.3135,,,,,0.3509000000000002,,UW Allmand T111/T113,10,Netze BW GmbH,,48.750809999999994,9.1103,
BNA1333c,DE,Universität Stuttgart,HKW Pfaffenwald,70569,Stuttgart,Pfaffenwaldring 8,Baden-Württemberg,Block 60,1968,1968.0,,,operating,gas,ST,,no,yes,11.594000000000001,,,,,0.3498000000000001,,UW Allmand T111/T113,10,Netze BW GmbH,,48.750809999999994,9.1103,
BNA1334,DE,CR3-Kaffeeveredelung M. Hermsen GmbH,KWK-Anlage,28237,Bremen,Waterbergstraße 14,Bremen,"GT 1-3, DT",1993 und 2002,2002.0,,,operating,gas,CC,,no,yes,14.8,,,,,0.5489999999999977,,"10kV Schaltanlage CR3 Anschlussfeld Finkenau, Waterbergstr.",10,Wesernetz Bremen GmbH,,53.12099,8.734776,
BNA1335a,DE,Papier- u. Kartonfabrik Varel GmbH & Co. KG,PKV Kraftwerk,26316,Varel,Dangaster Straße 38,Niedersachsen,KWK-Blöcke,1989,1989.0,,,operating,gas,ST,,no,yes,58.1,,,,,0.3729,,,20,EWE NETZ GmbH,,53.403169999999996,8.128210000000001,
BNA1335b,DE,Papier- u. Kartonfabrik Varel GmbH & Co. KG,PKV Kraftwerk,26316,Varel,Dangaster Straße 38,Niedersachsen,Kondensationsturbine,1968,1968.0,,,operating,gas,ST,,no,yes,0.48,,,,,0.3498000000000001,,,20,EWE NETZ GmbH,,53.403169999999996,8.128210000000001,
BNA1335c,DE,Papier- u. Kartonfabrik Varel GmbH & Co. KG,PKV Kraftwerk,26316,Varel,Dangaster Straße 38,Niedersachsen,Biogasmotoren,2006,2006.0,,,operating,biomass,CB,,yes,yes,1.92,,,,,,,,20,EWE NETZ GmbH,,53.403169999999996,8.128210000000001,
BNA1336,DE,Henkel AG & Co.KGaA,Holthausen,40589,Düsseldorf,Henkelstr. 67,Nordrhein-Westfalen,,1948,1948.0,,,operating,gas,ST,,no,yes,84.0,,,,,0.3278000000000003,,SWD-Netz U47/U60,25,Netzgesellschaft Düsseldorf mbH,,51.17565,6.83805,
BNA1337a,DE,DS Smith Paper Deutschland GmbH,Heizkraftwerk,63741,Aschaffenburg,Weichertstr. 7,Bayern,Heizkraftwerk,,,,2012.0,shutdown,gas,ST,,no,yes,27.0,,,,,,,,20,Aschaffenburger Versorgungs GmbH ,,49.988217999999996,9.155761,
