plant_name,2009-05-30_to_2009-06-05,2009-07-11_to_2009-07-17,2009-07-18_to_2009-07-24,2009-07-25_to_2009-07-31,2009-08-01_to_2009-08-07,2009-08-08_to_2009-08-14,2009-08-15_to_2009-08-21,2009-08-22_to_2009-08-28,2009-08-29_to_2009-09-04,2009-09-05_to_2009-09-11,2009-09-12_to_2009-09-18,2009-09-19_to_2009-09-25,2009-09-26_to_2009-10-02,2009-10-03_to_2009-10-09,2009-10-10_to_2009-10-16,2009-10-17_to_2009-10-23,2009-10-24_to_2009-10-30,2009-10-31_to_2009-11-06,2009-11-07_to_2009-11-13,2009-11-14_to_2009-11-20,2009-11-21_to_2009-11-27,2009-11-28_to_2009-12-04,2009-12-05_to_2009-12-11,2009-12-12_to_2009-12-18,2009-12-19_to_2009-12-25,2009-12-26_to_2010-01-01,2010-01-02_to_2010-01-08,2010-01-09_to_2010-01-15,2010-01-16_to_2010-01-22,2010-01-23_to_2010-01-29,2010-01-30_to_2010-02-05,2010-02-06_to_2010-02-12,2010-02-13_to_2010-02-19,2010-02-20_to_2010-02-26,2010-02-27_to_2010-03-05,2010-03-06_to_2010-03-12,2010-03-13_to_2010-03-19,2010-03-20_to_2010-03-26,2010-03-27_to_2010-04-02,2010-04-03_to_2010-04-09,2010-04-10_to_2010-04-16,2010-04-17_to_2010-04-23,2010-04-24_to_2010-04-30,2010-05-01_to_2010-05-07,2010-05-08_to_2010-05-14,2010-05-15_to_2010-05-21,2010-05-22_to_2010-05-28,2010-05-29_to_2010-06-04,2010-06-05_to_2010-06-11,2010-06-12_to_2010-06-18,2010-06-19_to_2010-06-25,2010-06-26_to_2010-07-02,2010-07-03_to_2010-07-09,2010-07-10_to_2010-07-16,2010-07-17_to_2010-07-23,2010-07-24_to_2010-07-30,2010-07-31_to_2010-08-06,2010-08-07_to_2010-08-13,2010-08-14_to_2010-08-20,2010-08-21_to_2010-08-27,2010-08-28_to_2010-09-03,2010-09-04_to_2010-09-10,2010-09-11_to_2010-09-17,2010-09-18_to_2010-09-24,2010-09-25_to_2010-10-01,2010-10-02_to_2010-10-08,2010-10-09_to_2010-10-15,2010-10-16_to_2010-10-22,2010-10-23_to_2010-10-29,2010-10-30_to_2010-11-05,2010-11-06_to_2010-11-12,2010-11-13_to_2010-11-19,2010-11-20_to_2010-11-26,2010-11-27_to_2010-12-03,2010-12-04_to_2010-12-10,2010-12-11_to_2010-12-17,2010-12-18_to_2010-12-24,2010-12-25_to_2010-12-31,2011-01-01_to_2011-01-07,2011-01-08_to_2011-01-14,2011-01-15_to_2011-01-21,2011-01-22_to_2011-01-28,2011-01-29_to_2011-02-04,2011-02-05_to_2011-02-11,2011-02-12_to_2011-02-18,2011-02-19_to_2011-02-25,2011-02-26_to_2011-03-04,2011-03-05_to_2011-03-11,2011-03-12_to_2011-03-18,2011-03-19_to_2011-03-25,2011-03-26_to_2011-04-01,2011-04-02_to_2011-04-08,2011-04-09_to_2011-04-15,2011-04-16_to_2011-04-22,2011-04-23_to_2011-04-29,2011-04-30_to_2011-05-06,2011-05-07_to_2011-05-13,2011-05-14_to_2011-05-20,2011-05-21_to_2011-05-27,2011-05-28_to_2011-06-03,2011-06-04_to_2011-06-10,2011-06-11_to_2011-06-17,2011-06-18_to_2011-06-24,2011-06-25_to_2011-07-01,2011-07-02_to_2011-07-08,2011-07-09_to_2011-07-15,2011-07-16_to_2011-07-22,2011-07-23_to_2011-07-29,2011-07-30_to_2011-08-05,2011-08-06_to_2011-08-12,2011-08-13_to_2011-08-19,2011-08-20_to_2011-08-26,2011-08-27_to_2011-09-02,2011-09-03_to_2011-09-09,2011-09-10_to_2011-09-16,2011-09-17_to_2011-09-23,2011-09-24_to_2011-09-30,2011-10-01_to_2011-10-07,2011-10-08_to_2011-10-14,2011-10-15_to_2011-10-21,2011-10-22_to_2011-10-28,2011-10-29_to_2011-11-04,2011-11-05_to_2011-11-11,2011-11-12_to_2011-11-18,2011-11-19_to_2011-11-25,2011-11-26_to_2011-12-02,2011-12-03_to_2011-12-09,2011-12-10_to_2011-12-16,2011-12-17_to_2011-12-23,2011-12-24_to_2011-12-30,2011-12-31_to_2012-01-06,2012-01-07_to_2012-01-13,2012-01-14_to_2012-01-20,2012-01-21_to_2012-01-27,2012-01-28_to_2012-02-03,2012-02-04_to_2012-02-10,2012-02-11_to_2012-02-17,2012-02-18_to_2012-02-24,2012-02-25_to_2012-03-02,2012-03-03_to_2012-03-09,2012-03-10_to_2012-03-16,2012-03-17_to_2012-03-23,2012-03-24_to_2012-03-30,2012-03-31_to_2012-04-06,2012-04-07_to_2012-04-13,2012-04-14_to_2012-04-20,2012-04-21_to_2012-04-27,2012-04-28_to_2012-05-04,2012-05-05_to_2012-05-11,2012-05-12_to_2012-05-18,2012-05-19_to_2012-05-25,2012-05-26_to_2012-06-01,2012-06-02_to_2012-06-08,2012-06-09_to_2012-06-15,2012-06-16_to_2012-06-22,2012-06-23_to_2012-06-29,2012-06-30_to_2012-07-06,2012-07-07_to_2012-07-13,2012-07-14_to_2012-07-20,2012-07-21_to_2012-07-27,2012-07-28_to_2012-08-03,2012-08-04_to_2012-08-10,2012-08-11_to_2012-08-17,2012-08-18_to_2012-08-24,2012-08-25_to_2012-08-31,2012-09-01_to_2012-09-07,2012-09-08_to_2012-09-14,2012-09-15_to_2012-09-21,2012-09-22_to_2012-09-28,2012-09-29_to_2012-10-05,2012-10-06_to_2012-10-12,2012-10-20_to_2012-10-26,2012-10-27_to_2012-11-02,2012-11-03_to_2012-11-09,2012-11-10_to_2012-11-16,2012-11-17_to_2012-11-23,2012-11-24_to_2012-11-30,2012-12-01_to_2012-12-07,2012-12-08_to_2012-12-14,2012-12-15_to_2012-12-21,2012-12-22_to_2012-12-28,2012-12-29_to_2013-01-04,2013-01-05_to_2013-01-11,2013-01-12_to_2013-01-18,2013-01-19_to_2013-01-25,2013-01-26_to_2013-02-01,2013-02-02_to_2013-02-08,2013-02-09_to_2013-02-15,2013-02-16_to_2013-02-22,2013-02-23_to_2013-03-01,2013-03-09_to_2013-03-15,2013-03-16_to_2013-03-22,2013-03-23_to_2013-03-29,2013-03-30_to_2013-04-05,2013-04-06_to_2013-04-12,2013-04-13_to_2013-04-19,2013-04-20_to_2013-04-26,2013-04-27_to_2013-05-03,2013-05-04_to_2013-05-10,2013-05-11_to_2013-05-17,2013-05-18_to_2013-05-24,2013-05-25_to_2013-05-31,2013-06-01_to_2013-06-07,2013-06-08_to_2013-06-14,2013-06-15_to_2013-06-21,2013-06-22_to_2013-06-28,2013-06-29_to_2013-07-05,2013-07-06_to_2013-07-12,2013-07-13_to_2013-07-19,2013-07-20_to_2013-07-26,2013-07-27_to_2013-08-02,2013-08-03_to_2013-08-09,2013-08-10_to_2013-08-16,2013-08-17_to_2013-08-23,2013-08-24_to_2013-08-30,2013-08-31_to_2013-09-06,2013-09-07_to_2013-09-13,2013-09-14_to_2013-09-20,2013-09-21_to_2013-09-27,2013-09-28_to_2013-10-04,2013-10-05_to_2013-10-11,2013-10-12_to_2013-10-18,2013-10-19_to_2013-10-25,2013-10-26_to_2013-11-01,2013-11-02_to_2013-11-08,2013-11-09_to_2013-11-15,2013-11-16_to_2013-11-22,2013-11-23_to_2013-11-29,2013-11-30_to_2013-12-06,2013-12-07_to_2013-12-13,2013-12-14_to_2013-12-20,2013-12-21_to_2013-12-27,2013-12-28_to_2014-01-03,2014-01-04_to_2014-01-10,2014-01-11_to_2014-01-17,2014-01-18_to_2014-01-24,2014-01-25_to_2014-01-31,2014-02-01_to_2014-02-07,2014-02-08_to_2014-02-14,2014-02-15_to_2014-02-21,2014-02-22_to_2014-02-28,2014-03-01_to_2014-03-07,2014-03-08_to_2014-03-14,2014-03-15_to_2014-03-21,2014-03-22_to_2014-03-28,2014-03-29_to_2014-04-04,2014-04-05_to_2014-04-11,2014-04-12_to_2014-04-18,2014-04-19_to_2014-04-25,2014-04-26_to_2014-05-02,2014-05-03_to_2014-05-09,2014-05-10_to_2014-05-16,2014-05-17_to_2014-05-23,2014-05-24_to_2014-05-30,2014-05-31_to_2014-06-06,2014-06-07_to_2014-06-13,2014-06-14_to_2014-06-20,2014-06-21_to_2014-06-27,2014-06-28_to_2014-07-04,2014-07-05_to_2014-07-11,2014-07-12_to_2014-07-18,2014-07-19_to_2014-07-25,2014-07-26_to_2014-08-01,2014-08-02_to_2014-08-08,2014-08-09_to_2014-08-15,2014-08-16_to_2014-08-22,2014-08-23_to_2014-08-29,2014-08-30_to_2014-09-05,2014-09-06_to_2014-09-12,2014-09-13_to_2014-09-19,2014-09-20_to_2014-09-26,2014-09-27_to_2014-10-03,2014-10-04_to_2014-10-10,2014-10-11_to_2014-10-17,2014-10-18_to_2014-10-24,2014-10-25_to_2014-10-31,2014-11-01_to_2014-11-07,2014-11-08_to_2014-11-14,2014-11-15_to_2014-11-21,2014-11-22_to_2014-11-28,2014-11-29_to_2014-12-05,2014-12-06_to_2014-12-12,2014-12-13_to_2014-12-19,2014-12-20_to_2014-12-26,2014-12-27_to_2015-01-02,2015-01-03_to_2015-01-09,2015-01-10_to_2015-01-16,2015-01-17_to_2015-01-23,2015-01-24_to_2015-01-30,2015-01-31_to_2015-02-06,2015-02-07_to_2015-02-13,2015-02-14_to_2015-02-20,2015-02-21_to_2015-02-27,2015-02-28_to_2015-03-06,2015-03-07_to_2015-03-13,2015-03-14_to_2015-03-20,2015-03-21_to_2015-03-27,2015-03-28_to_2015-04-03,2015-04-04_to_2015-04-10,2015-04-11_to_2015-04-17,2015-04-18_to_2015-04-24,2015-04-25_to_2015-05-01,2015-05-02_to_2015-05-08,2015-05-09_to_2015-05-15,2015-05-16_to_2015-05-22,2015-05-23_to_2015-05-29,2015-05-30_to_2015-06-05,2015-06-06_to_2015-06-12,2015-06-13_to_2015-06-19,2015-06-20_to_2015-06-26,2015-06-27_to_2015-07-03,2015-07-04_to_2015-07-10,2015-07-11_to_2015-07-17,2015-07-18_to_2015-07-24,2015-07-25_to_2015-07-31,2015-08-01_to_2015-08-07,2015-08-08_to_2015-08-14,2015-08-15_to_2015-08-21,2015-08-22_to_2015-08-28,2015-08-29_to_2015-09-04,2015-09-05_to_2015-09-11,2015-09-12_to_2015-09-18,2015-09-19_to_2015-09-25,2015-09-26_to_2015-10-02,2015-10-03_to_2015-10-09,2015-10-10_to_2015-10-16,2015-10-17_to_2015-10-23,2015-10-24_to_2015-10-30,2015-10-31_to_2015-11-06,2015-11-07_to_2015-11-13,2015-11-14_to_2015-11-20,2015-11-21_to_2015-11-27,2015-11-28_to_2015-12-04,2015-12-05_to_2015-12-11,2015-12-12_to_2015-12-18,2015-12-19_to_2015-12-25,2015-12-26_to_2016-01-01,2016-01-02_to_2016-01-08,2016-01-09_to_2016-01-15,2016-01-16_to_2016-01-22,2016-01-23_to_2016-01-29,2016-01-30_to_2016-02-05,2016-02-06_to_2016-02-12,2016-02-13_to_2016-02-19,2016-02-20_to_2016-02-26,2016-02-27_to_2016-03-04,2016-03-05_to_2016-03-11,2016-03-12_to_2016-03-18,2016-03-19_to_2016-03-25,2016-03-26_to_2016-04-01,2016-04-02_to_2016-04-08,2016-04-09_to_2016-04-15,2016-04-16_to_2016-04-22,2016-04-23_to_2016-04-29,2016-04-30_to_2016-05-06,2016-05-07_to_2016-05-13,2016-05-14_to_2016-05-20,2016-05-21_to_2016-05-27,2016-05-28_to_2016-06-03,2016-06-04_to_2016-06-10,2016-06-11_to_2016-06-17,2016-06-18_to_2016-06-24,2016-06-25_to_2016-07-01,2016-07-02_to_2016-07-08,2016-07-09_to_2016-07-15,2016-07-16_to_2016-07-22,2016-07-23_to_2016-07-29,2016-07-30_to_2016-08-05,2016-08-06_to_2016-08-12,2016-08-13_to_2016-08-19,2016-08-20_to_2016-08-26,2016-08-27_to_2016-09-02,2016-09-03_to_2016-09-09,2016-09-10_to_2016-09-16,2016-09-17_to_2016-09-23,2016-09-24_to_2016-09-30,2016-10-01_to_2016-10-07,2016-10-08_to_2016-10-14,2016-10-15_to_2016-10-21,2016-10-22_to_2016-10-28,2016-10-29_to_2016-11-04,2016-11-05_to_2016-11-11,2016-11-12_to_2016-11-18,2016-11-19_to_2016-11-25,2016-11-26_to_2016-12-02,2016-12-03_to_2016-12-09,2016-12-10_to_2016-12-16,2016-12-17_to_2016-12-23,2016-12-24_to_2016-12-30,2016-12-31_to_2017-01-06,2017-01-07_to_2017-01-13,2017-01-14_to_2017-01-20,2017-01-21_to_2017-01-27
CJU_PICHP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585.6,8568,4384.8,7190.4,17589.6,12096,11743.2,16413.6,13893.6,6720,11457.6,5678.4,9609.6,12700.8,12364.8,20966.4,15657.6,16144.8,16380,17791.2,17371.2,19017.6,12163.2,25082.4,26056.8,27132,15170.4,20193.6,19286.4,26527.2,27417.6,21201.6,21184.8,23066.4,25603.2,24460.8,23368.8,16128,13759.2,13490.4,19958.4,15153.6,18278.4,19420.8,16934.4,6972,11390.4,13944,6955.2,7274.4,18564,0,0,0,0,0
CJU_PICHP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553.6,3645.6,3007.2,5678.4,10180.8,8097.6,6417.6,10920,10382.4,6115.2,11289.6,6014.4,13994.4,13843.2,14246.4,23436,16867.2,17035.2,18261.6,22596,18832.8,20781.6,13574.4,27132,29736,31920,26006.4,26594.4,20647.2,17052,31651.2,23268,21957.6,20949.6,28929.6,27249.6,25603.2,16917.6,13809.6,13540.8,22428,15069.6,19588.8,25418.4,19303.2,9088.8,11407.2,13154.4,8299.2,9038.4,20311.2,16951.2,0,0,0,0
CJU_RENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964.8,6064.8,1747.2,8836.8,9004.8,11944.8,5443.2,11776.8,13507.2,10466.4,9391.2,8937.6,11004,7711.2,10802.4,14884.8,15052.8,12012,9508.8,12852,10802.4,10197.6,7392,14800.8,16195.2,18379.2,14649.6,14985.6,14498.4,18261.6,17724,15775.2,11877.6,15523.2,17740.8,20378.4,8618.4,16027.2,621.6,11575.2,16044,18900,17304,18614.4,18328.8,15926.4,12667.2,15237.6,7459.2,11491.2,14481.6,,,,,
CJU_RNC245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2368.8,1713.6,4788,5628,5208,5678.4,6350.4,6048,6182.4,5947.2,4704,3376.8,1377.6,7644,9391.2,7240.8,6736.8,5779.2,6955.2,5040,4956,3175.2,3948,3948,12415.2,9424.8,7392,0,0,0,0,0,0,117.6,9290.4,8971.2,7912.8,7291.2,6888,9660,9962.4,10634.4,10701.6,11390.4,8282.4,7224,0,0,0,0,0,0,0,0,0
CJU_RNCAL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
CJU_RNCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746.4,6316.8,2469.6,7660.8,6115.2,8383.2,5846.4,7912.8,9105.6,8383.2,8282.4,9055.2,7106.4,5376,7123.2,8937.6,10298.4,7392,6938.4,9660,7929.6,7963.2,5997.6,8920.8,9811.2,10668,10684.8,10567.2,9760.8,9676.8,10382.4,11827.2,11676,10584,11440.8,11155.2,10920,10617.6,9979.2,9223.2,11524.8,10752,12835.2,11020.8,12549.6,11239.2,10063.2,11239.2,8265.6,8719.2,0,0,0,0,0,0
CJU_RNDREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746.4,3763.2,2436,6972,6501.6,6619.2,6283.2,6417.6,7274.4,7190.4,6417.6,7308,6703.2,4922.4,7022.4,8013.6,4905.6,7543.2,6535.2,8131.2,7190.4,6199.2,5829.6,8450.4,9290.4,10752,9156,9727.2,9088.8,11642.4,11760,10668,9626.4,10096.8,11541.6,12331.2,10920,10483.2,9492,9475.2,9559.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNJCAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772,4838.4,1276.8,5712,6837.6,7644,7459.2,10332,10651.2,8517.6,7425.6,6787.2,9004.8,5611.2,8584.8,12616.8,12364.8,10768.8,9962.4,11004,8937.6,8568,4872,13188,14179.2,15808.8,13977.6,15741.6,12952.8,19236,17707.2,14700,11642.4,13188,17724,18379.2,15472.8,11239.2,11860.8,11121.6,14448,15540,15456,16665.6,17606.4,16464,9559.2,0,0,0,0,0,0,0,0,0
CJU_RNJCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,2772,1092,3712.8,3561.6,3511.2,4300.8,5611.2,5863.2,4939.2,4435.2,3998.4,5140.8,3914.4,4922.4,6820.8,6871.2,5644.8,5073.6,6014.4,5846.4,369.6,16.8,33.6,33.6,33.6,67.2,2184,6636,8652,8652,7963.2,6804,7106.4,7996.8,8232,7694.4,6703.2,6468,5796,7005.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNJCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477.6,6216,1881.6,10886.4,13456.8,13725.6,12398.4,15657.6,15657.6,14968.8,12364.8,13406.4,14061.6,12028.8,11860.8,17673.6,17774.4,15388.8,12885.6,13792.8,16363.2,13574.4,8584.8,10046.4,20462.4,21571.2,19588.8,21386.4,25704,23688,21117.6,21672,18110.4,18160.8,20479.2,18228,15775.2,15052.8,15876,14263.2,16413.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNJCCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.2,3729.6,1444.8,5073.6,6249.6,5980.8,5460,6888,6854.4,5544,1478.4,1512,2587.2,4888.8,4636.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNJCDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133.6,3108,1142.4,4267.2,5661.6,5174.4,4972.8,6921.6,7056,5628,4788,4200,5980.8,4502.4,5241.6,8064,7795.2,6115.2,3746.4,6367.2,6048,5426.4,3040.8,8316,8383.2,9189.6,7627.2,8786.4,7644,9962.4,9408,8500.8,7022.4,8097.6,9240,10701.6,8383.2,7240.8,7072.8,6568.8,8030.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJU_RNMODL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.2,3292.8,1092,4300.8,5460,5745.6,5258.4,6871.2,7106.4,6014.4,4972.8,4586.4,6249.6,4552.8,4804.8,6636,8316,5611.2,0,2956.8,5006.4,5611.2,2452.8,6904.8,7408.8,6888,6048,8080.8,6199.2,8097.6,7845.6,7526.4,5628,7022.4,7392,7442.4,0,0,0,0,0,0,0,2553.6,0,0,0,0,0,0,0,0,0,0,0,0
