Reporting Entity,Facility Name,Type,State,Electricity Production (GJ),Electricity Production (Mwh),Total Scope 1 Emissions (t CO2-e),Total Scope 2 Emissions (t CO2-e)2,Total Emissions (t CO2-e),Emission Intensity (t/Mwh),Grid Connected2,Grid,Primary Fuel,Important Notes
POWER AND WATER CORPORATION,Nguiu (Bathurst Island),F,NT,"23,428","6,508","4,766",-,"4,766",0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Ngukurr (Roper River),F,NT,"16,463","4,573","3,306",-,"3,306",0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Numbulwar (Rose River),F,NT,"10,912","3,031","2,134",-,"2,134",0.70,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Nyirripi (Waite Creek),F,NT,"3,525",979,687,-,687,0.70,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),F,NT,"3,462",962,679,-,679,0.71,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Palumpa,F,NT,"5,511","1,531","1,072",-,"1,072",0.70,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Papunya,F,NT,"6,784","1,884","1,359",-,"1,359",0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Peppimenarti,F,NT,"4,349","1,208",873,-,873,0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Pidgeon Hole,F,NT,"1,779",494,384,-,384,0.78,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),F,NT,"7,236","2,010","1,611",-,"1,611",0.80,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Ramingining,F,NT,"11,618","3,227","2,173",-,"2,173",0.67,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Robinson River,F,NT,"3,819","1,061",787,-,787,0.74,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Tara (Neutral Junction),F,NT,"1,169",325,286,-,286,0.88,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,"8,793","2,443","1,588",-,"1,588",0.65,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Timber Creek,F,NT,"10,380","2,883","2,072",-,"2,072",0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,"4,005","1,113",765,-,765,0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Umbakumba,F,NT,"9,472","2,631","2,021",-,"2,021",0.77,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,"33,912","9,420","6,064",-,"6,064",0.64,Off,Off-grid,Gas,-
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,"6,320","1,756","1,278",-,"1,278",0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,"6,823","1,895","1,300",-,"1,300",0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,"1,053",293,256,-,256,0.88,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,"3,195",888,633,-,633,0.71,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yarralin,F,NT,"4,951","1,375",985,-,985,0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yuendumu,F,NT,"18,637","5,177","3,576",-,"3,576",0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Corporate Total,C,-,"458,194","127,276","90,208",-,"90,208",-,-,-,-,-
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,"3,742,098","1,039,472","612,232",-,"612,232",0.59,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,"87,456","24,293","17,816",-,"17,816",0.73,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Kings Canyon,F,NT,"3,146",874,699,-,699,0.80,Off,Off-grid,Solar,-
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,"306,838","85,233","50,040",-,"50,040",0.59,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,"409,961","113,878","83,638",-,"83,638",0.73,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,"105,849","29,403","21,094",-,"21,094",0.72,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,"1,368,227","380,063","220,184",-,"220,184",0.58,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,"71,586","19,885","13,173",-,"13,173",0.66,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Corporate Total,C,-,"6,095,161","1,693,100","1,018,876",-,"1,018,876",-,-,-,-,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,F,VIC,"65,844","18,290","27,834","12,443","40,277",1.52,On,NEM,Biofuel,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Corporate Total,C,-,"65,844","18,290","27,834","12,443","40,277",-,-,-,-,-
QGC UPSTREAM INVESTMENTS PTY LTD ,Condamine Power Station,F,QLD,"3,458,848","960,791","387,939",803,"388,742",0.40,On,NEM,Gas,-
QGC UPSTREAM INVESTMENTS PTY LTD ,Corporate Total,C,-,"3,458,848","960,791","387,939",803,"388,742",-,-,-,-,-
RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,F,WA,"387,969","107,769","72,103","2,459","74,562",0.67,On,SWIS,Gas,-
RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,"229,802","63,834",65,52,117,0.00,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,"178,252","49,514",33,226,259,0.00,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,"1,888,370","524,547","226,290","3,003","229,293",0.43,On,NEM,Gas,-
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,"100,175","27,826",28,17,45,0.00,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Corporate Total,C,-,"2,784,568","773,491","298,519","5,757","304,276",-,-,-,-,-
REGIONAL POWER CORPORATION,Carnarvon Power Station & Distribution network,F,WA,"148,468","41,241","24,958",0,"24,958",0.61,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,Denham Power Station & Denham Distribution network,F,WA,"11,365","3,157","2,275",-,"2,275",0.72,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kalumburu Power Station & Distribution network,F,WA,"8,173","2,270","1,524",-,"1,524",0.67,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,F,WA,892,248,356,0,356,1.44,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Marble Bar Power Station & Marble Bar Distribution network,F,WA,"8,245","2,290","1,193",-,"1,193",0.52,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Murchison Radio Astronomy Power Station and Distribution Network,F,WA,"8,655","2,404","1,553",-,"1,553",0.65,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Nullagine Power Station & Nullagine Distribution network,F,WA,"4,009","1,114",616,-,616,0.55,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,"23,574","6,548","4,378",549,"4,927",0.67,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,South Hedland Temporary Generation Power Station,F,WA,"210,673","58,520","39,885",-,"39,885",0.68,On,NWIS,Gas,-
REGIONAL POWER CORPORATION,Wyndham Power Station & Distribution network,F,WA,513,143,115,-,115,0.81,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yungngora Power Station & Yungngora Distribution Network,F,WA,"5,507","1,530",872,-,872,0.57,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Corporate Total,C,-,"430,074","119,465","77,725",549,"78,274",-,-,-,-,-
RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,F,QLD,"150,137","41,705","1,632","1,929","3,561",0.04,On,NEM,Biofuel,-
RENEWABLE POWER AUSTRALIA LIMITED,Corporate Total,C,-,"150,137","41,705","1,632","1,929","3,561",-,-,-,-,-
SANTOS LIMITED,Wilga Park Power Station,F,NSW,"322,671","89,631","49,655",24,"49,679",0.55,On,NEM,Coal Seam Methane,-
SANTOS LIMITED,Corporate Total,C,-,"322,671","89,631","49,655",24,"49,679",-,-,-,-,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Musselroe Wind Farm Pty Ltd,F,TAS,"2,166,190","601,719",153,155,308,0.00,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,"829,195","230,332",75,22,97,0.00,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,"959,057","266,405",86,25,111,0.00,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Corporate Total,C,-,"3,954,442","1,098,456",314,202,516,-,-,-,-,-
SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,F,SA,"1,500,088","416,691",92,191,283,0.00,On,NEM,Wind,-
SNOWTOWN SOUTH WIND FARM PTY. LTD.,Corporate Total,C,-,"1,500,088","416,691",92,191,283,-,-,-,-,-
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,"1,117,532","310,426",121,347,468,0.00,On,NEM,Wind,-
SNOWTOWN WIND FARM PTY LTD,Corporate Total,C,-,"1,117,532","310,426",121,347,468,-,-,-,-,-
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,F,SA,"1,463,729","406,591",104,286,390,0.00,On,NEM,Wind,-
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,Corporate Total,C,-,"1,463,729","406,591",104,286,390,-,-,-,-,-
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,"27,539","7,650","5,267",357,"5,624",0.69,On,NEM,Liquid Fuel,-
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,"50,430","14,008","9,242","6,794","16,036",0.66,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Laverton North Power Station,F,VIC,"286,275","79,521","48,775","3,299","52,074",0.61,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,"64,146","17,818","9,046",375,"9,421",0.51,On,NEM,Diesel,-
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,"19,655,353","5,459,820","1,521","266,620","268,141",0.00,On,NEM,Hydro,-
SNOWY HYDRO LIMITED,Valley Power,F,VIC,"14,794","4,109","3,905","2,982","6,887",0.95,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Corporate Total,C,-,"20,098,537","5,582,927","77,756","280,427","358,183",-,-,-,-,-
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm ,F,NSW,"515,610","143,225",-,615,615,-,On,NEM,Solar,-
SOLAR FARM INVESTMENTS PTY LTD,Corporate Total,C,-,"515,610","143,225",-,615,615,-,-,-,-,-
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm ,F,VIC,"457,784","127,162",37,18,55,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm ,F,SA,"578,619","160,728",55,0,55,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm ,F,VIC,"149,335","41,482",17,-,17,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro ,F,VIC,"30,661","8,517",3,-,3,0.00,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro ,F,VIC,"36,823","10,229",6,-,6,0.00,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro ,F,WA,"765,439","212,622",31,29,60,0.00,Off,Off-grid,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms ,F,VIC,"1,684,621","467,950",68,-,68,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm ,F,NSW,"1,038,233","288,398",100,-,100,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro ,F,NSW,"19,312","5,364",6,-,6,0.00,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro ,F,VIC,"19,680","5,467",4,-,4,0.00,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm ,F,VIC,"312,165","86,713",20,-,20,0.00,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,"5,092,672","1,414,631",347,47,394,-,-,-,-,-
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,"459,973","127,770",205,732,937,0.01,On,NEM,Hydro,-
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,"1,756,092","487,803",72,669,741,0.00,On,NEM,Hydro,-
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,"1,404",390,494,2,496,1.27,On,NEM,Diesel,-
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,"18,079","5,022","6,513","1,412","7,925",1.30,On,Mt Isa,Gas,-
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,"33,362,101","9,267,250","7,960,764","11,166","7,971,930",0.86,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,"44,319,711","12,311,031","10,674,877","37,758","10,712,635",0.87,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Corporate Total,C,-,"79,917,360","22,199,267","18,642,925","51,739","18,694,664",-,-,-,-,-
SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,F,NSW,"29,270,573","8,130,715","6,903,384","37,724","6,941,108",0.85,On,NEM,Black Coal,-
SUNSET POWER INTERNATIONAL PTY LTD,Corporate Total,C,-,"29,270,573","8,130,715","6,903,384","37,724","6,941,108",-,-,-,-,-
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,"34,902","9,695","11,602",404,"12,006",1.20,On,NEM,Gas,-
SYNERGEN POWER PTY LIMITED,Mintaro Power Station,F,SA,"106,663","29,629","23,034",129,"23,163",0.78,On,NEM,Gas,-
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,"7,962","2,212","4,015",386,"4,401",1.82,On,NEM,Diesel,-
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,"11,509","3,197","3,602",487,"4,089",1.13,On,NEM,Diesel,-
SYNERGEN POWER PTY LIMITED,Corporate Total,C,-,"161,036","44,732","42,253","1,406","43,659",-,-,-,-,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,"920,947","255,819","145,265",-,"145,265",0.57,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,"934,402","259,556","143,358",-,"143,358",0.55,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,"1,129,834","313,843","168,384",-,"168,384",0.54,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,"1,360,859","378,016","219,180",-,"219,180",0.58,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Solomon Power Station,F,WA,"984,879","273,578","175,216",-,"175,216",0.64,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,"250,611","69,614","38,842",-,"38,842",0.56,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,"5,581,532","1,550,426","890,245",-,"890,245",-,-,-,-,-
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,"9,038","2,511","1,757",-,"1,757",0.70,Off,Off-grid,Liquid Fuel,-
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,"9,083","2,523","1,896",-,"1,896",0.75,Off,Off-grid,Liquid Fuel,-
WATER CORPORATION,Corporate Total,C,-,"18,121","5,034","3,653",-,"3,653",-,-,-,-,-
YARA PILBARA FERTILISERS PTY LTD,Utilities Production and Supply,F,WA,"119,118","33,088","41,695",-,"41,695",1.26,Off,Off-grid,Gas,-
YARA PILBARA FERTILISERS PTY LTD,Corporate Total,C,-,"119,118","33,088","41,695",-,"41,695",-,-,-,-,-
Grand Total,,,,"818,924,521","227,479,013","175,960,593","1,547,219","182,550,357",,,,,
Grid connected Total,,,,"807,084,728","224,190,181","174,176,857","1,546,630","180,766,032",,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
