eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
48WSTN0000GDSTWE,48W00000GDSTW-14,"Wind Onshore",2017,29319,0.284,0.907,0
43W-PLAV-HPP---J,43W-PLAV-HG4---U,"Hydro Run-of-river and poundage",2017,395995,0.453,0.997,0
17W100P100P02667,17W100P100P0037M,"Fossil Gas",2017,104704,0.059,0.998,6.24159e+07
14W-TZG-KW-----H,14W-TZG-TU-----X,"Hydro Water Reservoir",2017,245409,0.140,1.000,0
11WD7GERS-X-KW-C,11WD7GERS-G-BLF3,"Fossil Gas",2017,1859,0.001,1.000,749549
11WD7GERS-X-KW-C,11WD7GERS-G-BLG1,"Fossil Gas",2017,37081,0.011,1.000,1.49511e+07
11WD7GERS-X-KW-C,11WD7GERS-G-BLIY,"Fossil Gas",2017,2139,0.001,1.000,862445
11WD7GERS-X-KW-C,11WD7GERS5S-K1-J,"Fossil Gas",2017,61391,0.063,1.000,3.64013e+07
11WD7GERS-X-KW-C,11WD7GERS1S-K2-7,"Fossil Gas",2017,1879131,0.349,1.000,7.57666e+08
48WSTN0000GFLDW6,48W00000GFLDW-11,"Wind Onshore",2017,80932,0.321,0.899,0
18WTAJO-12345-0U,18WGYG1-12345-A6,"Hydro Water Reservoir",2017,46751,0.048,1.000,0
11WD7GKWE2S--KW8,11WD7GKWE2S--1-K,"Fossil Hard coal",2017,109651,0.110,0.356,1.15672e+08
11WD7GKWE2S--KW8,11WD7GKWE2S--2-H,"Fossil Hard coal",2017,152468,0.153,0.356,1.6084e+08
11WD2GKBB000334V,11WD2GKBK000335V,"Fossil Gas",2017,1781751,0.452,1.000,7.18402e+08
11WD4GKM-2CD7--7,11W0-0000-0006-5,"Fossil Hard coal",2017,2518700,0.416,1.000,2.50517e+09
11WD4GKM-XCD0--3,11W0-0000-0004-B,"Fossil Hard coal",2017,888939,0.416,1.000,9.67055e+08
11WD4GKM-2CD4--J,11W0-0000-0005-8,"Fossil Hard coal",2017,3778091,0.416,1.000,3.7578e+09
48WSTN0000GLNDOL,48W00000GLNDO-1G,"Hydro Run-of-river and poundage",2017,139016,0.751,0.211,0
48WSTN0000GLOFWW,48W00000GLOFW-15,"Wind Onshore",2017,55169,0.275,0.882,0
48WSTN0000GNFSWJ,48W00000GNFSW-1H,"Wind Offshore",2017,319899,0.405,0.902,0
48WSTN0000GNFSWJ,48W00000GNFSW-2F,"Wind Offshore",2017,200034,0.389,0.903,0
17W100P100P0211W,17W100P100P0128J,Nuclear,2017,8274332,0.723,0.998,0
17W100P100P0212U,17W100P100P0129H,Nuclear,2017,9536261,0.833,0.998,0
15WGONYU-----PP5,15WGONYUG1-CCGTG,"Fossil Gas",2017,2095828,0.560,1.000,7.8384e+08
48WSTN0000GORDWB,48W00000GORDW-1D,"Wind Onshore",2017,154566,0.413,0.611,0
48WSTN0000GRAINU,48W100000GRAI-6N,"Fossil Gas",2017,2181672,0.784,0.698,8.46159e+08
48WSTN0000GRAINU,48W000000GRAI-7Y,"Fossil Gas",2017,1830739,0.815,0.564,7.1005e+08
48WSTN0000GRAINU,48W000000GRAI-8W,"Fossil Gas",2017,986974,0.771,0.321,3.82797e+08
48WSTN000GRAI-GD,48W000000GRAI1GA,"Fossil Gas",2017,287,0.550,0.002,178775
48WSTN000GRAI-GD,48W000000GRAI4G1,"Fossil Gas",2017,245,0.650,0.002,152613
17W100P100P02756,17W100P100P0059C,"Hydro Pumped Storage",2017,47925,0.036,0.997,0
17W100P100P02756,17W100P100P0058E,"Hydro Pumped Storage",2017,259214,0.175,0.996,0
17W100P100P02756,17W100P100P0060R,"Hydro Pumped Storage",2017,317664,0.232,0.996,0
17W100P100P02756,17W100P100P0062N,"Hydro Pumped Storage",2017,373212,0.272,0.997,0
17W100P100P02756,17W100P100P0061P,"Hydro Pumped Storage",2017,95624,0.072,0.997,0
17W100P100P02756,17W100P100P0063L,"Hydro Pumped Storage",2017,136966,0.103,0.997,0
17W100P100P02756,17W100P100P0064J,"Hydro Pumped Storage",2017,103848,0.078,0.997,0
17W100P100P02756,17W100P100P0065H,"Hydro Pumped Storage",2017,97651,0.074,0.997,0
17W100P100P02756,17W100P100P0066F,"Hydro Pumped Storage",2017,115097,0.087,0.997,0
17W100P100P02756,17W100P100P0067D,"Hydro Pumped Storage",2017,143389,0.108,0.997,0
17W100P100P02756,17W100P100P0068B,"Hydro Pumped Storage",2017,86057,0.065,0.997,0
17W100P100P02756,17W100P100P00699,"Hydro Pumped Storage",2017,308696,0.225,0.997,0
17W100P100P0213S,17W100P100P0130W,Nuclear,2017,5382019,0.680,0.993,0
17W100P100P0214Q,17W100P100P0131U,Nuclear,2017,5585363,0.720,0.973,0
17W100P100P0215O,17W100P100P0132S,Nuclear,2017,6674221,0.839,0.998,0
17W100P100P0216M,17W100P100P0133Q,Nuclear,2017,5460395,0.696,0.985,0
17W100P100P0217K,17W100P100P0135M,Nuclear,2017,2539491,0.319,0.998,0
17W100P100P0218I,17W100P100P0136K,Nuclear,2017,5829617,0.733,0.998,0
14W-BGS-KW-----Q,14W-BGS-TU-----5,"Hydro Run-of-river and poundage",2017,1721334,0.671,1.000,0
48WSTN0000GRGBW9,48W00000GRGBW-1V,"Wind Offshore",2017,599243,0.229,0.893,0
48WSTN0000GRGBW9,48W00000GRGBW-2T,"Wind Offshore",2017,631335,0.481,0.897,0
48WSTN0000GRGBW9,48W00000GRGBW-3R,"Wind Offshore",2017,597793,0.457,0.894,0
48WSTN0000GRIFWQ,48W10000GRIFW-1N,"Wind Onshore",2017,163946,0.226,0.813,0
48WSTN0000GRIFWQ,48W00000GRIFW-2Y,"Wind Onshore",2017,187085,0.245,0.855,0
48WSTN00000GRMOP,48W100000GRMO-1N,"Fossil Gas",2017,862856,0.917,0.746,5.06768e+08
11WD2GHKW000296G,11WD2GROH000049H,Nuclear,2017,9133248,0.767,1.000,0
11WD8DRES5X---PZ,11WD8DRES5X----D,"Fossil Gas",2017,1441149,0.633,1.000,5.9293e+08
18WGUA1-12345-0T,18WGUA1-12345-D3,"Fossil Hard coal",2017,51697,0.041,1.000,5.91057e+07
18WGUA2-12345-0J,18WGUA2-12345-DU,"Fossil Hard coal",2017,1051377,0.351,1.000,9.95984e+08
11WD7BRAU5G-KW-N,11WD7BRAU5G-GUDH,"Fossil Gas",2017,948119,0.185,1.000,5.03002e+08
11WD7FUEH5GMEKW7,11WD7FUEH5GMERKA,"Fossil Gas",2017,205907,0.221,0.967,8.4716e+07
11WD2BUKW000310A,11WD2BURG000145R,"Fossil Gas",2017,230236,0.219,1.000,1.36516e+08
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-BE,Nuclear,2017,8195616,0.836,0.871,0
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-CC,Nuclear,2017,9465528,0.839,1.000,0
48WSTN00000GYARR,48W000000GYAR-15,"Fossil Gas",2017,1854993,0.811,0.622,7.33293e+08
48WSTN0000GYMRWD,48W0000GYMRO-15O,"Wind Offshore",2017,462544,0.420,0.849,0
48WSTN0000GYMRWD,48W0000GYMRO-17K,"Wind Offshore",2017,467959,0.422,0.856,0
48WSTN0000GYMRWD,48W0000GYMRO-26J,"Wind Offshore",2017,498255,0.451,0.851,0
48WSTN0000GYMRWD,48W0000GYMRO-28F,"Wind Offshore",2017,504421,0.456,0.853,0
44W-K-LV-000000Q,44W-T-LV-1000086,"Fossil Peat",2017,163,0.000,0.999,
48WSTN0000HADHW8,48W00000HADHW-1J,"Wind Onshore",2017,213613,0.220,0.853,0
11WD7GARE5XHAKW5,11WD7GARE5G-H45C,"Fossil Gas",2017,264,0.000,0.975,110880
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM4I,"Fossil Coal-derived gas",2017,467124,0.579,0.921,
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM5G,"Fossil Coal-derived gas",2017,1360795,0.754,0.915,
44W-T-YT-000001Q,44W-T-YT-100000L,"Fossil Hard coal",2017,628223,0.683,0.999,7.8486e+08
44W-T-YT-000001Q,44W-T-YT-100001J,"Fossil Hard coal",2017,824394,0.897,0.999,1.02994e+09
46WPU0000000029L,46WGU0000000025Z,"Hydro Water Reservoir",2017,212822,0.221,1.000,0
46WPU0000000029L,46WGU0000000026X,"Hydro Water Reservoir",2017,256043,0.266,1.000,0
46WPU0000000029L,46WGU0000000027V,"Hydro Water Reservoir",2017,417433,0.280,1.000,0
46WPU0000000029L,46WGU0000000028T,"Hydro Water Reservoir",2017,1398271,0.363,1.000,0
14W-TZH-KW-----7,14W-TZH-TU-----N,"Hydro Pumped Storage",2017,480373,0.152,1.000,0
17W100P100P0238C,17W100P100P0023X,"Fossil Hard coal",2017,2073895,0.409,0.998,1.81099e+09
49W000000000045Y,49W000000000038V,"Fossil Hard coal",2017,3132478,0.550,1.000,2.48355e+09
49W000000000045Y,49W000000000039T,"Fossil Hard coal",2017,2031278,0.527,1.000,1.28241e+09
11WD7GARE5XHEKWQ,11WD7HERD2G-H6-X,"Fossil Gas",2017,490172,0.135,0.975,1.82998e+08
22WHERDER0001288,22WHERDER000125E,"Fossil Gas",2017,346761,0.252,1.000,1.45171e+08
22WHERDER0001288,22WHERDER000126C,"Fossil Gas",2017,363452,0.265,1.000,1.52159e+08
22WHERDER0001288,22WHERDER000127A,"Fossil Gas",2017,372918,0.255,1.000,1.56122e+08
11WD7HERN2S--KWU,11WD7HERN2S-3--W,"Fossil Hard coal",2017,136484,0.156,0.356,1.48478e+08
11WD7HERN2S--KWU,11WD7HERN2S--4-X,"Fossil Hard coal",2017,1330023,0.331,0.997,1.40305e+09
29WHERONTHE---ID,29WGU-HERON1---C,"Fossil Gas",2017,7661,0.018,0.986,4.3891e+06
29WHERONTHE--IIU,29WGU-HERON2---7,"Fossil Gas",2017,5063,0.012,0.986,2.90066e+06
29WHERONTHE-IIIS,29WGU-HERON3---2,"Fossil Gas",2017,6060,0.014,0.986,3.47186e+06
29WHERON-CC----5,29WGU-HERON-CC-5,"Fossil Gas",2017,1150345,0.316,0.986,4.19395e+08
11WD2HEKW000297X,11WD2HEY40000638,"Fossil Hard coal",2017,2222080,0.290,1.000,1.98346e+09
48WSTN0000HEYM1P,48W000000HEYM11C,Nuclear,2017,2978769,0.719,0.711,0
48WSTN0000HEYM1P,48W000000HEYM12A,Nuclear,2017,3260585,0.715,0.782,0
48WSTN0000HEYM2N,48W000000HEYM27Y,Nuclear,2017,5178919,0.924,0.952,0
48WSTN0000HEYM2N,48W000000HEYM28W,Nuclear,2017,5319900,0.921,0.981,0
48WSTN00000HINB5,48W000000HINB-77,Nuclear,2017,3839738,0.695,0.901,0
48WSTN00000HINB5,48W000000HINB-85,Nuclear,2017,3525988,0.686,0.838,0
11WD4AL1KU1-S--E,11WD4AL1U1C2---O,"Fossil Hard coal",2017,1200921,0.408,1.000,1.19447e+09
11WD4AL1KU1-S--E,11WD4AL1U1C1---T,"Fossil Hard coal",2017,0,0.000,0.509,0
11WD4HLBR1CS---A,11WD4HLBR1C7---4,"Fossil Hard coal",2017,2388922,0.351,1.000,2.1885e+09
11WD7RHAU5G-3--3,11WD7RHAU5GKW3B5,"Fossil Gas",2017,995093,0.485,1.000,4.0941e+08
11WD8KLIN5X----0,11WD8KLIN5G--13E,"Fossil Brown coal/Lignite",2017,624974,0.435,1.000,7.80436e+08
11WD8LICH5G----1,11WD8LICH5G---1Y,"Fossil Gas",2017,337923,0.268,1.000,2.96197e+08
11WD8LICH5G----1,11WD8LICH5G---3U,"Fossil Gas",2017,0,0.000,1.000,0
11WD8MITT5G----0,11WD8MITT5GGUD-8,"Fossil Gas",2017,2000043,0.514,1.000,8.40018e+08
11WD8MOOR1C----G,11WD8MOOR1C---AV,"Fossil Hard coal",2017,3709982,0.529,1.000,3.15005e+09
11WD8MOOR1C----G,11WD8MOOR1C---BT,"Fossil Hard coal",2017,3910212,0.558,1.000,3.32006e+09
11WD8LEIP5X----6,11WD8LEIP5X----6,"Fossil Gas",2017,441760,0.302,1.000,1.81753e+08
11WD8REUT5X----M,11WD8REUT5X---CX,"Fossil Hard coal",2017,382402,0.352,1.000,4.59041e+08
11WD8REUW1C----4,11WD8REUW1C---DD,"Fossil Hard coal",2017,1304105,0.528,1.000,1.4187e+09
11WD8REUW1C----4,11WD8REUW1C---EB,"Fossil Hard coal",2017,955760,0.387,1.000,1.03975e+09
11WD8TIEF5X----V,11WD8TIEF5C----9,"Fossil Gas",2017,947455,0.572,1.000,5.78809e+08
11WD8TIEF5X----V,11WD8TIEF5G-GUDI,"Fossil Gas",2017,303632,0.273,1.000,1.27525e+08
11WD8WED15C----Q,11WD8WED15C---1M,"Fossil Hard coal",2017,580356,0.494,1.000,7.48272e+08
11WD8WED15C----Q,11WD8WED15C---2K,"Fossil Hard coal",2017,333026,0.328,1.000,4.29382e+08
11WD2WBWK000317H,11WD2WBW1000039N,"Fossil Hard coal",2017,776985,0.640,1.000,1.00179e+09
11WD2WBWK000317H,11WD2WBW2000040U,"Fossil Hard coal",2017,847665,0.699,1.000,1.09292e+09
45W000000000023U,45W000000000047G,"Wind Offshore",2017,590410,0.421,1.000,0
45W000000000024S,45W000000000048E,"Wind Offshore",2017,922629,0.503,1.000,0
48WSTN0000HRSTWC,48W00000HRSTW-19,"Wind Onshore",2017,205823,0.229,0.815,0
48WSTN00000HRTL5,48W000000HRTL-16,Nuclear,2017,4588298,0.871,0.903,0
48WSTN00000HRTL5,48W000000HRTL-24,Nuclear,2017,4567193,0.878,0.892,0
11WD7HUCK2G--KWR,11WD7HUCK2G--A-C,"Fossil Coal-derived gas",2017,1102637,0.420,1.000,
11WD7HUCK2G--KWR,11WD7HUCK2G--B-9,"Fossil Coal-derived gas",2017,1220121,0.464,1.000,
48WSTN00000HUMR2,48W100000HUMR-1N,"Fossil Gas",2017,6653221,0.625,0.981,2.63007e+09
48WSTN00000HUNBV,48W000000HUNB-79,Nuclear,2017,3908548,0.746,0.906,0
48WSTN00000HUNBV,48W000000HUNB-87,Nuclear,2017,3475139,0.750,0.801,0
11WD2HUKW000298J,11WD2HUNT0000644,"Fossil Gas",2017,11830,0.004,1.000,6.44575e+06
11WD7IBBE2S--KW6,11WD7IBBE2S--B-P,"Fossil Hard coal",2017,2647012,0.382,1.000,2.55966e+09
30W-CET-IERN---J,30WELCEIERN1---E,"Fossil Gas",2017,77490,0.096,0.983,5.04835e+07
30W-CET-IERN---J,30WELCEIERN2---9,"Fossil Gas",2017,0,0.000,0.983,0
30W-CET-IERN---J,30WELCEIERN3---4,"Fossil Gas",2017,0,0.000,0.983,0
30W-CET-IERN---J,30WELCENIERN4--M,"Fossil Gas",2017,240538,0.298,0.983,1.56707e+08
30W-CET-IERN---J,30WELCEIERN5---V,"Fossil Gas",2017,519543,0.321,0.983,3.08609e+08
30W-CET-IERN---J,30WELCEIERN6---Q,"Fossil Gas",2017,876089,0.541,0.983,5.20397e+08
49W000000000046W,49W000000000021B,"Fossil Gas",2017,804958,0.638,1.000,4.19817e+08
11WD8SCHW5X----D,11WD8SCHW5X---19,"Fossil Oil",2017,771709,0.753,1.000,9.82016e+08
11WD8SCHW5X----D,11WD8SCHW5X---27,"Fossil Oil",2017,804049,0.784,1.000,1.02317e+09
29WILARIONAS---X,29WGU-ILARIONAS4,"Hydro Water Reservoir",2017,15354,0.318,0.036,0
48WSTN00000INDQH,48W000000INDQ-19,"Fossil Gas",2017,1277,0.702,0.002,772059
22WINESCO000149P,22WINESCO150149P,"Fossil Gas",2017,778164,0.668,1.000,3.12747e+08
11WD2INGO0001783,11WD2ING3000058X,"Fossil Oil",2017,7221,0.002,1.000,9.18888e+06
11WD2INGO0001783,11WD2ING4000059N,"Fossil Oil",2017,17203,0.005,1.000,2.18912e+07
44W-T-LV-000001R,44W-T-LV-100000M,"Fossil Hard coal",2017,921,0.000,0.970,970849
44W-T-LV-000001R,44W-T-LV-100001K,"Fossil Hard coal",2017,0,0.000,0.970,0
47W000000000243N,47W000000000228J,"Fossil Oil",2017,450,0.001,0.836,342000
11WD2IRSC000179N,11WD2IRG30000606,"Fossil Gas",2017,4337,0.001,1.000,2.42872e+06
11WD2IRSC000179N,11WD2IRG4000061X,"Fossil Gas",2017,17787,0.004,1.000,6.51974e+06
11WD2IRSC000179N,11WD2IRG5000062N,"Fossil Gas",2017,111363,0.015,1.000,4.15755e+07
30W-CET-ISAL---X,30WCRAIISAL7---D,"Fossil Brown coal/Lignite",2017,1002349,0.388,0.983,1.05282e+09
30W-CET-ISAL---X,30WCRAIISAL8---8,"Fossil Brown coal/Lignite",2017,1146010,0.451,0.983,1.20371e+09
11WD2ISKW000299Q,11WD2ISAR000122A,Nuclear,2017,10901416,0.883,1.000,0
19W0000000000636,19W0000000000652,"Fossil Hard coal",2017,1099576,0.558,1.000,1.13476e+09
19W0000000000636,19W0000000000660,"Fossil Hard coal",2017,909379,0.461,1.000,9.38479e+08
19W0000000000636,19W0000000000644,"Fossil Hard coal",2017,1109326,0.563,1.000,1.14482e+09
19W0000000000636,19W000000000067Z,"Fossil Hard coal",2017,1100211,0.558,1.000,1.13542e+09
19W0000000000636,19W000000000068X,"Fossil Hard coal",2017,1058396,0.549,1.000,1.09226e+09
19W0000000000636,19W000000000069V,"Fossil Hard coal",2017,558783,0.284,1.000,5.76664e+08
18WTAJO-12345-0U,18WJMO1-12345-AN,"Hydro Water Reservoir",2017,177255,0.085,1.000,0
18WTAJO-12345-0U,18WJMO2-12345-AD,"Hydro Water Reservoir",2017,151458,0.072,1.000,0
18WTAJO-12345-0U,18WJMO3-12345-A3,"Hydro Water Reservoir",2017,123780,0.059,1.000,0
18WTAJO-12345-0U,18WJMO4-12345-AU,"Hydro Water Reservoir",2017,77173,0.037,1.000,0
14W-TKH-KW-----O,14W-TKH-TU-----3,"Hydro Water Reservoir",2017,559108,0.245,1.000,0
14W-TKO-KW-----S,14W-TKO-TU-----7,"Hydro Pumped Storage",2017,226891,0.230,1.000,0
14W-TKS-KW-----P,14W-TKS-TU-----4,"Hydro Water Reservoir",2017,460782,0.438,1.000,0
29WAISKARDIAI--I,29WGU-KARDIAI--4,"Fossil Brown coal/Lignite",2017,1091210,0.464,0.986,1.7634e+09
29WAISKARDIAII-Z,29WGU-KARDIAII-L,"Fossil Brown coal/Lignite",2017,1216505,0.520,0.986,1.96587e+09
29WAISKARDIAIIIY,29WGU-KARDIAIIIK,"Fossil Brown coal/Lignite",2017,1205783,0.498,0.986,1.87895e+09
29WAISKARDIAIV-X,29WGU-KARDIAIV-J,"Fossil Brown coal/Lignite",2017,475184,0.196,0.986,7.40472e+08
46WPU0000000005Z,46WGU0000000017Y,"Fossil Oil",2017,1038,,1.000,918530
46WPU0000000005Z,46WGU0000000018W,"Fossil Oil",2017,5130,0.002,1.000,3.90906e+06
46WPU0000000005Z,46WGU0000000019U,"Fossil Oil",2017,1624,0.001,1.000,1.23749e+06
19W0000000000741,19W0000000000709,"Fossil Hard coal",2017,411340,0.493,0.953,5.00307e+08
19W0000000000741,19W0000000000717,"Fossil Hard coal",2017,242927,0.248,1.000,2.95469e+08
29WYISKASTRAKI-M,29WGU-KASTRAKI-O,"Hydro Water Reservoir",2017,544529,0.197,0.986,0
19W000000000076Y,19W000000000077W,"Fossil Hard coal",2017,846162,0.717,0.997,8.73239e+08
44W-T-YT-000002O,44W-T-YT-100022B,Biomass,2017,183592,0.168,0.999,
48WSTN00000KEAD4,48W000000KEAD-15,"Fossil Gas",2017,2271681,0.674,0.504,8.98013e+08
48WSTN000KEADGT6,48W0000KEADGT-3O,"Fossil Gas",2017,24,0.200,0.001,11212.4
44W-T-YT-000003M,44W-T-YT-1000239,"Fossil Peat",2017,341001,0.205,0.999,
15WKELENF----PP8,15WKFGT------GT5,"Fossil Gas",2017,352048,0.322,1.000,1.54564e+08
41W2128003453ELI,41WKHAE-----HA1Q,"Hydro Pumped Storage",2017,208565,0.109,0.967,0
41W2128003453ELI,41WKHAE-----HA2O,"Hydro Pumped Storage",2017,62940,0.033,0.967,0
41W2128003453ELI,41WKHAE-----HA3M,"Hydro Pumped Storage",2017,159319,0.084,0.967,0
41W2128003453ELI,41WKHAE-----HA4K,"Hydro Pumped Storage",2017,128798,0.068,0.967,0
11WD2KIKW000301W,11WD2KIEL000050P,"Fossil Hard coal",2017,1048202,0.370,1.000,1.10576e+09
48WSTN0000KILBWA,48W00000KILBW-1W,"Wind Onshore",2017,161675,0.359,0.767,0
48WSTN000KILLPG5,48W0000KILLPG-1Q,"Fossil Gas",2017,4846,0.373,0.003,1.99229e+06
48WSTN000KILLPG5,48W0000KILLPG-2O,"Fossil Gas",2017,5833,0.389,0.003,2.39806e+06
47W000000000156I,47W0000000001121,"Fossil Oil",2017,313883,0.180,0.836,2.4734e+08
47W000000000156I,47W000000000114Y,"Fossil Oil",2017,272582,0.156,0.836,2.14795e+08
47W000000000156I,47W000000000224R,"Fossil Oil",2017,9,0.000,0.836,8235.87
47W000000000156I,47W000000000225P,"Fossil Oil",2017,0,0.000,0.836,0
47W000000000156I,47W000000000222V,"Fossil Oil",2017,1389,0.005,0.836,1.23135e+06
47W000000000156I,47W000000000223T,"Fossil Oil",2017,1665,0.005,0.836,1.47602e+06
15WKISP------PP6,15WKISPEST-CCGTY,"Fossil Gas",2017,390512,0.409,1.000,1.60955e+08
11WD4GKNK1S----S,11WD4GKNK1N-GESZ,Nuclear,2017,9817346,0.849,1.000,0
11WD4KKP21N-S--O,11WD4KKP21N2---E,Nuclear,2017,7387201,0.601,1.000,0
48WSTN0000KLGLWM,48W00000KLGLW-1S,"Wind Onshore",2017,232072,0.168,0.693,0
48WSTN000KLYN-A4,48W0000KLYN-A-1G,"Fossil Gas",2017,0,0.000,0.001,0
11WD7BISC5GKW23O,11WD7BISC5GKW2-W,"Fossil Gas",2017,109796,0.038,0.986,4.61143e+07
11WD7BISC5GKW23O,11WD7BISC5GKW3-T,"Fossil Gas",2017,1576762,0.406,0.986,5.88658e+08
11WD7KWKN----KW1,11WD7KWKN-KW-EEN,"Fossil Gas",2017,895453,0.130,1.000,3.34302e+08
11WD7KWKN1GBL203,11WD7KWKN-20-EEW,"Fossil Gas",2017,1134893,0.304,1.000,4.23693e+08
47W000000000242P,47W000000000227L,"Fossil Gas",2017,1133,0.013,0.836,
11WD7KOEP2P--KWG,11WD7KOEP2P--5-G,"Hydro Pumped Storage",2017,101634,0.072,1.000,0
29WAISKOMOTIN-IO,29WGU-KOMOTIN-IA,"Fossil Gas",2017,1649641,0.401,0.986,6.89138e+08
11WD43VIWXHOILLM,11WD43KOP2HM1--L,"Hydro Pumped Storage",2017,157659,0.103,1.000,0
11WD43VIWXHOILLM,11WD43KOP2HM2--H,"Hydro Pumped Storage",2017,162428,0.106,1.000,0
11WD43VIWXHOILLM,11WD43KOP2HM3--D,"Hydro Pumped Storage",2017,140404,0.092,1.000,0
29WKORINTHOSPWR6,29WGU-KORITHPWR3,"Fossil Gas",2017,1711573,0.458,0.986,6.60009e+08
19W000000000095U,19W000000000098O,"Fossil Hard coal",2017,1003379,0.502,1.000,9.76316e+08
19W000000000095U,19W000000000096S,"Fossil Hard coal",2017,1074650,0.538,1.000,1.04567e+09
19W000000000095U,19W000000000099M,"Fossil Hard coal",2017,797734,0.405,1.000,7.76218e+08
19W000000000095U,19W000000000100Q,"Fossil Hard coal",2017,1172625,0.587,1.000,1.141e+09
19W000000000095U,19W000000000101O,"Fossil Hard coal",2017,1156530,0.579,1.000,1.12534e+09
19W000000000095U,19W000000000097Q,"Fossil Hard coal",2017,1190787,0.596,1.000,1.15867e+09
19W000000000095U,19W000000000102M,"Fossil Hard coal",2017,1194395,0.598,1.000,1.16218e+09
19W000000000095U,19W000000000103K,"Fossil Hard coal",2017,688502,0.345,1.000,6.69932e+08
19W000000000104I,19W0000000002329,"Fossil Hard coal",2017,2199837,0.448,1.000,1.92097e+09
19W000000000104I,19W000000000105G,"Fossil Hard coal",2017,1552971,0.317,1.000,1.3561e+09
19W000000000104I,19W000000000278M,"Fossil Hard coal",2017,901098,0.125,0.767,8.76794e+08
11WD8ROST1C---P5,11WD8ROST1C----K,"Fossil Hard coal",2017,2848646,0.633,1.000,2.41871e+09
11WD4SAEK2HS---S,11WD4SAEK2HD4--9,"Hydro Pumped Storage",2017,244780,0.155,1.000,0
14WENERGIE--WT02,14WENERGIEAGWT4S,"Fossil Gas",2017,943370,0.269,1.000,3.48418e+08
11WD7VOER1S--KWG,11WD7VOER1S--A-1,"Fossil Hard coal",2017,550783,0.371,0.244,5.04575e+08
11WD7VOER1S--KWG,11WD7VOER1S--B-Z,"Fossil Hard coal",2017,592835,0.400,0.244,5.43099e+08
11WD4WALK5G----E,11WD4WALK5OGTD-F,"Fossil Oil",2017,30680,0.026,1.000,2.64101e+07
11WD4WEHR1HS---G,11WD4WEHR1HD4--Y,"Hydro Pumped Storage",2017,677750,0.170,1.000,0
11WD4SWSW5HD4--R,11WD4WITZ5H-SD4C,"Hydro Pumped Storage",2017,82279,0.085,1.000,0
19W0000000000806,19W0000000000830,"Fossil Hard coal",2017,627941,0.613,1.000,7.37419e+08
19W0000000000806,19W000000000086V,"Fossil Hard coal",2017,241310,0.231,1.000,2.83381e+08
19W0000000000806,19W000000000089P,"Fossil Hard coal",2017,268322,0.278,1.000,3.15103e+08
19W0000000000806,19W000000000093Y,"Fossil Hard coal",2017,366204,0.418,1.000,4.45409e+08
29WYISKREMASTONE,29WGU-KREMASTONG,"Hydro Water Reservoir",2017,723313,0.192,0.986,0
44W-T-LV-000002P,44W-T-LV-100003G,"Fossil Hard coal",2017,0,0.000,0.999,0
44W-T-LV-000002P,44W-T-LV-100004E,"Fossil Hard coal",2017,-363,-0.000,0.999,-371052
41W8538227475ELN,41WKTE------TG2V,"Fossil Gas",2017,403,0.000,0.967,
46WPU0000000023X,46WGU00000000054,"Fossil Oil",2017,4405,0.003,1.000,5.25382e+06
46WPU0000000023X,46WGU00000000062,"Fossil Oil",2017,366477,0.322,1.000,4.37096e+08
46WPU0000000023X,46WGU0000000242R,"Fossil Oil",2017,57834,0.055,1.000,6.89784e+07
11WD8BOXB1L----J,11WD8BOXB1L---N8,"Fossil Brown coal/Lignite",2017,3528399,0.806,1.000,4.02842e+09
11WD8BOXB1L----J,11WD8BOXB1L---P4,"Fossil Brown coal/Lignite",2017,3679372,0.840,1.000,4.20079e+09
11WD8BOXB1L----J,11WD8BOXB1L---Q2,"Fossil Brown coal/Lignite",2017,6818107,0.927,1.000,7.36356e+09
11WD8BOXB1L----J,11WD8BOXB1L---R0,"Fossil Brown coal/Lignite",2017,3416124,0.619,1.000,3.59232e+09
14W-KW-DU2-EVN-K,14W-KW-DUE-EVN-A,"Fossil Hard coal",2017,675057,0.230,1.000,5.65023e+08
11WD2BHAF000272F,11WD2BRE6000118Z,"Fossil Hard coal",2017,1679258,0.639,1.000,1.49893e+09
11WD7STUM----KW9,11WD7KWHU1GBL10E,"Fossil Gas",2017,577630,0.155,1.000,2.15649e+08
11WD7STUM----KW9,11WD7KWHU1GBL20B,"Fossil Gas",2017,580378,0.156,1.000,2.16674e+08
11WD2BHAS000271O,11WD2BR15000116G,"Fossil Hard coal",2017,786205,0.754,1.000,8.04981e+08
11WD8JAEN1L----Z,11WD8JAEN1L---AD,"Fossil Brown coal/Lignite",2017,3641213,0.831,1.000,4.40918e+09
11WD8JAEN1L----Z,11WD8JAEN1L---BB,"Fossil Brown coal/Lignite",2017,3233357,0.738,1.000,3.9153e+09
11WD8JAEN1L----Z,11WD8JAEN1L---C9,"Fossil Brown coal/Lignite",2017,3179959,0.726,1.000,3.85064e+09
11WD8JAEN1L----Z,11WD8JAEN1L---D7,"Fossil Brown coal/Lignite",2017,3001450,0.685,1.000,3.63448e+09
