eic_p,eic_g,eprtr_facilityID,WRI_id,GEO_id,fresna_id
26WIMPI-S08TDFRR,26WUCLHRFRLIBG11,,,,6347
26WIMPI-S01SCPGX,26WUUSPIGNO-CE1U,,,,6476
26WIMPI-S05CCCL7,26WUCGCNTRCTTA1C,,,,2738
26WIMPI-S08UCNGO,26WUNGRCNSLICE11,,,,2740
26WIMPI-S03ECDVN,26WUUEDIS-CIVI16,,,,1355
26WIMPI-05318347,26WUGTG1GTG5011C,,,,6402
26WIMPI-S09GLLCT,26WUUGALLICANO11,,,,1380
26WIMPI-S19PTRNG,26WUPATERNOCLE1L,,,,6443
26WIMYI-S19ANPAB,26WUUANAPO-C-L1O,,WRI1002846,45434,191
26WIMPI-S03RGLDS,26WUUUREGOLEDO10,,,,747
26WIMPI-S02PNSME,26WUPNTSTMRTIN1W,,,,4253
26WIMPI-S04SNTNJ,26WUUS-ANTONIO1G,,,,6462
26WIMPI-S03CCHVL,26WUUCHIAVENNA11,,,,540
26WIMPI-S01PMNTP,26WUUPONTE-MAR1S,,,,1377
26WIMPI-S08CRCBN,26WUCBTRVNNCT11U,,,,6350
26WIMPI-S03CDTL1,26WUCNTRLDTRNL1C,191625,WRI1002867,43994,2467
26WIMPI-S12ADRR4,26WCNTRLDCGNR48G,,,,6359
26WIMPI-S20F3LMF,26WUUFLUMENDOS5W,,,,1398
26WIMPI-S17TCNPA,26WUCNTRLTRMLT8I,,,,6485
26WIMPI-S17AGRIH,26WUUUUUUUAGRI1N,,,,1135
26WIMPI-S13CDGNT,26WUUUUUUGISSI19,117766,WRI1002890,43708,1318
26WIMPI-S13CDGNT,26WUUUUUUGISSI27,117766,WRI1002890,43708,1318
26WIMPI-S02VLPL3,26WUUVALPELLIN15,,WRI1002979,,671
26WIMPI-07978333,26WUFNLMLBMSSA1H,,,,6389
26WIMPI-S01CCBLY,26WCNTRLDCGNR47I,,,,6360
26WIMPI-M03SFRN0,26WUSZRNGNRZNE21,,,,614
26WIMPI-S05CNTRB,,,,,4947
26WIMPI-S09LPNNY,26WUUULA-PENNA12,,,,768
26WIMPI-S14V1LTN,26WUUUVOLTUR1S18,,,,888
26WIMPI-0543164A,26WUBGNCHVASSO1N,,,,6335
26WIMPI-S08BRLLI,26WUPBRLLPARMA1I,,,,2778
26WIMPI-S04SFLVM,26WUUZ-FLORI-A1X,,,,685
26WIMPI-S04SFLVM,26WUUSFLORIANO2R,,,,685
26WIMPI-S02CHTLS,26WUUCHATILLON1B,,,,1350
26WIMPI-S09VSLLJ,26WUUVALLE-SEC1Z,,WRI1002978,,2040
26WIMPI-S09S1STV,26WUUUUUSESTA11N,,,,2034
26WIMPI-S03UAPTU,26WUUENI-S-P-A3F,,,,6377
26WIMPI-S03ALMVH,26WUUAEM-LOVER1N,,,,1275
26WIMPI-S01PVVR6,26WUUPIEVE-VER1I,,,,769
26WIMPI-S05CNCNX,26WUUCENCENIGH1U,,,,1347
26WIMYI-0090404B,26WUUSUGARELLA1I,,,,6479
26WIMPI-S16CNDLL,26WUUUUCANDELA1R,26666,WRI1002858,43983,1270
26WIMPI-S02CVLOR,26WUUUUCOVALOU1T,,,,1404
26WIMPI-S11CMNNL,26WUUCOMUNANZA1Q,,,,1397
26WIMPI-S03PDNTC,26WUUPANTANO-D1H,,,,766
26WIMPICIMARR-2O,26WUUVALCIMARR26,,,,6492
26WIMPI-S04MMLGH,26WUUMALGA-MAR1I,,,,6430
26WIMPI-S02VRREO,26WUUUUUVERRES1T,,,,793
26WIMYI-S09TRRTB,26WUUUUTORRITE1U,,,,415
26WIMPI-S01V2RZE,26WUUUUUVARZO21I,,,,790
26WIMPITEVERE-1I,26WUUUUUTEVERE12,,,,557
26WIMPI-S12CPRE9,26WUUUUCEPRANO1F,,,,1348
26WIMPI-S06MDNU7,26WUUUUUMEDUNO2X,,,,814
26WIMPI-S04BRSS7,26WUUBRESSANON1S,,,,560
26WIMPI-00998254,26WUMPNTFVSNTL1L,,,,3119
26WIMZI-S01GGLO0,26WUUUUUGOGLIO2L,,,,6399
26WIMPIASS-CL-1D,26WUUS-MASS-CL10,,WRI1002945,,152
26WIMPI-S09RSLCK,26WUROSELECTRA1D,5160,,,
26WIMPI-S03UPTVS,26WUUUPARAVISO10,,,,6442
26WIMPI-S13A1VN5,26WUUAVENTINO11D,,,,1249
26WIMPI-S19BCRCS,26WUUBARCA-CLE1E,,,,1357
26WIMPI-S10BSTRJ,26WUUUBASTARDO2R,5712,,,875
26WIMPI-S10BSTRJ,26WUUUBASTARDO1T,5712,,,875
26WIMPI-S01ARSID,26WUCNTRLBMSSS1M,,,,2725
26WIMYI-S01CDRVB,26WUUCREVOLA-D12,,,,1406
26WIMPI-S01LNEIG,26WUUUUUULEINI1V,27074,WRI1002904,45404,1314
26WIMPI-V09SPRN0,26WUUUSPERANDO2G,,,,811
26WIMPI-S16BNRNH,,7030,,,6342
26WIMPI-S01BRDN6,26WUUBARDONECC1I,,,,1359
26WIMPI-S03ATMN1,26WUUUMAZZUNNO1E,,,,862
26WIMPI-S12CNTRM,26WUUUCANTERNO1W,,,,1336
26WIMPI-S03GRLE0,26WUUUUUGEROLA15,,,,6394
26WIMPI-S13MRNOB,26WUUUUUMORINO1F,,,,866
26WIMPI-S06WRTSZ,26WUWRTSLTLSPA18,,,,6498
26WIMPI-S03SRMDD,26WUUUUSERMIDE3O,443,WRI1002951,43686,817
26WIMPI-S03SRMDD,26WUUUUSERMIDE4M,443,WRI1002951,43686,817
26WIMPI-S19ACGSY,26WUUAUGUSTA-C3I,7366,,,2728
26WIMPI-S19ACGSY,26WUUAUGUSTA-C1M,7366,,,2728
26WIMPI-S03SFRNQ,26WUUZ-FIORANO1X,,WRI1002942,,614
26WIMPI-S04PMRM9,26WUUPREMESA-M16,,,,753
26WIMPI-S05CPRT5,26WUCNTRLADRIA2W,,,,2724
26WIMPI-S03VDSIQ,26WUUITAVSERIO2T,,,,6415
26WIMPI-S13VSLLB,26WUUVILLA-S-M1D,,,,532
26WIMPI-S04SVLBZ,26WUUS-VALBURG1I,,,,2797
26WIMPI-S18BSMSR,26WUUSTRONGOLI1G,,,,2788
26WIMPI-S20OZRIH,26WUUUUUOZIERI1Z,,,,762
26WIMPI-S12CSSND,26WUUUUCASSINO1H,,,,1340
26WIMPI-S19GCDLR,26WUUGUADALAMI1P,,,,521
26WIMPI-S10ETDS9,26WUUUUUUTERNI14,5725,WRI1021298,44034,822
26WIMPI-0304386P,26WUMALALBERGO1L,,,,6429
26WIMPI-0030296C,26WUCNTRLSCCO17H,,,,6467
26WIMPI-S16CSSCB,26WUUUUURATINO1O,159051,,45399,6455
26WIMPI-S01CMPLQ,26WUCMPLCCIOLI2X,,,,1354
26WIMPI-S05CVLLF,26WUUUUCAVILLA1H,,,,1346
26WIMPI-S02FBRGG,26WUUUFAUBOURG15,,,,4250
26WIMPI-S09FRNLN,26WUUZARINELLO11,,,,2052
26WIMPI-0066050X,26WUTORINONORD1C,191764,,,6489
26WIMPI-S20EPYPZ,26WUSYNDLSPPRT1X,,,,6447
26WIMPI-S18P2LZD,26WUUUPALAZZO21L,,,,764
26WIMPI-S14CTYT4,26WUCNTRLBMSSC1X,,,,2793
26WIMPI-S04CRDA9,26WUUUUCARDANO16,,WRI1002860,,621
26WIMPI-S05SVNRS,26WUUUUSAVINER1P,,,,805
26WIMPI-S01VNDI6,26WUUUUVINADIO17,,,,794
26WIMPI-S05ZVEI1,26WUUUUUUZEVIO1I,,,,985
26WIMPI-S02MNAEP,26WUUUUUUUMAEN5A,,,,6428
26WIMPI-S02MNAEP,26WUUUUUUUMAEN4C,,,,6428
26WIMPI-S04TRBLJ,26WUUUUTORBOLE1H,,WRI1002967,,655
26WIMPI-0760710Z,26WUMPNTDBLGNO1A,,,,6410
26WIMPI-S05CSTM1,26WUUCASTELMAS1K,,,,2736
26WIMPI-S04CENRY,26WMPNTDRLTTR336,,,,6411
26WIMPI-S20EONCO,26WUSTTNNRGSRL1T,7497,,44105,838
26WIMPI-S03TLMNC,26WUUUTALAMONA2I,,,,2791
26WIMPI-S03TSRBU,26WUUTURBIGO-S17,,,,2796
26WIMPI-S03PCSCZ,26WUUPOSCHIAVI1O,,,,757
26WIMPI-S08ESDS9,,,,,846
26WIMPI-S03SBNFX,26WUUSND-BOFFA1D,,,,2732
26WIMPI-S05CSTL3,26WUUCASTELLET16,,,,1344
26WIMPI-S04CDCAV,26WULTGRDPWRSR13,,,,6328
26WIMPI-S06MTNFA,26WUUUMONFALCO20,1503,WRI1002911,42712,831
26WIMPI-S06MTNFA,26WUUUMONFALCO12,1503,WRI1002911,42712,831
26WIMPI-S05PLSEK,26WUUUUUUPELOS1S,,,,761
26WIMPI-S01BRDTV,26WUUBARDONETT1A,,,,1360
26WIMPI-S18TECTL,26WUTRMVLRZZTR2O,,,,6486
26WIMPI-S01FDEIC,26WUUUUUUFEDIO1Q,,,,1414
26WIMPI-S08SERM2,26WUUUUSARMATO16,26667,WRI1002949,44018,
26WIMPI-S04CGLO1,26WUUUUUCOGOLO2Q,,,,562
26WIMZI-S11JSEI0,,6054,,,1326
26WIMPI-0475318P,26WUBMSSRGNANO15,,,,6337
26WIMPI-ADDA2-1U,26WUUUUUUADDA21H,,,,1338
26WIMPI-00834908,26WUPRLGRGALLO1S,,,,2026
26WIMPI-S14ETEAI,26WUMSSRVNCLLI1V,,,,2831
26WIMPI-01218085,26WUUALFONSINE1V,,,,2158
26WIMPI-S18RCZZW,26WUURIZZICONI2Q,77753,WRI1002935,43698,849
26WIMPI-S18RCZZW,26WUURIZZICONI1S,77753,WRI1002935,43698,849
26WIMPI-S05ESPRU,26WUMMZTSLRPRK1I,,,,2458
26WIMPI-S01BTTG1,26WUUBATTIGGIO1Y,,,,1361
26WIMPI-S04MSCRZ,26WUUMASOCORON1S,,,,2800
26WIMPI-S13S2GCF,26WUUUSGIACOMO3I,,WRI1002944,,6465
26WIMPI-S09S1LVB,26WUUUUUSELVA11I,,,,2033
26WIMPI-S13PRVVW,26WUUPROVVIDEN13,,WRI1002931,,638
26WIMPI-S06PGNTJ,26WUUPONTE-GIU1H,,,,6448
26WIMPIVELINO-1Q,26WUNERAVELINO11,,,,162
26WIMPI-S01PVNTQ,26WUPNTVENTOUX3C,,,,1900
26WIMPI-S01PVNTQ,26WUPNTVENTOUX2E,,,,1900
26WIMPI-S01FUNS8,26WUFNESTRELLE1U,,,,1415
26WIMPI-S05PMNT1,26WUUPONTE-MAL19,,,,856
26WIMPI-S05AZTT6,26WUUUUAZOTATI5V,633,WRI1002851,,2830
26WIMPI-0456524T,26WUUUUTORRENT1T,,,,785
26WIMPI-S09C2RNB,26WUUUUCORNIA21N,,,,2050
26WIMYI-S15M2TSB,26WUUUMATESE2S15,,,,2832
26WIMPI-S03ELMLH,26WUUUUUPARONA1R,,,,2827
26WIMPI-S19CSZZ0,26WUUUUCASUZZE1D,,,,1345
26WIMPI-S03TVZZK,26WUUTAVAZZANO5Z,480,WRI1002962,43695,821
26WIMPI-S03TVZZK,26WTAVAZZANO-C64,480,WRI1002962,43695,821
26WIMYI-S04STROB,26WUUUUUUSTORO1D,,,,797
26WIMPI-S01CRGEA,26WUUUUUUCREGO19,,,,1405
26WIMPI-S13MNTR3,26WUUUMONTORIO1P,,WRI1002914,,648
26WIMPI-S14ARGPA,26WUUSANNICOLA10,,,,6437
26WIMYI-S03ARDNB,26WUUUUARDENNO1Q,,,,554
26WIMPI-S13TRNIP,26WUUUUUTRIANO1W,,,,786
26WIMPI-S06CHVLZ,26WUUCHIEVOLIS2V,,,,1352
26WIMPI-0148771T,26WUGSANDONACI10,,,,6407
26WIMPI-S14TERME,26WUNRGAMOLISE1H,27066,WRI1002956,44007,6376
26WIMPI-S18RTSN9,26WUUROSSANO-T3P,7237,WRI1002939,44001,6460
26WIMPI-S18RTSN9,26WUUROSSANO-T1T,7237,WRI1002939,44001,6460
26WIMPI-S08TCNB2,26WUTECNOBORGO14,,,,6483
26WIMPI-S15TSCNW,26WUUUTUSCIANO17,,,,787
26WIMPI-S12ACQRB,26WUUUACQUORIA15,,,,1133
26WIMPI-0193954G,26WURSMAGGIORE1V,,,,3124
26WIMPI-S12AOCS3,26WUUMONTEMART1K,,,,2773
26WIMPI-S13BSSUZ,26WUUUUUUBUSSI19,6549,WRI1002857,44020,1272
26WIMPI-S04SSLSD,26WUUS-SILVEST19,,,,6466
26WIMPI-S12MNT2M,26WUMONTALTO241V,,,,2772
26WIMPI-S03CLGN4,26WUUUULINATE11S,,,,2825
26WIMPI-S09VNCH0,26WUUVINCHIANA18,,,,6495
26WIMPI-S03MILLT,26WUUUUMALLERO1M,,,,1278
26WIMPI-S04VNLNS,26WUUVAL-NOANA1L,,,,788
26WIMPI-01151835,26WUBRGSBOTINO1T,,,,6340
26WIMPI-S09LGRSB,26WUULAGONI-RO19,,,,2054
26WIMPI-S09PDRND,26WUUPIAN-DELL1T,,,,772
26WIMPIORTICA-13,26WUUUUUORTICA1F,,WRI1002965,,172
26WIMPI-S01VRMPN,26WUUUVERAMPIO10,,,,792
26WIMPI-S08LPNEL,26WUUULE-PIANE1W,,,,773
26WIMPI-S15CPRTZ,26WUUUCAPRIATI1B,,WRI1002859,,622
26WIMPI-S01ACLS0,26WULESSANDRIA2L,212442,,,
26WIMPI-S01ACLS0,26WULESSANDRIA1N,212442,,,
26WIMPI-S14CTTLZ,26WUTRRNTETONA1J,,,,2794
26WIMPI-S06ECLTM,26WUUUUSERVOLA2X,1520,,44103,6354
26WIMPI-S02ZNUI3,26WUUUUUUZUINO14,,,,1012
26WIMPI-S01SMPYV,26WUUUSAMPEYRE1Z,,,,802
26WIMPI-S16MAES6,26WUPPNERGYSRL12,,,,6331
26WIMPI-S09RNCAY,26WUUURANCIA-115,,,,2028
26WIMPI-S09LVNES,26WUUUUULEVANE1S,,,,1273
26WIMPI-S03EDLO9,26WUUUUUUEDOLO19,,WRI1002877,43971,53
26WIMPI-S13ALNNN,26WUUUUUALANNO1O,,,,1137
26WIMPI-S06VRLL4,26WUUVILLA-RIN1D,,,,758
26WIMPI-S05APGPJ,26WUUENI-S-P-A2H,,,,6378
26WIMPI-S12SDSY8,26WUUUUUUUSORA28,,,,2787
26WIMPI-S04GLRNJ,26WUSLDGLRENZA2M,,,,611
26WIMPI-S04GLRNJ,26WUSLDGLRENZA1O,,,,611
26WIMPI-S03LNZDP,26WUUUULANZADA1E,,WRI1002902,,
26WIMPI-S08FRNTD,26WUUUUFARNETA1S,,,,1413
26WIMPI-S07CNSR2,26WCNTRLDCGNR46K,,,,6358
26WIMPI-S08CHCL6,26WUCLHRCSLGNO1U,,,,6346
26WIMPI-S09CPLR3,26WUUUUPORCARI17,5138,WRI1002923,44033,844
26WIMPI-S03CNVSF,26WUUUCANAVESE1R,,,,2803
26WIMPI-S01CLCAH,26WUUUUUCALICE17,,,,1373
26WIMPI-S03SMLPC,26WUUMALPENSA-1D,288,,,2829
26WIMPI-S03FERRD,26WUNPWRFRRRRB8C,418,,43700,1271
26WIMPI-S03FERRD,26WUNPWRFRRRRB9A,418,,43700,1271
26WIMPI-S03FERRD,26WNPWRFRRRRB10Q,418,,43700,1271
26WIMPI-S20SRLXH,26WUUUUUSARLUX1W,7506,WRI1002948,44107,833
26WIMPI-S04PDVRN,26WUUUPRATI-ME13,,,,755
26WIMPI-S10NMRNY,26WUNRAMONTORO30,,,,2774
26WIMPI-S06SDDT9,26WUUUUUUDUINO1A,1519,WRI1002952,,2808
26WIMPI-S03AGMS6,26WUUUGROSOTTO13,,,,159
26WIMPI-S03AGMS6,26WU-S03AGMS-01V,,,,159
26WIMPI-S04BMRN3,26WUUBRUNICO-M16,,,,1367
26WIMPI-S11CPDPZ,26WUCPODIPONTE31,,,,2735
26WIMPI-S11CPDPZ,26WUCPODIPONTE23,,,,2735
26WIMPI-0163877Q,26WUUUUUUUENNA14,,,,6382
26WIMPI-S03MNST9,26WUUMONASTERO1R,,,,537
26WIMPI-S10AOCRH,26WUUACEA-ORTE1W,,,,859
26WIMPI-S13BLGN2,26WUUBOLOGNANO1P,,,,1363
26WIMPI-S01CTRV9,26WUUCREVOLA-T1S,,,,6365
26WIMPI-S01RASNN,26WUUUUUROSONE16,,WRI1002938,,167
26WIMPI-S09NLVGU,26WUUNUOVA-LAG1V,,,,6438
26WIMPI-0412771J,26WUFUMESANTO21J,,,,6390
26WIMPI-S04LPPGZ,26WUUUULAPPAGO16,,,,1394
26WIMPI-S14PZZNZ,26WUUUUPIZZONE14,,,,760
26WIMPI-S18C1SCX,26WUUUCOSCILE11M,,,,1403
26WIMPI-S20F2LMJ,26WUUFLUMENDOS6U,,,,1398
26WIMPI-S07VTDR2,26WUUVADO-TERM4R,4859,WRI1002976,42713,
26WIMPI-S07VTDR2,26WUUUVADOTERM5P,4859,WRI1002976,42714,
26WIMPI-S07VTDR2,26WUUVADO-TERM3T,4859,WRI1002976,42713,
26WIMPI-S01CMNI1,26WUUUUUCIMENA17,,,,1374
26WIMPI-S15TNGRW,26WUUUUTANAGRO11,,,,781
26WIMPI-S18CRTNF,26WUUUCROTONE217,,,,2769
26WIMPI-S19PERTR,26WUPRTMPDCLCL3Y,7351,,,2810
26WIMPI-S19PERTR,26WUUPORTO-EMP1V,7351,,,2810
26WIMPI-S09NLVR8,26WUUN-LARDERE1A,,,,3123
26WIMPI-S05CHVIA,26WUUUUUCHIEVO11,,,,1351
26WIMPI-S02SCLRH,26WUUST--CLAIR1F,,,,4255
26WIMPI-S01VNSE6,26WUUUUUVENAUS10,,WRI1002980,,148
26WIMPI-S01CEGN7,26WUCGNRZNLYPR6I,,,,2802
26WIMPI-S03PRTTC,26WUUPORTOTORR1Y,,,,6450
26WIMPI-PONTE-10,26WUUUUUUPONTE1H,,,,520
26WIMPI-S09IPYPC,,5156,,,6413
26WIMPI-S06CRDN8,26WUUCORDENONS1H,,,,2768
26WIMPI-S11GRSEL,26WUUUUUGEROSA1E,,,,1382
26WIMPI-S09PRTF4,26WUUPORTOFERR1K,,,,2815
26WIMPI-T20TLRAJ,26WUUUUTALORO11V,,WRI1002961,,174
26WIMPI-S15PRSN8,26WUUPRESENZAN11,,WRI1002929,45430,31
26WIMPI-S01CLCNS,26WUUCALCINERE18,,,,1372
26WIMPI-S03ABMRS,26WUUAEM-BRAUL1N,,,,1365
26WIMPI-S16IGET0,26WUUUUUUUIGES4S,,,,6408
26WIMPI-S16IGET0,26WUUUUUUUIGES3U,,,,6408
26WIMPI-S16IGET0,26WUUUUUUUIGES2W,,,,6408
26WIMPI-S16IGET0,26WUUUUUUUIGES1Y,,,,6408
26WIMPI-S09T3RVH,26WUUUTRAVALE31Q,,,,2038
26WIMPI-S03FMGSC,26WUUFAMAGOSTA3V,,,,2812
26WIMPI-S05MLNOU,26WUUUUUMOLINE17,,,,863
26WIMPI-S06SFCOE,26WUUUUUS-FOCA1B,,,,6464
26WIMPI-S19TMRC9,26WUUUUMILAZZO1Z,7348,WRI1002909,,2771
26WIMPI-S09C1RB2,26WUUUCARBOLI110,,,,2049
26WIMPI-S18M2CN5,26WUUUMUCONE2S1W,,,,646
26WIMPI-S18RENDU,26WURNDCOSESTO1D,,,,2783
26WIMPI-S01BRSSP,26WUUBROSSASCO1W,,,,1366
26WIMPI-S04LNAAQ,26WUUUUUUULANA1R,,WRI1002901,,653
26WIMPI-S04PGEPT,26WUUPONTE-GAR1L,,,,1381
26WIMPI-S02QRTUB,26WUUUQUARTNUS1G,,,,750
26WIMPI-S07CCRNK,26WUUZAIRO-MON15,,,,1371
26WIMPI-S12ATCRM,26WUUTOR-DI-VA2D,6263,,,850
26WIMPI-S12ATCRM,26WUUTOR-DI-VA1F,6263,WRI1002966,46112,850
26WIMPI-S15M1TS3,26WUUUMATESE1S19,,,,2832
26WIMPI-S02HECY3,26WUHYDRLCTRQC1D,,,,6404
26WIMPI-S12NZZNK,26WUUUUNAZZANO1F,,,,816
26WIMPI-S05SSPRY,26WUUSOSPIROLO10,,,,810
26WIMPI-S09CSTVX,26WUUNUOVA-CAS13,,,,2062
26WIMPI-S02PRRRS,26WUUUPERRERES1K,,,,759
26WIMPI-S01VALLS,26WUUUUUUVILLA1S,,,,6494
26WIMPI-S15SUIO9,26WUUUUUUUSUIO1B,,,,796
26WIMPI-S02SNDRY,26WUUUUSENDREN1Y,,,,807
26WIMPI-S20CDBNI,26WCNTRLLTTRC113,,,,6374
26WIMPI-S09ELTTI,26WUUUPIOMBINO50,,,,6446
26WIMPI-S01FARR4,26WULBPOWERSPA13,,,,6327
26WIMPI-S10PTRFC,26WUUPIETRAFIT51,5710,WRI1002919,44009,6445
26WIMPI-0393717G,26WUDLCTTRRTTA1N,,,,6368
26WIMPI-01528495,26WUCHIUSDINO11P,,,,2456
26WIMPI-S03RNCVS,26WUURONCOVALG13,,WRI1002936,45431,35
26WIMPI-S09SRRZT,26WUUNUOVA-SER1L,,,,2061
26WIMPI-S03DBLMQ,26WUTNRSDLMNSP15,351,,,2805
26WIMPI-S15TDARG,26WUTRMVLRZZTR3M,6869,WRI1021322,,2723
26WIMPI-S03PDSN9,26WUUUPEDESINA1H,,,,767
26WIMPI-S09GBBRW,26WUUNUOVA-GAB1Y,,,,2053
26WIMPI-S03P1CFA,26WUUUCAFFARO21L,,,,1370
26WIMPI-S04CRAOR,26WUUUUUCAORIA16,,,,1337
26WIMPI-G01GGLOL,26WUUUUUGOGLIO3J,,,,1383
26WIMPI-S08AGCA5,26WUUUUUURETE21I,,,,6457
26WIMPI-S01ACNDO,26WUUANDONNO-C1K,,,,1139
26WIMPI-S04NMBE9,26WUUUUUNEMBIA1J,,,,815
26WIMPI-S03ALBAI,26WUUSND-ALBAN12,,,,1138
26WIMPI-S20ASSMU,26WUUUASSEMINI17,28198,,,2726
26WIMPI-S20ASSMU,26WUUUASSEMINI25,28198,,,2726
26WIMPI-S03CDGL3,26WUUUCEDEGOLO17,,,,620
26WIMPI-S08SNVNQ,26WUUSUVIANA-N1P,,,,795
26WIMPI-S12CGSTC,26WUUCASTEL-GI1U,,,,1341
26WIMPI-S09STYPK,26WUUSONDEL-TE1W,,,,782
26WIMPI-S01MRSC2,26WUUUUMORASCO1Z,,,,6435
26WIMPI-S11SLZZX,26WUUSAN-LAZZA1Z,,,,1333
26WIMPI-S10PRCEU,26WUUUUUUPRECI1Q,,,,6451
26WIMPI-S16EBNPL,26WNPWRBRNDSI10U,7028,WRI1002879,43701,1287
26WIMPI-S16EBNPL,26WUNPWRBRNDSI82,7028,WRI1002879,43701,1287
26WIMPI-S16EBNPL,26WUNPWRBRNDSI4A,7028,WRI1002879,43980,1287
26WIMPI-S16EBNPL,26WUNPWRBRNDSI90,7028,WRI1002879,43701,1287
26WIMPI-07528458,26WUTXDRPSCRLN1A,,,,6488
26WIMPI-S03VBRNR,26WUUUUVOBARNO1R,,,,878
26WIMYI-S01PANTB,26WUUUUUUUPONT1O,,,,4253
26WIMPI-S08BCRGX,26WUUBARGI-CEN11,,WRI1002852,,610
41W1023600243EL3,41WLE-------TG7K,22,,42163,2460
41W1023600243EL3,41WLE-------TG8I,22,,42163,2460
41W1023600243EL3,41WLE-------TG9G,22,,,2460
41W1023600243EL3,41WLE-------TG5O,22,,42163,2460
41W1023600243EL3,41WLE-------TG6M,22,,42163,2460
41W2128003453ELI,41WKHAE-----HA4K,,GEODB0042161,42161,440
41W2128003453ELI,41WKHAE-----HA1Q,,GEODB0042161,42161,440
41W2128003453ELI,41WKHAE-----HA3M,,GEODB0042161,42161,440
41W2128003453ELI,41WKHAE-----HA2O,,GEODB0042161,42161,440
41W8538227475ELN,41WKTE------TG2V,3,GEODB0042165,42165,1327
41W3185595680EL8,41WVE3------TG16,23,,,885
41W3185595680EL8,41WVE3------TG24,23,,,885
41W9259783288ELI,,3,,,389
43W-KEG-HPP----I,,,,,444
43W-PLAV-HPP---J,43W-PLAV-HG4---U,,WRI1022436,42156,429
43W-RTEC-2-2---7,43W-RTEC-2-GG2-8,10563,WRI1022437,42160,847
43W-RTEC-2-2---7,43W-RTEC-2-TG2-H,10563,WRI1022437,42160,847
43W-RTEC-1-----T,,10350,,,847
43W-RTEC-2-1---C,43W-RTEC-2-GG1-B,10563,WRI1022437,42160,847
43W-RTEC-2-1---C,43W-RTEC-2-TG1-K,10563,WRI1022437,42160,847
43W-RIG-HPP----1,,,,,425
21W00000000PIVA9,21W00000G20PIVAF,,GEODB0042686,,
21W00000000PIVA9,21W00000G30PIVA8,,GEODB0042686,,
21W00000000PIVA9,21W00000G10PIVAM,,GEODB0042686,,
21W0000000000PVY,21W00000000G0PVS,,GEODB0042685,,
33W-HEC-TIKVES-8,33WHECTIKVESG4-V,,GEODB0042706,,4234
33W-HEC-TIKVES-8,33WHECTIKVESG3-Y,,GEODB0042706,,4234
33W-HEC-TIKVES-8,33WHECTIKVESG2-0,,GEODB0042706,,4234
33W-HEC-TIKVES-8,33WHECTIKVESG1-3,,GEODB0042706,,4234
33W-HEC-VRUTOK-B,33W-HECVRUTOKG45,,GEODB0042708,,4232
33W-HEC-VRUTOK-B,33W-HECVRUTOKG37,,GEODB0042708,,4232
33W-HEC-VRUTOK-B,33W-HECVRUTOKG29,,GEODB0042708,,4232
33W-HEC-VRUTOK-B,33W-HECVRUTOKG1B,,GEODB0042708,,4232
33W-TECOSLOMEJ-7,33WTECOSLOMEJG1V,,GEODB0042701,,6440
33W-TEC-BITOLA-F,33W-TECBITOLAG1Q,,GEODB0042700,,6338
33W-TEC-BITOLA-F,33W-TECBITOLAG3M,,GEODB0042700,,6338
33W-TEC-BITOLA-F,33W-TECBITOLAG2O,,GEODB0042700,,6338
48WSTN000GRAI-GD,48W000000GRAI1GA,12989,GBR1000499,,1888
48WSTN000GRAI-GD,48W000000GRAI4G1,12989,GBR1000499,,1888
48WSTN00000OLDSS,48W0000000OLDS2F,,,4604,2776
48WSTN00000OLDSS,48W0000000OLDS1H,,,4604,2776
48WSTN000DRAXXGK,48W0000DRAXX-9GR,13777,GBR1000112,,
48WSTN000DRAXXGK,48W000DRAXX-10G9,13777,GBR1000112,,
48WSTN000DRAXXGK,48W000DRAXX-12G3,13777,GBR1000112,,
48WSTN00000GRMOP,48W100000GRMO-1N,14523,,,
48WSTN1000COTPSQ,48W00000COTPS-4K,211667,GBR1000143,,
48WSTN1000COTPSQ,48W00000COTPS-3M,211667,GBR1000143,,
48WSTN1000COTPSQ,48W00000COTPS-2O,211667,GBR1000143,,
48WSTN1000COTPSQ,48W00000COTPS-1Q,211667,GBR1000143,,
48WSTN0000BNAKWJ,48W00000BNAKW-1G,,GBR0003135,,
48WSTN00000SROM0,48W000000SROM-1O,,GBR0000396,,177
48WSTN0000BRDUWV,48W00000BRDUW-1V,,GBR0003119,,
48WSTN0000RUGPS5,48W00000RUGPS-66,239654,,5180,
48WSTN0000RUGPS5,48W00000RUGPS-74,239654,,5180,
48WSTN00000DAMCL,48W000000DAMC-1M,13865,GBR1000466,2860,
48WSTN00000SHINJ,48W100000SHIN-1N,,GBR1000399,,632
48WSTN00000SHINJ,48W000000SHIN-2Y,,GBR1000399,,632
48WSTN00000CRUAC,48W000000CRUA-40,,GBR1000456,,51
48WSTN00000CRUAC,48W000000CRUA-32,,GBR1000456,2824,51
48WSTN00000CRUAC,48W000000CRUA-24,,GBR1000456,2824,51
48WSTN00000CRUAC,48W000000CRUA-16,,GBR1000456,2824,51
48WSTN00000ROCKK,48W000000ROCK-16,13354,GBR1000214,5152,
48WSTN00000CASSD,48W000000CASS-19,,GBR0000406,,210
48WSTN00000CASSD,48W000000CASS-27,,GBR0000406,,210
48WSTN0000ANSUWY,48W00000ANSUW-1E,,GBR0003298,,
