eic_p,eic_g,eprtr_facilityID,WRI_id,GEO_id,fresna_id
16WPEGO--------O,16WPEGO4-------G,5530,WRI1023230,,1302
16WALQUE-------F,16W-ALQUE1-----X,,,43534,1189
16WALQUE-------F,16W-ALQUE3-----J,,,,1189
16WALQUE-------F,16W-ALQUE2-----Q,,,43534,1189
16WALQUE-------F,16W-ALQUE4-----C,,,,1189
16WPICOTII-----K,16WPICOTE4-----3,,,43538,431
16W-FRATEL-----A,16WFRATEL2-----F,,,43572,385
16W-FRATEL-----A,16WFRATEL3-----8,,,43572,385
16W-FRATEL-----A,16WFRATEL1-----M,,,43572,385
30W-CET-ROVI---Q,30WROVIROVI6---5,167390,WRI1019094,40968,843
30W-CET-ROVI---Q,30WROVIROVI3---K,167390,WRI1019094,40968,843
30W-CET-ROVI---Q,30WROVIROVI4---F,167390,WRI1019094,40968,843
30W-CET-ROVI---Q,30WROVIROVI5---A,167390,WRI1019094,40968,843
30W-CHE-STEJ---C,,,,,447
30W-CHE-CORB---Q,,,,,464
30W-CET-BORZ---J,30WTE--BORZ7---3,167295,,,6341
30W-CHE-RUIM---B,30WHIDRRIUM1---1,,WRI1019104,,1196
30W-CHE-RUIM---B,30WHIDRRIUM2---W,,WRI1019104,,1196
30W-CHE-TISM---J,,,,,448
30W-CET-BRAI---0,30WTE--BRAI2---3,167324,WRI1019101,,2047
30W-CET-BRAI---0,30WTE--BRAI11--0,167324,WRI1019101,,2047
30W-CET-PETROM-L,30W-PETR-BRAZ1-W,167375,WRI1019111,42206,2517
30W-CHE-GALC---C,,,,,376
30W-CET-GOVO---A,,167399,,,1319
30W-CET-MINT---R,30WMINTMINT3---X,167410,WRI1019096,40969,877
30W-CET-MINT---R,30WMINTMINT2---1,167410,WRI1019096,40969,877
30W-CET-MINT---R,30WMINTMINT6---I,167410,WRI1019096,40969,877
30W-CET-MINT---R,30WMINTMINT5---N,167410,WRI1019096,40969,877
30W-CET-MINT---R,30WMINTMINT4---S,167410,WRI1019096,40969,877
30W-CHE-SUGAG--7,,,,,446
30W-CET-ISAL---X,30WCRAIISAL7---D,167386,WRI1019099,40970,1325
30W-CET-ISAL---X,30WCRAIISAL8---8,167386,WRI1019099,40970,1325
30W-CHE-LOTR---A,30WHIDRLOTR3---B,,WRI1019100,40977,438
30W-CHE-LOTR---A,30UHIDRLOTR2---7,,,,438
30W-CHE-LOTR---A,30WHIDRLOTR1---C,,WRI1019100,40977,438
30W-CET-BRAZ---Q,30UBRAZBRAZ5---T,167375,,,2517
30W-CET-BRAZ---Q,30UBRAZBRAZ6---O,167375,WRI1019111,,2517
30W-CET-GALA---G,30WGALAGALA5---Q,167339,WRI1019102,40974,1313
30W-CET-GALA---G,30WGALATGALA3--G,167339,WRI1019102,40974,1313
30W-CET-GALA---G,30WGALAGALA6---L,167339,WRI1019102,40974,1313
30W-CERNAVODA--E,30UCERNCERN1---P,,,,1269
30W-CERNAVODA--E,30UCERNCERN2---K,,,,1269
30W-CHE-PDF2---5,,,,,427
30W-CET-IERN---J,30WELCEIERN3---4,167460,WRI1019098,40973,830
30W-CET-IERN---J,30WELCENIERN4--M,167460,WRI1019098,40973,830
30W-CET-IERN---J,30WELCEIERN6---Q,167460,WRI1019098,40973,830
30W-CET-IERN---J,30WELCEIERN2---9,167460,WRI1019098,40973,830
30W-CET-IERN---J,30WELCEIERN5---V,167460,WRI1019098,40973,830
30W-CET-IERN---J,30WELCEIERN1---E,167460,WRI1019098,40973,830
30W-CET-PARO---N,30WTE-PARO124--W,167411,WRI1019123,40988,839
30W-CHE-BRAD---V,,,,,378
30W-CET-BUCS---S,30WELCEBUCU5---T,167471,WRI1019107,40972,6344
30W-CET-BUCS---S,30WELCEBUCU6---O,167471,WRI1019107,40972,6344
30W-CET-BUCS---S,30WELCEBUCU3---2,167471,WRI1019107,40972,6344
30W-CET-BUCS---S,30WELCEBUCU4---Y,167471,WRI1019107,40972,6344
30W-CET-TURC---M,30WTURCTURC6---9,167389,WRI1023225,40967,391
30W-CET-TURC---M,30WTURCTURC1---Y,167389,WRI1023225,40967,391
30W-CET-TURC---M,30WTURCTURC5---E,167389,WRI1023225,40967,391
30W-CET-TURC---M,30WTURCTURC4---J,167389,WRI1023225,40967,391
30W-CET-TURC---M,30WTURCTURC3---O,167389,WRI1023225,40967,391
30W-CET-TURC---M,30WTURCTURC7---4,167389,WRI1023225,40967,391
30W-CHE-PDF1---A,30WHIDRPDFE3---H,,WRI1019095,,427
30W-CHE-PDF1---A,30WHIDRPDFE1---R,,WRI1019095,,427
30W-CHE-PDF1---A,30WHIDRPDFE4---C,,WRI1019095,,427
30W-CHE-PDF1---A,30WHIDRPDFE2---M,,WRI1019095,,427
30W-CHE-PDF1---A,30WHIDRPDFE5---7,,WRI1019095,,427
30W-CHE-PDF1---A,30WHIDRPDFE6---2,,WRI1019095,,427
30W-CHE-RUIE---E,,,,,445
30W-CET-DROB---9,,167394,,,6370
30W-CET-CRAI---T,30WCRAICRA21---Y,167387,WRI1019108,40971,1256
30W-CET-CRAI---T,30WCRAICRA22---T,167387,WRI1019108,40971,1256
30W-CET-PROGR--Z,,167470,,,6453
30W-CET-BUCV---D,30WELCEBUCV2---1,167472,WRI1019106,41134,2733
30W-CET-BUCV---D,30WELCEBUCV3---X,167472,WRI1019106,41134,2733
30W-CHE-MARI---9,,,,,437
30W-CET-ORAD---W,,167427,,,6439
34WETL-TENTB---B,34WETL-TENTBG2-8,124090,WRI1020276,,
34WETL-TENTB---B,34WETL-TENTBG1-B,124090,WRI1020276,,
34WEHP-BBASH---V,34WEHP-BBASHG4-M,,WRI1020282,,
34WEHP-BBASH---V,34WEHP-BBASHG1-V,,WRI1020282,,
34WEHP-BBASH---V,34WEHP-BBASHG2-S,,WRI1020282,,
34WEHP-BBASH---V,34WEHP-BBASHG3-P,,WRI1020282,,
34WETL-KOLUA---P,34WETL-KOLUAG5-D,124092,,,
34WEHP-DJE-1---R,34WEHP-DJE-1G3-L,,WRI1020277,,
34WEHP-DJE-1---R,34WEHP-DJE-1G4-I,,WRI1020277,,
34WEHP-DJE-1---R,34WEHP-DJE-1G1-R,,WRI1020277,,
34WEHP-DJE-1---R,34WEHP-DJE-1G2-O,,WRI1020277,,
34WEHP-DJE-1---R,34WEHP-DJE-1G5-F,,WRI1020277,,
34WEHP-DJE-1---R,34WEHP-DJE-1G6-C,,WRI1020277,,
34WETL-MORAV---H,34WETL-MORAVG1-H,124093,WRI1020288,,
34WETL-KOSTA---J,34WETL-KOSTAG1-J,124105,WRI1020283,,
34WETL-KOSTA---J,34WETL-KOSTAG2-G,124105,WRI1020283,,
34WETL-TENTA---G,34WETL-TENTAG6-1,124090,WRI1020275,,
34WETL-TENTA---G,34WETL-TENTAG2-D,124090,WRI1020275,,
34WETL-TENTA---G,34WETL-TENTAG1-G,124090,WRI1020275,,
34WETL-TENTA---G,34WETL-TENTAG4-7,124090,WRI1020275,,
34WETL-TENTA---G,34WETL-TENTAG5-4,124090,WRI1020275,,
34WETL-TENTA---G,34WETL-TENTAG3-A,124090,WRI1020275,,
34WETG-NOSAD---Z,34WETG-NOSADG1-Z,124074,,,
34WETG-NOSAD---Z,34WETG-NOSADG2-W,124074,,,
34WEHR-BBASR---X,34WEHR-BBASRG2-U,,WRI1020281,,
34WEHR-BBASR---X,34WEHR-BBASRG1-X,,WRI1020281,,
34WETL-KOSTB---E,34WETL-KOSTBG1-E,124105,WRI1020278,,
34WETL-KOSTB---E,34WETL-KOSTBG2-B,124105,WRI1020278,,
46WPU0000000032W,46WGU00000000321,,WRI1002102,42918,23
46WPU0000000032W,46WGU00000000313,,WRI1002102,42918,23
46WPU0000000032W,46WGU00000000305,,WRI1002102,42918,23
46WPU0000000031Y,46WGU0000000029R,,WRI1002104,42917,48
46WPU0000000033U,46WGU0000000034Y,,WRI1002111,46254,7
46WPU0000000039I,46WGU00000000410,,WRI1002110,46248,61
46WPU0000000039I,46WGU00000000402,,WRI1002110,46248,61
46WPU0000000036O,46WGU0000000038Q,,WRI1002108,46241,15
46WPU0000000035Q,46WGU0000000036U,,WRI1002101,44343,77
46WPU0000000035Q,46WGU0000000035W,,WRI1002101,44343,77
46WPU0000000035Q,46WGU0000000037S,,WRI1002101,44343,77
46WPU0000000038K,46WGU0000000039O,,WRI1002129,46253,198
46WPU0000000037M,,,,,439
46WPU00000000210,,,,,441
46WPU0000000028N,46WGU00000000240,,WRI1002103,42910,16
46WPU0000000028N,46WGU00000000232,,WRI1002103,42910,16
46WPU0000000027P,46WGU00000000224,,WRI1002105,46242,113
46WPU0000000027P,46WGU00000000216,,WRI1002105,46242,113
46WPU0000000029L,46WGU0000000025Z,,WRI1002099,42916,69
46WPU0000000029L,46WGU0000000028T,,WRI1002099,42916,69
46WPU0000000029L,46WGU0000000026X,,WRI1002099,42916,69
46WPU0000000029L,46WGU0000000027V,,WRI1002099,42916,69
46WPU0000000023X,46WGU0000000242R,187,WRI1019440,,
46WPU0000000023X,46WGU00000000054,187,WRI1019440,,
46WPU0000000023X,46WGU00000000062,187,WRI1019440,,
46WPU0000000022Z,,,,,388
46WPU0000000026R,46WGU00000000208,,WRI1002106,46077,34
46WPU0000000019O,,,,,1392
46WPU00000000113,46WGU0000000144R,159651,WRI1002097,5093,373
46WPU00000000113,46WGU0000000145P,159651,WRI1002097,5093,373
46WPU00000000105,46WGU0000000143T,159651,WRI1002097,5093,373
46WPU00000000105,46WGU0000000142V,159651,WRI1002097,5093,373
46WPU0000000016U,46WGU0000000139K,,WRI1002098,3200,348
46WPU0000000016U,46WGU0000000140Z,,WRI1002098,3200,348
46WPU0000000015W,46WGU0000000138M,,WRI1002098,3200,348
46WPU0000000015W,46WGU0000000137O,,WRI1002098,3200,348
46WPU0000000018Q,46WGU00000000046,,WRI1019384,44342,80
46WPU0000000018Q,46WGU00000000038,,WRI1019384,44342,80
46WPU0000000018Q,46WGU0000000002A,,WRI1019384,44342,80
46WPU0000000017S,46WGU0000000053U,,WRI1002098,3200,348
46WPU00000000121,46WGU0000000147L,159651,WRI1002097,5093,373
46WPU00000000121,46WGU0000000146N,159651,WRI1002097,5093,373
46WPU0000000014Y,46WGU0000000149H,159651,WRI1002097,5093,373
46WPU0000000014Y,46WGU0000000148J,159651,WRI1002097,5093,373
46WPU00000000040,46WGU0000000151U,41946,,44338,257
46WPU00000000040,46WGU0000000150W,41946,,44338,257
46WPU0000000005Z,46WGU0000000018W,159674,WRI1029976,42894,245
46WPU0000000005Z,46WGU0000000017Y,159674,WRI1029976,42894,245
46WPU0000000005Z,46WGU0000000019U,159674,WRI1029976,42894,245
46WPU00000000032,,,,,2820
46WPU00000000024,46WGU00000000135,6638,,,2819
46WPU0000000085B,,,,,442
46WPU0000000080L,,,,,523
46WPU0000000064J,46WGU0000000010B,,,,4150
46WPU0000000063L,46WGU00000000127,7318,,,4156
46WPU0000000066F,,,,,800
46WPU0000000105V,,,,,1391
46WPU0000000104X,,,,,813
46WPU0000000106T,,,,,433
46WPU0000000062N,46WGU0000000001C,6822,WRI1029979,42884,497
46WPU0000000061P,46WGU0000000009X,5101,WRI1002168,4646,258
46WPU0000000056I,46WGU0000000048N,42083,WRI1029980,,318
46WPU0000000055K,46WGU0000000047P,492,WRI1002122,,298
46WPU0000000057G,46WGU0000000049L,42083,WRI1029980,46185,318
46WPU0000000052Q,,,,,414
46WPU0000000051S,,,,,377
46WPU0000000050U,,,,,527
46WPU0000000054M,,,,,386
46WPU0000000053O,,,,,398
46WPU0000000103Z,,,,,1393
46WPU0000000059C,46WGU00000000070,5101,WRI1002168,4646,258
46WPU0000000044P,,,,,531
46WPU0000000043R,46WGU0000000046R,,WRI1002121,46247,43
46WPU0000000046L,,,,,424
46WPU0000000045N,,,,,443
46WPU0000000042T,46WGU0000000043X,,WRI1002100,42911,44
46WPU0000000042T,46WGU0000000044V,,WRI1002100,42911,44
46WPU0000000042T,46WGU0000000045T,,WRI1002100,42911,44
46WPU0000000042T,46WGU0000000042Z,,WRI1002100,42911,44
46WPU0000000041V,,,,,416
46WPU0000000040X,,,,,123
46WPU0000000048H,,,,,436
46WPU0000000047J,,,,,384
46WPU0000000049F,,,,,405
28W-G-0000000797,28W-G-000000061Q,7333,WRI1022410,41124,513
28W-G-000000122W,28W-G-0000000106,83275,WRI1022411,41127,353
28W-G-000000122W,28W-G-000000014Z,83275,WRI1022411,41127,353
28W-G-000000122W,28W-G-0000000130,83275,WRI1022411,41127,353
28W-G-000000122W,28W-G-000000009S,83275,WRI1022411,41127,353
28W-G-000000122W,28W-G-000000008U,83275,WRI1022411,41127,353
28W-G-000000080M,28W-G-000000121Y,7125,WRI1022413,,505
28W-G-000000080M,28W-G-000000055L,7125,WRI1022413,41125,505
28W-G-000000080M,28W-G-000000054N,7125,WRI1022413,41125,505
28W-G-000000082I,28W-G-000000057H,7229,WRI1022415,41126,1882
28W-G-000000082I,28W-G-000000056J,7229,WRI1022415,41126,1882
28W-G-000000082I,28W-G-000000058F,7229,WRI1022415,41126,1882
28W-G-0000000009,28W-G-000000123U,,WRI1022412,44873,195
28W-G-000000091H,28W-G-000000023Y,,WRI1022416,44865,60
28W-G-000000091H,28W-G-000000024W,,WRI1022416,44865,60
28W-G-000000090J,28W-G-000000072L,,WRI1022417,44864,79
28W-G-000000090J,28W-G-000000071N,,WRI1022417,44864,79
28W-G-000000119L,28W-G-000000041W,,WRI1022414,3913,229
24WV--EBO------8,24WG--EBOG42---2,23025,GEODB0002385,2385,1896
24WV--EBO------8,24WG--EBOG31---D,23025,GEODB0002385,2385,1896
24WV--EBO------8,24WG--EBOG41---7,23025,GEODB0002385,2385,1896
24WV--EBO------8,24WG--EBOG32---8,23025,GEODB0002385,2385,1896
24WV--EVO------D,24WG--EVOG15---A,10271,GEODB0042632,42632,1923
24WV--EVO------D,24WG--EVOG16---5,10271,GEODB0042632,42632,1923
24WV--HCV------O,24WG--HCVG04---W,,GEODB0042635,42635,722
24WV--HCV------O,24WG--HCVG03---0,,GEODB0042635,42635,722
24WV--HCV------O,24WG--HCVG02---5,,GEODB0042635,42635,722
24WV--HCV------O,24WG--HCVG06---M,,GEODB0042635,42635,722
24WV--HCV------O,24WG--HCVG01---A,,GEODB0042635,42635,722
24WV--HCV------O,24WG--HCVG05---R,,GEODB0042635,42635,722
24WV--EMO------K,24WG--EMOG22---Q,,GEODB0004330,4330,1903
24WV--EMO------K,24WG--EMOG21---V,,GEODB0004330,4330,1903
24WV--EMO------K,24WG--EMOG12---W,,GEODB0004330,4330,1903
24WV--EMO------K,24WG--EMOG11---0,,GEODB0004330,4330,1903
24WV--ENO------B,24WG--ENOG02---T,9701,GEODB0042634,42634,1906
24WV--ENO------B,24WG--ENOG03---O,9701,GEODB0042634,42634,1906
24WV--ENO------B,24WG--ENOG04---J,9701,GEODB0042634,42634,1906
24WV--ENO------B,24WG--ENOG01---Y,9701,GEODB0042634,42634,1906
24WV--HLM------F,,,,,720
24WV--PBA------A,24WG--PBAG01---X,9134,GEODB0042640,42640,2463
24WV--HGA------8,,,,,719
24WV--EOK------Y,24WG--EOKG11---E,177545,GEODB0042638,42638,2461
49W000000000092P,49W000000000093N,78446,,,6444
18WMUELP-12345-D,18WMUE7-123456-D,,WRI1006586,,
18WMUELP-12345-D,18WMUE6-123456-N,,WRI1006586,,
18WMUELP-12345-D,18WMUE4-123456-6,,WRI1006586,,
18WMUELP-12345-D,18WMUE5-123456-X,,WRI1006586,,
49W000000000070Z,49W000000000001H,9537,,,294
49W000000000069K,49W000000000004B,9295,,44533,366
49W000000000100F,49W000000000030A,6306,WRI1019296,44521,96
49W000000000101D,49W0000000000318,6306,WRI1019296,44521,96
49W0000000000520,49W000000000053Z,10128,,,
45W000000000025Q,45W000000000043O,10504,WRI1022031,44222,
45W000000000018N,45W000000000042Q,6905,WRI1022037,44226,
11WD7MITB1S--KWK,11WD7MITB1C---A1,3123,WRI1005877,44325,
32W001100100294W,32X001100100269H,174614,,,6433
32W001100100294W,32X001100100268J,174614,,,6433
18WCHIPG-12345-0,18WIP1-123456-FU,,WRI1006560,,
18WCHIPG-12345-0,18WIP2-123456-FJ,,WRI1006560,,
18WCHIPG-12345-0,18WIP3-123456-F8,,WRI1006560,,
18WTAJO-12345-0U,18WACC1-12345-AM,,,,175
18WTAJO-12345-0U,18WACC2-12345-AC,,,,175
18WTAJO-12345-0U,18WACC3-12345-A2,,,,175
18WTAJO-12345-0U,18WAZU1-12345-AT,,WRI1006222,,175
18WTAJO-12345-0U,18WAZU2-12345-AJ,,WRI1006222,,175
18WTAJO-12345-0U,18WAZU3-12345-A9,,WRI1006222,,175
18WSIL-123456-0G,18WBIB1-12345-AM,,WRI1007817,,
18WSIL-123456-0G,18WBIB2-12345-AC,,WRI1007817,,
18WSIL-123456-0G,18WBIB3-12345-A2,,WRI1007817,,
18WSIL-123456-0G,18WBIB4-12345-AT,,WRI1007817,,
18WSIL-123456-0G,18WBIB5-12345-AJ,,WRI1007817,,
18WTAJO-12345-0U,18WBORB-12345-A7,,,,175
18WTAJO-12345-0U,18WBTN1-12345-AH,,,,175
18WJUCA-12345-0Q,18WCFR1-12345-AH,,WRI1006361,,
18WJUCA-12345-0Q,18WCFR2-12345-A7,,WRI1006361,,
18WJUCA-12345-0Q,18WCFR3-12345-AY,,WRI1006361,,
18WTAJO-12345-0U,18WCLJ1-12345-AX,,,,175
18WTAJO-12345-0U,18WCLJ2-12345-AN,,,,175
18WSIL-123456-0G,18WCON1-12345-AR,,WRI1006395,,
18WSIL-123456-0G,18WCON2-12345-AH,,WRI1006395,,
18WSIL-123456-0G,18WCON3-12345-A7,,WRI1006395,,
18WUFMI-12345-0L,18WFRI1-12345-A7,,WRI1006486,,
18WUFMI-12345-0L,18WFRI2-12345-AY,,WRI1006486,,
18WTAJO-12345-0U,18WGJO1-12345-AO,,WRI1006525,,175
18WTAJO-12345-0U,18WGJO2-12345-AE,,WRI1006525,,175
18WSIL-123456-0G,18WJAR1-12345-AN,,WRI1007885,,
18WSIL-123456-0G,18WJAR2-12345-AD,,WRI1007885,,
18WTAJO-12345-0U,18WLGA1-12345-A1,,,,175
18WTAJO-12345-0U,18WLGA2-12345-AS,,,,175
18WTAJO-12345-0U,18WLMI1-12345-AQ,,,,175
18WTAJO-12345-0U,18WLMI2-12345-AG,,,,175
18WTAJO-12345-0U,18WLMI3-12345-A6,,,,175
18WUFMI-12345-0L,18WPEA1-12345-AA,,WRI1006651,,
18WUFMI-12345-0L,18WPEA2-12345-A0,,WRI1006651,,
18WUFMI-12345-0L,18WPEA3-12345-AR,,WRI1006651,,
18WTAJO-12345-0U,18WRIBE-12345-AH,,,,175
18WTAJO-12345-0U,18WTOJ1-12345-AZ,,WRI1007974,,175
18WTAJO-12345-0U,18WTOJ2-12345-AP,,WRI1007974,,175
18WTAJO-12345-0U,18WTOJ3-12345-AF,,WRI1007974,,175
18WTAJO-12345-0U,18WTOJ4-12345-A5,,WRI1007974,,175
18WDUER-12345-0N,18WVAP1-12345-A0,,WRI1008019,,
18WDUER-12345-0N,18WVAP2-12345-AR,,WRI1008019,,
18WTAJO-12345-0U,18WVCN1-12345-AZ,,WRI1008009,,175
18WTAJO-12345-0U,18WVCN2-12345-AP,,WRI1008009,,175
18WTAJO-12345-0U,18WVCN3-12345-AF,,WRI1008009,,175
18WTAJO-12345-0U,18WVIR1-12345-AU,,,,175
18WTAJO-12345-0U,18WVIR2-12345-AK,,,,175
18WTAJO-12345-0U,18WVOB1-12345-AN,,,,175
18WTAJO-12345-0U,18WVOB2-12345-AD,,,,175
