eic_p,eic_g,min_load,ramp_up,ramp_down,minimum_up_time,minimum_down_time,eff,best_source
18WEFGAVE-1234-L,18WCERCEDA-123-Q,0.052,0.014,-0.014,837,60,,
18WHFWMARK-123-I,18WCERCEDO-123-2,,,,,,,
18W0000000000S4R,18WCERES1-1234-T,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000000S5P,18WCERES2-1234-L,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEUNZUE-1234-4,18WCERROS-1234-F,0.052,0.014,-0.014,837,60,,
18WRBCESPA-123-C,18WCESPAF1-123-5,,,,,,,
18W0000000004WI8,18WCESPARE-123-3,,,,,,,
18WRCESPA-1234-1,18WCESPASP-123-T,,,,,,,
18WRPINASA-123-B,18WCETAB-1234-DQ,,,,,,,
18WTCETAG-1234-F,18WCETACU-123-DK,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRCOGENA-123-R,18WCGCEASA-123-Q,,,,,,,
18WTCNAFOS-123-3,18WCGDESNA-123-4,,,,,,,
18W00000000071M7,18W00000000071N5,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WRFNEXU-1234-X,18WCGRVO-12345-3,,,,,,,
18WENERS5-1234-O,18WCHABLA-1234-G,,,,,,,
18WRAUN-123456-0,18WCHAMERA-123-2,,,,,,,
18WTDNEXU-1234-V,18W0000000001U97,,,,,,,
18WSMANCH1-123-X,18WCHASOL-1234-R,,,,,,,
18WSASOL-12345-R,18WCHASOL2-123-U,,,,,,,
18WHBARCO-1234-H,18WCHBARCO-123-G,,,,,,,
18WHGALIG-1234-R,18WCHBUBAL-123-Y,,,,,,,
18WHHIDGA-123--E,18WCHCABO-1234-J,,,,,,,
18WHCADOS-1234-5,18WCHCADOS-123-7,,,,,,,
18WHHTTRIN-123-3,18WCHCAIRA-123-R,,,,,,,
18WHFWMARK-123-I,18WCHCANAS-123-T,,,,,,,
18WHHTTRIN-123-3,18WCHCASTI-123-D,,,,,,,
18WHFERRA2-123-G,18WCHCASTR-123-O,,,,,,,
18WHHTTRIN-123-3,18WCHCLOT-1234-B,,,,,,,
18WHHTTRIN-123-3,18WCHDAIO-123--Y,,,,,,,
18WHHTTRIN-123-3,18WCHETXL4-123-T,,,,,,,
18WHHIDFR-1234-K,18WCHFRAGO-123-Y,,,,,,,
18WHHTTRIN-123-3,18WCHFRESE-123-9,,,,,,,
18WHGALLU-123--E,18WCHGALLU-123-C,,,,,,,
18WHHTTRIN-123-3,18WCHGARES-123-S,,,,,,,
18WHREGPE-1234-2,18WCH-GRAUS----X,,,,,,,
18WBEREBRO-123-L,18WCHIR-12345-AH,,,,,,,
18WHPEGLE-1234-P,18WCHJALON-123-4,,,,,,,
18WHHTTRIN-123-3,18WCHMARCE-123-2,,,,,,,
18WHHTTRIN-123-3,18WCHMEROL-123-2,,,,,,,
18WHFOHIS-1234-E,18WCHMERZA-123-S,,,,,,,
18WHHTTRIN-123-3,18WCHMLNOS-123-U,,,,,,,
18WHONATIK-123-U,18WCHOLATE-123-Z,,,,,,,
18WHAEREG-1234-V,18WCHOMBA-1234-R,,,,,,,
18WHHTTRIN-123-3,18WCHPENDI-123-3,,,,,,,
18WHHTTRIN-123-3,18WCHPOBL2-123-M,,,,,,,
18WHHTTRIN-123-3,18WCHPOBLA-123-3,,,,,,,
18WEENGAG-123-16,18WCHPONTE-123-P,,,,,,,
18WHHTTRIN-123-3,18WCHPONTS-123-1,,,,,,,
18WHNORHI-1234-I,18WCHRAMAL-123-X,,,,,,,
18WHSANMI-1234-X,18WCHRDEVA-123-L,,,,,,,
18WHHTTRIN-123-3,18WCHRIALP-123-J,,,,,,,
18WHNORHI-1234-I,18WCHSARDO-123-6,,,,,,,
18WHHTTRIN-123-3,18WCHSLLOR-123-Q,,,,,,,
18WHHTTRIN-123-3,18WCHSLOR2-123-2,,,,,,,
18WHFEGLE-1234-Y,18WCHVILLA-123-I,,,,,,,
18WCHVN-123456-Q,18WCHVN-12345-AP,,,,,,,
18WHHTTRIN-123-3,18WCHZAIDA-123-Y,,,,,,,
18WHHDESP-1234-1,18WCIEGO-1234-A9,,,,,,,
18WHGIES-1234-10,18WCIERVES-12-A7,,,,,,,
18WECIERZO-123-8,18WCIERZO1-12-EZ,0.052,0.014,-0.014,837,60,,
18WECIERZO-123-8,18WCIERZO2-12-ES,0.052,0.014,-0.014,837,60,,
18WCILCOR-123-0J,18WCILCOR-123-DU,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTFGASN-1234-3,18WCINCA-12345-6,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTPAYCA-1234-V,18WCISENER-123-Z,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTCJVIL-1234-D,18WCJVIL-12345-6,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000001NX,18WCLARIAN-123-O,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000019CR,18W00000000019DP,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W0000000005WNV,18W00000000064UN,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WCMILLAS-123-X,18WCMILLAS-12--8,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WECMORE-1234-Z,18WCMORENO-123-5,0.052,0.014,-0.014,837,60,,
18WTTFMOTR-123-N,18WCMOTRIL-12-DO,0.139,0.014,-0.013,86,105,0.350,Class_derived
18W0000000000YR0,18WCNEVERA-123-I,0.052,0.014,-0.014,837,60,,
18WRTRGEN-1234-S,18WCOEBIO-1234-P,,,,,,,
18WCOG75RQ-12-0I,18WCOG75RQ-12-DT,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRCOGBIO-123-X,18WCOGBIO2-123-6,,,,,,,
18W00000000064BO,18WCOGEN2-1234-U,0.139,0.014,-0.013,86,105,0.350,Class_derived
18W0000000005E84,18W0000000005D3H,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W00000000078V5,18W00000000078W3,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTZAME-12345-W,18WCOGMON-1234-W,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTCOGNA-1234-3,18WCOGNAV-123-DY,,,,,,,
18WTGEMOT-1234-T,18WCOGOPEL-123-J,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTERMALP-123-G,18WCOGPAST-123-D,,,,,,,
18WCOGPLA-123-0Z,18WCOGPLA-123-D9,,,,,,0.360,Class_derived
18WTCOLSEM-123-Z,18WCOLASEM-123-X,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WECMORE-1234-Z,18WCOLIV-12345-3,0.052,0.014,-0.014,837,60,,
18WFESLAR1-123-L,18WCOLOME1-123-K,,,,,,,
18WFESLAR1-123-L,18WCOLOME2-123-D,,,,,,,
18WECOMES-123-1C,18WCOMES-1234-EA,0.052,0.014,-0.014,837,60,,
18WTTFCONF-123-X,18WCONFI-12345-H,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHNATRH-1234-X,18WCONFIAN-123-2,,,,,,,
18W0000000000UGY,18W0000000000UB7,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTCOOSUR-123-R,18WCOOSUR-1234-K,,,,,,,
18W0000000009ZQ0,18WCOPLA-1234-DY,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTIGCOR-1234-P,18WCORCO-12345-N,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHNATRH-1234-X,18WCORCOES-123-F,,,,,,,
18WHTFMAND-123-7,18WCORDI-12345-U,,,,,,,
18WRALLRZ-1234-M,18WCORDUENTEBIOH,,,,,,,
18WTCOREY-1234-4,18WCOREYSA-123-U,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WFCORONI-123-1,18WCORONI2-123-H,,,,,,,
18W0000000000O7X,18W0000000000O8V,,,,,,,
18WRCESRE-1234-P,18WCORTES-1234-2,,,,,,,
18WETFCOSC-123-O,18WCOSCOJA-12-EZ,0.052,0.014,-0.014,837,60,,
18WTFEBLCO-123-F,18WCOSEMA1-123-1,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTUTISA-123-1B,18WCOTALSA-12-D1,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTATOM-1234-18,18WCOTASA-123-DR,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEMIRASI-123-9,18WCOTORRA-123-G,0.052,0.014,-0.014,837,60,,
18WTCOVAP-1234-Z,18WCOVAPED-123-D,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTPCOVI-1234-M,18WCOVISA-1234-C,,,,,,,
18WTPLACG-123--6,18WCOVISLANSL012,,,,,,,
18WEUEUZA-1234-T,18WCPELAOS-123-S,0.052,0.014,-0.014,837,60,,
18WTTOVAG-1234-E,18WCPGLASS-12-DW,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000077RG,18WCPRROSO-12-EA,0.052,0.014,-0.014,837,60,,
18WTREPP-12345-T,18WCREPSOL-12-DK,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WHTFMAND-123-7,18WCRION-12345-C,,,,,,,
18WTFEBLCO-123-F,18WCRUCES-1234-T,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WBEREBRO-123-L,18WCSD1-12345-AF,,,,,,,
18WBEREBRO-123-L,18WCSD2-12345-A5,,,,,,,
18WUPSJUCA-123-Z,18WCSL1-12345-A1,,,,,,,
18WUPSJUCA-123-Z,18WCSL2-12345-AS,,,,,,,
18WHFWMARK-123-I,18WCSMONTE-123-0,,,,,,,
18WCSMP-123456-A,18WCSMP-12345--V,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WETASA-1234-1U,18WCTFRIO-123-E1,0.052,0.014,-0.014,837,60,,
18WTTUDELA-12--B,18WCTUDELA-123-Z,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTFNEXU-1234-7,18WCUARTE-123-DR,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WHPDRSA-1234-6,18WCUCAYO-1234-Q,,,,,,,
18WTUEMADE-123-Y,18WCUNEMSA-12--B,,,,,,,
18WECURRAG-12-1A,18WCURRAS-123-E8,0.052,0.014,-0.014,837,60,,
18WFHEPAT1-123-9,18WCVIEJO1-123-G,,,,,,,
18WFHEPAT2-123-2,18WCVIEJO2-123-9,,,,,,,
18WTDEDRE-1234-Q,18WDEDEREC-123-8,,,,,,,
18WECATER-1234-J,18WDEFERII-123-N,0.052,0.014,-0.014,837,60,,
18WTDNEXU-1234-V,18WDEFIB-12345-N,,,,,,,
18WSSAM-123456-1,18WLADEHESA-123L,,,,,,,
18WELILLO-1234-C,18WDELILLO-123-G,0.052,0.014,-0.014,837,60,,
18WTDERMO-123--E,18WDERMONT-123-H,,,,,,,
18WFDERSC-1234-1,18WDERSC-12345-4,,,,,,,
18WEDEVAG-123-14,18WDEVA-12345-EM,0.052,0.014,-0.014,837,60,,
18WHCOHIG-123-19,18WDEVESA-123-A4,,,,,,,
18W0000000000UGY,18W0000000000UHW,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WHHTTRIN-123-3,18WDJIMENA-123-K,,,,,,,
18WFJUNCAL-123-8,18WDJUNCAL-123-Y,,,,,,,
18WTDEEXXI-123-Y,18WDOWCHEM-123-F,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEREVALD-123-7,18WDTABLAR-123-K,0.052,0.014,-0.014,837,60,,
18W0000000006EZK,18W0000000006EYM,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WECENDER-123-D,18W-EBALSAS-5--7,0.052,0.014,-0.014,837,60,,
18WJUCAR2-1234-Q,18WEBAT-123456-L,,,,,,,
18W0000000005DWX,18WEBENSE-123-EA,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000002A15,18WEBENSEI-12--2,,,,,,,
18WTEBLLRB-123-5,18WEBLL-123456-H,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHPUEYO-1234-5,18W0000000005M1V,,,,,,,
18WECHO-123456-J,18WECHO-12345-AI,,,,,,,
18WECKER-SA----T,18WPAPELERAECKEK,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WRECO1-12345-F,18WECO1-123456-O,,,,,,,
18WRGAME-12345-R,18WECO2-123456-E,,,,,,,
18W00000000074Z9,18WECOESP-123-D3,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WF1CEG-12345-X,18WECOIB-12345-9,,,,,,,
18WRECMED-1234-N,18WECOMED3-123-6,,,,,,,
18WRYGEMSL-123-F,18WECOPAR-1234-F,,,,,,,
18W000000000ABFG,18W000000000ABYF,,,,,,,
18W0000000004T3A,18WECOVENT-12-E6,0.052,0.014,-0.014,837,60,,
18WEFGNRA-1234-X,18W000000000B0EA,0.052,0.014,-0.014,837,60,,
18WHHRSPRA-123-Z,18W00000000051LH,,,,,,,
18WRUCBIO2-123-5,18WEEM20-12345-7,,,,,,,
18WRPUEBLA-123-G,18WEITOB-12345-7,,,,,,,
18WTEITOL-1234-3,18WEITOC-12345-Z,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHATUDEL-123-R,18WELCIEGO-123-A,,,,,,,
18WELCO-123456-3,18W-ELCO-2589--U,,,,,,,
18WEEPINO-123--9,18WELPINO--12--K,0.052,0.014,-0.014,837,60,,
18WTPDETIC-123-P,18WELPOZO-1234-1,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHPUEYO-1234-5,18WELPUEYO-123-A,,,,,,,
18WEELRASO-123-U,18WELRASO-1234-Y,0.052,0.014,-0.014,837,60,,
18WTEMASA-1234-G,18WEMASAEG-123-S,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHCALDA-1234-K,18WEMILIAN-123-W,,,,,,,
18WEMORELL-12-0Q,18WEMORELL-12-D0,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WEMORPER-12-0F,18WEMORPER-12-DQ,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRENCE-12345-8,18WENCEPON-12-D2,,,,,,,
18WTENCRI-1234-4,18WENCRISA-12-DV,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000029QW,18WBIO-ENEMANSAF,,,,,,,
18WTFGASN-1234-3,18WENERAL-123-D8,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTEPCSA-1234-0,18WENERPOR-123-N,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WSTENEVI-123-Q,18WENEVILL-123-1,,,,,,,
18WEFGNRA-1234-X,18W000000000B0F8,0.052,0.014,-0.014,837,60,,
18W0000000008NFP,18W0000000008NGN,0.052,0.014,-0.014,837,60,,
18WEARAMO-1234-Z,18WEPARAMO-123-U,0.052,0.014,-0.014,837,60,,
18WFVEPLUS-123-Q,18WEPFV1-12345-N,,,,,,,
18WFVEPLUS-123-Q,18WEPFV2-12345-E,,,,,,,
18WFVEPLUS-123-Q,18W0000000008VSC,,,,,,,
18WFVEPLUS-123-Q,18W0000000008VTA,,,,,,,
18WFVEPLUS-123-Q,18W00000000099P6,,,,,,,
18WFVEPLUS-123-Q,18W00000000099Q4,,,,,,,
18WFVEPLUS-123-Q,18W00000000099R2,,,,,,,
18WTRODON-123--E,18WEPICASA-123-V,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEPSANTO-123-E,18W-EPSANTO-1--F,0.052,0.014,-0.014,837,60,,
18WTBOREME-123-V,18WERARSAM-12-DC,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTIGERE-1234-8,18WERESMA-1234-H,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WSTUBOS-1234-D,18WERRADO2-123-Q,,,,,,,
18WESCANDE-12--V,18WESCAND-1234-Q,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000005S39,18WESCANDO-123-N,0.052,0.014,-0.014,837,60,,
18WEDENR-1234-11,18WESCURRI-12-EW,0.052,0.014,-0.014,837,60,,
18W0000000006EWQ,18WESE-123456-EG,0.052,0.014,-0.014,837,60,,
18WTFEBLCO-123-F,18WESJOAN-1234-V,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WESLA-123456-Y,18WESLA-12345--I,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTESNESI-123-Q,18WESNEL-12345-0,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTESTEL-123-1V,18WESTELLE-12-DQ,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WETO1-123456-5,18WETO1-12345-A4,,,,,,,
18WTEUROAT-123-F,18WEUROATO-123-G,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTZAME-12345-W,18WEUROH-12345-G,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W0000000000IPF,18WEUROPAC-123-6,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WREXTRAG-123-F,18WEXTRAGO-123-W,,,,,,,
18WSEXTR2-1234-D,18WEXTRES2-123-H,,,,,,,
18WSEXTRE-1234-S,18WEXTRESO-123-B,,,,,,,
18WSTEXTR3-123-2,18WEXTRSOL-123-C,,,,,,,
18WEPROTO-1234-M,18WEXVESTA-123-9,0.052,0.014,-0.014,837,60,,
18WEYDETIC-123-1,18W-EYDETIC-9--P,0.052,0.014,-0.014,837,60,,
18WEYEEXXI-123-E,18W-EYEEXXI-3--E,0.052,0.014,-0.014,837,60,,
18WEYEFG-12345-P,18W-EYEFG7136--N,0.052,0.014,-0.014,837,60,,
18WEYEGLE-1234-U,18W-EYEGLE-65--0,0.052,0.014,-0.014,837,60,,
18WEYGESTE-123-N,18W-EYGESTE-2--G,0.052,0.014,-0.014,837,60,,
18WEYIBCUR-123-2,18W-EYIBCUR-7--9,0.052,0.014,-0.014,837,60,,
18WEYNEXU-1234-B,18W-EYNEXU-50--4,0.052,0.014,-0.014,837,60,,
18WEYWMARK-123-E,18W-EYWMARK-5--5,0.052,0.014,-0.014,837,60,,
18WFALGEVA-123-S,18W-FALGEVA-9--Z,,,,,,,
18WTFARMHI-123-3,18WFARMHIS-123-1,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTFNEXU-1234-7,18WFBESOS-123-DL,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WFDREUA-1234-N,18W-FDREUA-21--P,,,,,,,
18WFDULJOS-123-O,18W-FDULJOS-9--R,,,,,,,
18WFEBLCO1-123-T,18W-FEBLCO1-2--8,,,,,,,
18WFEBLCO2-123-M,18W-FEBLCO2-9--B,,,,,,,
18WFEBLCO3-123-F,18W-FEBLCO3-5--L,,,,,,,
18WHNATRH-1234-X,18WFECHA-1234-A8,,,,,,,
18WTFEIRA--12--K,18WFEIRACO-12-DE,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHHIFRE-1234-X,18WFEIXAI-123--E,,,,,,,
18WHHIFRE-1234-X,18WFEIXAII-12--D,,,,,,,
18WEESBGG-123-1L,18WFEIXOS-123-E0,0.052,0.014,-0.014,837,60,,
18WFELORCA-123-9,18W-FELORCA-7--U,,,,,,,
18WFENERSO-123-9,18W-FENERSO-1--2,,,,,,,
18WHMICAN-1234-A,18WFERNAND-123-Y,,,,,,,
18WHNATRH-1234-X,18WFERRER-1234-0,,,,,,,
18WHFWMARK-123-I,18WFERRERI-123-2,,,,,,,
18WFERUELA-123-2,18W-FERUELA-1--I,,,,,,,
18WH1FERRO-123-D,18W000000000AZWL,,,,,,,
18W0000000004RZQ,18W0000000009WYU,,,,,,,
18WH1FERRO-123-D,18WFERVEZA-12-AI,,,,,,,
18WFFADFW-1234-7,18W-FFADFW-50--Q,,,,,,,
18WFFESFW-1234-Z,18W-FFESFW-14--3,,,,,,,
18WFGERES-1234-0,18W-FGERES-74--7,,,,,,,
18WTFIBR-12345-T,18WFIBRAC-123-DC,,,,,,,
18WFINIEN-1234-7,18W-FINIEN-69--X,,,,,,,
18WTCONOR-1234-A,18WFINSASA-12-DJ,,,,,,,
18WHFASIE-1234-M,18WFLIX-12345-AI,,,,,,,
18WSSAM-123456-1,18WLAFLORIDA-12V,,,,,,,
18WFOLMFW-1234-L,18W-FOLMFW-23--Z,,,,,,,
18W0000000001AEK,18WFONZ-123456-J,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTFOREST-123-F,18WFORESTA-123-0,,,,,,,
18WTFINS2-1234-J,18WFPADRON-123-W,,,,,,,
18WFPEEXXI-123-Z,18W-FPEEXXI-1--Z,,,,,,,
18WFPEONUR-123-N,18W-FPEONUR-5--D,,,,,,,
18WFPGNRA-1234-B,18WFPGNRA-123--Q,,,,,,,
18WFPGNSUR-123-3,18W-FPGNSUR-9--K,,,,,,,
18WFPIBCUR-123-N,18W-FPIBCUR-8--I,,,,,,,
18WTFPIED-1234-U,18WFPIEDRA-123-G,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEMTORR-1234-U,18WFRAILA-123--O,0.052,0.014,-0.014,837,60,,
18WFREGP3-1234-5,18W-FREGP3-30--Y,,,,,,,
18WTFREPP-1234-1,18WFREPP1-1234-5,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTFREPP-1234-1,18WFREPP2-1234-Y,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTFRIGN-1234-L,18WFRIGNOR-123-9,,,,,,,
18WTFGCEG-1234-H,18WFRIMAN-1234-O,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WFTINAJE-123-F,18W-FTINAJE-1--S,,,,,,,
18WFTOVEC-1234-7,18W-FTOVEC-82--S,,,,,,,
18WFTRUFW-1234-0,18W-FTRUFW-40--Z,,,,,,,
18WFFACCP-1234-Q,18WFUALAMO-123-H,,,,,,,
18WTFUDEP-1234-3,18WFUDEPOR-123-U,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000000YAY,18W0000000000Y65,,,,,,,
18WFUTETEM-123-7,18W-FUTETEM-3--0,,,,,,,
18WFUTUCER-123-2,18WFUTUCER-12--E,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000082AO,18W0000000008CBT,,,,,,,
18WFVITA-12345-T,18W-FVITA-562--X,,,,,,,
18W00000000079YX,18W0000000007NVY,,,,,,,
18WFYAGENT-123-E,18W-FYAGENT-8--C,,,,,,,
18WFYALFAR-12--B,18W-FYALFAR-1--G,,,,,,,
18WFYAME-12345-4,18W000000000A46I,,,,,,,
18WFYASIE-1234-5,18W-FYASIE-76--9,,,,,,,
18WFYAURA-1234-A,18W-FYAURA-98--3,,,,,,,
18W000000000BCMW,18W000000000BLID,,,,,,,
18WFYCEG-12345-7,18W-FYCEG-640--B,,,,,,,
18WFYCLIDM-123-Z,18W-FYCLIDM-5--2,,,,,,,
18WFYCYE-12345-A,18W-FYCYE-591--9,,,,,,,
18WFYDETIC-123-P,18W-FYDETIC-1--8,,,,,,,
18WFYEBLCO-123-6,18W-FYEBLCO-4--A,,,,,,,
18WFYECLA-1234-F,18WFYECLA-123--U,,,,,,,
18WFYECLA-1234-F,18WFYECLA2-123-I,,,,,,,
18WFYECLA-1234-F,18WFYECLA3-123-B,,,,,,,
18WFYEEXXI-123-1,18W-FYEEXXI-3--2,,,,,,,
18WFYEFG-12345-C,18W-FYEFG-784--E,,,,,,,
18WFYEGED-1234-E,18W-FYEGED-18--R,,,,,,,
18WFYEGLE-1234-H,18W-FYEGLE-20--S,,,,,,,
18WFYENDG-1234-3,18W-FYENDG-54--L,,,,,,,
18WFYENECU-123-I,18W-FYENECU-7--L,,,,,,,
18WFYEONUR-123-Q,18W-FYEONUR-2--0,,,,,,,
18WFYEPLUS-123-R,18W-FYEPLUS-8--E,,,,,,,
18WFYFEN-12345-M,18W-FYFEN-616--R,,,,,,,
18WFMFEN-12345-I,18WFYFENFP-123-R,,,,,,,
18WFMFEN-12345-I,18WFYFENHC-123-S,,,,,,,
18WFMFEN-12345-I,18WFYFENSJ-123-2,,,,,,,
18WFMFEN-12345-I,18WFYFENXL-123-M,,,,,,,
18WFYFUTGR-123-D,18W-FYFUTGR-6--7,,,,,,,
18WFYGAC-12345-2,18W-FYGAC-969--C,,,,,,,
18WFYGENER-123-A,18W-FYGENER-5--M,,,,,,,
18WFYGESTE-123-A,18W-FYGESTE-8--H,,,,,,,
18WFYGIGA-1234-F,18W-FYGIGA-59--7,,,,,,,
18WFYGNRA-1234-E,18W-FYGNRA-18--9,,,,,,,
18WFYGNSUR-123-6,18W-FYGNSUR-2--N,,,,,,,
18WFYGSETT-123-2,18W-FYGSETT-1--F,,,,,,,
18WFYHCCUR-123-R,18W-FYHCCUR-7--Z,,,,,,,
18WFYHCENE-123-8,18W-FYHCENE-7--Z,,,,,,,
18WFYHECEN-123-F,18W-FYHECEN-3--L,,,,,,,
18WFYHELIO-123-6,18W-FYHELIO-4--M,,,,,,,
18WFYIBCUR-123-Q,18W-FYIBCUR-4--9,,,,,,,
18WFYIBGES-123-0,18W-FYIBGES-7--Y,,,,,,,
18WFYLAUEI-123-W,18W-FYLAUEI-9--R,,,,,,,
18WFYLMER-1234-O,18W-FYLMER-22--9,,,,,,,
18WFYNEXU-1234-Z,18W-FYNEXU-72--B,,,,,,,
18WFYNRENO-123-I,18WFYNRENOUF---8,,,,,,,
18WPHOTV01-123-V,18WFYPHOTO-123-W,,,,,,,
18W0000000007A1M,18W0000000006TUM,,,,,,,
18WFYRSPRA-123-5,18W-FYRSPRA-5--3,,,,,,,
18W000000000BWM9,18W000000000C9FE,,,,,,,
18W000000000BI69,18W000000000C9GC,,,,,,,
18W0000000007AJN,18W0000000007PKD,,,,,,,
18WFYWMARK-123-1,18W-FYWMARK-1--9,,,,,,,
18WFZARGU-1234-4,18W-FZARGU-78--E,,,,,,,
18WBEREBRO-123-L,18WGAL1-12345-AH,,,,,,,
18WBEREBRO-123-L,18WGAL2-12345-A7,,,,,,,
18W00000000001OV,18WGALDAKA-123-L,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTGALES-1234-X,18WGALESA-1234-J,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W0000000000YQ2,18WGAMOIDE-12-EN,0.052,0.014,-0.014,837,60,,
18W0000000000S7L,18W0000000000UJS,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000006FEM,18WROMANIGAROFED,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000007AMH,18WGARRAF-123-D6,,,,,,,
18WRGARRAY-123-R,18WGARRAY-1234-F,,,,,,,
18W0000000004WI8,18WGASBENS-123-0,,,,,,,
18WHPDRSA-1234-6,18WGAXATE-1234-Y,,,,,,,
18W000000000034S,18W000000000035Q,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WRGEDES-1234-L,18WGEDESMA-12-D5,,,,,,,
18WTFGEGS1-123-4,18WGEGSA1-123-DX,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRVSEDAE-123-8,18WGEGSA2-123-DP,,,,,,,
18WHGDF01-1234-3,18WGELSA-12345-C,,,,,,,
18W0000000002DUC,18WGEMASA-123-DO,0.139,0.014,-0.013,86,105,0.350,Class_derived
18W0000000001DRM,18W0000000001DSK,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000003671,18WGENFIBR-12-DI,0.139,0.014,-0.013,86,105,0.350,Class_derived
18W0000000001DRM,18W0000000001DTI,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WGEPLAS--12-0K,18WGEPLAS-123-DA,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTGEC-123456-3,18WGEQUISA-12-D3,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WGERES-12345-Z,18WGERES-1234--G,,,,,,,
18W0000000007JZ1,18W0000000008CVQ,,,,,,,
18W0000000009KR6,18W000000000BLJB,,,,,,,
18WRCOPAMP-123-O,18WGONGOR2-123-8,,,,,,,
18WRCOPAMP-123-O,18WGONGORA-123-Q,,,,,,,
18W00000000073WI,18WGORGEL1-123-Z,,,,,,,
