wri_id,wri_name,country,geo_id,geo_name,carmav3_id,carmav3_name,osm_id,osm_name
1013731,Johnsonville,United States of America,896,Johnsonville Coal Plant TN USA,78767,JOHNSONVILLE (TN),158794172,Johnsonville Fossil Plant
1013734,Joliet 29,United States of America,898,Joliet 29 Coal Power Plant IL USA,20492,JOLIET 29,,
1013736,Jones,United States of America,3749,Jones Gas Plant TX USA,20507,JONES,,
1013741,Joppa Steam,United States of America,902,Joppa Steam Coal Power Plant IL USA,20520,JOPPA STEAM,157842448,Joppa Generating Station
1013746,Joseph M Farley,United States of America,3756,Joseph M. Farley Nuclear Power Plant United States of America,13162,JOSEPH M FARLEY,164658789,Joseph M. Farley Nuclear Generating Station
1013759,Kahe,United States of America,3771,Kahe Oil Plant HI USA,20783,KAHE,229953558,Kahe Power Plant
1013777,Kammer,United States of America,910,Kammer Coal Plant WV USA,21040,KAMMER,186792669,Kammer Plant
1013814,Kemper County IGCC Project,United States of America,,,71309,KEMPER COUNTY,,
1013817,Kendall County Generation Facility,United States of America,3820,Kendall County Generation Facility Gas Plant IL USA,21782,KENDALL COUNTY GENERATION FACILITY,181381787,Kendall Energy Facility
1013822,Kenneth C Coleman,United States of America,924,Kenneth C Coleman Coal Power Plant KY USA,9035,KENNETH C COLEMAN,157842453,Kenneth C. Coleman Station
1013848,Keystone,United States of America,938,Keystone Coal Plant PA USA,21931,KEYSTONE (3136),64971452,Keystone Generating Station
1013852,Kiamichi Energy Facility,United States of America,45633,Kiamichi Energy Facility Gas Plant OK USA,44967,KIAMICHI ENERGY FACILITY,,
1013858,Killen Station,United States of America,942,Killen Station Coal Plant OH USA,22107,KILLEN STATION,311525833,Killen Station
1013862,Kincaid Generation LLC,United States of America,944,Kincaid Generation LLC Coal Power Plant IL USA,22153,KINCAID GENERATION LLC,421293282,Kincaid Power Station
1013881,Kingston,United States of America,949,Kingston Coal Plant TN USA,22208,KINGSTON,418988644,Kingston power plant
1013893,Klamath Cogeneration Plant,United States of America,3869,Klamath Cogeneration Plant Gas Plant OR USA,22408,KLAMATH COGENERATION PLANT,1169004706,Klamath Cogeneration Project
1013896,Kleen Energy Systems Project,United States of America,,,28348,KLEEN ENERGY,,
1013902,Knox Lee,United States of America,3876,Knox Lee Gas Plant TX USA,22526,KNOX LEE,,
1013920,Kyger Creek,United States of America,959,Kyger Creek Coal Plant OH USA,23513,KYGER CREEK,107015084,Kyger Creek Power Plant
1013922,Kyrene,United States of America,3928,Kyrene Gas Plant AZ USA,70373,KYRENE,,
1013925,L V Sutton Combined Cycle,United States of America,960,L V Sutton Coal Plant NC USA,26301,L V SUTTON,,
1013930,La Cygne,United States of America,961,La Cygne Coal Power Plant KS USA,23684,LA CYGNE,1762683035,La Cygne Unit 1
1013935,La Paloma Generating LLC,United States of America,45623,La Paloma Generating LLC Gas Power Plant CA USA,23817,LA PALOMA GENERATING LLC,,
1013939,Labadie,United States of America,963,Labadie Coal Plant MO USA,23954,LABADIE,422852281,Labadie Power Plant
1013944,Ladysmith,United States of America,3951,Ladysmith Gas Plant VA USA,24022,LADYSMITH (3986),96277267,Ladysmith CT
1013948,Lagoon Creek,United States of America,3955,Lagoon Creek Oil Plant TN USA,78788,LAGOON CREEK 2,6287651,Lagoon Creek Plant
1013954,Lake Catherine,United States of America,3962,Lake Catherine Gas Plant AR USA,70378,LAKE CATHERINE,,
1013962,Lake Hubbard,United States of America,3968,Lake Hubbard Gas Plant TX USA,24175,LAKE HUBBARD,,
1013974,Lake Road Generating Plant,United States of America,44778,Lake Road Generating Plant Gas Plant CT USA,24192,LAKE ROAD GENERATING PLANT,,
1013975,Lake Side Power Plant,United States of America,3972,Lake Side Power CCGT Power Plant UT USA,24196,LAKE SIDE POWER PLANT,31560137,Lake Side Power Plant
1013977,Lakefield Junction,United States of America,3974,Lakefield Junction Gas Plant MN USA,24205,LAKEFIELD JUNCTION,,
1013991,Lamar Power Project,United States of America,3985,Lamar Power Project Gas Plant TX USA,24247,LAMAR POWER PROJECT,,
1014013,Lansing Smith,United States of America,980,Lansing Smith Coal Power Plant FL USA,24455,LANSING SMITH,224445338,Lansing Smith Electric Generating Plant
1014014,LaO Energy Systems,United States of America,,,71803,LAO ENERGY SYSTEMS,,
1014015,Laramie River Station,United States of America,45638,Laramie River 1 Coal Power Plant WY USA,24491,LARAMIE RIVER STATION,1199567522,Laramie River Station Unit #FIXME
1014027,LaSalle Generating Station,United States of America,,,24581,LASALLE GENERATING STATION,187599022,LaSalle Generating Station
1014030,Lauderdale,United States of America,4010,Lauderdale Gas Plant FL USA,24622,LAUDERDALE,292962173,Lauderdale Power Plant
1014041,Lawrence Energy Center,United States of America,985,Lawrence Energy Center Coal Power Plant KS USA,24690,LAWRENCE ENERGY CENTER,,
1014043,Lawrenceburg Energy Facility,United States of America,4949,PSEG Lawrenceburg Energy Facility Gas Plant IN USA,24700,LAWRENCEBURG ENERGY FACILITY,,
1014060,Lee Energy Facility,United States of America,4024,Lee Energy Facility Gas Plant IL USA,24827,LEE ENERGY FACILITY,421376693,Lee Energy Facility
1014062,Leland Olds,United States of America,992,Leland Olds Coal Plant ND USA,24900,LELAND OLDS,58745612,Leland Olds
1014074,Lewis Creek,United States of America,4036,Lewis Creek Gas Plant TX USA,72893,LEWIS CREEK,,
1014081,Libby,United States of America,998,Libby Hydro Power Plant MT USA,25145,LIBBY,177059186,Libby Dam Powerhouse
1014082,Liberty Electric Power Plant,United States of America,4037,Liberty Electric Power Plant Gas Plant PA USA,25155,LIBERTY ELECTRIC POWER PLANT,245252751,TNB Liberty Power Plant
1014095,Limerick,United States of America,4040,Limerick Nuclear Power Plant United States of America,25271,LIMERICK,1243416754,LIMERICK-2
1014096,Limestone,United States of America,1001,Limestone Coal Plant TX USA,72897,LIMESTONE,100396239,Limestone Electric Generating Station
1014101,Lincoln Combustion,United States of America,4042,Lincoln Combustion Oil Plant NC USA,25293,LINCOLN COMBUSTION,426038166,Lincoln Combustion Turbine Station
1014103,Lincoln Generating Facility,United States of America,4043,Lincoln Generating Facility Gas Plant IL USA,25295,LINCOLN GENERATING FACILITY,,
1014110,Linden Cogen Plant,United States of America,43856,Linden Cogen Plant Gas Power Plant NJ USA,25306,LINDEN COGEN PLANT,,
1014120,Little Goose,United States of America,1007,Little Goose Hydro Power Plant WA USA,25432,LITTLE GOOSE,422872604,Little Goose Powerhouse
1014121,Little Gypsy,United States of America,4055,Little Gypsy Gas Plant LA USA,25433,LITTLE GYPSY,,
1014165,Longview Power LLC,United States of America,,,25760,LONGVIEW POWER,186792671,Longview Plant
1014181,Los Medanos Energy Center,United States of America,4080,Los Medanos Energy Center Gas Plant CA USA,25861,LOS MEDANOS ENERGY CENTER,,
1014188,Lost Pines 1 Power Project,United States of America,4083,Lost Pines 1 Power Project Gas Plant TX USA,25903,LOST PINES 1 POWER PROJECT,127596521,Lost Pines Power Park
1014191,Louisa,United States of America,1029,Louisa Coal Power Plant IA USA,71120,LOUISA,186976002,Louisa Generating Station
1014193,Louisiana 1,United States of America,4086,Louisiana 1 Waste Plant LA USA,70594,LOUISIANA 1,,
1014201,Lower Granite,United States of America,1034,Lower Granite Hydro Power Plant WA USA,25984,LOWER GRANITE,419361410,Lower Granite Powerhouse
1014205,Lower Monumental,United States of America,1038,Lower Monumental Hydro Power Plant WA USA,26007,LOWER MONUMENTAL,422872605,Lower Monumental Powerhouse
1014206,Lower Mount Bethel Energy,United States of America,4100,Lower Mount Bethel Energy Gas Plant PA USA,26008,LOWER MOUNT BETHEL ENERGY,259674821,Lower Mount Bethel PPL Plant
1014221,Ludington,United States of America,44383,Ludington Hydro Power Plant MI USA,70642,LUDINGTON,207654284,Ludington Pumped Storage Power Plant
1014225,Luna Energy Facility,United States of America,,,26188,LUNA ENERGY FACILITY,,
1014255,Madison,United States of America,4130,Madison Gas Plant OH USA,26506,MADISON (55110),33264535,Cinergy Madison Generating Station
1014260,Magic Valley Generating Station,United States of America,4133,Magic Valley Generating Station Gas Plant TX USA,26588,MAGIC VALLEY GENERATING STATION,422731522,Magic Valley Generating Station
1014263,Magnolia Power Plant,United States of America,4134,Magnolia Power Plant Gas Plant MS USA,72162,MAGNOLIA POWER PLANT,263373876,Magnolia Power Plant
1014271,Maine Independence Station,United States of America,4141,Maine Independence Station Gas Plant ME USA,26661,MAINE INDEPENDENCE STATION,,
1014282,Manatee,United States of America,4156,Manatee Oil Plant FL USA,26900,MANATEE,419594708,Manatee Power Plant
1014284,Manchester Street,United States of America,4157,Manchester Street Gas Plant RI USA,70930,MANCHESTER STREET,,
1014286,Mandalay,United States of America,4159,Mandalay Gas Plant CA USA,70394,MANDALAY,41265171,Mandalay Generating Station
1014291,Mankato Energy Center,United States of America,,,27012,MANKATO ENERGY CENTER,,
1014326,Marsh Landing Generating Station,United States of America,,,58603,MARSH LANDING,,
1014327,Marsh Run Generation Facility,United States of America,4187,Marsh Run Generating Gas Plant VA USA,27348,MARSH RUN GENERATING,97251397,Marsh Run Power Station
1014333,Marshall (NC),United States of America,1069,Marshall Coal Plant NC USA,,,159455234,Marshall Steam Station
1014335,Marshall Energy Facility,United States of America,,,27355,MARSHALL ENERGY FACILITY,106547618,Marshall Energy Facility
1014348,Martin,United States of America,4193,Martin Oil Plant FL USA,27379,MARTIN,,
1014352,Martin Lake,United States of America,1075,Martin Lake Coal Plant TX USA,27383,MARTIN LAKE,417130549,Martin Lake Power Plant
1014375,Mayo,United States of America,1081,Mayo Coal Plant NC USA,27672,MAYO,159455235,Mayo Generating Plant
1014395,McGuire,United States of America,4218,McGuire Nuclear Power Plant United States of America,71032,MCGUIRE,159455236,McGuire Nuclear Station
1014397,McIntosh,United States of America,1085,McIntosh Coal Power Plant GA USA,71135,MCINTOSH (7063),163526652,McIntosh Steam Plant
1014398,McIntosh (AL),United States of America,4219,McIntosh Gas Plant AL USA,27754,MCINTOSH (AL) GT,,
1014399,McIntosh Combined Cycle Facility,United States of America,,,27757,MCINTOSH COMBINED CYCLE FACILITY,,
1014410,McManus,United States of America,4225,McManus Oil Plant GA USA,27777,MCMANUS,,
1014413,McNary,United States of America,45855,McNary Hydro Power Plant OR USA,27782,MCNARY,422872606,McNary Powerhouse
1014418,McWilliams,United States of America,4228,McWilliams Gas Plant AL USA,70423,MCWILLIAMS,,
1014446,Meramec,United States of America,1097,Meramec Coal Plant MO USA,28066,MERAMEC,,
1014456,Merom,United States of America,1100,Merom Coal Power Plant IN USA,28124,MEROM,,
1014466,Mesquite Generating Station Block 1,United States of America,45321,Mesquite Generating Station CCGT Power Plant AZ USA,28172,MESQUITE GENERATING STATION,91154380,Mesquite Power Generating Station
1014473,Metcalf Energy Center,United States of America,,,28186,METCALF ENERGY CENTER,30060177,Calpine Metcalf Energy Center
1014485,Miami Fort,United States of America,1106,Miami Fort Coal Plant OH USA,70876,MIAMI FORT,129144664,Miami Fort Power Plant
1014490,Michigan City,United States of America,1109,Michigan City Coal Power Plant IN USA,70511,MICHIGAN CITY,89447014,NIPSCO Michigan City Generating Station
1014494,Michoud,United States of America,4268,Michoud Gas Plant LA USA,28298,MICHOUD,33727904,Michoud Power Station
1014506,Middletown,United States of America,4275,Middletown Oil Plant CT USA,28346,MIDDLETOWN,,
1014509,Midland Cogeneration Venture,United States of America,4277,Midland Cogeneration Venture Gas Plant MI USA,28355,MIDLAND COGENERATION VENTURE,311156937,Midland Cogeneration Venture
1014510,Midlothian Energy Facility,United States of America,45621,Midlothian Energy Facility Gas Plant TX USA,28358,MIDLOTHIAN ENERGY FACILITY,368891147,Midlothian Energy Facility
1014512,Midulla Generating Station,United States of America,,,33931,MIDULLA GENERATING STATION,,
1014524,Milford Power Project,United States of America,45620,Milford Power Project Gas Plant CT USA,28460,MILFORD POWER PROJECT,,
1014529,Mill Creek (KY),United States of America,1118,Mill Creek Coal Power Plant KY USA,28472,MILL CREEK (1364),62382201,Mill Creek Generating Station
1014530,Mill Creek (SC),United States of America,4288,Mill Creek Gas Plant SC USA,28474,MILL CREEK (7981),170263865,Mill Creek Generating Station
1014542,Millstone,United States of America,4295,Millstone Nuclear Power Plant United States of America,70434,MILLSTONE,43050798,Millstone Nuclear Power Plant
1014550,Milton R Young,United States of America,1126,Milton R Young Coal Plant ND USA,29647,MILTON R YOUNG,59434381,Milton R Young Station
1014585,Mitchell (WV),United States of America,1135,Mitchell Coal Plant WV USA,28737,MITCHELL (3948),171039371,Mitchell Steam Generating Plant
1014624,Monroe (MI),United States of America,1144,Monroe Coal Plant MI USA,29100,MONROE (1733),186948639,Monroe Power Plant
1014643,Monticello,United States of America,1148,Monticello Coal Plant TX USA,29270,MONTICELLO (6147),309664770,Monticello II
1014645,Monticello Nuclear Facility,United States of America,4357,Monticello Nuclear Power Plant United States of America,29270,MONTICELLO (6147),197417877,Monticello Nuclear Generating Plant
1014648,Montrose,United States of America,1150,Montrose Coal Plant MO USA,29297,MONTROSE,244545345,East Toba River Montrose Creek Hydroelectric Project
1014666,Morgan Creek,United States of America,4370,Morgan Creek Gas Plant TX USA,70955,MORGAN CREEK,,
1014667,Morgan Energy Center,United States of America,4371,Morgan Energy Center Gas Plant AL USA,29374,MORGAN ENERGY CENTER,,
1014672,Morgantown Generating Plant,United States of America,1155,Morgantown Generating Coal Power Plant MD USA,29378,MORGANTOWN GENERATING PLANT,1020510,Morgantown Generating Station
1014687,Moselle,United States of America,4378,Moselle Gas Plant MS USA,70726,MOSELLE 1,,
1014700,Mountain Creek,United States of America,4384,Mountain Creek Gas Plant TX USA,72936,MOUNTAIN CREEK,29186062,Mountain Creek Generating Station
1014711,Mountaineer,United States of America,1168,Mountaineer Coal Plant WV USA,29604,MOUNTAINEER,186792675,Mountaineer Plant
1014727,Mt Storm,United States of America,1172,Mt Storm Coal Plant WV USA,29582,MT STORM,186792674,Mount Storm Power Station
1014733,Muddy Run,United States of America,44385,Muddy Run Pumped Storage Hydro Power Plant PA USA,70925,MUDDY RUN,419361411,Muddy Run Pumped Storage Facility
1014753,Muskingum River,United States of America,1178,Muskingum River Coal Plant OH USA,70882,MUSKINGUM RIVER,430515751,Muskingum River Power Plant
1014754,Muskogee,United States of America,1179,Muskogee Coal Plant OK USA,30001,MUSKOGEE,,
1014758,Mustang,United States of America,4417,Mustang Gas Plant OK USA,30013,MUSTANG,,
1014760,Mustang Station,United States of America,4418,Mustang Station Gas Plant TX USA,72437,MUSTANG STATION UNIT 4,,
1014761,Mustang Station Unit 4,United States of America,4418,Mustang Station Gas Plant TX USA,72437,MUSTANG STATION UNIT 4,,
1014764,Mystic Generating Station,United States of America,45586,Mystic Generating Station Gas Plant MA USA,30083,MYSTIC GENERATING STATION,,
1014772,NAEA Rock Springs LLC,United States of America,5146,Rock Springs Generation Facility Gas Plant MD USA,37742,NAEA ROCK SPRINGS LLC,,
1014795,Naughton,United States of America,43743,Naughton Coal Plant WY USA,30640,NAUGHTON,1190747871,Naughton Coal Plant
1014796,Navajo,United States of America,44374,Navajo Coal Power Plant AZ USA,30650,NAVAJO,1207833468,Navajo Generating Station Unit
1014809,Nebraska City,United States of America,1195,Nebraska City Coal Plant NE USA,30722,NEBRASKA CITY,1770063160,Nebraska City Station Unit 2
1014835,New Covert Generating Facility,United States of America,2806,Covert Generating Project Gas Plant MI USA,9570,NEW COVERT GENERATING FACILITY,,
1014839,New Haven Harbor,United States of America,4469,New Haven Harbor Oil Plant CT USA,30977,NEW HAVEN HARBOR,,
1014844,New Madrid,United States of America,1205,New Madrid Coal Plant MO USA,30995,NEW MADRID,,
1014868,Newman,United States of America,4489,Newman Gas Plant TX USA,78700,NEWMAN,257064279,Newman Alinta Power Station
1014873,Newton,United States of America,1215,Newton Coal Power Plant IL USA,31069,NEWTON,423619214,Newton Solar Pvt. Ltd
1014891,Nine Mile Point,United States of America,4500,Nine Mile Point Gas Plant LA USA,31267,NINE MILE POINT,2297375181,Nine Mile Point Unit 2
1014892,Nine Mile Point Nuclear Station,United States of America,4501,Nine Mile Point Nuclear Power Plant United States of America,31265,NINE MILE POINT NUCLEAR STATION,161552118,Nine Mile Point Nuclear Generating Station
1014923,North Anna,United States of America,4515,North Anna Nuclear Power Plant United States of America,72943,NORTH ANNA,82511993,North Anna Nuclear Generating Station
1014945,North Omaha,United States of America,1235,North Omaha Coal Plant NE USA,31628,NORTH OMAHA,166535825,North Omaha Station
1014951,North Valmy,United States of America,1237,North Valmy Coal Plant NV USA,31656,NORTH VALMY,1747227845,North Valmy Generating Station
1014958,Northeastern,United States of America,1238,Northeastern Coal Plant OK USA,70896,NORTHEASTERN,425144298,Northeastern Power Plant
1014966,Northfield Mountain,United States of America,44386,Northfield Mountain Pumped Storage Hydro Power Plant MA USA,52121,NORTHFIELD MOUNTAIN,419361412,Northfield Mountain
1014967,Northport,United States of America,4540,Northport Oil Plant NY USA,31686,NORTHPORT,49392092,Northport Power Station
1014968,Northside Generating Station,United States of America,4541,Northside Generating Station Oil Plant FL USA,31687,NORTHSIDE GENERATING STATION,,
1014985,Noxon Rapids,United States of America,1248,Noxon Rapids Hydro Power Plant MT USA,31831,NOXON RAPIDS,,
1015009,O W Sommers,United States of America,4569,O W Sommers Gas Plant TX USA,33176,O W SOMMERS,342839540,O. W. Sommers Unit 1
1015010,Oahe,United States of America,1253,Oahe Hydro Power Plant SD USA,31995,OAHE,40155447,Oahe Powerhouse
1015016,Oak Grove (TX),United States of America,1255,Oak Grove Hydro Power Plant OR USA,32003,OAK GROVE,127240417,Oak Grove Power Plant
1015041,Oconee,United States of America,4588,Oconee Nuclear Power Plant United States of America,32159,OCONEE,384686110,Oconee Nuclear Station
1015049,Odessa Ector Generating Station,United States of America,45595,Odessa Ector Generating Station TX USA,72129,ODESSA ECTOR GENERATING STATION,,
1015060,Oklaunion,United States of America,1266,Oklaunion Coal Plant TX USA,32373,OKLAUNION,165665537,Oklaunion Power Plant
1015064,Oleander Power Project LP,United States of America,4605,Oleander Power Project LP Gas Plant FL USA,32445,OLEANDER POWER PROJECT LP,,
1015083,Oneta Energy Center,United States of America,4618,Oneta Energy Center Gas Plant OK USA,32602,ONETA ENERGY CENTER,,
1015087,Ontelaunee Energy Center,United States of America,4624,Ontelaunee Energy Center Gas Plant PA USA,32637,ONTELAUNEE ENERGY CENTER,,
1015091,Optim Energy Altura Cogen LLC,United States of America,,,8986,OPTIM ENERGY ALTURA COGEN LLC,,
1015114,Ormond Beach,United States of America,4634,Ormond Beach Gas Plant CA USA,32789,ORMOND BEACH,419134986,Ormond Beach Generating Station
1015128,Osceola (FL),United States of America,4644,Osceola Gas Plant FL USA,,,,
1015133,Osprey Energy Center Power Plant,United States of America,4647,Osprey Energy Center Gas Plant FL USA,72158,OSPREY ENERGY CENTER,,
1015139,Oswego Harbor Power,United States of America,4649,Oswego Harbor Power Oil Plant NY USA,70830,OSWEGO HARBOR POWER,419984186,Oswego Harbor Power
1015141,Otay Mesa Generating Project,United States of America,,,33044,OTAY MESA GENERATING PROJECT,,
1015151,Ottumwa,United States of America,1282,Ottumwa Coal Power Plant IA USA,33096,OTTUMWA (1173),,
1015154,Ouachita,United States of America,4657,Ouachita Generating Plant Gas Plant LA USA,36233,OUACHITA,,
1015169,Oyster Creek,United States of America,4668,Oyster Creek Nuclear Power Plant United States of America,33236,OYSTER CREEK,40581978,Oyster Creek Generating Station
1015175,P L Bartow,United States of America,4671,P L Bartow Oil Plant FL USA,34841,P L BARTOW,35925521,Bartow
1015194,Palisades,United States of America,1297,Palisades Hydro Power Plant ID USA,33433,PALISADES BUILDING,152944370,Palisades Nuclear Generating Station
1015200,Palo Verde,United States of America,4686,Palo Verde Nuclear Power Plant United States of America,33472,PALO VERDE,28706177,Palo Verde Nuclear Generating Station
1015203,Palomar Energy,United States of America,4687,Palomar Medical Center Gas Plant CA USA,33476,PALOMAR ENERGY,56452459,Palomar Energy Center
1015206,Panda Sherman Power Station,United States of America,,,57414,PANDA SHERMAN,,
1015207,Panda Temple Power Station,United States of America,,,53543,PANDA TEMPLE,,
1015215,Paradise,United States of America,45628,Paradise Coal Power Plant KY USA,33633,PARADISE,107613717,Paradise Fossil Plant
1015236,Pasadena Cogeneration,United States of America,4715,Pasadena Cogeneration Gas Plant TX USA,72098,PASADENA COGENERATION,,
1015240,Pastoria Energy Facility LLC,United States of America,,,33823,PASTORIA ENERGY FACILITY LLC,,
1015253,Pawnee,United States of America,1308,Pawnee Coal Plant CO USA,33923,PAWNEE,1196563195,Pawnee Generating Station
1015265,Peach Bottom,United States of America,4735,Peach Bottom Nuclear Power Plant United States of America,33958,PEACH BOTTOM,168936362,Peach Bottom Power Plant
1015304,Permian Basin,United States of America,4757,Permian Basin Gas Plant TX USA,34239,PERMIAN BASIN,,
1015307,Perry,United States of America,289,CC Perry K Coal Plant IN USA,34249,PERRY,403401427,Perry Nuclear Power Plant
1015309,Perryville Power Station,United States of America,4760,Perryville Power Station Gas Plant LA USA,34253,PERRYVILLE POWER STATION,,
1015324,Philip Sporn,United States of America,1328,Philip Sporn Coal Plant WV USA,70995,PHILIP SPORN,186792678,Philip Sporn Power Plant
1015345,Pilgrim Nuclear Power Station,United States of America,4786,Pilgrim Nuclear Power Plant United States of America,34614,PILGRIM NUCLEAR POWER STATION,144460891,Pilgrim Nuclear Generating Station
1015384,Pirkey,United States of America,1347,Pirkey Coal Plant TX USA,34768,PIRKEY,,
1015385,Pit 1,United States of America,1348,Pit 1 Hydro Power Plant CA USA,34789,PIT 1,,
1015387,Pittsburg Power,United States of America,4802,Pittsburg Power Plant Gas Plant CA USA,34815,PITTSBURG POWER,368173829,Pittsburg Power Plant
1015406,Plaquemine Cogeneration Plant,United States of America,4819,Plaquemine Cogeneration Plant Gas Plant LA USA,72160,PLAQUEMINE COGENERATION PLANT,,
1015409,Pleasant Prairie,United States of America,1357,Pleasant Prairie Coal Plant WI USA,34933,PLEASANT PRAIRIE,367811132,Pleasant Prairie Power Plant
1015415,Plum Point Energy Station,United States of America,,,34982,PLUM POINT 1,421287652,Plum Point Energy Station
1015425,Point Beach Nuclear Plant,United States of America,4830,Point Beach Nuclear Power Plant United States of America,71009,POINT BEACH NUCLEAR PLANT,109774222,Point Beach Nuclear Plant
1015428,Polk,United States of America,4836,Polk Waste Plant FL USA,35121,POLK,224445339,Polk Power Station
1015450,Port Washington Generating Station,United States of America,1368,Port Washington Generating Station Coal Plant WI USA,35412,PORT WASHINGTON GENERATING STATION,425571342,Port Washington
1015459,Portland (PA),United States of America,1370,Portland Coal Plant PA USA,,,,
1015463,Possum Point,United States of America,4879,Possum Point Gas Plant VA USA,35522,POSSUM POINT,1028435,Possum Point Power Station
1015481,Powerton,United States of America,1378,Powerton Coal Power Plant IL USA,35602,POWERTON,419539161,Powerton Generating Station
1015497,PPL Ironwood LLC,United States of America,1992,AES Ironwood LLC Gas Plant PA USA,331,AES IRONWOOD LLC,,
1015499,PPL Martins Creek,United States of America,1385,PPL Martins Creek Coal Plant PA USA,70917,PPL MARTINS CREEK HARRISBURG,,
1015507,PPL Montour,United States of America,1388,PPL Montour Coal Plant PA USA,35634,PPL MONTOUR,419539160,Montour Power Plant
1015509,PPL Susquehanna,United States of America,,,43878,PPL SUSQUEHANNA,419480573,Susquehanna Steam Electric Station
1015517,Prairie Island,United States of America,4911,Prairie Island Nuclear Power Plant United States of America,70692,PRAIRIE ISLAND,106981753,Prairie Island Nuclear Generating Plant
1015521,Prairie State Generating Station,United States of America,,,35673,PRAIRIE STATE,419909888,Prairie Creek Generating Station
1015539,Priest Rapids,United States of America,1396,Priest Rapids Hydro Power Plant WA USA,35768,PRIEST RAPIDS,422872607,Priest Rapids Powerhouse
1015562,PSEG Edison Generating Station,United States of America,4946,PSEG Edison Generating Station Gas Plant NJ USA,11806,PSEG EDISON GENERATING STATION,117015784,Edison
1015563,PSEG Essex Generating Station,United States of America,4947,PSEG Essex Generating Station Gas Plant NJ USA,12797,PSEG ESSEX GENERATING STATION,,
1015565,PSEG Hope Creek Generating Station,United States of America,,,18308,PSEG HOPE CREEK GENERATING STATION,86473260,PSEG Salem and Hope Creek Nuclear Generating Stations
1015566,PSEG Hudson Generating Station,United States of America,1404,PSEG Hudson Generating Station Coal Plant NJ USA,18747,PSEG HUDSON GENERATING STATION,,
1015567,PSEG Kearny Generating Station,United States of America,4948,PSEG Kearny Generating Station Gas Plant NJ USA,21673,PSEG KEARNY GENERATING STATION,,
1015568,PSEG Linden Generating Station,United States of America,43857,PSEG Linden Generating Station Gas Plant NJ USA,25305,PSEG LINDEN GENERATING STATION,378250807,Linden Generating Station
1015569,PSEG Mercer Generating Station,United States of America,1405,PSEG Mercer Generating Station Coal Plant NJ USA,28082,PSEG MERCER GENERATING STATION,,
1015571,PSEG Salem Generating Station,United States of America,4952,PSEG Salem Generating Station Oil Plant NJ USA,38835,PSEG SALEM GENERATING STATION,86473260,PSEG Salem and Hope Creek Nuclear Generating Stations
1015572,PSEG Sewaren Generating Station,United States of America,4953,PSEG Sewaren Generating Station Oil Plant NJ USA,40741,PSEG SEWAREN GENERATING STATION,156031095,Sewaren Generating Station
1015592,Quad Cities Generating Station,United States of America,4978,Quad Cities Waste Plant IL USA,36235,QUAD CITIES GENERATING STATION,403401426,Quad Cities Nuclear Generating Station
1015594,Quail Run Energy Center,United States of America,45596,Quail Run CCGT Power Plant TX USA,36239,QUAIL RUN ENERGY CENTER,1760226522,Quail Run Energy Center Power Plant
1015612,R D Green,United States of America,1418,R D Green Coal Power Plant KY USA,15816,R D GREEN,,
1015615,R E Ginna Nuclear Power Plant,United States of America,,,71045,R. E. GINNA NUCLEAR POWER PLANT,,
1015618,R M Schahfer,United States of America,1425,R M Schahfer Coal Power Plant IN USA,37643,R M SCHAHFER,,
1015619,R S Nelson,United States of America,1427,R S Nelson Coal Power Plant LA USA,30796,R S NELSON,,
1015620,R W Miller,United States of America,4984,R W Miller Gas Plant TX USA,38332,R W MILLER,,
1015623,Raccoon Mountain,United States of America,44387,Raccoon Mountain Pumped Storage Hydro Power Plant TN USA,71048,RACCOON MOUNTAIN,419361413,Raccoon Mountain Pumped-Storage Plant
1015652,Ravenswood,United States of America,44677,Ravenswood Oil Power Plant NY USA,36780,RAVENSWOOD,240515268,Ravenswood Generating Station
1015653,Rawhide,United States of America,1440,Rawhide Coal Power Plant CO USA,71124,RAWHIDE,157217669,Rawhide Energy Station
1015680,Red Hawk,United States of America,45322,Red Hawk CCGT Power Plant AZ USA,36918,RED HAWK,,
1015682,Red Hills Generating Facility,United States of America,1443,Red Hills Generating Facility Coal Plant MS USA,36894,RED HILLS GENERATING FACILITY,,
1015687,Red Oak Power LLC,United States of America,1997,AES Red Oak LLC Gas Plant NJ USA,339,AES RED OAK LLC,,
1015691,Redbud Power Plant,United States of America,5046,Redbud Power Plant Gas Plant OK USA,36911,REDBUD POWER PLANT,166794345,Redbud Power Plant
1015711,Remington,United States of America,5061,Remington Gas Plant VA USA,71254,REMINGTON,97251418,Remington CT
1015713,Renaissance Power LLC,United States of America,5062,Renaissance Power LLC Gas Plant MI USA,37041,RENAISSANCE POWER LLC,,
1015728,Richard B Russell,United States of America,1452,Richard B Russell Hydro Power Plant GA USA,37258,RICHARD B RUSSELL,,
1015759,Rio Nogales Power Project,United States of America,5102,Rio Nogales Power Project Gas Plant TX USA,37475,RIO NOGALES POWER PROJECT,128372086,Rio Nogales Power Project
1015766,River Bend,United States of America,5109,River Bend Nuclear Power Plant United States of America,37548,RIVER BEND,165362651,River Bend Nuclear Generating Station
1015770,River Rouge,United States of America,1461,River Rouge Coal Plant MI USA,37557,RIVER ROUGE,418197245,River Rouge Power Plant
1015776,Riverside (MN),United States of America,1464,Riverside Coal Plant MN USA,37578,RIVERSIDE (4940),,
1015777,Riverside (OK),United States of America,5116,Riverside Gas Plant OK USA,37578,RIVERSIDE (4940),,
