"plant_name","latitude","longitude","fuel_used","OutputMWh","elec_capacity_MW"
"Nulvi Powerplant",40.785,8.74194,,22691.0,
"Numaligarth Refinery Powerplant",26.5167,93.9667,,88640.0,
"Numanokura Powerplant",37.5833,140.133,,18000.0,
"Numappara Powerplant",36.961698,140.046066,"Hydro",1135496,675
"Numazawa Daini Powerplant",36.204824,138.252924,"Hydro",773820,460
"Numazawanuma Powerplant",37.45,139.583,,77382.0,
"Numazu Works Powerplant",34.9756,138.383,,208445.0,
"Numazu Youth Ed Center Powerplant",34.9756,138.383,,539.0,
"Numbulwar Powerplant",-14.2761,135.737,,623.0,
"Nunapitchuk Powerplant",60.9214,-159.766,,1948.0,
"Nunchari Powerplant",22.5292,92.1517,,0.0,
"Nuneaton Town Hall Powerplant",52.5232,-1.46523,,25.717,
"Nunelva Powerplant",63.9667,10.2,,1579.0,
"Nunes Enersis Powerplant",41.7952,-6.98485,,10748.0,
"Nungshangkhong Powerplant",25.1167,94.3667,,5185.4,
"Nuntorpsskolan Powerplant",58.56,12.36,,1951.0,
"Nuoc Lac Powerplant",0.0,0.0,,0.0,
"Nuojua Powerplant",64.5669614,26.6673518,"Hydro",360230,81
"Nuova Biaschina Powerplant",46.372,8.91609,,308672.0,
"Nuova Castelnuovo Powerplant",43.55,11.45,,89310.0,
"Nuova Ceretti Powerplant",46.16448,8.326215,"Hydro",17847,11
"Nuova Lagoni Rossi Powerplant",43.2989,10.8728,,86890.0,
"Nuova Molinetto Powerplant",43.55,11.45,,122280.0,
"Nuova Monterotondo Powerplant",43.1456,10.8559,,63817.0,
"Nuova San Martin Powerplant",43.1456,10.8559,,238610.0,
"Nuova Sasso Powerplant",43.55,11.45,,84844.0,
"Nuova Serrazzano Powerplant",43.2989,10.8728,,364970.0,
"Nuovo Canale Viola Powerplant",46.4684,10.3721,,955.92,
"Nuozhadu Powerplant",22.6561111111,100.4183333333,"Hydro",0,
"Nupur Powerplant",65.9333,-23.6,,0.0,
"Nur Powerplant",36.166,36.0168,,0.0,
"Nurang Powerplant",27.5833,91.8667,,18210.0,
"Nurek Powerplant",38.371667,69.348056,"Hydro",12200000,3015
"Nurlu Powerplant",50.0065,3.02169,,18690.0,
"Nurnayamazu Powerplant",32.8031,130.708,,12721.0,
"Nurnberg Powerplant",49.4478,11.0683,,74844.0,
"Nurnberg Sebald Powerplant",49.4505,11.0805,,13656.0,
"Nurnberg Works Powerplant",49.4478,11.0683,,13512.0,
"Nurobod Powerplant",0.0,0.0,,0.0,
"Nurri Powerplant",39.7178028,9.2120593,"Wind",30955,22.1
"Nurtingen Powerplant",48.63,9.34,,1251.0,
"Nurukawa Powerplant",45.2553,141.902,,67.0,
"Nus Powerplant",45.7403,7.4666,,19953.0,
"Nusbaum Powerplant",49.9666667,6.5333333,"Wind",43489,
"Nussbach Powerplant",49.6333,7.7,,4639.0,
"Nussdorf Ahp Powerplant",48.208487760165,16.372075080872,"Hydro",15216,
"Nussdorf Backerei Powerplant",46.8351,12.8009,,86.0,
"Nussdorf Mini Powerplant",47.9,12.6,,0.0,
"Nussdorf Powerplant",47.728727272727,12.176290909091,"Hydro",90991,36.6
"Nutberry Powerplant",55.58333,-3.9,"Wind",0,18
"Nutepa Powerplant",-30.0333,-51.2,,264.0,
"Nutibara Powerplant",6.80444,-76.2475,,4326.0,
"Nuttby Mountain Powerplant",45.5501,-63.2154,,0.0,
"Nuttermoor Powerplant",53.2667,7.43333,,3965.0,
"Nuttlar Powerplant",51.3667,8.43333,,472.0,
"Nuuk Powerplant",64.1833,-51.75,,9681.0,
"Nuvolento Powerplant",45.5458,10.3868,,0.0,
"Nuweiba Diesel Powerplant",29.0468,34.6634,,0.0,
"Nuweiba Powerplant",29.0468,34.6634,,0.0,
"Nw Sicily Powerplant",41.8719,12.5674,,0.0,
"Nw Victoria Powerplant",-34.2,142.15,"Solar Radiation",0,
"Nwps Gt Powerplant",43.9695,-99.9018,,0.0,
"Nyabahanga Powerplant",-1.8752,29.31,,0.0,
"Nyabarongo-i Powerplant",-1.8528,29.6325,,0.0,
"Nyabarongo-ii Powerplant",-1.6671,29.7788,,0.0,
"Nyabikere/kidimbwe Powerplant",-3.2651,30.1149,,122.0,
"Nyadi Powerplant",28.2099,84.3638,,0.0,
"Nyafaru Powerplant",-18.0,32.6667,,131.0,
"Nyagak Powerplant",2.41,30.98,"Hydro",0,3.5
"Nyakibanda Powerplant",-2.7536,29.6788,,341.93,
"Nyala Powerplant",12.05,24.88,,18698.0,
"Nyamingura Powerplant",-18.3854,32.9532,,0.0,
"Nyamjung Chhu Powerplant",27.5833,91.8667,,0.0,
"Nyamyotsi-1 Powerplant",0.0,0.0,,387.97,
"Nyamyotsi-2 Powerplant",-1.6326,29.6037,,0.0,
"Nyando Falls Powerplant",0.061158,34.288234,"Hydro",0,
"Nyangombe Train Cent Powerplant",-11.7358,24.4293,,470.0,
"Nyanza Sugar Mill Powerplant",0.3882,37.9062,"Biomass",28032,7
"Nyaruguru Powerplant",-2.009,30.1398,,0.0,
"Nybble Powerplant",58.4806,16.3222,,1720.0,
"Nyboholm Powerplant",57.4167,15.5167,,5073.0,
"Nyborg Holsmose Powerplant",55.3127,10.7896,,7345.0,
"Nyborg Powerplant",55.3127,10.7896,,15304.0,
"Nybro Evs Powerplant",56.7446,15.9071,,0.0,
"Nybro Plant Powerplant",56.75,15.9,,6945.0,
"Nybro Powerplant",55.8833,12.5,,8928.0,
"Nybrofoss Powerplant",60.4846,8.69838,,8133.0,
"Nycybercenter Powerplant",40.7856,-73.9809,,0.0,
"Nydal Powerplant",61.4524,5.85708,,7056.0,
"Nydalselva Powerplant",61.5167,6.25,,0.0,
"Nye Folkedal Powerplant",60.5241,6.7194,,0.0,
"Nye Funna Powerplant",0.0,0.0,,0.0,
"Nye Langfjord Powerplant",65.4625,12.1997,,44252.0,
"Nye Osa Powerplant",60.472,8.46895,,215278.0,
"Nye Tafjord Powerplant",62.25,7.43333,,95679.0,
"Nye Tyin Powerplant",61.55,6.35,"Hydro",1722221,
"Nyebro Powerplant",56.9333,13.0667,,7308.0,
"Nyemanga Powerplant",-3.7707,29.5867,,6079.0,
"Nyfors Powerplant",63.5167,17.8167,,0.0,
"Nygard Bkk Powerplant",60.1,6.6333333,"Hydro",287037,
"Nygard Narvik Powerplant",68.475560608989,17.625567913055,"Hydro",111131,75
"Nygarden Larsson Powerplant",60.2783,15.9848,,1301.0,
"Nygardsfjellet-1 Powerplant",0.0,0.0,,14817.0,
"Nygardsfjellet-2 Powerplant",0.0,0.0,,0.0,
"Nygardsforsen Powerplant",58.95,12.6331,,0.0,
"Nyhammar Rebuild Powerplant",60.1496,15.1878,,3224.0,
"Nyhammaren Powerplant",58.9863,14.619,,353.0,
"Nyhamna Powerplant",62.2664,5.44608,,0.0,
"Nyirabuhombohonbo Powerplant",0.0,0.0,,0.0,
"Nyirbator Powerplant",47.83,22.13,,3859.0,
"Nyiregyhaza Powerplant",47.9533,21.7265,,149166.0,
"Nyishar Powerplant",0.0,0.0,,130.0,
"Nykarleby Powerplant",63.5333,22.5333,,1503.0,
"Nykobing Mors Powerplant",56.8,8.86,,21362.0,
"Nykobing Sjellands Powerplant",54.76,11.88,,9690.0,
"Nykroppa Powerplant",60.0167,13.6167,,0.0,
"Nykvarn Bladh Powerplant",60.2417,18.4167,,90.0,
"Nykvarn Powerplant",58.4167,15.6167,,1397.0,
"Nykvarns Powerplant",59.1833,17.4333,,727.0,
"Nylandsan Powerplant",63.1333,17.35,,2377.0,
"Nymans Plant Powerplant",57.7911,-152.406,,4582.0,
"Nymans Powerplant",57.7911,-152.4058,"Oil",169,10
"Nymboida Dam Powerplant",-29.71,152.94,"Hydro",19079,
"Nymburk Powerplant",50.1861,15.0417,,1484.0,
"Nymolla Powerplant",56.0411,14.469,,34787.0,
"Nyngan Powerplant",-31.5667,147.183,,0.0,
"Nyon Wwtp Powerplant",46.3832,6.23955,,738.49,
"Nyongbyon Powerplant",39.8133,125.804,,0.0,
"Nyp Hospital Powerplant",40.7856,-73.9809,,0.0,
"Nyribator Powerplant",47.8333,22.1333,,0.0,
"Nyrripi Powerplant",-22.6476,130.549,,124.0,
"Nysa Powerplant",50.473785170845,17.334365844727,"Hydro",265,
"Nyset Powerplant",61.24,7.7,,17222.0,
"Nyssa Factory Powerplant",43.754,-117.203,,14676.0,
"Nystad Heat Pump Powerplant",0.0,0.0,,37120.0,
"Nysted Biogas Powerplant",54.96667,9.916667,"Biogas",2387,
"Nysted Hansen Powerplant",54.6651,11.7343,,1224.0,
"Nysted Offshore Powerplant",56.841702,9.674066,"Wind",1292788,
"Nysted Skafte Powerplant",54.6651,11.7343,,1224.0,
"Nysum Powerplant",56.75,9.76667,,1604.0,
"Nytt Royrvatn Powerplant",67.5333333,15.2,"Hydro",12917,
"Nyu Mercer Street Powerplant",40.7143,-74.006,,0.0,
"Nyuksenitsa Powerplant",60.4128,44.2397,,0.0,
"Nyumba Ya Mungu Powerplant",-3.8167,37.4556,"Hydro",25009,8
"Nzilo-2 Powerplant",-4.35808,15.3011,,0.0,
"Nzoia Sugar Mill Powerplant",0.0633,33.9544,"Biomass",11560,3
"Nzoro Powerplant",3.0333,29.55,,7291.0,
"O'brien's Market Modesto Powerplant",37.6391,-120.997,,0.0,
"O'brien's Market Riverbank Powerplant",37.736,-120.935,,0.0,
"O'brien Biogas Iv Llc Powerplant",0.0,0.0,,0.0,
"O'brien Biogas Powerplant",40.4306,-74.4146,"Biogas",23642,
"O'brien Mill Powerplant",42.0675,-123.702,,13140.0,
"O'shaughnessy Powerplant",40.0525,-83.02,,14512.0,
"O-reusey Powerplant",12.4881,106.019,,0.0,
"O-vik Fanbyn Powerplant",63.3526,19.234,"Wind",34343,5
"O-vik Sjalnon Powerplant",63.33,19.16,"Wind",11448,
"O Chum Powerplant",13.7333,106.983,,3067.0,
"O Karraby Powerplant",55.8856056,13.1988761,"Wind",5203,
"O Mon-1 Powerplant",10.1167,105.633,,0.0,
"O Mon-2 Powerplant",10.1167,105.633,,0.0,
"O Mon-3 Powerplant",10.1167,105.633,,0.0,
"O Mon-4 Powerplant",10.1167,105.633,,0.0,
"O Ulslev Powerplant",54.7394,12.0085,,1224.0,
"O Viero Powerplant",0.0,0.0,,61867.0,
"Oahe Powerplant",44.4504,-100.3866,"Hydro",1600223,784
"Oahu Ual Powerplant",21.4389,-158.0,,394.0,
"Oak Bluffs Diesel Generating Facility Powerplant",41.4508,-70.5547,,1578.0,
"Oak Bluffs Powerplant",41.4508,-70.5547,"Oil",318,8.1
"Oak Creek (ca) Powerplant",35.026,-118.3562,"Wind",82133,34.5
"Oak Creek (co) Powerplant",40.275,-106.958,,0.0,
"Oak Creek (wi) Powerplant",42.8457,-87.8294,,6.13679e+06,1211.2
"Oak Creek Allco Powerplant",35.0525,-118.174,,0.0,
"Oak Creek Energy Systems Powerplant",35.0525,-118.174,,88805.0,
"Oak Flat Powerplant",39.9322,-121.0597,"Hydro",6307,1.4
"Oak Glen Powerplant",43.8666,-93.051,,0.0,
"Oak Grove (or) Powerplant",45.2434,-122.2799,"Hydro",187616,51
"Oak Grove (tx) Powerplant",32.8214,-95.3447,,0.0,
"Oak Lane Powerplant",43.6536,-97.7825,,210.0,
"Oak No 3 Powerplant",34.6937,135.502,,6040.0,
"Oak Orchard Powerplant",43.2058,-76.2128,,977.0,
"Oak Point Cogen Powerplant",29.8,-90.0083,,84952.0,
"Oak Point Oronite Powerplant",29.8549,-89.9906,,0.0,
"Oak Point Powerplant",40.85,-73.8667,,0.0,
"Oak Prairie Powerplant",40.6331,-89.3985,,0.0,
"Oak Ridge Landfill Powerplant",40.8028,-86.3678,"Landfill Gas",6373,
"Oak Ridge North Powerplant",30.3117,-95.4558,,4788.0,
"Oak Ridge Powerplant",40.8028,-86.3678,,26042.0,
"Oak Springs Hatchery Powerplant",45.1751,-121.081,,0.0,
"Oak Street Pumping Powerplant",40.6687,-74.1143,,0.0,
"Oak Valley Ac Powerplant",-30.0002,136.209,,165.0,
"Oakdale (ma) Powerplant",42.37,-71.7814,,9768.0,
"Oakdale Hershey Powerplant",37.7848,-120.773,,17127.0,
"Oakdale High School Powerplant",39.3604,-77.3228,,0.0,
"Oakdale Power Station Powerplant",42.3864,-71.8031,,11163.0,
"Oakdale Powerplant",40.6564,-86.7528,"Hydro",33431,11.8
"Oakdale Shaffer Powerplant",37.7848,-120.773,,26.0,
"Oakey Powerplant",-27.43333,151.7167,"Natural Gas",307192,
"Oakfield Center Powerplant",34.5591,-94.2188,,56.0,
"Oakfield Cyr Powerplant",46.1057,-68.0971,,13.0,
"Oakfield Gypsum Powerplant",43.0854,-78.2763,,27933.0,
"Oakfield School Powerplant",52.9536,-1.15047,,0.0,
"Oakfield Wind Powerplant",46.0989408,-68.1500246,"Wind",0,
"Oakland (ca) Powerplant",37.7963,-122.2802,"Oil",15934,223.5
"Oakland Dam Powerplant",40.44194,-79.96278,"Hydro",4940,
"Oakland Estee Lauder Powerplant",41.013,-74.2647,,590.0,
"Oakland Hub Powerplant",37.8044,-122.271,,889.0,
"Oakland Ymca Powerplant",37.7935,-122.163,,196.0,
"Oaklands Hill Powerplant",-37.6333,142.55,,0.0,
"Oaklands Powerplant",54.6427,-6.81709,,0.0,
"Oaklea Farms Powerplant",44.841,-122.871,,0.0,
"Oakley Court Hotel Powerplant",51.4833,-0.6,,431.0,
"Oakley Powerplant",39.1214,-100.8531,"Natural Gas",373,8
"Oakley Radback Powerplant",37.9974,-121.712,,0.0,
"Oakley Swafford Powerplant",37.9884,-121.691,,5.0,
"Oakville Assembly Powerplant",43.4501,-79.6829,,237.77,
"Oakwood Annapolis Powerplant",42.2773,-83.3877,,1626.0,
"Oakwood Heritage Powerplant",42.2917,-83.2119,,1626.0,5.0
"Oakwood Hospital Powerplant",42.2917,-83.2119,"Oil",1424,5
"Oakwood Southshore Powerplant",42.1337,-83.2178,,1138.0,
"Oaky Creek Colliery Powerplant",-23.0353,148.349,,19986.0,
"Oaky Dam Powerplant",-30.5166667,151.65,"Hydro",9150,
"Oami Powerplant",36.8833,137.883,,23551.0,
"Oasi Wwf Penne Powerplant",42.4538,13.9299,,6.0155,
"Oasis Powerplant",35.0833,-118.3333,"Wind",394,60
"Oasis Water Park Powerplant",33.8773,-116.564,,223.0,
"Oasis Wind Powerplant",35.0833,-118.3333,"Wind",162130,
"Oasis Yu Yu Land Powerplant",40.8221,140.747,,252.0,
"Oaxaca Ii-iv Powerplant",0.0,0.0,,0.0,
"Oaxaca Santo Domingo Powerplant",15.8436,-96.6772,,0.0,
"Oaxaca Wtg Powerplant",16.4333,-95.0167,,0.0,
"Obajana Cement Plant Powerplant",7.9167,6.4333,,84717.0,
"Obara Powerplant",35.1801883,136.9065647,,86298,
"Obari Powerplant",26.3385,17.2688,,53460.0,
"Obascoca Powerplant",43.8297,17.8761,,0.0,
"Obatan Mine Powerplant",6.45335,-1.57741,,0.0,
"Obdam Greenhouse Powerplant",52.68333,4.9,"Natural Gas",3859,
"Obednicka Loc 261 Powerplant",0.0,0.0,,0.0,
"Ober-beerbach Powerplant",49.76472,8.684722,"Wind",5219,
"Obera Powerplant",-27.4833,-55.1333,,20712.0,
"Oberachernfaden Powerplant",51.1657,10.4515,,209.0,
"Oberalbertsdorf Powerplant",50.7551,12.3233,,652.0,
"Oberallgau Powerplant",0.0,0.0,,3871.9,
"Oberalp Powerplant",46.7739,8.60252,,6173.0,
"Oberambach Powerplant",47.8667,11.35,,8698.0,
"Oberaudorf-ebbs Powerplant",47.663163636364,12.113709090909,"Hydro",120753,30
"Oberauwasser Powerplant",48.1374,11.5755,,417.0,
"Oberberg Powerplant",48.8333,12.9667,,16619.0,
"Oberbruch Powerplant",51.0667,6.08333,,58956.0,
"Oberding Powerplant",48.1167,8.26667,,133.0,
"Oberdorf Amiet Powerplant",46.5714,9.3654,,210.0,
"Oberdorf Kayser Powerplant",46.969,8.45791,,81.316,
"Obere Schlagweidmuhle Powerplant",48.5851,9.76521,,71.677,
"Obere Sill Powerplant",0.0,0.0,,128410.0,
"Obere Sill Zwischen Kw Powerplant",0.0,0.0,,9546.5,
"Oberegg Powerplant",47.95,10.45,,2085.0,
"Oberelchingen Powerplant",48.45,10.08333,"Hydro",17724,
"Oberems Powerplant",46.2815,7.69531,,18749.0,
"Oberende Powerplant",53.1333,8.91667,,0.0,
"Oberense Powerplant",51.5086,7.99826,,1450.0,
"Oberer Vomperbach Powerplant",47.5162,14.5501,,27550.0,
"Oberes Tal Powerplant",48.5833,8.6,,227.0,
"Oberesslingen Powerplant",48.73333,9.333333,"Hydro",3981,
"Oberfohring Powerplant",48.16667,11.63333,"Hydro",0,
"Obergoms-1 Powerplant",46.2815,7.69531,,0.0,
"Obergoms-2 Powerplant",46.2815,7.69531,,0.0,
"Obergrafenhain Powerplant",50.9833,12.7167,,5219.0,
"Oberhausen Mva Powerplant",51.4667,6.85,,129677.0,
"Oberhausen Powerplant",51.4666667,6.85,"Natural Gas",82382,
"Oberhausgraben Powerplant",47.3833333,13.75,"Hydro",1820,
"Oberhavel Powerplant",52.5244,13.4105,,1.26393e+06,
"Oberhessische Kwk Powerplant",50.6521,9.16244,,4003.0,
"Oberhonnefeld Mill Powerplant",50.5527,7.51463,,16682.0,
"Oberhorbach Powerplant",48.5146415,13.1059342,"Solar Radiation",4092,
"Oberilzmuhle Powerplant",48.5712,13.449,,7393.0,
"Oberkirch Powerplant",48.5324,8.07864,,333191.0,
"Oberlin (2933) Powerplant",41.2836,-82.2194,,0.0,
"Oberlin (ks) Powerplant",39.8217,-100.529,,16.0,6.9
"Oberlin (oh) Powerplant",41.2836,-82.2194,"Natural Gas",133,20.4
"Oberlin Ajlc Powerplant",41.2939,-82.2174,,0.0,
"Obermatt-neben Powerplant",0.0,0.0,,1970.6,
"Obermatt-zwingen Powerplant",0.0,0.0,,1226.2,
"Obermatt Powerplant",47.08,8.26,,67908.0,
"Obermattli Powerplant",46.9009,8.27652,,0.0,
"Obermaubach Powerplant",50.7167,6.45,,1213.0,
"Obermooweiler Powerplant",47.65,9.8,,494.0,
"Obermoschel Powerplant",49.7333,7.76667,,2899.0,
"Obermuhle Powerplant",48.1752,11.2596,,2459.0,
"Obernach Powerplant",47.56667,11.3,"Hydro",24264,
"Obernau Powerplant",50.7833,7.61667,,15.0,
"Obernbreit Powerplant",49.6586,10.1642,,0.0,
"Obernburg Powerplant",47.891890909091,12.152981818182,"Natural Gas",12366,64
"Oberndorf Powerplant",48.05,15.2167,,3335.0,
"Oberngrub Powerplant",49.85,11.1167,,21744.0,
"Oberoi Hotel Powerplant",27.18,78.01,,5370.0,
"Oberostendorf Powerplant",47.9333,10.75,,0.0,
"Oberotterbach Powerplant",49.0704,7.96955,,0.0,
"Oberotzdorf Powerplant",48.5831056,13.7068027,"Solar Radiation",3684,
"Oberpeiching Powerplant",48.66667,10.9,"Hydro",23317,
"Oberpierscheid Powerplant",50.0667,6.36667,,725.0,
"Oberpullendorf Powerplant",47.5035,16.5045,,19777.0,
"Oberrhein Powerplant",48.15,8.8666667,"Solar Radiation",1099,
"Oberrickenbach Powerplant",46.8833,8.41667,,11432.0,
"Oberriexingen Rebuild Powerplant",48.6616,9.35013,,720.0,
"Oberrodham Powerplant",48.33333,13.66667,"Wind",7320,
"Oberschmitten Powerplant",50.4167,9.0,,30808.0,
"Oberscholven Powerplant",50.8667,7.95,,0.0,
"Oberseifersdorf Powerplant",50.95,14.8,,4639.0,
"Oberstaufen Powerplant",47.55,10.0333,,1361.0,
"Oberstdorf Powerplant",47.4,10.2833,,1901.0,
"Oberstetten Plant Powerplant",50.1935,8.1002,,18303.0,
"Oberstrahlbach Evn Powerplant",48.6344,15.1156,,11091.0,
"Oberstrahlbach Web Powerplant",48.634383384814,15.115556716919,"Wind",6655,
"Oberstufe Powerplant",46.8631,12.1044,,1418.0,
"Oberterzen Powerplant",47.1023,9.25941,,7168.7,
"Oberthal-gronig Powerplant",51.1657,10.4515,,1062.0,
"Obertsrot Powerplant",48.75,8.35,,52838.0,
"Obertsrot Works Powerplant",48.7667,8.33333,,22637.0,
"Oberturkheim Powerplant",48.7642,9.26791,,7772.0,
"Obervellach Powerplant",46.6335,13.3955,,56381.0,
"Obervermunt Powerplant",46.9667,10.05,,92901.0,
"Oberviechtach Powerplant",49.4667,12.4167,,458.31,
"Obervogau Powerplant",46.745,15.58472,"Hydro",47956,
"Oberwallenstadt Powerplant",50.15,11.0833,,940.0,
"Oberwart Powerplant",47.2833,16.2,,0.0,
"Oberwohr Powerplant",47.86,12.15,,2320.0,
"Oberzeiring Powerplant",47.25,14.48333,"Wind",71167,
"Obhausen Powerplant",51.4,11.6667,,82357.0,
"Obi Baumarkt Powerplant",51.22,6.89,,536.0,
"Obi Bensheim Powerplant",49.6803,8.61611,,152.0,
"Obi Berlin Powerplant",52.5244,13.4105,,152.0,
"Obi Offenburg Powerplant",48.48,7.95,,95.0,
"Obiafu-obrikom Gas Plant Powerplant",5.3435,6.65321,,96127.0,
"Obidos Powerplant",-1.91,-55.51,,2005.0,
"Obihiro Factory Powerplant",42.93,143.16,,9841.0,
"Obihiro Powerplant",42.9172,143.204,,2612.0,
"Obira-1 Powerplant",42.71667,143.0333,"Wind",20603,
"Obira-2 Powerplant",42.7167,143.033,,3480.0,
"Obite Gas Plant Powerplant",5.2,7.0833,,15660.0,
"Obock Powerplant",11.9631,43.2906,,0.0,
"Obra Hydel Powerplant",24.440104845515,82.966934144497,"Hydro",300467,99
"Obra Powerplant",24.445603811743,82.979969680309,"Coal",9266822,1300
"Obreja Powerplant",45.9432,24.9668,,601.0,
"Obrigheim Biomass Powerplant",49.59222,8.204444,"Biomass",0,
"Obristvi Powerplant",50.2962,14.4784,,3780.0,
"Obritzberg Powerplant",48.2833,15.5833,,86510.0,
"Obrovac Zd2 Powerplant",44.1318,15.4557,,0.0,
"Obruk Dam Powerplant",40.5505556,34.9555556,"Hydro",0,212.4
"Obuchi Powerplant",33.5904,130.402,,12953.0,
"Obuda Powerplant",47.55,19.0333,,129447.0,
"Ocala Biogas Powerplant",29.1872,-82.1401,,0.0,
"Ocana Anemoi Powerplant",39.9578,-3.4982,,5405.6,
"Ocana Canar Powerplant",-2.48262,-78.9797,,0.0,
"Ocana Powerplant",41.95,8.933333,"Hydro",15612,16
"Ocana Toledo Powerplant",39.9578,-3.4982,,4759.5,
"Occum Powerplant",41.5523,-72.0921,,2233.0,
"Ocean City (nj)-1 Powerplant",39.2776,-74.5746,,0.0,
"Ocean City (nj)-2 Powerplant",39.2776,-74.5746,,0.0,
"Ocean County Landfill Powerplant",40.0081,-74.3306,,35751.0,
"Ocean Falls Powerplant",52.349652247,-127.70330179,"Hydro",128250,14.5
"Ocean Hotel Powerplant",28.56,108.33,,364.0,
"Ocean Peaking Powerplant",40.0606,-74.1672,"Natural Gas",208629,383
"Ocean Shores Associates Powerplant",42.4642,-70.9719,,196.0,
"Ocean Sky Powerplant",-0.789275,113.921,,235850.0,
"Ocean State-1 Powerplant",41.9656539,-71.6745112,"Natural Gas",471574,254.2
"Ocean State-2 Powerplant",42.0099,-71.6701,"Natural Gas",488044,254.2
"Ocean State Power Ii Powerplant",42.0099,-71.6701,,539410.0,
"Oceana Wind Farm Powerplant",43.7864099,-86.2361744,"Wind",0,
"Oceanic Time Warner Powerplant",21.45,-158.001,,0.0,
"Oceanium Powerplant",51.9283,4.4446,,1176.0,
"Oceanside (ny) Powerplant",40.6332,-73.6369,"Biogas",9316,
"Oceanside Police Dept Powerplant",33.2015,-117.352,,10.0,
"Ochakiv Powerplant",46.64108,31.77121,"Wind",0,
"Ochandauri Powerplant",42.5253,-3.00415,,803.97,
"Ochtersum Biogas Powerplant",52.1344,9.94228,,0.0,
"Ochtmerslben Powerplant",52.16667,11.41667,"Wind",8698,
"Ochtrup Eithoff Powerplant",52.2167,7.18333,,348.0,
"Ochtrup Feldevert Powerplant",52.2167,7.18333,,783.0,
"Ochtrup Gwp Powerplant",52.28,8.05,"Wind",11597,
"Ockendon Landfill Powerplant",0,0,"Landfill Gas",25469,
"Ocloyas Powerplant",0.0,0.0,,41.0,
"Ocna Mures Plant Powerplant",46.3833,23.85,,28187.0,
"Ocoa Inrh Powerplant",18.5482,-70.5016,,3061.0,
"Ocoa Powerplant",4.15,-73.65,,84795.0,
"Ocoee One Powerplant",35.0947,-84.6478,,53024.0,
"Ocoee Three Powerplant",35.075,-84.4833,,80374.0,
"Ocoee Two Powerplant",35.0831,-84.4911,,64188.0,
"Ocona Powerplant",-16.4308,-73.1069,,0.0,
"Ocona Sur Oeste Powerplant",-16.43,-73.1,,489.0,
"Oconee County Hs Powerplant",33.8629,-83.4088,,0.0,
"Oconee Powerplant",34.7939,-82.8986,"Nuclear",19000000,2666.7
"Oconto Falls Lower Powerplant",44.8719,-88.1439,"Hydro",5582,2
"Oconto Falls Powerplant",44.8764,-88.1475,"Hydro",8418,1.1
"Oconto Falls Upper Powerplant",44.8764,-88.1475,,4865.0,
"Ocotepeque Powerplant",14.4333,-89.1833,,1342.0,
"Ocotillo Express Powerplant",32.7387,-115.994,,0.0,
"Ocotillo Powerplant",33.4225,-111.9122,"Natural Gas",182732,334
"Ocotillo Wind Powerplant",32.25028,-101.4783,"Wind",0,
"Ocquier Powerplant",50.64,5.57,,2.0,
"Ocracoke Powerplant",35.1086,-75.9825,,0.0,
"Ocreal Powerplant",43.67422,4.079735,"Municipal Solid Waste",28064,10
"Ocros Powerplant",-10.4,-77.4,,1795.0,
"Odagiri Powerplant",36.6514,138.181,,15140.0,
"Odaiba Wwtp Powerplant",35.6894875,139.6917064,"Biogas",1860,
"Odaira Powerplant",36.3907,139.06,,61737.0,
"Odak Powerplant",4.807294,100.8000051,"Hydro",11167,
"Odanozawa Powerplant",40.8221,140.747,,90485.0,
"Odarka Stureholms Powerplant",56.1,12.73,,1301.0,
"Odate Nissho Powerplant",39.7167,140.117,,2571.0,
"Odayeri Landfill Powerplant",41.1576,28.9175,,80188.0,
"Odc Wind Powerplant",42.7402,-86.1039,"Wind",13,
"Odcombe Landfill Powerplant",55.378051,-3.435973,"Landfill Gas",640,
"Odda Powerplant",60.0691,6.54565,,0.0,
"Odder Powerplant",55.96,10.16,,1224.0,
"Oddesund Powerplant",56.5667,8.56667,,23873.0,
"Odell Creek Powerplant",45.52,-121.596,,628.0,
"Odendorf Biogas Powerplant",0.0,0.0,,4168.1,
"Odense Bog Powerplant",55.3959,10.3883,,1367.0,
"Odense Harbour Powerplant",55.3959,10.3883,,9945.0,
"Odense Wte Powerplant",55.42905,10.40437,"Municipal Solid Waste",25000000,24
"Odensfors Powerplant",58.3191,15.2532,,20506.0,
"Odensvi Powerplant",58.3454,15.5198,,3009.0,
"Odertalsperre Powerplant",51.6667,10.5333,,12056.0,
"Oderzo Powerplant",45.78,12.4881,,98.0,
"Odessa/ector Powerplant",31.8378,-102.3278,"Natural Gas",4272831,1135.2
"Odessa (mo) Powerplant",38.9976177,-93.9664213,"Oil",144,3
"Odessa Ector Generating Station Powerplant",31.8378,-102.328,,3.0989e+06,
"Odessa Eti Powerplant",45.45,28.2833,,0.0,
"Odessa Igcc Powerplant",31.7399,-102.592,,0.0,
"Odessa Powerplant",46.504039881763,30.714208781719,"Natural Gas",0,68
"Odin Powerplant",43.9007,-94.7899,,0.0,
"Odina Powerplant",41.6,1.65,,0.0,
"Odivelas Powerplant",38.1682,-8.14755,,0.0,
"Odokoro Powerplant",38.1667,140.9,,22710.0,
"Odokorogawa Daiichi Powerplant",36.2048,138.253,,25233.0,
"Odokorogawa Daini Powerplant",36.2048,138.253,,47102.0,
"Odokorogawa Daisan Powerplant",36.2048,138.253,,16318.0,
