"plant_name","latitude","longitude","fuel_used","OutputMWh","elec_capacity_MW"
"Odra Privoz Gg Powerplant",0.0,0.0,,1609.5,
"Odvoz Wte Powerplant",48.148164039148,17.106742858887,"Municipal Solid Waste",21770,
"Odwalla Plant Powerplant",36.5433,-119.387,,0.0,
"Odyssey Academy Powerplant",43.2097,-77.6933,,454.0,
"Odzaci Plant Powerplant",45.5127,19.269,,1323.0,
"Oe Honke Powerplant",43.0646,141.347,,1117.0,
"Oe Osterende Powerplant",53.55,8.58333,,8698.0,
"Oederlin Rebuild Powerplant",47.4875,8.29652,,274.0,
"Oederquart Denker Powerplant",52.6367,9.84508,,8698.0,
"Oederquart Powerplant",53.8,9.25,,21744.0,
"Oehna Powerplant",51.9333,13.0333,,0.0,
"Oeiras Do Para Powerplant",-1.96667,-49.85,,428.0,
"Oelde-menninghausen Powerplant",51.8167,8.15,,8263.0,
"Oelde Seeba Powerplant",51.8167,8.15,,1282.2,
"Oelersee Powerplant",52.33,10.23,"Wind",77410,
"Oelsig Powerplant",51.6833,13.3667,,16205.0,
"Oer-erkenschwick 1 Powerplant",51.6333333,7.25,"Wind",464,
"Oer-erkenschwick 2 Powerplant",51.6333,7.25,,0.0,
"Oer-erkenschwick Barfuss Powerplant",51.6333,7.25,,16279.0,
"Oer-erkenschwick Powerplant",51.6333,7.25,,29639.0,
"Oerel Powerplant",53.4833,9.05,,20875.0,
"Oerlinghausen Biomass Powerplant",51.9545,8.6622,,0.0,
"Oerlinghausen Powerplant",51.97,8.66,,28093.0,
"Oesa Barcelona Powerplant",41.3888,2.15899,,2791.0,
"Oesco Powerplant",36.1486,-5.35937,,11563.0,
"Oesterwurth Powerplant",0.0,0.0,,1353.3,
"Oettingen Powerplant",48.95,10.6,,293.0,
"Oevenum/fohr Powerplant",54.7099937,8.5310395,"Wind",3624,
"Offda Plant Powerplant",42.9333,13.6833,,734.0,
"Offenbach (pe) Powerplant",51.1657,10.4515,,12511.0,
"Offenbach Powerplant",50.1,8.76667,,0.0,
"Offenburg Burda Powerplant",48.4833,7.93333,,15043.0,
"Offenburg Hospital Powerplant",48.4833,7.93333,,4457.0,
"Offenburg Powerplant",48.4833,7.93333,,15262.0,
"Offensee-1 Powerplant",47.75,13.8333,,9610.0,
"Offensee-2 Powerplant",47.75,13.8333,,4965.0,
"Offervatn Powerplant",70.5667,27.0167,,0.0,
"Offham Landfill Powerplant",51.28333,0.3666667,"Landfill Gas",2555,
"Office Of Tomorrow Powerplant",51.5,-0.316667,,0.0,
"Offingen Powerplant",48.48333,10.36667,"Hydro",13933,
"Offlaga Powerplant",45.5248,10.2273,,0.0,
"Offshore Systems Powerplant",52.0969,-173.501,,586.0,
"Offstein Mill Powerplant",49.6061,8.23806,,69625.0,
"Oftedal-ii Powerplant",58.6626,6.71694,,25300.0,
"Oftringen Mill Powerplant",47.3167,7.91667,,15767.0,
"Oftringen Powerplant",47.31,7.91,,20898.0,
"Ofu Powerplant",-14.1753,-169.678,,282.0,
"Ofuna Plant Powerplant",35.4475,139.642,,139.0,
"Ofuna Service Center Powerplant",35.4475,139.642,,97.0,
"Og Kurmark-unifrut Powerplant",0.0,0.0,,1680.4,
"Oga Powerplant",39.95,139.717,,0.0,
"Ogai Powerplant",36.1667,138.933,,17159.0,
"Ogaki Factory Powerplant",35.3594,136.613,,1893.0,
"Ogaki Plant Powerplant",35.4233,136.761,,2649.0,
"Ogami Powerplant",35.35,136.617,,25233.0,
"Ogamigo Powerplant",35.4233,136.761,,33644.0,
"Ogasawara Chichjima Powerplant",35.6895,139.692,,1377.0,
"Ogasawara Hahajima Powerplant",35.6895,139.692,,125.0,
"Ogata Powerplant",40.0178,139.96,,84.0,
"Ogawa Powerplant",36.05,139.267,,13458.0,
"Ogbogbo Powerplant",7.5477,7.3094,,0.0,
"Ogc Kita Branch Powerplant",34.6937,135.502,,548.0,
"Ogc Kyoto Branch Powerplant",35.0211,135.754,,548.0,
"Ogc Sakai Branch Powerplant",34.6937,135.502,,548.0,
"Ogc Tech Center Powerplant",34.6937,135.502,,618.0,
"Ogc Tobu Branch Powerplant",34.6937,135.502,,551.0,
"Ogden Powerplant",42.0372,-94.0462,"Oil",373,3.9
"Ogden Wwtp Powerplant",41.223,-111.974,,0.0,
"Ogdensburg Ase Powerplant",44.6942,-75.4863,,0.0,
"Ogdensburg Dam Powerplant",44.7176,-75.3859,"Hydro",10256,
"Ogdensburg Energy Powerplant",44.6942,-75.4863,,96314.0,
"Ogdensburg Ind Park Powerplant",44.7176,-75.3859,,6386.0,
"Ogdensburg Nichols Powerplant",44.7176,-75.3859,,274.0,
"Ogdensburg Power Powerplant",44.7258,-75.4417,,0.0,
"Ogdensburg Powerplant",44.7053,-75.4881,,11829.0,
"Oghareki Powerplant",5.9477,5.63675,,0.0,
"Ogihara Dte Powerplant",42.6072,-83.9293,,1869.0,
"Ogiri Nsc Powerplant",0.0,0.0,,1752.0,
"Ogiri Powerplant",31.7410266,130.7631335,"Geothermal",262800,30
"Oglesby Powerplant",41.2906,-89.0706,"Natural Gas",567,70
"Ogna Inferiore Powerplant",45.9047,9.93085,,3638.6,
"Ogna Superiore Powerplant",45.9,9.93333,,1785.9,
"Ogochi Reservoir Powerplant",35.8095,139.096,,806.0,
"Ogodzha Powerplant",52.767814153504,132.53957748413,"Coal",79866,
"Ogonfagnaden Powerplant",0.0,0.0,,0.0,
"Ogosta Reservoir Powerplant",43.4086,23.2257,,8111.0,
"Ogre Chp Powerplant",56.81,24.6,,1066.0,
"Ogreyfoss Powerplant",60.472,8.46895,,56451.0,
"Ogrezeni Powerplant",44.41972,25.76833,"Hydro",1983,
"Oguchigawa Daini Powerplant",36.696,137.214,,35495.0,
"Oguchigawa Daisan Powerplant",36.696,137.214,,30112.0,
"Oguni Epdc Powerplant",33.1216,131.068,,0.0,
"Oguro Powerplant",35.5167,135.517,,1901.0,
"Oguta Powerplant",5.7,6.8,,0.0,
"Ohaaki Powerplant",-38.526944,176.291944,"Geothermal",1017912,70
"Ohakuri Powerplant",-38.1368478,176.2497461,"Hydro",703565,112
"Ohashi Powerplant",33.770278,133.336667,"Hydro",8949,
"Ohau Powerplant",-45.75,170.5666667,"Hydro",3082286,688
"Ohbari Powerplant",35.9833,140.05,,13172.0,
"Ohdairanuma Powerplant",36.2048,138.253,,1035.0,
"Ohdo Powerplant",33.6167,133.167,,55513.0,
"Ohe Ii Powerplant",51.4833,11.7833,,8698.0,
"Ohe Mill Powerplant",36.2048,138.253,,0.0,
"Ohe Works Powerplant",36.2048,138.253,,377933.0,
"Ohfunato Plant Powerplant",39.0717,141.717,,207380.0,
"Ohgaki Plant Powerplant",35.4233,136.761,,2335.0,
"Ohgishima Terminal Powerplant",35.477713,139.705212,"Natural Gas",0,814.2
"Ohi Powerplant",35.5405,135.652,"Nuclear",27000000,4710
"Ohio Falls Powerplant",38.2832,-85.7792,"Hydro",216002,85.2
"Ohio University Powerplant",39.3214,-82.1011,,98.0,1.0
"Ohira Powerplant",32.5074371,130.6017433,"Hydro",861295,500
"Ohishi Powerplant",39.2833333,141.7166667,"Hydro",19345,
"Ohl-grunscheid Powerplant",51.1657,10.4515,,2275.0,
"Ohlendorf Powerplant",52.06667,10.45,"Wind",28993,
"Ohm-solar Powerplant",39.5349,-119.753,,0.0,
"Ohma Powerplant",41.5267705,140.9074381,"Nuclear",0,1383
"Ohne Powerplant",52.2667,7.28333,,232.0,
"Ohno Powerplant",36.204824,138.252924,"Hydro",2675,
"Ohnogo Tostem Powerplant",36.3418,140.447,,2179.0,
"Ohotnikovo Powerplant",45.28235,33.6011,"Solar Radiation",0,83
"Ohrnberg Powerplant",49.25,9.45667,,1460.0,
"Ohshika Daini Powerplant",36.6485,138.194,,8697.0,
"Ohtaki Powerplant",35.9645,138.218,,18168.0,
"Ohyodo Daini Powerplant",36.2048,138.253,,91420.0,
"Ohyu Powerplant",43.7347,141.34,,1918.0,
"Ohzaso Powerplant",36.2048,138.253,,20018.0,
"Oi Powerplant",35.615,139.756667,"Fuel Oil",1680495,1050
"Oiesti Powerplant",45.943161,24.96676,"Hydro",45067,
"Oigawa Powerplant",35.164631,138.142656,"Hydro",118596,
"Oike Daiichi Powerplant",36.2048,138.253,,8075.0,
"Oike Daini1 Powerplant",36.2048,138.253,,17663.0,
"Oildale Cogen Powerplant",35.4236,-119.0596,"Natural Gas",367490,42.2
"Oildale Mac Powerplant",35.4197,-119.019,,67.0,
"Oilmill Powerplant",0.0,0.0,,0.0,
"Oinne-river Powerplant",0.0,0.0,,4435.0,
"Oishida Mine Powerplant",38.2554,140.34,,1717.0,
"Oiso Rubber Powerplant",35.6047,140.123,,264.0,
"Oita (ojep) Powerplant",33.2381,131.613,,577764.0,
"Oita Factory Powerplant",33.2396,131.609,,32250.0,
"Oita Hospital Powerplant",33.2396,131.609,,3167.0,
"Oita Ipp Powerplant",33.2396,131.609,,1.40336e+06,
"Oita Mill Powerplant",33.2396,131.609,,7549.0,
"Oita Miso Powerplant",33.2396,131.609,,2103.0,
"Oita Niho Miso Powerplant",33.2396,131.609,,149.0,
"Oita Plant Nakaya Powerplant",33.2396,131.609,,3444.0,
"Oita Powerplant",33.18,131.5,,582563.0,
"Oita Refinery Powerplant",33.25,131.5,,176408.0,
"Oita Shoyu Coop Powerplant",33.2396,131.609,,1276.0,
"Oita Tsurusaki Powerplant",33.2396,131.609,,221704.0,
"Oita Works Powerplant",33.2372,131.604,,89023.0,
"Oiwake-souran Powerplant",39.2,141.18,,5568.0,
"Oiz Bizkaia Powerplant",43.16667,-2.566667,"Natural Gas",52131,755
"Oiz Navarra Powerplant",43.131,-1.66885,,1093.0,
"Ojeforsen Powerplant",60.8086788,13.8529324,"Hydro",121658,27
"Ojer Y Marcos Powerplant",42.61666,-1.95,"Hydro",383,0.35
"Oji New Powerplant",5.9167,9.1,,0.0,
"Oji Plant Powerplant",35.6895,139.692,,348.0,
"Oji River Powerplant",6.1392,7.3714,,138544.0,
"Ojikagawa Daiichi Powerplant",35.5011,134.235,,16402.0,
"Ojiya Powerplant",37.3,138.8,,231305.0,
"Ojorice Powerplant",41.1794,20.315,,788.4,
"Ojos Albos Powerplant",40.7167,-4.51667,,29684.0,
"Ojos De Agua Powerplant",-34.9,-71.2833,,0.0,
"Ojungdong Shingdonga Apt Powerplant",0.0,0.0,,0.0,
"Ok-2 Powerplant",58.6706,17.1015,,8569.0,
"Ok-3 Powerplant",58.6706,17.1015,,43671.0,
"Ok Menga Powerplant",-5.38333,141.283,,232550.0,
"Ok Produce Powerplant",36.7496,-119.789,,227.0,
"Okajima Sports Center Powerplant",35.6642,138.568,,42.0,
"Okami Powerplant",41.9252,44.4257,,0.0,
"Okanagan College Powerplant",49.4806,-119.586,,0.0,
"Okara Powerplant",30.8081,73.4458,,0.0,
"Okatomi Asahi Powerplant",32.5833,131.667,,2179.0,
"Okawachi Powerplant",32.36666,131.15,"Hydro",2153237,1280
"Okawara Powerplant",0.0,0.0,,36444.0,
"Okayama Chuo Powerplant",34.6617,133.935,,10694.0,
"Okayama Daikin Powerplant",34.6551,133.92,,1065.0,
"Okayama Dowa Powerplant",34.6551,133.92,,59635.0,
"Okayama Gas Powerplant",34.6617,133.935,,564.0,
"Okayama Health Center Powerplant",34.6551,133.92,,841.0,
"Okayama Health Land Powerplant",34.6551,133.92,,1702.0,
"Okayama Jec Powerplant",34.6617,133.935,,73428.0,
"Okayama Kabaya Powerplant",34.6551,133.92,,4555.0,
"Okayama Kuraray Powerplant",34.6551,133.92,,215764.0,
"Okayama Kurashiki Powerplant",34.6551,133.92,,11737.0,
"Okayama Mmmm Powerplant",34.6551,133.92,,1867.0,
"Okayama Morishita Kagaku Powerplant",34.6551,133.92,,538.0,
"Okayama Moritetu Denki Powerplant",34.6551,133.92,,1514.0,
"Okayama Sugar Plant Powerplant",34.6551,133.92,,5833.0,
"Okayama Taisei Powerplant",34.6551,133.92,,2608.0,
"Okayama Teikoku Powerplant",34.6551,133.92,,10260.0,
"Okayama Teyka Powerplant",34.6669,133.918,,10260.0,
"Okazaki Baking Powerplant",35.1802,136.907,,153.0,
"Okazaki City Plant Powerplant",34.9167,137.15,,5905.0,
"Okazaki Plant Unitika Powerplant",35.1802,136.907,,7568.0,
"Okazaki Toray Powerplant",34.95,137.167,,9689.0,
"Okc Foods Powerplant",35.4233,136.761,,145.0,
"Okeler Burch Powerplant",51.71667,12.71667,"Wind",33342,
"Okertal Powerplant",51.1657,10.4515,,834.0,
"Okertalsperre Powerplant",51.8667,10.4833,,7848.0,
"Okha Madhi Powerplant",22.46667,69.08334,"Wind",3947,
"Okha Powerplant",22.46667,69.08334,"Wind",658,
"Okha Treatment Plant Powerplant",53.57686821334,142.92435050011,"Diesel Oil",10136,
"Okhaldhunga Powerplant",27.3103,86.505,,525.0,
"Okhinskaya Tet Powerplant",53.573368749575,142.91049957275,"Natural Gas",341427,84
"Okhult Wind Powerplant",56.51206531648,13.043711185455,"Wind",67219,
"Oki-shoto Powerplant",36.25,133.25,"Wind",12529,
"Okinawa Nago Hospital Powerplant",26.2124,127.681,,1689.0,
"Okinawa Youth Assoc Powerplant",26.2124,127.681,,593.0,
"Okiura Powerplant",34.2133,132.893,,3667.0,
"Okkobe Powerplant",43.0646,141.347,,4176.0,
"Oklahoma City Dhs Powerplant",35.4676,-97.5164,,0.0,
"Oklahoma Wind Powerplant",36.5797,-99.2868,"Wind",288907,102
"Oklaunion Powerplant",34.0825,-99.1753,"Coal",4473120,720
"Okoliene Powerplant",49.0833,19.6167,,1620.0,
"Okondja Powerplant",-0.65487,13.6753,,0.0,
"Okotec Building Powerplant",52.5244,13.4105,,9.0,
"Okoy Powerplant",9.28194,123.245,,0.0,
"Okpai Powerplant",5.7167,6.6,,1.19884e+06,
"Oksava Powerplant",63.7486,25.318,,12452.0,
"Oksbol Powerplant",55.63,8.28,,10044.0,
"Oksebotn Powerplant",60.62296,6.42286,"Hydro",54537,
"Oksefjell Powerplant",58.3167,6.95,,0.0,
"Oksibil River Powerplant",0.0,0.0,,0.0,
"Oksla Powerplant",60.6,7.033333,"Hydro",1028548,
"Oksland Powerplant",61.2204,6.07494,,0.0,
"Oksu Hyundai Apt Powerplant",0.0,0.0,,0.0,
"Oksu Kukdong Green Apt Powerplant",0.0,0.0,,0.0,
"Oku Kiyotsu Powerplant",37.9161924,139.0364126,"Hydro",2691547,600
"Oku Niikappu Powerplant",43.0646,141.347,,80746.0,
"Oku Tataragi Powerplant",34.6912688,135.1830706,"Hydro",3250043,1932
"Oku Yoshino Powerplant",34.0104148,135.8279734,"Hydro",2089313,1206
"Okuizumi Powerplant",36.2048,138.253,,158128.0,
"Okukiso Powerplant",36.6485,138.194,,8411.0,
"Okumino Powerplant",35.4830469,136.6787656,"Hydro",2523325,1500
"Okumiomote Powerplant",37.9162,139.036,,0.0,
"Okuno Asahikawa Powerplant",43.0646,141.347,,264.0,
"Okuno Kushiro Powerplant",43.0646,141.347,,130.0,
"Okura Chukin Powerplant",34.6937,135.502,,270.0,
"Okura Hotel Marugame Powerplant",34.3401,134.043,,528.0,
"Okura Industrial Powerplant",34.3401,134.043,,993.0,
"Okuru Powerplant",-42.4064,171.691,,4.0,
"Okusaru Powerplant",42.1683,139.518,,25233.0,
"Okushiri Powerplant",42.1683,139.518,,1806.0,
"Okutadami Dam Powerplant",37.0241455,139.3889446,"Hydro",4542,
"Okutadami Powerplant",37.0241455,139.3889446,"Hydro",942041,560
"Okutone Wte Powerplant",0,0,"Municipal Solid Waste",3674,
"Okutsu Powerplant",35.2236,133.921,,25570.0,
"Okuyahagi Daiichi Powerplant",35.1801883,136.9065647,"Hydro",584402,315
"Okuyahagi Daini Powerplant",35.1801883,136.9065647,"Hydro",1312129,780
"Okuyama Powerplant",34.85,137.633,,24056.0,
"Olacapato Powerplant",-24.7829,-65.4122,,171.0,
"Olachea (san Carlos) Powerplant",26.0625,-111.812,,105134.0,
"Olaldea Powerplant",42.9,-1.3,,4485.0,
"Olanesti Powerplant",45.18333,24.26667,"Hydro",108,
"Olang Powerplant",33.86555,66.56416,"Hydro",91,
"Olaroz Chico Powerplant",-23.4667,-66.8167,,59.0,
"Olate Powerplant",43.0326,-2.40997,,22292.0,
"Olavarria Powerplant",-36.94189806,-60.23523944,,0,91
"Olawa Ii Powerplant",51.11,17.03,,491.0,
"Olching Powerplant",48.2,11.3333,,0.0,
"Olcza Powerplant",49.3123,19.9938,,411.4,
"Old Badger Powerplant",44.2772,-88.2678,,5582.0,
"Old Bell Powerhouse Powerplant",38.9886,-121.1171,"Hydro",279,
"Old Bethpage Free Powerplant",40.7443,-73.4821,,0.0,
"Old Bethpage Landfill Powerplant",40.758,-73.4576,"Landfill Gas",3415,
"Old Bridge Powerplant",40.4148,-74.3654,,0.0,
"Old Colony Ymca Powerplant",42.3572,-71.0796,,194.0,
"Old Crow Powerplant",67.5667,-139.8,,510.0,
"Old Faithful Powerplant",44.5747,-110.519,,19.0,
"Old Fort Mid-south Powerplant",35.6237,-82.1889,,30154.0,
"Old Harbor Powerplant",57.2031,-153.302,,335.0,
"Old Harbour Powerplant",17.9333,-77.1167,,1.40563e+06,
"Old Hickory Plant Powerplant",36.2756,-86.6644,,3850.9,
"Old Hickory Powerplant",36.2972,-86.6556,"Hydro",686896,103.7
"Old Killaloe Mill Powerplant",45.5334,-77.0995,,458.74,
"Old Laxapana Powerplant",6.8916,80.5955,,132568.0,
"Old Mill Dam Powerplant",37.4315734,-78.6568942,"Hydro",419,
"Old Nash Dam Powerplant",42.9764,-72.2744,"Hydro",628,
"Old Stark Mill Powerplant",44.4906,-71.4996,,201.0,
"Old Sturbridge Inn Powerplant",42.1049,-72.0779,,391.0,
"Old Town Mill Powerplant",44.9189,-68.6344,"Biomass",53890,41
"Old Trafalgar Powerplant",15.2986,-61.3883,,3556.0,
"Old Trail Wind Farm Powerplant",40.4792,-88.7989,"Wind",579850,
"Old Walls Powerplant",50.53333,-3.6,"Hydro",105,
"Old Woman Falls Powerplant",49.4169,-82.4331,,0.0,
"Oldbury-b Powerplant",50.85,-4.26667,,0.0,
"Oldbury Albright Powerplant",52.55,-1.53333,,11325.0,
"Oldbury Powerplant",51.648889,-2.570833,"Nuclear",3731675,434
"Oldenburg/fossens Powerplant",0.0,0.0,,0.0,
"Oldenburg/hamswerum Powerplant",0.0,0.0,,0.0,
"Oldenburg Ewe Pilsum Powerplant",0.0,0.0,,0.0,
"Oldenburg Ewe Powerplant",53.1667,8.2,,28993.0,
"Oldenburg Hydro Powerplant",53.1666667,8.2,"Hydro",1365,
"Oldenburg Landfill Powerplant",53.1666667,8.2,"Landfill Gas",1758,
"Oldenburg Police Station Powerplant",53.1667,8.2,,256.0,
"Oldenkotte Powerplant",52.1,6.71667,,380.0,
"Oldenzaal Meubelfabriek Powerplant",52.32,6.94,,386.0,
"Olderbeck Powerplant",54.45,9.16667,,2899.0,
"Oldereid Powerplant",67.15,14.91667,"Hydro",68889,
"Oldham Plant Powerplant",53.55,-2.11667,,5273.0,
"Oldham Wwtp Powerplant",53.5405,-2.1183,,5791.0,
"Olding Powerplant",34.9449,76.2175,,0.0,
"Oldman Dam Powerplant",49.483279876,-113.951948758,"Hydro",163580,32
"Oldman River Powerplant",49.4833,-113.952,,4747.6,
"Oldside Powerplant",54.659444444444,-3.5594444444444,"Wind",9906,5
"Oleaginosa Callao Powerplant",-12.0326,-77.0567,,4059.0,
"Olean Energy Powerplant",41.6386,-96.7933,,138.0,
"Oleander Powerplant",28.3661,-80.7947,"Natural Gas",541201,994.4
"Olef Powerplant",50.55,6.5,,2929.0,
"Oleggio Powerplant",45.6015,8.64343,,3209.6,
"Oleiros Powerplant",39.9189,-7.9137,,0.0,
"Olen Copper Powerplant",51.13,4.83,,106671.0,
"Olen Iveka Powerplant",51.15,4.85,,801.0,
"Olengo Powerplant",45.4167,8.66667,,1822.0,
"Olette Powerplant",42.553070550512,2.2671390687865,"Hydro",20064,10.4
"Olevano Powerplant",45.1845,9.16145,,0.0,
"Olewa Falls Powerplant",3.2,31.0,,0.0,
"Olextra Powerplant",37.1835,-4.45032,,0.0,
"Olfahaus Powerplant",52.85,8.03333,,84.694,
"Olgiy Powerplant",48.9333,89.95,,2593.0,
"Olgod Gront Factory Powerplant",55.81,8.61,,8187.0,
"Olhadoko Powerplant",42.988168806691,-0.95808763524633,"Hydro",20900,9.7
"Olhava Powerplant",65.4646,25.3722,,0.0,
"Olho D'agua Galvao Powerplant",-5.06639,-36.0381,,0.0,
"Olho D'agua Powerplant",-18.3833,-47.9,,0.0,
"Olhuvelifushi Powerplant",5.27841,73.6073,,134.0,
"Oliana Powerplant",42.0667,1.31667,,41964.0,
"Olidan Powerplant",58.275,12.2726,"Hydro",407534,77
"Olikkal Powerplant",10.5144,76.6413,,0.0,
"Olin Road Powerplant",29.7142,-95.1964,,15814.0,
"Olinda Alpha Landfill Powerplant",33.9167,-117.9,,0.0,
"Olinda Landfill Powerplant",33.9056,-117.8439,"Landfill Gas",12604,
"Olinda Powerplant",-11.6,-41.9,,2473.0,
"Olinda Reservoir Powerplant",-37.75,145.35,,0.0,
"Oliva Powerplant",38.8638,-1.08959,,95799.0,
"Olive Powerplant",34.1775,-118.3147,"Natural Gas",2112,109.7
"Olive View Medical Cent Powerplant",34.3277,-118.389,,17009.0,
"Olive View Medical Center Powerplant",34.3261,-118.446,,18430.0,
"Oliveira Azemeis Lactogal Powerplant",40.841,-8.47555,,3697.7,
"Oliveira Bairro Solcer Powerplant",40.5146,-8.49386,,3728.5,
"Oliveira Bairro Sotelha Powerplant",40.4963,-8.60081,,3503.8,
"Olivenhain-hodges Powerplant",33.1192,-117.086,,0.0,
"Olivenhain Dam Powerplant",36.778261,-119.4179324,"Hydro",2539,
"Olivenza-1 Powerplant",0.0,0.0,,1602.9,
"Olivenza Powerplant",38.6833,-7.1,,0.0,
"Olivenza Solar Powerplant",38.6816461,-7.1015159,"Solar Radiation",0,
"Oliver (mi) Powerplant",43.8264,-83.2383,"Oil",665,13.5
"Oliver County Powerplant",47.1146,-101.343,,66542.0,
"Oliver Dam Powerplant",32.5163,-84.9969,"Hydro",206295,60
"Oliver Powerplant",43.8264,-83.2383,,0.0,
"Oliver Wind Powerplant",46.4574,-98.5414,"Wind",195439,
"Olivera Egg Ranch Powerplant",37.8841,-121.271,,0.0,
"Olivese Powerplant",41.845798,9.056006,"Hydro",4117.2002,1.5
"Olivone Powerplant",46.5333,8.95,,219500.0,
"Olivoni Powerplant",45.0545,7.30691,,3845.1,
"Oljusjoen Powerplant",59.2558,11.3279,,241589.0,
"Olkaria I Powerplant",-0.8833333,36.2666667,"Geothermal",394200,45
"Olkaria Ii Powerplant",-0.710595,36.439018,"Geothermal",560640,105
"Olkaria Iii Powerplant",-0.716667,36.435914,"Geothermal",118260,110
"Olkaria Iv Powerplant",-0.716667,36.435914,"Geothermal",0,140
"Olkhova Powerplant",53.8091,25.6238,,438.37,
"Olkiluoto Gt Powerplant",61.2333333,21.4833333,"Natural Gas",6474,
"Olkiluoto Powerplant",61.236944,21.440833,"Nuclear",13700000,
"Olkiluoto Wind Powerplant",61.2333333,21.4833333,"Wind",5526,
"Olkusz Wwtp Powerplant",0.0,0.0,,783.24,
"Ollerup Hojskole Powerplant",55.0704,10.5048,,170.0,
"Ollov Ollevind Powerplant",56.38334,12.71667,"Wind",1951,
"Olmedilla Alarcon Powerplant",39.6167,-2.1,,172570.0,
"Olmedilla Powerplant",39.6111884,-2.0842104,"Solar Radiation",0,60
"Olmos Electronorte Powerplant",-5.98472,-79.7453,,26.0,
"Olmos Powerplant",-5.98472,-79.7453,,0.0,
"Olmstead Powerplant",40.3158,-111.6539,"Hydro",8139,10.3
"Olmsted County Wte Powerplant",44.0669,-92.4083,"Municipal Solid Waste",16076,
"Olmsted Waste Energy Powerplant",44.0575,-92.4253,,14332.0,
"Olo Powerplant",41.2889,-7.73816,,96.0,
"Olokele Mill Powerplant",21.9222,-159.629,,7704.0,
"Olomouc Powerplant",49.61,17.25,,254810.0,
"Olostunturi Powerplant",67.9167,23.8,,16578.0,
"Olownik Powerplant",54.3167,21.8333,,393.0,
"Olpe Powerplant",51.0333,7.85,,5219.0,
"Ols Energy Camarillo Powerplant",34.1594,-119.046,,216080.0,
"Ols Energy Chino Powerplant",33.9961,-117.673,,218830.0,
"Olsang Freja Powerplant",56.21667,15.98333,"Wind",5203,
"Olsbrucken Juwi Powerplant",49.5333,7.65,,4639.0,
"Olsbrucken Schneider Powerplant",49.5333,7.65,,15656.0,
"Olsen Farm Powerplant",43.9986,-96.3128,,1973.0,
"Olsen Hydro Powerplant",40.1694,-121.8908,"Hydro",13954,
"Olserud Monica Powerplant",59.0333,13.15,,5203.0,
"Olstorp Powerplant",57.9333,14.65,,1285.0,
"Olszna Powerplant",51.06681,15.37221,"Hydro",1570,
"Olsztyn Landfill Powerplant",53.78,20.49,"Landfill Gas",1002,
"Olsztyn Powerplant",53.7799,20.4942,,110017.0,
"Olsztyn Wwtp Powerplant",53.7799,20.4942,,1761.9,
"Oltedal Powerplant",58.83333,6.033333,"Hydro",43534,
"Oltedal Svanedal Powerplant",58.8333,6.03333,,3104.4,
"Oltesvik Powerplant",58.85,6.1,"Hydro",23920,
"Oltet I Powerplant",44.8841667,22.9180556,"Hydro",5108,
"Oltet Ii Powerplant",45.0813857,23.3571152,"Hydro",5258,
"Olv Kliniek Powerplant",51.2089,3.22424,,1593.0,
"Olvera Powerplant",36.93,-5.26,,2187.0,
"Olympia Hilton Nat Powerplant",51.5085,-0.125742,,334.0,
"Olympia Hs Powerplant",43.2097,-77.6933,,681.0,
"Olympia Windpark Powerplant",40.2397,115.599,,126260.0,
"Olympiabad Seefeld Powerplant",47.3302,11.1879,,447.0,
"Olympiad Leisure Centre Powerplant",51.46,-2.12472,,292.0,
"Olympiades A Paris Powerplant",48.8534,2.3488,,2300.0,
"Olympic View Powerplant",47.1839,-123.15,,4192.0,
"Olympic Village Torino Powerplant",45.08,7.68,,2792.0,
"Olzheimer Berg Powerplant",50.2833,6.48333,,3479.0,
"Omachi Kondo Powerplant",36.6485,138.194,,6572.0,
"Omachi Op Powerplant",34.6551,133.92,,2019.0,
"Omachi Powerplant",36.5,137.867,,22710.0,
"Omachi Showa Powerplant",36.51,137.84,,31658.0,
"Omadhoo Alif Powerplant",3.79083,72.9639,,257.0,
"Omadhoo Thaa Powerplant",2.16694,73.0236,,328.0,
"Omaezaki City Powerplant",34.638,138.128,,0.0,
"Omaezaki Town Powerplant",34.9756,138.383,,2088.0,
"Omagari Interchange Powerplant",43.0646,141.347,,87.0,
"Omaha Us West Powerplant",41.2404,-95.964,,51639.0,
"Omai Gold Mines Powerplant",5.36667,-59.0,,115721.0,
"Omak Wood Powerplant",48.4274,-119.524,,87327.0,
"Omaki Powerplant",35.1167,133.05,,30280.0,
"Omama Powerplant",36.4333,139.283,,1850.0,
"Omar Hill Powerplant",35.4515,-118.9849,"Natural Gas",2592777,300
"Omar Refinery Powerplant",34.75,36.25,,665760.0,
"Omarugawa Powerplant",31.9076736,131.4202411,"Hydro",504665,1200
"Omata Powerplant",36.6167,136.983,,56102.0,
