country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
ARM,Armenia,Jradzor Small Hydroelectric CDM project,CDMDB0001835,4.0,40.9467,43.7647,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
ARM,Armenia,Nubarashen Landfill Gas Capture and Power Generation Project in Yerevan,CDMDB0000069,1.7,40.0900,44.5400,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
ARM,Armenia,Yeghegis small-scale hydro project,CDMDB0001332,3.75,39.9270,45.5043,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
AZE,Azerbaijan,Baku Waste to Energy Project,CDMDB0007658,37.0,40.4628,49.9000,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
AZE,Azerbaijan,Balakhani Landfill Project,CDMDB0008181,1.8,40.4639,49.8994,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
AZE,Azerbaijan,Yeni Yashma Wind Farm,CDMDB0004822,50.0,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BHS,Bahamas,Pine Ridge Landfill Gas to Energy Project,CDMDB0005620,0.925,26.5649,-78.6640,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BGD,Bangladesh,Landfill Gas Extraction and Utilization at the Matuail landfill site  Dhaka  Bangladesh,CDMDB0000078,3.0,24.1600,90.4100,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BTN,Bhutan,Dagachhu Hydropower Project  Bhutan,CDMDB0002746,114.0,,,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BTN,Bhutan,Punatsangchhu-I Hydroelectric Project  Bhutan,CDMDB0009210,1200.0,,,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BTN,Bhutan,e7 Bhutan Micro Hydro Power CDM Project,CDMDB0000062,0.07,26.8600,90.9500,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BOL,Bolivia,Rio Taquesi Hydroelectric Power Project,CDMDB0001031,89.5,-16.2216,-67.4449,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BIH,Bosnia and Herzegovina,Amitea Small Hydro Project,CDMDB0007919,9.97,43.6979,17.9163,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BIH,Bosnia and Herzegovina,Hydro Power Plant Ulog,CDMDB0009529,35.0,43.4757,18.3287,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,'Usina Interlagos Cogeneration Project',CDMDB0004810,80.0,-20.5298,-51.2449,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,25.5 MW Wind farm Aracati  Brazil,CDMDB0009110,25.5,-4.5633,-37.6883,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,ARS Small Hydroelectric Power Plant,CDMDB0003270,6.66,-13.0992,-54.8189,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Aeolis 2011 Wind Parks,CDMDB0007879,84.0,4.6402,37.6686,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Aeolis Beberibe Wind Park,CDMDB0007878,121.1,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Alta Mogiana Bagasse Cogeneration Project (AMBCP),CDMDB0000181,37.5,-20.5800,-47.8800,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Alto Alegre Bagasse Cogeneration Project (AABCP),CDMDB0000207,26.8,-22.1167,-51.3667,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Alto Benedito Novo Small Hydroelectric Project,CDMDB0001146,15.0,-26.7670,-49.4330,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Angelina Small Hydropower Plant Project Activity.,CDMDB0009691,27.12,-27.4700,-48.8300,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Anhanguera Hydro Power Project,CDMDB0004937,22.5,-20.4986,-47.8647,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Aquarius Hydroelectric Project,CDMDB0000627,4.2,-17.3700,-54.5500,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Arizona 1 Wind Power Plant CDM Project Activity,CDMDB0007059,28.0,-5.3042,-35.3817,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Atiaia - Buriti Small Hydropower Plant.,CDMDB0000891,58.0,-20.2650,-52.5219,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,BK Energia Itacoatiara Project,CDMDB0000168,9.0,-3.0500,-58.4333,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Baguari Hydropower Plant CDM Project Activity,CDMDB0003922,140.0,19.0220,42.1230,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Bandeirantes Landfill Gas to Energy Project (BLFGE),CDMDB0000164,22.0,-7.2300,-62.9000,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Barueri Energy CDM Project Activity,CDMDB0008128,17.5,23.5121,46.8526,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Brazil MARCA Landfill Gas to Energy Project,CDMDB0000137,11.0,-20.1343,-40.2211,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Brazil NovaGerar Landfill Gas to Energy Project,CDMDB0000008,12.0,-22.7500,-43.4400,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Bundled Estelar CDM Project,CDMDB0002994,11.85,,,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CAMIL Itaqui Biomass Electricity Generation Project,CDMDB0000231,4.2,-7.4200,-63.0100,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CDM Project CAAL,CDMDB0009794,3.825,-29.7860,-55.7790,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CDM Project Paragominas,CDMDB0003487,8.0,2.9843,47.3717,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CDM Project SHP Santa Carolina,CDMDB0006042,11.0,-28.6190,-51.3510,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CGR CATANDUVA LANDFILL GAS PROJECT,CDMDB0008205,4.5,-21.1232,-48.9282,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,COPASA MG Small Thermoelectric Plant at ETE Arrudas Project,CDMDB0007635,2.4,-19.8971,-43.8791,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CTL Landfill Gas Project,CDMDB0005947,19.2,-23.6311,-46.4250,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CTR Candeias Landfill Gas Project,CDMDB0003958,3.0,-8.1643,-34.9853,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CTR Maceio Landfill Gas Project,CDMDB0009228,6.0,-9.5612,-35.6975,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,CTR Rosario Landfill Gas Project,CDMDB0008242,5.7,-2.9149,-44.2740,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Cachoeirao CDM Project (JUN1092),CDMDB0004788,27.9,-19.4367,-41.6142,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Campo Florido Bagasse Cogeneration Project (CFBCP),CDMDB0000208,24.0,-19.7833,-48.5833,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Canhanduba Landfill Project,CDMDB0009943,3.18,-26.9754,-48.7045,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Casa Nova Wind Power Plant CDM Project,CDMDB0009914,180.0,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Ceran's 14 de Julho Hydro Power Plant CDM Project Activity,CDMDB0001829,100.0,-29.0500,-51.6700,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Ceran's Monte Claro Run of River Hydropower Plant CDM Project Activity,CDMDB0000773,139.0,-28.5620,-51.3251,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Cerradinho Bagasse Cogeneration Project (CBCP),CDMDB0000203,49.8,-21.1300,-48.9600,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Coinbra-Cresciumal Bagasse Cogeneration Project (CCBCP),CDMDB0000215,30.9,-22.2000,-47.4000,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Colombo Bagasse Cogeneration Project (CBCP),CDMDB0000180,80.0,-21.1800,-48.7800,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Complexo Carreiro II CDM Project.,CDMDB0006041,64.0,-28.8170,-51.8330,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Complexo Toropi Small Hydropower Plants CDM Project Activity,CDMDB0008512,38.95,-29.4119,-54.0008,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Constroeste Landfill Gas to Energy Project,CDMDB0008603,7.2,-20.6172,-49.3342,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Corredor dos Senandes CDM Project,CDMDB0009375,116.9,-32.4031,-52.3576,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Coruripe Bagasse Cogeneration Project (CBCP),CDMDB0000185,16.0,-10.1300,-36.1667,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Cristal II Wind Farms,CDMDB0009192,59.8,-11.8593,-41.4158,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Cristalino Small Hydroelectric Power Plant (hereafter referred to as 'CristalSHP'),CDMDB0001800,4.0,-24.5747,-51.5586,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Cruz Alta Bagasse Cogeneration Project (CABCP),CDMDB0000216,19.4,-20.4900,-48.5700,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Curva dos Ventos Wind Farms,CDMDB0009069,56.4,-13.9290,-42.6384,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Divisa Small Hydropower Project,CDMDB0009540,10.8,-13.3739,-59.1419,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Dunas de Paracuru Wind Farm,CDMDB0009325,42.0,3.4383,38.9823,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,ESTRE Itapevi Landfill Gas Project (EILGP),CDMDB0000911,3.0,-23.3310,-46.5630,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,ESTRE Piratininga Landfill Gas Project,CDMDB0008213,7.5,22.3717,-49.1703,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,El Modelo Wind Farms,CDMDB0009077,56.4,-13.9290,-42.6384,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Electricity generation from renewable sources (wind) - Windfarm Complex Morro dos Ventos,CDMDB0007725,145.2,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Electricity generation from renewable sources (wind) - Windfarm Morro dos Ventos phase 2,CDMDB0008253,60.0,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Electricity generation from renewable sources - Windfarm Campo dos Ventos II,CDMDB0007802,30.0,-5.3329,-35.9455,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Electricity generation from renewable sources - Windfarms Macacos  Juremas  Pedra Preta and Costa Branca,CDMDB0006350,78.2,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Electricity generation from renewable sources - Windfarms Santa Clara I  Santa Clara II  Santa Clara III  Santa Clara IV  Santa Clara V  Santa Clara VI and Eurus VI,CDMDB0005495,188.0,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Energia dos Ventos I  II  III  IV and X CDM Project (JUN1184)  Brazil,CDMDB0010304,98.7,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Energisa Rio Grande SHPPs,CDMDB0007035,31.2,-21.9358,-42.0883,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Equipav Bagasse Cogeneration Project (EBCP),CDMDB0000205,44.5,-21.5300,-49.8600,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Exploitation of the biogas from Controlled Landfill in Solid Waste Management Central - CTRS / BR.040,CDMDB0003464,4.05,19.9159,44.0181,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,FERREIRA GOMES HYDRO POWER PLANT CDM PROJECT ACTIVITY,CDMDB0006534,252.0,0.8556,-51.1947,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Feira de Santana Landfill Gas Project,CDMDB0001626,1.0,,,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Fleixeiras I Wind Power Plant CDM Project,CDMDB0007017,30.0,-3.1923,-39.3662,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Fontes dos Ventos Wind Farms,CDMDB0009072,79.9,-9.0115,-38.0695,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,GEEA Biomass 5 MW Power Plant Project,CDMDB0001089,5.0,-29.4600,-55.4700,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,GEEA-SBS Biomass Treatment Project in Alegrete  Rio Grande do Sul  Brazil,CDMDB0001092,5.0,-29.4600,-55.4700,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Garganta da Jararaca Small Hydroelectric Power Plant (SHP),CDMDB0000809,86.3,-13.3833,-57.6166,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Grid connected electricity generation from renewable source: Windfarm Bons Ventos da Serra I,CDMDB0008586,24.0,-3.9480,-41.1239,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Grid connected electricity generation from renewable source: Windfarm Complex Santana do Livramento,CDMDB0007964,78.0,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Grid-connected electricity generation from renewable source: Sete Lagoas Solar Power Plant,CDMDB0009056,3.0,-19.4080,-44.1980,Solar,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Guajiru Wind Power Plant CDM Project,CDMDB0007021,30.0,-3.2622,-39.2172,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Horizonte Wind Power Generation Project,CDMDB0000486,4.8,-27.0035,-51.3317,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Hy Brazil Energia S/A renewable energy generation project bundle - Group 2 and Group 3,CDMDB0009594,9.1,,,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Ibirama Small Hydropower Plant - a Brennand CDM Project Activity.,CDMDB0006208,21.0,27.0377,49.5694,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Ilha Comprida Hydro Power Plant CDM Project Activity,CDMDB0010022,20.16,-13.1975,-58.9839,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Imbituva Biomass Project,CDMDB0000401,13.8,-25.2000,-50.5833,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Incomex Hydroelectric Project,CDMDB0000968,14.5,-13.0100,-60.0800,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Irani Biomass Electricity Generation Project,CDMDB0000404,9.43,-26.5959,-51.4444,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Iturama Bagasse Cogeneration Project (IBCP),CDMDB0000212,11.0,-19.7300,-50.1800,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Jaguari Mirim River Hydroelectric Plants,CDMDB0002570,7.0,,,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Jalles Machado Bagasse Cogeneration Project (JMBCP),CDMDB0000187,31.8,-15.3000,-49.1200,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Jirau Hydro Power Plant,CDMDB0009226,3750.0,-9.2550,-64.6445,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Koblitz - Piratini Energia S. A - Biomass Power Plant - Small Scale CDM Project,CDMDB0000228,10.0,-31.4500,-53.1000,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Lagoa de Touros Wind Power Plants CDM Project Activity.,CDMDB0007157,193.8,,,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Lanchinha Wind Farm,CDMDB0009611,28.0,-6.1189,-36.6737,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Malagone SHP CDM Project  Minas Gerais  Brazil (JUN1122),CDMDB0004676,19.0,-18.6806,-48.4992,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Manaus Landfill Gas Project,CDMDB0004211,19.2,2.9600,60.0200,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Mel 2 Wind Farm CDM Project Activity,CDMDB0007065,20.0,-4.9467,-36.9642,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Moema Bagasse Cogeneration Project (MBCP),CDMDB0000190,8.0,-21.9600,-47.0200,Biomass,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Natal Landfill Gas to Energy Project,CDMDB0007637,4.2,5.7118,35.3828,,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Ouro Small Hydropower Plant - Brennand CDM Project Activity,CDMDB0004936,16.0,-27.6281,-51.4856,Hydro,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
BRA,Brazil,Palmares Wind Power Plant Project (PWPPP),CDMDB0006609,100.0,-30.3450,-50.4656,Wind,,,,,,Clean Development Mechanism,https://cdm.unfccc.int,Clean Development Mechanism,,,,,,
