country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_data_source,estimated_generation_gwh
IND,India,AMARAVATI TPP,IND0000008,1350.0,21.0782,77.9009,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1034.05,1920.971,5629.663,1701.008,4350.558,Central Electricity Authority,
IND,India,ANANDPUR SAHIB ST-I&II,IND0000009,134.0,31.2717,76.4938,Hydro,,,,1985,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,731.3349499999999,614.4125,665.1972999999999,670.50065,644.5709499999999,Central Electricity Authority,
IND,India,"ANAPARA ""C""",IND0000010,1200.0,24.2007,82.8000,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,6397.0,7744.0,8076.8105,7902.0216,7940.74,Central Electricity Authority,
IND,India,ANDHRA,IND0000011,16.95,31.2412,77.8769,Hydro,,,,1986,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,ANOOPGARH ST I&II,IND0000012,9.0,,,Hydro,,,,1987,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,ANPARA,IND0000013,2630.0,24.2010,82.7891,Coal,Oil,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,7132.995,9670.879,11151.069472191359,13227.35235,15334.8763,Central Electricity Authority,
IND,India,ANTA GT,IND0000014,419.33,25.1797,76.3188,Gas,,,,1989,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1919.942,1611.987,909.0,666.42,430.0,Central Electricity Authority,
IND,India,ANUPPUR,WRI1019996,600.0,23.0666,81.7841,Coal,,,,,Hindustan Pvt lt,Hindustan Pvt lt,http://www.hindustanpowerprojects.com/,WRI,,,,,,,,,
IND,India,ANUPUR TPP,IND0000015,1200.0,23.0655,81.7865,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,2702.8232000000003,3515.7495999999996,5777.12,Central Electricity Authority,
IND,India,ARVINDNAGAR SUGAR,WRI1019938,10.0,18.0845,76.1851,Biomass,,,,,Dr Ssk ltd,Dr Ssk ltd,http://www.ambedkarsugar.com/,WRI,,,,,,,,,
IND,India,ASHOKNAGAR MILL,WRI1019939,17.0,19.5867,74.7061,Biomass,,,,,Ashok Ssk ltd,Ashok Ssk ltd,http://www.mapsofindia.com/whitepages/foods-and-beverages/food-processors-and-manufacturers/ashokssklimited,WRI,,,,,,,,,
IND,India,ATHANI SUGAR,WRI1019904,24.0,16.7708,74.9191,Biomass,,,,,Shree Sugars ltd,Shree Sugars ltd,http://www.renukasugars.com/,WRI,,,,,,,,,
IND,India,AURAIYA GT,IND0000016,652.0,26.6282,79.5286,Gas,,,,1989,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1730.0,1607.0,1465.0,509.0,357.0,Central Electricity Authority,
IND,India,AVANTHA BHANDAR TPP,IND0000017,600.0,21.7438,83.2741,Coal,Oil,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,986.24735,283.2,540.29,Central Electricity Authority,
IND,India,AWARPUR CEMENT PLANT,WRI1019940,46.0,19.7881,79.1518,Coal,,,,,Ultratech Cement ltd,Ultratech Cement ltd,http://www.ultratechcement.com/,WRI,,,,,,,,,
IND,India,Abhijeet,WRI1020238,50.0,,,Solar,,,,2015.0,Ener-t International Ltd.,National Renewable Energy Laboratory,http://www.nrel.gov/csp/solarpaces/project_detail.cfm/projectID=254,,,,,,,,,,
IND,India,Amarsar Solar Power Plant,WRI1026104,1.0,28.3615,74.2402,Solar,,,,,Nav Bharat Buildcon Private Limited,Navbharat,http://www.navbharatbuildcon.com/windmill--solar-plant.html,Industry About,,,,,,,,,
IND,India,Anabura Wind Farm,WRI1026069,16.5,14.5751,76.3926,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1216117082.43/view,WRI,,,,,,,,,
IND,India,Ananthapur - Meil Solar Power Plant,WRI1026105,50.0,14.9455,77.6870,Solar,,,,,MEIL Green Power Limited,Meil.In/P,http://www.meil.in/power-projects,Industry About,,,,,,,,,
IND,India,Andrha Lake Wind Farm,WRI1026768,113.6,18.8580,73.6396,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1348755977.79/view,WRI,,,,,,,,,
IND,India,Anikkadavu Wind Farm,WRI1026347,19.8,10.7245,77.1893,Wind,,,,,Madras Cement Limited,CDM,https://cdm.unfccc.int/Projects/DB/BVQI1379744232.36/viewhttps://cdm.unfccc.int/Projects/DB/LRQA%20Ltd1278588174.29/view,WRI,,,,,,,,,
IND,India,Arasinagundi Wind Farm,WRI1026068,13.2,14.4791,76.3482,Wind,,,,,,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1216117082.43/view,WRI,,,,,,,,,
IND,India,Askandra - DREPL Solar Power Plant,WRI1026106,5.0,27.3473,71.6917,Solar,,,,,DDE Renewable Energy Private Limited (DREPL),Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Electromech Maritech Solar Power Plant,WRI1026107,5.0,27.3600,71.6918,Solar,,,,,Electromech Maritech Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Finehope Solar Power Plant,WRI1026108,5.0,27.3632,71.6918,Solar,,,,,Finehope Allied Engineering Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Khaya Solar Power Plant,WRI1026109,5.0,27.3661,71.6916,Solar,,,,,Khaya Solar Projects Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Newton Solar Power Plant,WRI1026110,5.0,27.3537,71.6917,Solar,,,,,Newton Solar Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Saidham Solar Power Plant,WRI1026111,5.0,27.3504,71.6918,Solar,,,,,Saidham Overseas Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,Askandra - Vasavi Solar Power Plant,WRI1026112,5.0,27.3566,71.6917,Solar,,,,,Vasavi Solar Power Private Limited,Lancosola,http://www.lancosolar.com/pdfs/rajasthan-pv-project-details.pdf,Industry About,,,,,,,,,
IND,India,B. BRIDGE D.G,IND0000018,200.0,13.0977,80.2695,Oil,,,,1998,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,804.286,573.274,0.0,0.0,0.0,Central Electricity Authority,
IND,India,BADARPUR,IND0000019,705.0,28.5060,77.3066,Coal,Oil,,,1977,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3769.0,2936.0,2013.0,1511.0,1395.0,Central Electricity Authority,
IND,India,BAGALKOT ICP,WRI1019905,28.0,16.2804,75.2250,Biomass,,,,,Indian Power ltd,Indian Power ltd,http://www.icpluttur.com/,WRI,,,,,,,,,
IND,India,BAGLIHAR HEP,IND0000020,450.0,33.1815,75.3155,Hydro,,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,2785.8010000000004,2925.21045,2985.1393,2173.6372,2494.17645,Central Electricity Authority,
IND,India,BAGLIHAR HEP-II,IND0000021,450.0,,,Hydro,,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,55.322,1750.1851,1812.84025,Central Electricity Authority,
IND,India,BAIRA SIUL,IND0000022,180.0,32.8063,76.1418,Hydro,,,,1980,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,634.8498,792.68665,741.8620500000001,665.9833500000001,638.52135,Central Electricity Authority,
IND,India,BAKRESWAR,IND0000023,1050.0,23.8285,87.4513,Coal,Oil,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,6274.226,7235.281,5979.125,6341.202,6779.256,Central Electricity Authority,
IND,India,BALCO TPP,IND0000025,600.0,,,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,1437.9547,2800.0,2120.68,Central Electricity Authority,
IND,India,BALIMELA,IND0000024,510.0,18.1396,82.1221,Hydro,,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1647.5409,1332.53385,618.9099,996.3731,1469.80405,Central Electricity Authority,
IND,India,BALLARPUR BILT POWER,WRI1019941,67.5,19.8601,79.3421,Coal,,,,,Ballarpur Industries ltd,Ballarpur Industries ltd,http://bilt.com/,WRI,,,,,,,,,
IND,India,BAMANIA CEMENT,WRI1019882,10.0,24.6929,74.6890,Coal,,,,,Jk Cement ltd,Jk Cement ltd,http://www.jkcement.com/,WRI,,,,,,,,,
IND,India,BANDAKHAR TPP,IND0000026,300.0,22.3421,82.4305,Coal,Oil,,,2015,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,196.7602,1290.33,2018.79,Central Electricity Authority,
IND,India,BANDEL,IND0000027,455.0,22.9956,88.4042,Coal,Oil,,,1973,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1188.71,946.141,948.831,1668.631,1713.201,Central Electricity Authority,
IND,India,BANER,IND0000028,12.0,32.1686,76.4695,Hydro,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BANSAGAR (I),IND0000029,315.0,24.1917,81.2875,Hydro,,,,1991,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1650.4662,1075.9532,571.6076,1232.8249,542.64315,Central Electricity Authority,
IND,India,BANSAGAR (II),IND0000030,30.0,24.1917,81.2875,Hydro,,,,2002,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,147.08089999999999,85.65955000000001,106.9426,109.18135000000001,55.8394,Central Electricity Authority,
IND,India,BANSAGAR (III),IND0000031,60.0,24.1917,81.2875,Hydro,,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,123.778,120.44475,39.680600000000005,53.212599999999995,68.45599999999999,Central Electricity Authority,
IND,India,BANSAGAR (IV),IND0000032,20.0,24.2230,81.2747,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BANSWARA CEMENT,WRI1019883,20.0,23.6026,74.2562,Coal,,,,,India Ltd icl),India Ltd icl),http://www.indiacements.co.in/,WRI,,,,,,,,,
IND,India,BARADARHA TPP,IND0000033,1200.0,21.9114,83.1889,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,2.2757,265.78,2316.1072,6773.788,6153.76,Central Electricity Authority,
IND,India,BARAMURA,IND0000034,42.0,23.8070,91.5650,Gas,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,257.83511,304.8328,231.626436,187.19366933910322,178.10669,Central Electricity Authority,
IND,India,BARAUNI,IND0000035,720.0,25.3999,86.0218,Coal,Oil,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,0.0,120.90364,34.7098,Central Electricity Authority,
IND,India,BARGI,IND0000036,90.0,22.9417,79.9250,Hydro,,,,1988,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,544.67295,495.9677,326.45950000000005,443.24265,158.25475,Central Electricity Authority,
IND,India,BARH STPP II,IND0000037,1320.0,25.4865,85.7452,Coal,Oil,,,2014,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,4.8713500000000005,1221.0,4056.0,7177.0,8778.0,Central Electricity Authority,
IND,India,BARKHERA TPP,IND0000038,90.0,28.4723,79.8066,Coal,Oil,,,2011,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,448.1,505.76,306.379,354.9,171.355,Central Electricity Authority,
IND,India,BARSINGAR LIGNITE,IND0000039,250.0,27.8453,73.2000,Coal,Oil,,,2010,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1256.636,1255.732,1165.318,1274.999,1436.072,Central Electricity Authority,
IND,India,BASIN BRIDGE GT,IND0000040,120.0,13.1021,80.2682,Gas,Oil,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.821705,2.85387,8.29591247299784,10.46898,5.85771,Central Electricity Authority,
IND,India,BASPA,IND0000041,300.0,31.4306,78.2410,Hydro,,,,2003,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1338.76255,1246.3171,1297.9775,1336.0362499999999,1329.9667500000003,Central Electricity Authority,
IND,India,BASSI,IND0000042,64.0,31.9546,76.7986,Hydro,,,,1973,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,227.50675,293.53495,314.3205,296.27119999999996,313.59415,Central Electricity Authority,
IND,India,BCPL Wind Farm,WRI1026675,5.0,,,Wind,,,,,Bharat Petroleum Corporation Limited,CDM,https://cdm.unfccc.int/Projects/DB/DNV-CUK1218300485.48/view,,,,,,,,,,
IND,India,BEL Chikhalhol Wind Farm,WRI1026664,20.0,17.3816,74.5345,Wind,,,,,Bhilwara Energy Limited,CDM,https://cdm.unfccc.int/Projects/DB/RINA1416216844.8/view,WRI,,,,,,,,,
IND,India,BELA NAGPUR,WRI1019942,270.0,20.8050,79.0547,Coal,,,,,Ideal Projects ltd,Ideal Projects ltd,http://www.idealenergysolar.com/,WRI,,,,,,,,,
IND,India,BELGAUM UGAR,WRI1019906,22.8,16.6505,74.8209,Biomass,,,,,Ugar Works ltd,Ugar Works ltd,http://www.ugarsugar.com/,WRI,,,,,,,,,
IND,India,BELLAD-BAGEWADI,WRI1019907,15.0,16.2774,74.7111,Biomass,,,,,Vishwanath Sugars ltd,Vishwanath Sugars ltd,http://www.vssil.co.in/,WRI,,,,,,,,,
IND,India,BELLARY DG,IND0000044,25.2,,,Oil,,,,2000,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,0.0,0.0,0.0,0.0,0.0,Central Electricity Authority,
IND,India,BELLARY HOTHUR,WRI1019908,10.0,15.1831,76.7909,Coal,,,,,Hothur Pvt ltd,Hothur Pvt ltd,http://hothurindia.com/,WRI,,,,,,,,,
IND,India,BELLARY JANKI,WRI1019909,18.0,15.1777,77.1036,Coal,,,,,Janki Corp ltd,Janki Corp ltd,http://jankicorp.com/,WRI,,,,,,,,,
IND,India,BELLARY TPS,IND0000045,1700.0,15.1932,76.7195,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,5652.0,5445.763,5741.319,5999.32,3738.4,Central Electricity Authority,
IND,India,BHADRA,IND0000046,39.2,13.7008,75.6373,Hydro,,,,1968,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,63.47105,50.337050000000005,39.879599999999996,26.924699999999998,15.61155,Central Electricity Authority,
IND,India,BHADRAVATI MILL,WRI1019910,41.0,13.8274,75.7131,Coal,,,,,Mysore Mills ltd,Mysore Mills ltd,http://www.mpm.co.in/,WRI,,,,,,,,,
IND,India,BHAKRA,IND0000047,1325.0,31.4107,76.4328,Hydro,,,,1964,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,6179.23855,5241.809249999999,5863.1569,5142.428650000001,5108.3499,Central Electricity Authority,
IND,India,BHANDARA STEEL MILL,WRI1019943,15.0,21.2320,79.6311,Coal,,,,,Sunflag Co ltd,Sunflag Co ltd,http://www.sunflagsteel.com/,WRI,,,,,,,,,
IND,India,BHANDARA VARAM,WRI1019944,10.0,21.0813,79.7708,Biomass,,,,,Varam Pvt ltd,Varam Pvt ltd,http://www.bloomberg.com/profiles/companies/4115076Z:IN-varam-bio-energy-pvt-ltd,WRI,,,,,,,,,
IND,India,BHANDARDHARA,IND0000048,34.0,19.5555,73.8087,Hydro,,,,1996,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,90.346,65.07300000000001,82.13725,46.8844,42.33725,Central Electricity Authority,
IND,India,BHATGARH,IND0000049,16.0,18.1012,73.7252,Hydro,,,,1977,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BHATSA,IND0000050,15.0,19.5132,73.4173,Hydro,,,,1991,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BHAVNAGAR TPP,IND0000514,500.0,21.5837,72.2222,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,49.923,432.135,Central Electricity Authority,
IND,India,BHAWANI KATTALAI -II,IND0000052,30.0,11.3310,77.7580,Hydro,,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,85.6894,136.8722,6.9948500000000005,19.730849999999997,37.4319,Central Electricity Authority,
IND,India,BHAWANI KATTALAI -III,IND0000053,30.0,11.2428,77.8659,Hydro,,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,24.9148,0.0,5.651599999999999,17.382649999999998,0.0,Central Electricity Authority,
IND,India,BHAWANI KATTALAI BARRAGE,IND0000051,30.0,11.3842,77.7145,Hydro,,,,2006,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,41.0935,67.5605,155.72744999999998,20.48705,16.8752,Central Electricity Authority,
IND,India,BHIGWAN MILL,WRI1019945,30.0,18.2416,74.7529,Coal,,,,,Ballarpur Industries ltd,Ballarpur Industries ltd,http://bilt.com/,WRI,,,,,,,,,
IND,India,BHILAI TPP,IND0000054,500.0,21.1840,81.4237,Coal,Oil,,,2008,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,3318.61,2962.72,3263.584,3379.1005,3590.9,Central Electricity Authority,
IND,India,BHIRA,IND0000055,300.0,18.4550,73.3907,Hydro,,,,1962,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,964.6127,832.8846500000001,637.1383000000001,946.87185,887.8385,Central Electricity Authority,
IND,India,BHIRA TAIL RACE,IND0000056,80.0,18.4426,73.3498,Hydro,,,,1987,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,94.87325,90.79375,73.50065000000001,101.07209999999999,96.66425000000001,Central Electricity Authority,
IND,India,BHIVPURI,IND0000057,75.0,18.9368,73.4527,Hydro,,,,1998,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,303.00735,299.1766,195.9354,205.55705,305.664,Central Electricity Authority,
IND,India,BHUSAWAL,IND0000058,1210.0,21.0483,75.8425,Coal,Oil,,,2007,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,4360.998,5855.07,7505.972,5666.0719,6159.621,Central Electricity Authority,
IND,India,BILIYAKALAN PLANT,WRI1019884,10.0,25.2267,74.6216,Biomass,,,,,Sangam Spinners ltd,Sangam Spinners ltd,http://www.sangamgroup.com/,WRI,,,,,,,,,
IND,India,BINA REFINERY,WRI1019997,99.0,24.2508,78.1606,Coal,,,,,Bharat Refinery ltd,Bharat Refinery ltd,http://borl.in/,WRI,,,,,,,,,
IND,India,BINA TPP,IND0000059,500.0,23.3172,78.1336,Coal,Oil,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1428.3904,2236.9908,1204.0675,739.1554,2265.47,Central Electricity Authority,
IND,India,BINANI CEMENT PLANT,WRI1019885,69.6,24.8263,73.0901,Coal,,,,,Binani Industries ltd,Binani Industries ltd,http://binaniindustries.com/,WRI,,,,,,,,,
IND,India,BINJKOTE,IND0000527,600.0,22.0103,83.2058,Coal,Oil,,,2017,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,546.795,Central Electricity Authority,
IND,India,BINWA,IND0000060,6.0,32.1121,76.6537,Hydro,,,,1984,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BIRSINGHPUR,IND0000061,20.0,23.3256,81.0333,Hydro,,,,1991,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,,,,,
IND,India,BOKARO A ''EXP'',IND0000063,500.0,23.6783,86.0888,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,0.2805,191.56,2757.9618,Central Electricity Authority,
IND,India,BOKARO B,IND0000064,210.0,23.7850,85.8800,Coal,Oil,,,1993,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,1520.42,1438.87,1634.274,1272.52,493.5488,Central Electricity Authority,
IND,India,BONGAIGAON TPP,IND0000066,500.0,26.5145,90.5287,Coal,Oil,,,2016,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,,,106.5792,1511.0,1545.0,Central Electricity Authority,
IND,India,BP Brahmanvel Wind Farm,WRI1026079,40.0,21.2083,74.1543,Wind,,,,,,CDM,https://cdm.unfccc.int/filestorage/T/0/C/T0CJ85FSL1WN9VEXID67ZOBMQRGAPH/Revised%20PDD%20-%20Clean.pdf?t=UE58b2pkZGN1fDC4di78ksdJWNuCM4aKL4xu,WRI,,,,,,,,,
IND,India,BRAMHAPURAM DG,IND0000067,60.0,9.9975,76.3744,Oil,,,,1997,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,27.9729,8.1158,12.8899,5.1171,0.42576879557282254,Central Electricity Authority,
IND,India,BSES Kerala CCGT,IND0000068,165.0,10.0740,76.3188,Gas,Oil,,,1999,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,336.68,145.56,3.4172,0.0,60.718,Central Electricity Authority,
IND,India,BUDGE BUDGE,IND0000069,750.0,22.4673,88.1400,Coal,Oil,,,2001,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,5493.37,5371.95,5327.27,4974.38,5563.09,Central Electricity Authority,
IND,India,BUDHIL,IND0000070,70.0,32.4584,76.5320,Hydro,,,,2012,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,220.06414999999998,234.65085000000002,286.41075,259.94375,316.04185,Central Electricity Authority,
IND,India,BUTIBORI PLANT,WRI1019946,81.5,20.9225,78.9535,Oil,,,,,Indo Synthetics ltd,Indo Synthetics ltd,http://www.indoramaindia.com/,WRI,,,,,,,,,
IND,India,BUTIBORI TPP -II,IND0000071,600.0,20.9286,78.9333,Coal,Oil,,,2013,,Central Electricity Authority,http://www.cea.nic.in/,WRI,,2018,416.1,3305.9567,3664.5695,3449.8,3032.6496,Central Electricity Authority,
IND,India,Bamani Solar Power Plant,WRI1026113,1.0,18.0791,76.1807,Solar,,,,,Dr Babasaheb Ambedkar SSK Limited,Ambed K Sugar,http://www.ambedkarsugar.com/solar_power.php,Industry About,,,,,,,,,
IND,India,Bamanwali Solar Power Plant,WRI1026114,1.0,28.3683,73.5286,Solar,,,,,AEW Infratech Private Limited,AES Winfra,http://www.aewinfra.com/solar.html,Industry About,,,,,,,,,
IND,India,Bannari Amman Spinning Mills Wind Power Project,WRI1026655,11.2,10.7389,77.4160,Wind,,,,,Enercon India Ltd.,CDM,https://cdm.unfccc.int/filestorage/S/7/J/S7JBL0QFRHWA1DEZ2O4NUTG5Y6VKMP/PDD%20BASML%20Version%2003.pdf?t=Mmh8b2pxZWR0fDDj8zCpobgUeh2ry3t0r5N5,WRI,,,,,,,,,
IND,India,Bap - GIS 1-2 Solar Power Plant,WRI1026115,15.0,27.3827,72.3188,Solar,,,,,Green Infra Solar Farms Private Limited (GIS),Sembcorp,http://www.sembcorp.com/en/media/features?Id=9179,Industry About,,,,,,,,,
IND,India,Bap - GIS 3 Solar Power Plant,WRI1026116,10.0,27.3893,72.3134,Solar,,,,,Green Infra Solar Farms Private Limited (GIS),Sembcorp,http://www.sembcorp.com/en/media/features?Id=9179,Industry About,,,,,,,,,
IND,India,Bap - OPG Solar Power Plant,WRI1026117,5.0,27.3525,72.3554,Solar,,,,,OPG Energy Private Limited,CDM,https://cdm.unfccc.int/filestorage/Jyh1M,Industry About,,,,,,,,,
IND,India,Bap - Punj Lloyd Solar Power Plant,WRI1026118,5.0,27.3851,72.3042,Solar,,,,,Punj Lloyd Solar Private Limited,Punj Lloyd,http://www.punjlloyd.com/energy/renewables,Industry About,,,,,,,,,
IND,India,Bapodar - Hiraco Solar Power Plant,WRI1026119,20.0,21.5967,69.8430,Solar,,,,,Hiraco Renewable Energy Private Limited (HREPL),Hiraco India,http://www.hiracoindia.com,Industry About,,,,,,,,,
IND,India,Bapodar - MBEDL Solar Power Plant,WRI1026120,15.0,21.6024,69.8441,Solar,,,,,Moser Baer Energy & Development Limited (MBEDL),Moserbaer Solar,http://www.moserbaersolar.com,Industry About,,,,,,,,,
IND,India,Bavadi Barsingha - Giriraj Solar Power Plant,WRI1026121,36.3,27.4387,72.3245,Solar,,,,,Giriraj Enterprises,Lingandwi,http://sterlingandwilson.com/giriraj-enterprises-solar-rajasthan,Industry About,,,,,,,,,
IND,India,Bavadi Barsingha - LEPL Solar Power Plant,WRI1026122,10.0,27.4523,72.3388,Solar,,,,,LEPL Projects Limited,LEPL,http://www.lepl.in,Industry About,,,,,,,,,
