country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
FIN,Finland,,FIN0000069,5.4,,,Oil,Nuclear,Gas,Biomass,,Keravan Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000068,20.0,,,Oil,Nuclear,Gas,Biomass,,Kemijärven Lämpö ja Vesi Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000061,1.57,,,Hydro,,,,,Kainuun Voima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000060,14.0,,,Hydro,,,,,Fortum Power & Heat   Generation,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000063,35.0,,,Oil,Nuclear,Gas,Biomass,,Äänevoima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000062,48.0,,,Oil,Nuclear,Gas,Biomass,,Metsä Fibre Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000065,1.8,,,Hydro,,,,,Koskienergia Koskivoima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000064,3.7,,,Oil,Nuclear,Gas,Biomass,,Raseborgs stad / Ekenäs Energi,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000067,51.0,,,Wind,,,,,Kuolavaara-Keulakkopään Tuulipuisto Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000066,1.2,,,Hydro,,,,,Oy HERRFORS Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000025,7.5,,,Wind,,,,,SPC1- Kankaanpäänmäki Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000024,134.0,,,Oil,Nuclear,Gas,Biomass,,Stora Enso Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000027,5.0,,,Oil,Nuclear,Gas,Biomass,,Köyliön - Säkylän Sähkö Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000026,40.0,,,Oil,Nuclear,Gas,Biomass,,Lahti Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000021,1.5,,,Oil,Nuclear,Gas,Biomass,,Puolustushallinnon rakennuslaitos,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000020,1.3,,,Oil,Nuclear,Gas,Biomass,,Verkko Korpela Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000023,1.2,,,Hydro,,,,,Oy HERRFORS Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000022,45.0,,,Oil,Nuclear,Gas,Biomass,,KSS Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000029,2.1,,,Oil,Nuclear,Gas,Biomass,,Alajärven Sähkö Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000028,8.8,,,Oil,Nuclear,Gas,Biomass,,Voimavasu Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000059,7.0,,,Oil,Nuclear,Gas,Biomass,,Kotkan Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000050,13.2,,,Wind,,,,,CHORUS Wind Pyhänkoski Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000051,51.8,,,Oil,Nuclear,Gas,Biomass,,Stora Enso Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000058,6.0,,,Hydro,,,,,Metsä Board Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000054,18.0,,,Wind,,,,,Ilmatar Luhanka Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000055,4.0,,,Oil,Nuclear,Gas,Biomass,,Kuhmon Lämpö Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000056,25.1,,,Oil,Nuclear,Gas,Biomass,,Kemphos Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000057,0.9,,,Oil,Nuclear,Gas,Biomass,,Puolustushallinnon rakennuslaitos,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000052,182.0,,,Hydro,,,,,Kemijoki Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000053,10.0,,,Oil,Nuclear,Gas,Biomass,,Savon Voima Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000018,2.0,,,Wind,,,,,Saba Wind Oy Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000019,7.0,,,Oil,Nuclear,Gas,Biomass,,Vapo Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000010,26.4,,,Wind,,,,,Tuulipuisto Oy Pyhäjoki,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000011,3.3,,,Wind,,,,,Tuulipuisto Oy Etelänkylä,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000012,3.3,,,Wind,,,,,Tuulipuisto Oy Etelänkylä,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000013,12.36,,,Wind,,,,,Tuulivoimapuisto Tyrinselkä Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000014,8.0,,,Wind,,,,,Suomen Voima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000015,6.0,,,Wind,,,,,Via Wind Oy Ltd,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000016,2.7,,,Oil,Nuclear,Gas,Biomass,,Helsingin Vesi,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000017,8.0,,,Wind,,,,,Saba Wind Oy Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000043,1.5,,,Oil,Nuclear,Gas,Biomass,,Haminan Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000042,36.0,,,Wind,,,,,Tuuliwatti Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000041,10.0,,,Wind,,,,,Tuuliwatti Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000040,26.4,,,Wind,,,,,Tuuliwatti Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000047,1.0,,,Oil,Nuclear,Gas,Biomass,,Vaasan Sähköverkko Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000046,23.8,,,Oil,Nuclear,Gas,Biomass,,Fortum Power and Heat Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000045,12.0,,,Oil,Nuclear,Gas,Biomass,,Mäntän Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000044,1.5,,,Hydro,,,,,Mäntän Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000049,6.6,,,Wind,,,,,Haapajärvi Sauviinmäki Tuulivoima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000048,19.8,,,Wind,,,,,Kytölän Tuulipuisto Ky,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000009,45.5,,,Wind,,,,,Tuuliwatti Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000008,3.13,,,Oil,Nuclear,Gas,Biomass,,Helsingin seudun ympäristöpalvelut -kuntayhtymä (HSY),Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000007,19.6,,,Oil,Nuclear,Gas,Biomass,,EKOKEM OY AB,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000006,27.0,,,Wind,,,,,Joukhaisselän Tuulipuisto Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000005,2.5,,,Wind,,,,,Tuuliveikot Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000004,33.0,,,Wind,,,,,wpd Mäkikankaan tuulipuisto Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000003,1.6,,,Wind,,,,,Lumituuli Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000002,1.8,,,Hydro,,,,,Seinäjoen Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000001,7.0,,,Oil,Nuclear,Gas,Biomass,,Vatajankosken Sähkö Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000090,4.5,,,Hydro,,,,,Oy Mankala Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000091,15.65,,,Oil,Nuclear,Gas,Biomass,,Helsingin seudun ympäristöpalvelut -kuntayhtymä (HSY),Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000092,11.4,,,Oil,Nuclear,Gas,Biomass,,Tervakoski Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000093,41.0,,,Oil,Nuclear,Gas,Biomass,,UPM-Kymmene Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000094,4.8,,,Oil,Nuclear,Gas,Biomass,,Lahti Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000078,1.0,,,Hydro,,,,,Koskienergia Koskivoima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000079,19.7,,,Hydro,,,,,UPM Energy Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000072,13.5,,,Hydro,,,,,UPM Energy Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000073,1.0,,,Hydro,,,,,Inergia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000070,2.5,,,Wind,,,,,Pettumäen Mylly oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000071,13.2,,,Oil,Nuclear,Gas,Biomass,,Vaasan Sähkö Oy (Westenergy Oy Ab),Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000076,1.2,,,Hydro,,,,,Esse Elektro-Kraft Ab,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000077,1.8,,,Hydro,,,,,Pohjois-Karjalan Sähkö Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000074,6.3,,,Hydro,,,,,Koskienergia Koskivoima Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000075,10.4,,,Oil,Nuclear,Gas,Biomass,,Wärtsilä Finland Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000036,50.7,,,Hydro,,,,,Fortum Power & Heat   Generation,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000037,2.9,,,Hydro,,,,,Kainuun Energia Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000034,1.6,,,Oil,Nuclear,Gas,Biomass,,Koskipower Oy,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000035,146.0,,,Hydro,,,,,Fortum Power & Heat   Generation,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000032,43.0,,,Oil,Nuclear,Gas,Biomass,,UPM-Kymmene Oyj,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
FIN,Finland,,FIN0000033,55.0,,,Hydro,,,,,Fortum Power & Heat   Generation,Energiavirasto,http://www.energiavirasto.fi/documents/10191/0/Energiaviraston+Voimalaitosrekisteri+010117.xlsx/fa2c9bd2-e436-4dbb-a2e5-074ecbf11d23,,2017.0,,,,,
