name,gppd_idnr,latitude,longitude,commissioning_year,source,unit01_MW,unit01_year,unit02_MW,unit02_year,unit03_MW,unit03_year,unit04_MW,unit04_year,unit05_MW,unit05_year,unit06_MW,unit06_year,unit07_MW,unit07_year,unit08_MW,unit08_year,unit09_MW,unit09_year,unit10_MW,unit10_year,unit11_MW,unit11_year,unit12_MW,unit12_year,unit13_MW,unit13_year,unit14_MW,unit14_year,unit15_MW,unit15_year,unit16_MW,unit16_year,unit17_MW,unit17_year,unit18_MW,unit18_year,unit19_MW,unit19_year,unit20_MW,unit20_year
LOMAS DE VALLEJOS,ARG0000126,-27.739251,-57.921483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LORETO,ARG0000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ALTARES,ARG0000444,-43.871193,-68.4301169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANTIGUOS,ARG0000445,-46.551397,-71.624217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS CORONELES (EX 25  DE MAYO),ARG0000209,-34.599972,-68.528472,1970,https://es.wikipedia.org/wiki/Central_hidroel%C3%A9ctrica_Los_Coroneles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS DIVISADEROS,ARG0000179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS JURIES,ARG0000321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS MICHES,ARG0000248,-37.20189,-70.844286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS MOLINOS I,ARG0000096,-31.838016,-64.445163,1957,http://globalenergyobservatory.org/geoid/42274,13,1957,13,1957,13,1957,13,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS MOLINOS II,ARG0000097,-31.838016,-64.445163,1958,http://globalenergyobservatory.org/geoid/42274,4.5,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS PENITENTES,ARG0000446,-32.84027778,-69.84194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS QUIROGA,ARG0000331,-27.650944,-64.361833,1963,https://es.wikipedia.org/wiki/Dique_de_Los_Quiroga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS REYUNOS,ARG0000212,-34.60277777,-68.63833,1983,http://globalenergyobservatory.org/geoid/42311,112,1983,112,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTE 8,ARG0000447,-25.386682,-62.275765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUJAN DE CUYO,ARG0000198,-33.05506,-68.98098,1988.1,http://globalenergyobservatory.org/geoid/42247,60,1971,60,1971,28.8,1979,28.8,1979,30,1979,25,1989,25,1989,191,1998,91.5,1998,,,,,,,,,,,,,,,,,,,,,,
MANZANO AMARGO (LA FRAGUA),ARG0000249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR DE AJO,ARG0000006,-36.720833,-63.1976831,,"http://globalenergyobservatory.org/geoid/42256, http://www.industryabout.com/country-territories-3/1230-argentina/fossil-fuels-energy/17328-mar-de-ajo-oil-power-plant",17,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR DEL PLATA (9 DE JULIO),ARG0000007,-38.049514,-57.54603,,"http://globalenergyobservatory.org/geoid/42254, http://www.industryabout.com/country-territories-3/1230-argentina/fossil-fuels-energy/17305-9-de-julio-gas-power-plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCOS JUAREZ,ARG0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIA CRISTINA,ARG0000448,-22.7381962,-62.2753954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYOR BURATOVICH,ARG0000015,-39.2291117,-62.6496649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBURUCUYA,ARG0000128,-28.044121,-58.228541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIALUNA,ARG0000449,-23.7583298,-61.0213934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCEDES,ARG0000129,-29.180801,-58.079319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISA RUMI,ARG0000450,-22.260121,-66.367428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISION LA PAZ,ARG0000451,-22.378888,-62.519444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODESTO MARANZANA,ARG0000111,-33.160791,-64.365609,2003.2,http://globalenergyobservatory.org/geoid/42265,24.2,1995,11.2,1995,24.2,1995,11.2,1995,60,2008,60,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE CASEROS,ARG0000130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE QUEMADO,ARG0000322,-25.80091,-62.84095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOQUEHUE,ARG0000452,-38.950137,-71.33087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARENO,ARG0000453,-22.499722,-65.116666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEA MOVIL ENARSA,ARG0000347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NECOCHEA,ARG0000008,-38.578534,-58.71082,1968.6,http://globalenergyobservatory.org/geoid/42255,31,1963,31,1963,73,1971,73,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIHUIL I,ARG0000214,-34.99073,-68.623663,1957,http://globalenergyobservatory.org/geoid/42306,18.5,1957,18.5,1957,18.5,1957,18.5,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIHUIL II,ARG0000215,-34.903931,-68.617725,1968,http://globalenergyobservatory.org/geoid/42307,22,1968,22,1968,22,1968,22,1968,25.6,1968,25.6,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIHUIL III,ARG0000216,-34.882147,-68.576038,1972,http://globalenergyobservatory.org/geoid/42308,26,1972,26,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIHUIL IV,ARG0000213,-34.833,-68.5168,1965,http://globalenergyobservatory.org/geoid/42309,22.4,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOA MOVIL ENARSA,ARG0000348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVA ESPERANZA,ARG0000323,-26.207194,-64.247658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVA POMPEYA,ARG0000454,-24.93166667,-61.48527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVO PIRQUITAS (MINA PIRQUITAS),ARG0000455,-22.686383,-66.456469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVO PUERTO,ARG0000044,-34.57208,-58.38352,1988,"http://globalenergyobservatory.org/geoid/42245, http://globalenergyobservatory.org/geoid/42246",60,1952,110,1965,250,1969,252,2000,252,2000,282,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBERA (TG Nº21 FIAT ),ARG0000223,-27.50192,-55.12453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLACAPATO,ARG0000456,-24.139444,-66.719722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLAROZ CHICO,ARG0000457,-23.393506,-66.802811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORAN (MITRE),ARG0000281,-23.140545,-64.323197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORENSE,ARG0000016,-38.685059,-59.780381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OROSMAYO,ARG0000458,-22.557281,-66.356108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAICONE,ARG0000459,-22.219456,-66.425725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMAR GRANDE,ARG0000131,-27.942278,-57.900923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMAR LARGO,ARG0000460,-23.18888889,-62.04277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMARCITO,ARG0000461,-22.80308,-62.164096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMPA DE LOS GUANACOS,ARG0000324,-26.23213,-61.83607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARANA,ARG0000001,-33.354922,-60.171795,2001,http://globalenergyobservatory.org/geoid/42221,263,2001,263,2001,319,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE DE GENERACION SANTA MARIA (Central Barranco),ARG0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO ARAUCO SAPEM I,ARG0000192,-28.6683739,-66.7524147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,-28.6683739,-66.7524147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO DIADEMA,ARG0000081,-45.74583333,-67.69527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO EL TORDILLO,ARG0000082,-45.85068,-67.90805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075,-43.090684,-65.229803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO NECOCHEA,ARG0000033,-38.604519,-58.790598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO RAWSON I (ENARSA),ARG0000076,-43.352204,-65.173354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARQUE EOLICO RAWSON II (ENARSA),ARG0000077,-43.352204,-65.173354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASO DE INDIOS,ARG0000462,-43.86630541,-69.0448871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASO DE LAS CARRETAS (FAUSTO RADICI),ARG0000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASO DE LOS LIBRES,ARG0000132,-29.714766,-57.093307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASO DEL SAPO,ARG0000463,-42.737111,-69.6110021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTOS CHICOS,ARG0000464,-23.765631,-66.438958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATAGONIA,ARG0000078,-45.793432,-67.514503,2001.1,http://globalenergyobservatory.org/geoid/42251,39,1995,39,1995,60,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATAGONIA MOVIL ENARSA,ARG0000349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEHUAJO,ARG0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEQUEÑO APROVECHAMIENTO HIDROELECTRICO LA LUJANITA,ARG0000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEQUEÑO APROVECHAMIENTO HIDROELECTRICO LUJAN DE CUYO,ARG0000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERITO MORENO,ARG0000465,-46.592917,-70.928806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERUGORRIA,ARG0000133,-29.339975,-58.607714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305,-46.8065478,-67.9807913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICO TRUNCADO I,ARG0000304,-46.784224,-67.949776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIEDRA DEL AGUILA (CPSA),ARG0000233,-31.665073,-63.831444,1993.5,http://globalenergyobservatory.org/geoid/42215,350,1993,350,1993,350,1994,350,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIEDRA PARADA,ARG0000466,-42.6632132,-70.1529204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIEDRAS MORAS,ARG0000099,-32.1675,-64.2438,1995,http://globalenergyobservatory.org/geoid/42297,6.3,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILAR  BICENTENARIO,ARG0000100,-31.665073,-63.831444,2010.3,http://globalenergyobservatory.org/geoid/42238,168,2010,168,2010,160,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILAR ZANICHELLI,ARG0000101,-31.666187,-63.834448,1971.3,http://globalenergyobservatory.org/geoid/42239,33,1963,33,1963,75,1975,75,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIÑALITOS,ARG0000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANICIE BANDERITA,ARG0000241,-28.53388889,-65.79972222,1979,http://globalenergyobservatory.org/geoid/42237,243,1978,243,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,-31.38913,-68.675205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLVAREDAS,ARG0000467,-32.79222222,-69.65138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSADAS,ARG0000225,-27.443753,-55.917895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO CERCADO,ARG0000468,-23.0286108,-62.3357949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO COLORADO,ARG0000469,-23.552766,-65.81876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO DE MAZA,ARG0000470,-23.571819,-61.700764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO LA CHIVA,ARG0000471,-22.6789188,-62.3074558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO SARGENTO,ARG0000472,-23.6518015,-61.7967348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZO YACARE,ARG0000473,-24.0782228,-62.3331895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTE ROCA,ARG0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTE SARMIENTO,ARG0000289,-31.512867,-68.539934,,http://www.industryabout.com/country-territories-3/1230-argentina/fossil-fuels-energy/17349-sarmiento-gas-power-plant,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUEBLO VIEJO,ARG0000340,-27.1149,-65.7523,1967,http://globalenergyobservatory.org/geoid/42305,9.6,1967,9.6,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUELCHES,ARG0000180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUENTE DEL INCA,ARG0000474,-32.82416667,-69.90916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO ALMANZA,ARG0000475,-54.87059,-67.565574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO IRIGOYEN,ARG0000476,-23.224468,-61.747627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO MADRYN,ARG0000073,-42.706863,-65.104775,,"http://globalenergyobservatory.org/geoid/42250, http://www.industryabout.com/country-territories-3/1230-argentina/fossil-fuels-energy/17340-puerto-madryn-aluar-gas-power-plant",22.5,,22.5,,22.5,,22.5,,40,,40,,40,1997,40,1997,40,1997,155,2007,155,2007,155,2007,,,,,,,,,,,,,,,,
PUERTO NUEVO,ARG0000045,-34.575369,-58.378812,1965.5,http://globalenergyobservatory.org/geoid/42245,145,1961,194,1963,250,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO PIRAMIDES,ARG0000477,-42.5736172,-64.2836893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO SAN JULIAN,ARG0000478,-49.305042,-67.735328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO SANTA CRUZ,ARG0000479,-50.023581,-68.536208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA ALTA - CENTENARIO,ARG0000017,-38.7832606,-61.8984103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA ALTA - PEHUEN CO,ARG0000018,-38.8971202,-61.6097081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA BANDERA,ARG0000480,-50.315092,-72.7915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA DE VACAS,ARG0000481,-32.85166667,-69.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNTA DEL AGUA,ARG0000482,-24.3073257,-60.5404641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEBRADA DE ULLUM,ARG0000299,-31.25667,-61.52028,1981,http://globalenergyobservatory.org/geoid/42261,47,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIMILI,ARG0000325,-27.65195,-62.41627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADA TILLY,ARG0000071,-45.9168704,-67.5793505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO CEBALLOS,ARG0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO CORRALITO,ARG0000282,-24.98297,-65.686011,1962,http://www.eltribuno.info/salta/nota/2012-3-10-23-24-0-la-usina-que-cambio-salta-en-los-anos-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO CUARTO,ARG0000103,-33.161377,-64.364916,1974.5,http://globalenergyobservatory.org/geoid/42272,16,1974,16,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO GALLEGOS I (RIO CHICO),ARG0000483,-51.656306,-69.382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO GRANDE,ARG0000104,-53.786243,-67.722158,1986,http://globalenergyobservatory.org/geoid/42252,187.5,1986,187.5,1986,187.5,1986,187.5,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO HONDO,ARG0000332,-27.5225,-64.8861,1976,http://globalenergyobservatory.org/geoid/42302,9.5,1976,9.5,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO MAYO,ARG0000484,-45.6964538,-70.2559804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO MUERTO,ARG0000485,-23.6077408,-61.316872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO PICO,ARG0000486,-44.2,-71.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO REYES,ARG0000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO TURBIO,ARG0000487,-51.5385166,-72.27133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVADAVIA BANDA SUR,ARG0000488,-24.183055,-62.883888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SACHAYOJ,ARG0000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALAR DE POCITOS,ARG0000489,-24.373009,-66.993965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTITO I,ARG0000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTITO II,ARG0000219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTO ANDERSEN,ARG0000271,-38.824417,-64.829639,2012,https://es.wikipedia.org/wiki/Central_hidroel%C3%A9ctrica_Salto_Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTO DE LA LOMA,ARG0000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTO GRANDE (MITAD ARGENTINA),ARG0000144,-31.38913,-68.675205,1980.4,http://globalenergyobservatory.org/geoid/42224,135,1979,135,1979,135,1979,135,1980,135,1980,135,1980,135,1980,135,1981,135,1981,135,1981,135,1981,135,1982,135,1982,,,,,,,,,,,,,,
SAN ANTONIO,ARG0000226,-26.05598,-53.73322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN ANTONIO DE LOS COBRES,ARG0000490,-24.214444,-66.318888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN CAYETANO,ARG0000491,-23.8232703,-60.9788771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN CLEMENTE DEL TUYU,ARG0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO,ARG0000105,-31.439111,-62.111887,1978.5,http://globalenergyobservatory.org/geoid/42270,16,1975,23,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO (Dpto. Santa Catalina),ARG0000492,-22.001228,-66.173533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO 2,ARG0000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN Y OROS,ARG0000493,-22.225248,-66.248899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN MARTÍN,ARG0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN MARTIN 1,ARG0000494,-24.5319053,-59.9020512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN MARTIN DE LOS ANDES,ARG0000250,-40.151149,-71.334017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN MIGUEL,ARG0000134,-27.996278,-57.591061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN NICOLAS,ARG0000002,-33.356181,-60.172865,1965.4,http://globalenergyobservatory.org/geoid/42220,75,1953,75,1953,75,1953,75,1953,350,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN PEDRO,ARG0000227,-26.62534,-54.11021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN ROQUE,ARG0000107,-31.3533071,-64.3938303,1944,http://globalenergyobservatory.org/geoid/45978,6.5,1944,6.5,1944,6.5,1944,6.5,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN SALVADOR,ARG0000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA ANA,ARG0000495,-23.354583,-64.989389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA ISABEL,ARG0000181,-36.23138889,-66.93805556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA ROSA DE LOS PASTOS GRANDES,ARG0000496,-24.450077,-66.699815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA VICTORIA ESTE,ARG0000497,-22.27,-62.7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTO DOMINGO,ARG0000498,-22.542876,-66.222969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTO TOMAS,ARG0000251,-39.871875,-70.10295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTO TOME,ARG0000135,-28.5497,-56.072229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS LUGARES,ARG0000499,-26.68374,-63.54889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARMIENTO,ARG0000335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPAUCAL,ARG0000500,-42.271944,-67.404167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,ARG0000501,-23.946439,-66.488261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORRENTO,ARG0000313,-32.905315,-60.680651,1962.2,http://globalenergyobservatory.org/geoid/42258,33,1936,33,1936,160,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUDOESTE,ARG0000108,-31.463023,-64.238814,1981,http://www.industryabout.com/country-territories-3/1230-argentina/fossil-fuels-energy/17351-sudoeste-gas-power-plant,35,,35,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMAYEN,ARG0000502,-24.608269,-61.409681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUSQUES,ARG0000503,-23.399408,-66.367109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAFI DEL VALLE,ARG0000504,-26.856545,-65.721376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANDIL - CRETAL,ARG0000019,-37.4028152,-59.0230125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARTAGAL,ARG0000283,-22.5098645,-63.7970473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECKA,ARG0000505,-43.4935821,-70.8135608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
