Plant Code,Country,Plant Name,Owner,Latitude,Longitude,Primary Fuel,Total Capacity (MW),Net Generation (MWh),Operating Year,,,Total cap. (MW),Total gen. (MWh),
10156,USA,Fresno Cogen Partners,Wellhead Services Inc,36.617022,-120.099846,Gas,82.6,28616,1990,,,,,
10162,USA,Whitewater Hydro Plant,Desert Water Agency,33.934725,-116.640548,Hydro,1.3,0,1986,,,,,
10167,USA,Seadrift Coke LP,Seadrift Coke L P,28.513929,-96.794154,Oil,7.6,42845,1983,,,,,
10168,USA,Cardinal Cogen,Cardinal Cogen Inc,37.429848,-122.176284,Gas,52.8,394299,1987,,,,,
10169,USA,Carson Cogeneration,Carson Cogeneration Co,33.8759,-118.2491,Gas,55.8,35961,1989,,,,,
10173,USA,Cherokee Falls,Aquenergy Systems Inc,35.0642,-81.5458,Hydro,4.3,13485,1985,,,,,
10175,USA,Childrens Hospital,DTE San Diego COGEN Inc.,32.7992,-117.1517,Gas,10,26824,2000,,,,,
10176,USA,M Street Jet,Massachusetts Bay Trans Auth,42.339387,-71.031407,Oil,69,1928,1979,,,,,
10180,USA,Metro Wastewater Reclamation District,Colorado Golden Energy Corp.,39.8078,-104.9542,Waste,15,35732,1985,,,,,
10181,USA,Metropolitan Sewerage District,Metropolitan Sewerage District,35.6497,-82.5992,Hydro,2.4,10374,1988,,,,,
10183,USA,Mine Falls Generating Station,Eagle Creek RE LLC,42.750278,-71.505278,Hydro,3,10476,1985,,,,,
10184,USA,Central Utility Plant,Minnesota Mining & Mfg Co,30.397351,-97.842586,Gas,14.3,20880,1988,,,,,
10186,USA,Anson Abenaki Hydros,Madison Paper Industries Inc,44.7975,-69.8867,Hydro,32,137026,1983,,,,,
10187,USA,Engineered Carbons Echo Cogeneration,Orion Engineered Carbons,30.1525,-93.7206,Gas,10,22785,1985,,,,,
10188,USA,Cutrale Citrus Juices USA II,Cutrale Citrus Juices USA Inc,28.05485,-81.798166,Gas,8.2,47176,2010,,,,,
10190,USA,Castleton Energy Center,PIC Group Inc,42.5375,-73.7433,Gas,72,229368,1992,,,,,
10191,USA,Tehachapi Wind Resource I,CalWind Resources Inc,35.060556,-118.389722,Wind,17.4,13895,1984,,,,,
10194,USA,Hawaii Cogen,Chevron Refinery-Hawaii,21.311667,-158.113889,Oil,12.2,99730,1990,,,,,
10195,USA,CF Industries Yazoo City Complex,CF Industries Nitrogen LLC,32.90411,-90.3781,Gas,25,162661,1984,,,,,
10196,USA,Moose River,FortisUS Energy Corp,43.610664,-75.341325,Hydro,12.6,42757,1987,,,,,
10197,USA,Philadlephia,FortisUS Energy Corp,44.158611,-75.708778,Hydro,3.6,8325,1986,,,,,
10198,USA,Mosaic Phosphates Uncle Sam,Mosaic Phosphates Co.,30.038649,-90.828312,Waste,11,85614,1968,,,,,
10199,USA,West Ford Flat Power Plant,Geysers Power Co LLC,38.7881,-122.7219,Geothermal,38,207225,1988,,,,,
10202,USA,Fernandina Beach Mill,RockTenn-Jackson Fenandina,30.681823,-81.455413,Coal,118.4,624544,1988,,,,,
10204,USA,Mosaic Co Tampa Facility,Mosaic Company,27.8605,-82.3903,Waste,77.9,225654,1988,,,,,
10206,USA,Loma Linda University Cogen,Loma Linda University,34.050391,-117.248417,Gas,12.1,71526,1989,,,,,
10208,USA,Escanaba Mill,Verso Corporation ? Escanaba Paper Company,45.8044,-87.0891,Gas,122.4,562227,1969,,,,,
10213,USA,El Segundo Cogen,Chevron USA Inc-El Sequndo,33.9058,-118.4031,Gas,180.1,0,1987,,,,,
10214,USA,Lower Saranac Hydroelectric Facility,Lower Saranac Hydro Partner LP,44.6694,-73.5075,Hydro,6.7,25613,1990,,,,,
10215,USA,Snowbird Power Plant,Snowbird Corporation,40.5719,-111.7453,Gas,1.8,14,1986,,,,,
10216,USA,Alabama River Pulp,Alabama River Cellulose LLC,31.5825,-87.4889,Biomass,48,11305,1978,,,,,
10218,USA,Warrensburg Hydroelectric,Boralex Hydro Operations Inc,43.4833,-73.7986,Hydro,2.9,11830,1988,,,,,
10219,USA,Middle Falls Hydro,Boralex Hydro Operations Inc,43.098711,-73.525271,Hydro,2.2,13161,1989,,,,,
10220,USA,Sissonville Hydro,Boralex Hydro Operations Inc,44.685589,-75.002868,Hydro,3,14536,1990,,,,,
10221,USA,New York State Dam Hydro,Boralex Hydro Operations Inc,42.781779,-73.696096,Hydro,11.4,53131,1990,,,,,
10222,USA,Tulare Success Power Project,Lower Tule River Irrgtn Dist,36.058635,-118.924097,Hydro,1.4,62,1989,,,,,
10223,USA,AG Processing Inc,Ag Processing Inc,42.665941,-93.902606,Coal,8.5,341,1982,,,,,
10224,USA,Merck Rahway Power Plant,Merck & Co Inc,40.615616,-74.26529,Gas,15.8,30404,1977,,,,,
10233,USA,Leaf River Cellulose LLC,Leaf River Cellulose  LLC,31.2434,-89.0456,Biomass,50.4,420170,1984,,,,,
10234,USA,Biron Mill,NewPage Corporation,44.43,-89.78,Coal,61.6,273657,1964,,,,,
10237,USA,Diana Hydroelectric,FortisUS Energy Corp,44.151944,-75.321725,Hydro,1.8,7080,1985,,,,,
10238,USA,Dolgeville Hydro,FortisUS Energy Corp,43.090635,-74.766961,Hydro,5,15730,1985,,,,,
10243,USA,Ticona Polymers Inc,Ticona Polymers Inc,27.5697,-97.8228,Gas,44.2,262874,1989,,,,,
10244,USA,P H Glatfelter Co -Chillicothe Facility,P H  Glatfelter Company,39.324611,-82.974039,Biomass,92.8,462423,1952,,,,,
10245,USA,ArcelorMittal Burns Harbor,ArcelorMittal Burns Harbor Inc,41.635,-87.1387,Gas,176.2,542940,1970,,,,,
10250,USA,Bay County Waste to Energy,Bay County Board-County Comm,30.266057,-85.52067,Waste,13.6,40177,1987,,,,,
10252,USA,Domtar Kingsport Mill,Domtar Paper Co LLC Kingsport Mill,36.5489,-82.5667,Biomass,50,286977,2006,,,,,
10253,USA,Haypress,EIF Haypress LLC,39.565677,-120.581684,Hydro,10,6168,1989,,,,,
10255,USA,Bangor Pacific Hydro,"Brookfield Black Bear Hydro, LLC",45.2497,-68.6483,Hydro,13,99639,1988,,,,,
10258,USA,Haw River Hydro,Haw River Hydro Co,35.9483,-79.3244,Hydro,1.5,5368,1981,,,,,
10261,USA,Enterprise Products Operating,Enterprise Products Optg LP,29.8247,-94.9197,Gas,25.7,168013,1984,,,,,
10262,USA,California Institute of Technology,California Institute-Technolgy,34.138467,-118.1256,Gas,13,81059,2003,,,,,
10275,USA,Florida's Natural Growers,Citrus World Inc,27.9114,-81.6006,Gas,10.7,0,1989,,,,,
10276,USA,Clement Dam Hydro LLC,Eagle Creek RE LLC,43.440538,-71.595975,Hydro,2.4,16106,1984,,,,,
10279,USA,Kansas River Project,Bowersock Mills & Power Co,38.974022,-95.235078,Hydro,7,16214,1920,,,,,
10280,USA,Bob Jones University Cogen Plant,Bob Jones University,34.8694,-82.3639,Oil,7.4,0,1978,,,,,
10282,USA,Big Creek Water Works,Big Creek Water Works Ltd,40.646733,-123.498008,Hydro,5,2631,1987,,,,,
10285,USA,Townsend Hydro,Beaver Falls Municipal Auth,40.733545,-80.314795,Hydro,5.2,21241,1987,,,,,
10286,USA,Cornell Hydro,Cornell Hydro,42.451922,-76.485092,Hydro,1.9,2660,1981,,,,,
10287,USA,Beowawe Power,Terra-Gen Operating Company,40.5547,-116.6175,Geothermal,20.6,108333,1985,,,,,
10288,USA,Big Valley Power LLC,Big Valley Power (BVP) LLC,41.1325,-121.137222,Waste,9.3,0,1983,,,,,
10290,USA,Bridgewater Power LP,Bridgewater Power Co LP,43.7155,-71.6585,Waste,20,122900,1987,,,,,
10294,USA,King City Power Plant,Calpine King City Cogen LLC,36.225,-121.1278,Gas,133.2,511787,1989,,,,,
10296,USA,South Forks Hydro,South Forks Joint Venture,42.4937,-114.3102,Hydro,8,29302,1984,,,,,
10298,USA,Bayou Cogen Plant,Air Liquide Large Industries U S LP,29.6225,-95.0458,Gas,304.6,1716908,1984,,,,,
10300,USA,Desert View Power,Desert View Power Inc,33.586,-116.0873,Waste,55.5,327982,1991,,,,,
10301,USA,Louisiana Sugar Refining,Louisiana Sugar Refining LLC,30.0497,-90.6839,Gas,6.7,16227,1977,,,,,
10302,USA,Juniata Locomotive Shop,Norfork Southern Corp,40.533299,-78.384125,Coal,4,7120,1955,,,,,
10305,USA,Dutchess Cnty Resource Recovery Facility,Dutchess County RRA,41.647,-73.943,Waste,9.2,43223,1987,,,,,
10307,USA,Bellingham Cogeneration Facility,Northeast Energy Associates LP,42.0925,-71.4833,Gas,386.1,415746,1991,,,,,
10308,USA,Sayreville Cogeneration Facility,North Jersey Energy Assoc LP,40.439,-74.3444,Gas,430.2,1401194,1991,,,,,
10319,USA,Geismar,BASF Corporation,30.2,-91,Gas,84.1,648448,1985,,,,,
10323,USA,Copper Dam Plant,Farmer's Irrigation District,45.66523,-121.523761,Hydro,3,14355,1986,,,,,
10324,USA,Peters Drive Plant,Farmer's Irrigation District,45.66764,-121.548455,Hydro,1.8,7450,1987,,,,,
10325,USA,Mink Creek Hydro,Mink Creek Hydro Entity,42.260844,-111.665589,Hydro,3.1,7758,1986,,,,,
10328,USA,T B Simon Power Plant,Michigan State University,42.7178,-84.4836,Gas,99.3,292662,1965,,,,,
10333,USA,Florida Power Development,Florida Power Development,28.5819,-82.4311,Waste,125,107596,1988,,,,,
10334,USA,H Power,Covanta Honolulu Resource Recovery,21.300036,-158.098615,Waste,97.3,382607,1989,,,,,
10339,USA,Southside Water Reclamation Plant,Albuquerque City of,35.016111,-106.669722,Gas,6.6,34708,2002,,,,,
10342,USA,Foster Wheeler Martinez,Foster Wheeler Power Sys Inc,38.0244,-122.0589,Gas,113.5,774724,1987,,,,,
10343,USA,Foster Wheeler Mt Carmel Cogen,Mount Carmel Cogen Inc,40.811189,-76.452951,Coal,47.3,279306,1990,,,,,
10346,USA,Hillman Power LLC,Hillman Power Co,45.0688,-83.8932,Waste,20,135870,1987,,,,,
10349,USA,Greenleaf 2 Power Plant,Calpine Corp-Yuba City,39.1365,-121.6397,Gas,49.5,246357,1989,,,,,
10350,USA,Greenleaf 1 Power Plant,Calpine Corp-Yuba City,39.052922,-121.696072,Gas,66,15854,1989,,,,,
10354,USA,ReEnergy Livermore Falls,ReEnergy Livermore Falls,44.431667,-70.1619,Waste,39.6,304834,1992,,,,,
10356,USA,ReEnergy Ashland,ReEnergy Ashland LLC,46.6334,-68.4361,Waste,39.6,42885,1993,,,,,
10360,USA,Green Bay West Mill,Georgia-Pacific Consr Prods LP-Green Bay,44.4936,-88.0303,Coal,90.8,470120,1963,,,,,
10361,USA,Savannah River Mill,Georgia-Pacific Consr Prods LP-Savannah,32.331274,-81.201496,Oil,140.4,258861,1986,,,,,
10362,USA,Muskogee Mill,Georgia-Pacific Consr Prods LP-Muskogee,35.7322,-95.2939,Coal,114,397330,1978,,,,,
10377,USA,James River Genco LLC,Hopewell Operating Services LLC,37.2939,-77.2697,Coal,114.8,98623,1988,,,,,
10378,USA,CPI USA NC Southport,CPI USA NC Southport LLC,33.944384,-78.011824,Waste,135,485306,1987,,,,,
10379,USA,CPI USA NC Roxboro,CPI USA NC Roxboro LLC,36.435,-78.9619,Waste,67.5,245595,1987,,,,,
10380,USA,Elizabethtown Power LLC,North Carolina Renewable Power,34.647155,-78.64151,Coal,34.7,0,1985,,,,,
10381,USA,Coastal Carolina Clean Power,Carlyle/Riverstone Renewable Energy,35.0217,-77.8583,Waste,44.1,200334,1986,,,,,
10382,USA,Lumberton,NC Renewable Power - Lumberton LLC,34.59,-78.9968,Coal,34.7,0,1985,,,,,
10384,USA,Edgecombe Genco LLC,Edgecombe Operating Services LLC,36.037318,-77.753345,Coal,114.8,108885,1990,,,,,
10387,USA,Sycamore Energy 1,Sycamore Energy 1 LLC,32.857709,-117.028847,Waste,5.4,19406,2011,,,,,
10395,USA,GRS Coyote Canyon,Coyote Canyon Energy LLC,33.613,-117.8219,Waste,20,34035,1989,,,,,
10397,USA,ArcelorMittal Indiana Harbor West,ArcelorMittal Indiana Harbor West,41.663765,-87.452325,Gas,152,339013,1939,,,,,
10398,USA,Arcelormittal Cleveland Inc,ArcelorMittal Cleveland Inc,41.4739,-81.6728,Gas,68,195548,1965,,,,,
10405,USA,Kingsburg Cogen,KES Kingsburg LP,36.5397,-119.5794,Gas,36.2,70505,1990,,,,,
10408,USA,Clark University,Clark University,42.2497,-71.8094,Gas,2,9740,2013,,,,,
10412,USA,Kalaheo Hydro,McBryde Sugar Co Ltd,21.936075,-159.528581,Hydro,1.1,2660,1928,,,,,
10413,USA,Wainiha Hydro,McBryde Sugar Co Ltd,22.196292,-159.556142,Hydro,3.6,25253,1906,,,,,
10416,USA,Pensacola Florida Plant,Ascend Performance Materials LLC,30.5958,-87.2525,Gas,102,655329,1953,,,,,
10417,USA,Indian Orchard Plant 1,Solutia Inc-Indian,42.156898,-72.524153,Coal,5.7,22664,1985,,,,,
10418,USA,Ascend Performance Materials Texas Inc.,Ascend Performance Materials,29.2558,-95.2103,Gas,52.1,231976,1993,,,,,
10421,USA,Dillon Hydro Plant,Denver City & County of,39.6208,-106.0662,Hydro,1.8,8384,1987,,,,,
10422,USA,Williams Fork Hydro Plant,Denver City & County of,40.035,-106.2053,Hydro,3.5,12768,1959,,,,,
10423,USA,North Fork Hydro Plant,Denver City & County of,39.4616,-105.677,Hydro,5.5,19,1988,,,,,
10424,USA,Gross Hydro Plant,Denver City & County of,39.9456,-105.3565,Hydro,7.8,21955,2007,,,,,
10425,USA,International Paper - Orange,International Paper - Orange,30.2178,-93.7422,Biomass,48,247329,1967,,,,,
10426,USA,Inland Paperboard Packaging Rome,Inland Paperboard - Rome Mill,34.2528,-85.3275,Biomass,70.4,435948,1954,,,,,
10427,USA,New-Indy Ontario Mill,New-Indy Ontario LLC,34.045361,-117.540193,Gas,34,259044,1985,,,,,
10430,USA,Anheuser-Busch St Louis,Anheuser-Busch Inc,38.597755,-90.210671,Coal,26.1,48898,1947,,,,,
10431,USA,Anheuser-Busch Jacksonville,Anheuser-Busch Inc,30.43424,-81.645351,Gas,8.6,71722,1987,,,,,
10434,USA,Mosaic New Wales Operations,Mosaic Fertilizer LLC,27.833642,-82.051937,Waste,135.5,522590,1981,,,,,
10435,USA,Camden Resource Recovery Facility,Camden County Energy Recovery Corp,39.9092,-75.1169,Waste,35,159285,1991,,,,,
10436,USA,ExxonMobil Baytown Refinery,Exxon Mobil Refining and Supply Co.,29.753517,-94.997277,Gas,177.3,1077870,1989,,,,,
10437,USA,SEGS I,Sunray Operating Services LLC,34.8621,-116.8281,Solar,27.6,11040,1984,,,,,
10438,USA,SEGS II,Sunray Operating Services LLC,34.8659,-116.8251,Solar,60,9191,1985,,,,,
10439,USA,SEGS III,FPL Energy Operating Services Inc - SEGS,35.00694,-117.555768,Solar,68.4,58830,1986,,,,,
10440,USA,SEGS IV,FPL Energy Operating Services Inc - SEGS,35.012166,-117.555672,Solar,68.4,58369,1986,,,,,
10441,USA,SEGS V,FPL Energy Operating Services Inc - SEGS,35.01948,-117.55553,Solar,68.4,60197,1987,,,,,
10442,USA,SEGS VI,FPL Energy Operating Services Inc - SEGS,35.020981,-117.566079,Solar,70,55827,1988,,,,,
10443,USA,SEGS VII,FPL Energy Operating Services Inc - SEGS,35.014836,-117.565903,Solar,70,52488,1988,,,,,
10444,USA,SEGS VIII,FPL Energy Operating Services Inc - SEGS,35.0308,-117.3563,Solar,184,159038,1989,,,,,
10446,USA,SEGS IX,FPL Energy Operating Services Inc - SEGS,35.033,-117.338,Solar,184,159803,1990,,,,,
10453,USA,LAC Courte Oreilles Hydroelect,Renewable World Energies LLC,45.888333,-91.076944,Hydro,3.4,12634,1986,,,,,
10458,USA,Muck Valley Hydroelectric,Brookfield Energy Marketing LP,40.976389,-121.255833,Hydro,29.9,10294,1988,,,,,
10464,USA,Black River Generation,Black River Generation LLC,44.03647,-75.77204,Waste,55.5,301609,1989,,,,,
10466,USA,Wisconsin Rapids Paper Mill,NewPage Corporation,44.3989,-89.9403,Other,20.8,32208,1928,,,,,
10467,USA,Fourth Branch Hydroelectric Facility,Boralex Hydro Operations Inc,42.787575,-73.691676,Hydro,3.3,16806,1987,,,,,
10469,USA,Bear Canyon Power Plant,Geysers Power Co LLC,38.762968,-122.692915,Geothermal,24.4,89366,1988,,,,,
10471,USA,Spadra Landfill Gas to Energy,Los Angeles County Sanitation,34.0408,-117.8217,Waste,10.6,31150,1990,,,,,
10472,USA,Puente Hills Energy Recovery,Los Angeles County Sanitation,34.0233,-118.0241,Waste,59.9,381313,1986,,,,,
10475,USA,Expander Turbine,ArcelorMittal USA Inc,41.6836,-87.4233,Gas,20,77250,1981,,,,,
10477,USA,Wisconsin Rapids Pulp Mill,NewPage Corporation,44.3953,-89.826,Biomass,72.3,313336,1968,,,,,
10478,USA,Pitchess Cogen Station,Los Angeles County,34.463896,-118.593991,Gas,28.3,189014,1988,,,,,
10479,USA,Ples I,Ormat Nevada Inc,37.6455,-118.9096,Geothermal,15,94254,1990,,,,,
10480,USA,Mammoth Pacific I,Ormat Nevada Inc,37.6451,-118.9143,Geothermal,10,56293,1984,,,,,
10481,USA,Mammoth Pacific II,Ormat Nevada Inc,37.6464,-118.9092,Geothermal,30,69001,1990,,,,,
10486,USA,Boise Cascade International Falls,Boise White Paper LLC,48.6067,-93.4066,Biomass,29.2,165968,1927,,,,,
10487,USA,International Falls Power,Boise White Paper LLC,48.608054,-93.404313,Hydro,14.2,1880,1946,,,,,
10488,USA,DeRidder Mill,Boise Packaging & Newsprint LLC,30.8606,-93.3756,Biomass,61.5,376580,1969,,,,,
10490,USA,Upper Beaver Falls Project,Eagle Creek RE LLC,43.883611,-75.428056,Hydro,1.5,10393,1985,,,,,
10491,USA,Mead Rumford Cogen,NewPage Corporation,44.546503,-70.544286,Oil,12.5,0,1954,,,,,
10493,USA,Rumford Falls Hydro Facility,Brookfield Power New England,44.5486,-70.6283,Hydro,44.5,288483,1918,,,,,
10494,USA,Sheldon Springs Hydroelectric,"Sheldon Vermont Hydro Co., Inc.",44.9108,-72.9736,Hydro,25.2,73022,1988,,,,,
10495,USA,Rumford Cogeneration,NewPage Corporation,44.5513,-70.5414,Coal,102.6,588453,1990,,,,,
10496,USA,Kern River Cogeneration,Kern River Cogeneration Co,35.4515,-118.9849,Gas,300,743921,1985,,,,,
10501,USA,Mid-Set Cogeneration,Mid Set Cogeneration Co,35.19456,-119.57097,Gas,39.1,301131,1989,,,,,
10502,USA,Thermal Energy Development Part LP,Thermal Energy Development Part LP,37.719939,-121.48867,Waste,23,119365,1990,,,,,
10503,USA,Wheelabrator Hudson Falls,Wheelabrator Environmental Systems,43.3056,-73.591447,Waste,14.4,75349,1991,,,,,
10504,USA,Amalgamated Sugar Twin Falls,The Amalgamated Sugar Co,42.5328,-114.4328,Coal,10.2,46020,1948,,,,,
10511,USA,Finch Paper,Finch Paper LLC,43.3084,-73.6376,Waste,29,152936,1987,,,,,
10519,USA,Milton Hydro,SFR Hydro Cor,43.403087,-70.98647,Hydro,1.4,0,1914,,,,,
10520,USA,Dayton Hydro,Midwest Hydro LLC,41.387792,-88.789656,Hydro,3.6,19951,1925,,,,,
10521,USA,Lederle Laboratories,Wyeth-Averst Lederle,41.0772,-74.0181,Gas,23.4,127901,1998,,,,,
10523,USA,Benton Falls Associates,Essex Hydro Associates LLC,44.580175,-69.55452,Hydro,4.2,19528,1987,,,,,
10525,USA,Craven County Wood Energy LP,CMS Generation Operating Co II,35.130193,-77.167883,Waste,50,355349,1990,,,,,
10526,USA,Dodge Falls Associates,Dodge Falls Associates LP,44.2081,-72.0581,Hydro,5,25635,1990,,,,,
10530,USA,Feeder Dam Hydro Plant,Erie Boulevard Hydropower LP,43.289874,-73.665834,Hydro,5,26424,1924,,,,,
10531,USA,Beebee Island Hydro Plant,Erie Boulevard Hydropower LP,43.9767,-75.9072,Hydro,9,43841,1931,,,,,
10532,USA,Granger Electric Generating Station #2,Granger Electric Co,42.805,-84.7075,Waste,3.2,20475,1991,,,,,
10538,USA,Dexter Plant,CHI Energy Inc,44.003984,-76.041277,Hydro,4.2,11748,1931,,,,,
10539,USA,Theresa Plant,CHI Energy Inc,44.21742,-75.795173,Hydro,1.3,7491,1929,,,,,
10540,USA,Diamond Island Plant,CHI Energy Inc,43.978626,-75.886102,Hydro,1.2,6316,1914,,,,,
10544,USA,Hailesboro 4 Plant,CHI Energy Inc,44.311681,-75.444992,Hydro,1.4,11669,1922,,,,,
10545,USA,Copenhagen Plant,CHI Energy Inc,43.899745,-75.660268,Hydro,3.3,10486,1984,,,,,
10546,USA,Beaver Valley Patterson Dam,CHI Energy Inc,40.744105,-80.317839,Hydro,1.2,3398,1982,,,,,
10547,USA,Pyrites Plant,CHI Energy Inc,44.522043,-75.188108,Hydro,8.2,29173,1949,,,,,
10548,USA,San Jose Cogeneration,San Jose State University Fclts Dev &Ops,37.336113,-121.878332,Gas,6,36229,1984,,,,,
10549,USA,Al Turi,Ameresco LFG I Inc,41.4083,-74.3731,Waste,2.4,9816,2011,,,,,
10550,USA,High Shoals Hydro (NC),Mills Shoals Hydro Co Inc,35.394254,-81.201002,Hydro,1.8,17169,1934,,,,,
10553,USA,Anderson Power Products Division,Anderson Power Products,42.471389,-71.743333,Oil,1,1,1987,,,,,
10554,USA,Formosa Utility Venture Ltd,Formosa Plastics Corp,28.6917,-96.5417,Gas,689.4,3635530,1987,,,,,
10555,USA,Brassua Hydroelectric Project,Brassua Hydroelectric LP,45.6603,-69.812168,Hydro,3.6,15548,1989,,,,,
10556,USA,Boott Hydropower,Boott Hydropower Inc,42.652454,-71.322383,Hydro,22.9,85890,1985,,,,,
10560,USA,Rayonier Advanced Materials - Jesup Plant,"Rayonier Performance Fibers, LLC",31.6593,-81.8439,Biomass,77,372639,1954,,,,,
10562,USA,Rayonier Fernandina Mill,"Rayonier Performance Fibers, LLC",30.6612,-81.473,Waste,49.5,261616,1939,,,,,
10566,USA,Chambers Cogeneration LP,US Operating Services Company,39.693494,-75.485811,Coal,285,918744,1994,,,,,
10567,USA,Algonquin Windsor Locks,Algonquin Windsor Locks LLC,41.9227,-72.6255,Gas,71,119343,1990,,,,,
10568,USA,Port Arthur Texas Refinery,Total Petrochemicals USA Inc,29.964938,-93.891283,Gas,38.4,229813,1988,,,,,
10569,USA,Big Spring Texas Refinery,Alon USA LP,32.273182,-101.422436,Other,1.5,0,1986,,,,,
10570,USA,Errol Hydroelectric Project,Errol Hydroelectric Co LLC,44.786648,-71.12433,Hydro,3,16470,1986,,,,,
10586,USA,Cameron Ridge LLC,Terra-Gen Operating Co LLC,35.075,-118.3158,Wind,119.2,176326,1984,,,,,
10593,USA,Agrilectric Power Partners Ltd,Agrilectric Power Partners Ltd,30.2012,-93.1269,Other,12.1,85506,1984,,,,,
10597,USA,Ridgetop Energy LLC,Terra-Gen Operating Co LLC,35.0697,-118.3167,Wind,58,66775,1984,,,,,
10600,USA,Union Tribune Publishing,Union Tribune LLC,32.765,-117.1639,Gas,3.1,2,1982,,,,,
10601,USA,Tesoro Wilmington Calciner,Tesoro Refining & Marketing Company LLC,33.77697,-118.22821,Waste,34,214262,1982,,,,,
10603,USA,Ebensburg Power,Ebensburg Power Co,40.455,-78.7472,Coal,57.6,362827,1990,,,,,
10604,USA,Hawaiian Comm & Sugar Puunene Mill,Hawaiian Commercial and Sugar Company,20.867453,-156.453958,Other,46.1,151391,1972,,,,,
10605,USA,Brunswick Cellulose,Brunswick Cellulose LLC,31.175406,-81.521637,Biomass,72.2,427059,1954,,,,,
10606,USA,Georgia-Pacific Crossett,Georgia-Pacific LLC,33.1421,-91.975,Biomass,91.6,494286,1962,,,,,
10608,USA,Gilman Mill,Ampersand Gilman Hydro LP,44.4122,-71.7228,Hydro,4.8,23208,1986,,,,,
10610,USA,Georgia-Pacific Monticello Paper,Georgia-Pacific Monticello LLC,31.6285,-90.0809,Biomass,64.8,417049,1968,,,,,
10611,USA,Georgia-Pacific Palatka Operations,Georgia-Pacific Consr Ops LLC-Palatka,29.6807,-81.6809,Biomass,89.5,387134,1956,,,,,
10612,USA,Georgia-Pacific Port Hudson,Georgia-Pacific Cons Op LLC Port Hudson,30.6547,-91.28,Biomass,127.7,775616,1986,,,,,
10613,USA,Domtar - Woodland Mill,Woodland Pulp LLC,45.1554,-67.4012,Biomass,68.3,384077,1912,,,,,
10617,USA,CH Resources Beaver Falls,Lakeside Beaver Falls LLC,43.8861,-75.4342,Gas,107.8,1151,1995,,,,,
10620,USA,Carthage Energy LLC,Carthage Energy LLC,43.9842,-75.6225,Gas,62.9,11417,1991,,,,,
10621,USA,CH Resources Syracuse,Lakeside Syracuse LLC,43.0664,-76.2144,Gas,102.7,43288,1994,,,,,
10623,USA,Civic Center,Los Angeles County,34.0564,-118.2436,Gas,34.5,122096,1989,,,,,
10627,USA,Pine Bluff Mill,Evergreen Packaging Inc,34.221213,-91.907365,Biomass,85,424054,1958,,,,,
10629,USA,Wheelabrator Baltimore Refuse,Wheelabrator Environmental Systems,39.266041,-76.629653,Waste,64.5,323094,1984,,,,,
10631,USA,CE Leathers,CalEnergy Operating Corporation,33.1779,-115.565,Geothermal,35.8,359218,1989,,,,,
10632,USA,Del Ranch Company,CalEnergy Operating Corporation,33.1646,-115.616,Geothermal,35.8,317092,1988,,,,,
10633,USA,Hopewell Cogeneration,"Suez Energy Generation NA, Inc.",37.291667,-77.281111,Gas,399,1017173,1990,,,,,
10634,USA,Elmore Company,CalEnergy Operating Corporation,33.1777,-115.6033,Geothermal,35.8,344670,1988,,,,,
10635,USA,Corona Cogen,Juniper Generation  LLC,33.8827,-117.5565,Gas,47,117601,1988,,,,,
10641,USA,Cambria Cogen,Cambria CoGen Co,40.474167,-78.7014,Coal,98,748615,1991,,,,,
10642,USA,Covanta Hempstead,Covanta Hempstead Company,40.7389,-73.5906,Waste,78.6,574659,1989,,,,,
10643,USA,Covanta Essex Company,Covanta Essex Company,40.7376,-74.1255,Waste,69.8,484447,1990,,,,,
10646,USA,Covanta Southeastern Connecticut Company,Covanta Southeastern Connecticut Company,41.475,-72.0688,Waste,16.9,129798,1991,,,,,
10648,USA,Olinda Landfill Gas Recovery Plant,Brea Generation LLC,33.9056,-117.8439,Waste,5.4,1368,1985,,,,,
10649,USA,Bear Mountain Cogen,Juniper Generation  LLC,35.419181,-118.926643,Gas,46,337057,1995,,,,,
10650,USA,Badger Creek Cogen,Juniper Generation  LLC,35.483736,-119.029856,Gas,46,233439,1991,,,,,
10652,USA,Burney Forest Products,North American Energy Services,40.879719,-121.720342,Waste,31,214793,1989,,,,,
10655,USA,Iowa Methodist Medical Center,Iowa Methodist Medical Center,41.5894,-93.635,Oil,3.5,0,1987,,,,,
10656,USA,French Paper Hydro,French Paper Co,41.8203,-86.2592,Hydro,1.3,7718,1922,,,,,
10661,USA,Collins Pine Project,Collins Pine Co,40.303422,-121.244431,Waste,12,22654,1985,,,,,
10671,USA,AES Shady Point LLC,AES Shady Point LLC,35.1931,-94.6458,Coal,350,1889733,1990,,,,,
10672,USA,Cedar Bay Generating Company LP,Cedar Bay Operating Services LLC,30.4225,-81.6064,Coal,291.6,879977,1994,,,,,
10673,USA,AES Hawaii,AES Hawaii Inc,21.303419,-158.106528,Coal,203,1481910,1992,,,,,
10676,USA,AES Beaver Valley Partners Beaver Valley,AES Beaver Valley,40.657218,-80.353929,Coal,149,0,1987,,,,,
10677,USA,CES Placerita Power Plant,CES Placerita Inc,34.3801,-118.4999,Gas,90,0,1988,,,,,
10678,USA,AES Warrior Run Cogeneration Facility,AES WR Ltd Partnership,39.595171,-78.745333,Coal,229,1265668,1999,,,,,
